5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	3.92	4.26	4.65	4.75	4.27	4.37	5	0
11/02/2015 00:05	3.66	4.01	4.27	4.25	4.1	4.06	5	0
11/02/2015 00:10	3.55	3.88	4.25	4.31	3.86	3.97	5	0
11/02/2015 00:15	3.41	3.76	4.09	4.15	3.8	3.84	5	0
11/02/2015 00:20	3.03	3.38	3.54	3.49	3.34	3.35	5	0
11/02/2015 00:25	4.02	4.36	4.76	4.87	4.38	4.48	5	0
11/02/2015 00:30	3.32	3.66	4	4.05	3.62	3.73	5	0
11/02/2015 00:35	4.01	4.53	4.98	5.04	4.45	4.6	5	0
11/02/2015 00:40	2.67	3.03	3.21	3.19	2.91	3	5	0
11/02/2015 00:45	2.59	2.9	3.2	3.17	2.8	2.93	5	0
11/02/2015 00:50	3.02	3.35	3.67	3.69	3.28	3.4	5	0
11/02/2015 00:55	3.39	3.96	4.35	4.41	3.79	3.98	5	0
11/02/2015 01:00	2.73	3.05	3.35	3.34	2.96	3.08	5	0
11/02/2015 01:05	2.62	2.98	3.15	3.12	2.85	2.94	5	0
11/02/2015 01:10	2.98	3.4	3.73	3.75	3.33	3.44	5	0
11/02/2015 01:15	2.45	2.76	3.04	3.01	2.65	2.78	5	0
11/02/2015 01:20	2.42	2.73	3.01	2.97	2.62	2.75	5	0
11/02/2015 01:25	2.36	2.67	2.95	2.91	2.56	2.69	5	0
11/02/2015 01:30	2.51	2.87	2.94	2.86	2.72	2.78	5	0
11/02/2015 01:35	2.52	2.84	3.13	3.1	2.73	2.86	5	0
11/02/2015 01:40	2.25	2.56	2.83	2.77	2.43	2.57	5	0
11/02/2015 01:45	2.84	3.18	3.49	3.49	3.1	3.22	5	0
11/02/2015 01:50	2.31	2.65	2.9	2.85	2.5	2.64	5	0
11/02/2015 01:55	2.13	2.49	2.5	2.41	2.25	2.35	5	0
11/02/2015 02:00	2.32	2.63	2.91	2.86	2.51	2.64	5	0
11/02/2015 02:05	2.64	3.08	3.38	3.37	2.97	3.09	5	0
11/02/2015 02:10	1.98	2.33	2.45	2.37	2.06	2.24	5	0
11/02/2015 02:15	2.42	2.73	3.01	2.97	2.62	2.75	5	0
11/02/2015 02:20	2.49	2.85	3.02	2.98	2.69	2.81	5	0
11/02/2015 02:25	2.36	2.71	2.83	2.77	2.52	2.64	5	0
11/02/2015 02:30	2.31	2.62	2.89	2.84	2.49	2.63	5	0
11/02/2015 02:35	2.54	2.86	3.15	3.12	2.76	2.89	5	0
11/02/2015 02:40	2.65	2.97	3.27	3.25	2.87	3	5	0
11/02/2015 02:45	2.51	2.82	3.11	3.08	2.72	2.85	5	0
11/02/2015 02:50	2.4	2.72	3	2.96	2.6	2.74	5	0
11/02/2015 02:55	2.43	2.97	3.27	3.25	2.75	2.93	5	0
11/02/2015 03:00	2.99	3.31	3.63	3.65	3.24	3.36	5	0
11/02/2015 03:05	2.8	3.12	3.43	3.42	3.04	3.16	5	0
11/02/2015 03:10	2.39	2.74	2.98	2.94	2.56	2.72	5	0
11/02/2015 03:15	2.3	2.61	2.88	2.83	2.49	2.62	5	0
11/02/2015 03:20	2.57	2.88	3.18	3.15	2.78	2.91	5	0
11/02/2015 03:25	2.81	3.35	3.67	3.69	3.15	3.33	5	0
11/02/2015 03:30	2.8	3.15	3.27	3.21	3.06	3.1	5	0
11/02/2015 03:35	2.4	2.71	2.99	2.95	2.6	2.73	5	0
11/02/2015 03:40	2.87	3.19	3.5	3.51	3.11	3.24	5	0
11/02/2015 03:45	2.56	2.87	3.17	3.14	2.77	2.9	5	0
11/02/2015 03:50	2.8	3.13	3.44	3.43	3.04	3.17	5	0
11/02/2015 03:55	2.75	3.07	3.37	3.36	2.98	3.11	5	0
11/02/2015 04:00	3.35	3.82	4.18	4.24	3.74	3.86	5	0
11/02/2015 04:05	3.07	3.4	3.73	3.75	3.34	3.46	5	0
11/02/2015 04:10	3.17	3.52	3.7	3.66	3.51	3.51	5	0
11/02/2015 04:15	3.72	4.14	4.52	4.61	4.14	4.23	5	0
11/02/2015 04:20	3.35	3.7	3.91	3.93	3.73	3.73	5	0
11/02/2015 04:25	3.08	3.41	3.74	3.76	3.35	3.47	5	0
11/02/2015 04:30	4.13	4.48	4.88	5	4.51	4.6	5	0
11/02/2015 04:35	4.21	4.56	4.9	4.92	4.77	4.67	5	0
