5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	3.13	2.3	3.03	1.88	.92	2.25	5	80
11/02/2015 00:05	2.87	3.03	2.37	3.53	.69	2.5	5	80
11/02/2015 00:10	2.51	2.49	2.49	2.22	.96	2.13	5	80
11/02/2015 00:15	1.49	2.17	2.13	1.64	.9	1.67	5	80
11/02/2015 00:20	2.34	1.97	2.23	1.73	.38	1.73	5	80
11/02/2015 00:25	1.99	2.09	2.61	1.63	.75	1.81	5	80
11/02/2015 00:30	2.11	1.85	2.48	1.22	.69	1.67	5	80
11/02/2015 00:35	1.53	1.87	2.23	1.77	.12	1.5	5	80
11/02/2015 00:40	2.05	2.13	2.24	1.41	1.07	1.78	5	80
11/02/2015 00:45	1.48	2.11	1.9	2	.38	1.57	5	80
11/02/2015 00:50	1.6	2.3	1.81	2.17	.6	1.7	5	80
11/02/2015 00:55	1.82	2.19	1.41	2.02	.53	1.59	5	80
11/02/2015 01:00	1.05	1.52	1.57	1.07	.14	1.07	5	80
11/02/2015 01:05	1.55	2.39	1.29	2.41	.54	1.64	5	80
11/02/2015 01:10	1.39	2.18	1.13	2.37	.14	1.44	5	80
11/02/2015 01:15	1.03	2.1	1.84	1.64	.76	1.47	5	80
11/02/2015 01:20	.53	1.95	1.71	.95	1.19	1.27	5	80
11/02/2015 01:25	1.01	1.51	2.01	.73	.48	1.15	5	80
11/02/2015 01:30	1.01	1.61	1.23	.99	.43	1.05	5	80
11/02/2015 01:35	1.28	1.52	2.05	.68	.56	1.22	5	80
11/02/2015 01:40	.9	1.89	1.02	1.72	.21	1.15	5	80
11/02/2015 01:45	.96	2.04	.85	1.71	.56	1.22	5	80
11/02/2015 01:50	.77	2.33	.97	2.07	.79	1.39	5	80
11/02/2015 01:55	.73	1.42	.86	.7	.33	.81	5	80
11/02/2015 02:00	.5	1.55	1.84	.89	.41	1.04	5	80
11/02/2015 02:05	.37	2.45	.82	2.58	.48	1.34	5	80
11/02/2015 02:10	.57	1.4	2.05	.96	0	1	5	80
11/02/2015 02:15	.51	2.17	1.51	1.87	.66	1.34	5	80
11/02/2015 02:20	.94	2.26	1.9	1.99	.71	1.56	5	80
11/02/2015 02:25	.61	2.03	.71	1.51	.74	1.12	5	80
11/02/2015 02:30	.89	1.72	1.7	1.04	.6	1.19	5	80
11/02/2015 02:35	.7	1.42	1.79	.92	.08	.98	5	80
