5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Lane 6 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	11.3	1.53	.98	.27	1.17	1.8	2.84	6	100
11/02/2015 00:05	1.37	1.81	.99	.4	1.01	1.57	1.19	6	100
11/02/2015 00:10	1.55	4.97	.78	.43	1.13	.44	1.55	6	100
11/02/2015 00:15	5.85	1.45	1.22	.22	1.18	.34	1.71	6	100
11/02/2015 00:20	4.31	1.09	.47	.17	.58	.47	1.18	6	100
11/02/2015 00:25	.73	3.29	.57	.52	.56	.42	1.01	6	100
11/02/2015 00:30	.58	2.77	.79	.49	.65	.53	.97	6	100
11/02/2015 00:35	.85	.9	.93	.56	.57	.19	.67	6	100
11/02/2015 00:40	5.13	.8	.84	.33	.49	.42	1.33	6	100
11/02/2015 00:45	3.79	1.08	.78	.57	.61	.46	1.21	6	100
11/02/2015 00:50	.4	16.53	.46	.42	.51	.25	3.1	6	100
11/02/2015 00:55	.26	.98	.52	.73	.3	.32	.52	6	100
11/02/2015 01:00	4.98	.64	.72	.37	.75	.77	1.37	6	100
11/02/2015 01:05	.52	.7	.33	.28	.47	.5	.47	6	100
11/02/2015 01:10	3.86	.36	.37	.25	.46	.19	.92	6	100
11/02/2015 01:15	.11	.87	.21	.3	.79	.7	.5	6	100
11/02/2015 01:20	.23	.92	.96	.29	.37	.17	.49	6	100
11/02/2015 01:25	.33	.85	.17	.05	.6	.18	.36	6	100
11/02/2015 01:30	.22	30.19	.5	.42	.66	.4	5.4	6	100
11/02/2015 01:35	.14	2.6	.78	.51	.23	.22	.75	6	100
11/02/2015 01:40	.32	.37	.97	.53	.46	.18	.47	6	100
11/02/2015 01:45	1.1	8.82	.44	.16	.56	.29	1.89	6	100
11/02/2015 01:50	2.06	.92	.22	.18	.7	.1	.7	6	100
11/02/2015 01:55	.24	.81	.33	.49	.46	.22	.43	6	100
11/02/2015 02:00	1.71	.8	.74	.67	.27	.6	.8	6	100
11/02/2015 02:05	.33	12.68	.77	.21	.28	.59	2.48	6	100
11/02/2015 02:10	.06	.47	.61	.11	.36	.74	.39	6	100
11/02/2015 02:15	3.71	11.91	.96	.59	.7	.31	3.03	6	100
11/02/2015 02:20	.3	28.03	.87	.21	.47	.38	5.04	6	100
11/02/2015 02:25	.89	34.72	.72	.19	.57	.12	6.2	6	100
11/02/2015 02:30	.22	17.49	.88	.11	.23	.18	3.18	6	100
11/02/2015 02:35	.3	28.65	.86	1.03	.32	.31	5.24	6	100
11/02/2015 02:40	.28	7.31	.44	.74	.72	.3	1.63	6	100
11/02/2015 02:45	.54	.88	.68	.24	.37	.43	.52	6	100
11/02/2015 02:50	.76	5.1	.37	.53	.56	.37	1.28	6	100
11/02/2015 02:55	.38	17.95	.98	.43	.57	.31	3.44	6	100
11/02/2015 03:00	.52	1.24	1.57	.9	.56	.26	.84	6	100
11/02/2015 03:05	.23	.91	.44	.19	.51	.45	.46	6	100
11/02/2015 03:10	3.43	7.9	1.33	1.25	.72	.17	2.47	6	100
11/02/2015 03:15	.36	1.56	.44	.63	.55	.4	.66	6	100
11/02/2015 03:20	.42	38.71	.28	.91	.56	.31	6.87	6	100
11/02/2015 03:25	.91	1.7	1.63	.25	.42	.11	.84	6	100
11/02/2015 03:30	1.09	1.23	.99	.73	.61	.08	.79	6	100
11/02/2015 03:35	1.23	3.06	1.01	.68	.56	.41	1.16	6	100
11/02/2015 03:40	1.3	4.42	1.61	.85	.91	.3	1.57	6	100
11/02/2015 03:45	.81	1.33	2.03	1.34	.57	.52	1.1	6	100
11/02/2015 03:50	1.48	2.44	1.46	1.11	.79	.24	1.25	6	100
11/02/2015 03:55	3.33	5.64	1.2	1.15	.51	.6	2.07	6	100
11/02/2015 04:00	11.8	4.3	.93	.95	.44	.41	3.14	6	100
11/02/2015 04:05	4.53	2.52	1.03	.82	.81	.4	1.69	6	100
11/02/2015 04:10	1.62	1.78	2.53	1.29	.91	.68	1.47	6	100
11/02/2015 04:15	2.03	9.37	1.99	1.11	1.1	.76	2.73	6	100
11/02/2015 04:20	2.13	12.89	2.27	1.76	1.39	.98	3.57	6	100
11/02/2015 04:25	19.08	4.34	3.26	2.46	1.61	.79	5.26	6	100
11/02/2015 04:30	4.56	7.38	2.11	1.08	2.68	1.11	3.15	6	100
11/02/2015 04:35	11.61	4.33	3.48	2.83	2.33	1.18	4.29	6	100
11/02/2015 04:40	11.75	10.46	2.92	1.89	2.12	1.19	5.06	6	100
11/02/2015 04:45	10.84	14.89	2.9	2.01	2.71	.99	5.72	6	100
11/02/2015 04:50	8.22	8.85	3.93	2.11	2.38	1.34	4.47	6	100
11/02/2015 04:55	6.29	5.02	3.12	2.73	3.02	1.09	3.55	6	100
11/02/2015 05:00	5.28	5.9	3.51	2.65	2.66	1.12	3.52	6	100
11/02/2015 05:05	8.92	17.77	4.42	3.92	2.77	2.07	6.65	6	100
11/02/2015 05:10	11.23	9.27	4.71	4.09	3.56	2.2	5.84	6	100
11/02/2015 05:15	8.57	7.98	4.59	4.61	4.42	3	5.53	6	100
11/02/2015 05:20	10.52	8.15	7.26	5.47	5.08	3.2	6.61	6	100
11/02/2015 05:25	12.68	12.54	7.44	6.33	5.58	3.58	8.03	6	100
11/02/2015 05:30	13.6	9.19	7.91	6.07	5.92	3.9	7.76	6	100
11/02/2015 05:35	17.53	21.68	9.2	8.99	6.31	7.52	11.87	6	100
11/02/2015 05:40	14.38	12.18	11.19	11.88	8.41	6.58	10.77	6	100
11/02/2015 05:45	9.5	10.09	7.93	7.57	5.46	6.67	7.87	6	100
11/02/2015 05:50	5.91	15.99	7.45	6.37	6.1	5.59	7.9	6	100
11/02/2015 05:55	6.82	16.97	5.74	5.86	4.42	4.54	7.39	6	100
11/02/2015 06:00	9.78	16.45	5.43	5.47	3.95	4.67	7.62	6	100
11/02/2015 06:05	6.94	9.62	6.25	5.33	4.16	3.63	5.99	6	100
11/02/2015 06:10	10.79	12.15	5.73	4.52	3.28	3.73	6.7	6	100
11/02/2015 06:15	9.98	5.95	6.22	5.78	4.72	3.62	6.05	6	100
11/02/2015 06:20	8.38	16.6	6.19	5.29	5.21	3.5	7.53	6	100
11/02/2015 06:25	13.78	8.69	5.53	4.53	4.01	2.82	6.56	6	100
11/02/2015 06:30	9.34	9.87	5.06	4.7	3.66	2.73	5.89	6	100
