5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	2.1	3.02	3.44	3.28	2.64	2.9	5	100
11/02/2015 00:05	2.07	4.03	4.9	2.9	3.44	3.47	5	100
11/02/2015 00:10	2.22	3.7	3.73	2.53	1.7	2.78	5	100
11/02/2015 00:15	1.78	3.12	3.37	2.55	2.95	2.75	5	100
11/02/2015 00:20	1.19	2.38	3.29	2.07	2.17	2.22	5	100
11/02/2015 00:25	1.76	3.01	2.85	2.5	1.72	2.37	5	100
11/02/2015 00:30	1.6	3.18	2.66	2.12	1.42	2.2	5	100
11/02/2015 00:35	1.63	3.06	2.92	2.07	2.64	2.46	5	100
11/02/2015 00:40	1.11	2.28	2.75	2.31	2.11	2.11	5	100
11/02/2015 00:45	1.17	1.77	2.06	1.83	1.66	1.7	5	100
11/02/2015 00:50	1.01	2.47	2.66	1.82	1.63	1.92	5	100
11/02/2015 00:55	1.35	1.82	3.31	1.71	1.99	2.04	5	100
11/02/2015 01:00	1.3	2.03	2.59	1.95	1.67	1.91	5	100
11/02/2015 01:05	1.26	1.51	2.1	1.07	1.86	1.56	5	100
11/02/2015 01:10	.65	1.55	2.1	1.69	1.4	1.48	5	100
11/02/2015 01:15	.96	1.67	1.59	1.32	.98	1.3	5	100
11/02/2015 01:20	.87	1.43	2.42	1.29	1.58	1.52	5	100
11/02/2015 01:25	.52	.85	1.07	1.3	1.71	1.09	5	100
11/02/2015 01:30	.41	1.69	2.27	1.7	.79	1.37	5	100
11/02/2015 01:35	.76	1.77	1.5	1.25	1.32	1.32	5	100
11/02/2015 01:40	.81	1.16	2.14	.82	.82	1.15	5	100
11/02/2015 01:45	.82	1.3	1.91	1.12	.93	1.22	5	100
11/02/2015 01:50	.59	1.3	2.15	1.19	1.45	1.34	5	100
11/02/2015 01:55	.59	1.02	1.31	1.43	.73	1.02	5	100
