5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	1.68	2.37	3.72	4.05	4.17	3.2	5	80
11/02/2015 00:05	1.33	2.36	3.99	5.32	4.07	3.41	5	80
11/02/2015 00:10	1.52	2.47	4.63	4.09	4.58	3.46	5	80
11/02/2015 00:15	1.38	2.63	3.13	4.58	4.06	3.16	5	80
11/02/2015 00:20	1.5	2.16	3.09	4.92	4.02	3.14	5	80
11/02/2015 00:25	1.11	2.08	5.12	4.68	4.22	3.44	5	80
11/02/2015 00:30	1	1.41	2.41	3.64	3.49	2.39	5	80
11/02/2015 00:35	.92	1.56	3.11	3.48	3.56	2.53	5	80
11/02/2015 00:40	.8	2.01	3.14	4.29	3.69	2.79	5	80
11/02/2015 00:45	1.01	2	3.46	3.91	3.69	2.81	5	80
11/02/2015 00:50	.73	.97	2.05	2.7	2.99	1.89	5	80
11/02/2015 00:55	.78	1.36	3.41	3.46	3.76	2.55	5	80
11/02/2015 01:00	.52	1.51	3.29	3.73	3.56	2.52	5	80
11/02/2015 01:05	.8	1.22	2.85	3.93	3.13	2.39	5	80
11/02/2015 01:10	.54	.88	1.74	3.31	2.89	1.87	5	80
11/02/2015 01:15	.72	1.02	2.86	2.8	3.35	2.15	5	80
11/02/2015 01:20	.97	1.26	2.9	3.21	3.75	2.42	5	80
11/02/2015 01:25	.63	1.11	1.66	3.34	3.05	1.96	5	80
11/02/2015 01:30	.15	.45	1.53	2.59	2.74	1.49	5	80
11/02/2015 01:35	.81	.87	1.75	2.29	2.89	1.72	5	80
11/02/2015 01:40	.73	1.04	3.18	2.08	3.01	2.01	5	80
11/02/2015 01:45	.54	.82	2.09	1.83	2.8	1.62	5	80
11/02/2015 01:50	.54	1.13	1.66	1.85	2.89	1.61	5	80
11/02/2015 01:55	.2	.93	3.11	2.77	3.13	2.03	5	80
11/02/2015 02:00	.38	.77	1.83	1.82	2.79	1.52	5	80
11/02/2015 02:05	.21	.47	1.21	1.92	2.54	1.27	5	80
11/02/2015 02:10	.24	1.43	2.26	3	3.28	2.04	5	80
11/02/2015 02:15	.11	.55	1.98	2.93	2.67	1.65	5	80
11/02/2015 02:20	.23	.6	1.49	1.54	2.63	1.3	5	80
11/02/2015 02:25	.45	.58	1.11	1.67	2.66	1.29	5	80
11/02/2015 02:30	.32	.77	1.6	2.62	2.81	1.62	5	80
11/02/2015 02:35	.12	.35	.7	1.44	2.35	.99	5	80
11/02/2015 02:40	.27	.53	1.33	2.1	2.63	1.37	5	80
11/02/2015 02:45	.28	.71	1.63	2.13	2.77	1.5	5	80
11/02/2015 02:50	.28	.63	1.38	1.63	2.67	1.32	5	80
11/02/2015 02:55	.26	.36	1.23	1.86	2.55	1.25	5	80
11/02/2015 03:00	.21	.35	.82	1.79	2.52	1.14	5	80
11/02/2015 03:05	.27	1.08	1.62	2.9	3.03	1.78	5	80
11/02/2015 03:10	.46	1	1.43	1.8	2.77	1.49	5	80
11/02/2015 03:15	.22	.41	1.21	1.4	2.54	1.16	5	80
11/02/2015 03:20	.31	.74	1.53	2.82	2.79	1.64	5	80
11/02/2015 03:25	.35	.81	1.77	2.01	2.84	1.56	5	80
11/02/2015 03:30	.36	.73	1.85	1.4	2.77	1.42	5	80
11/02/2015 03:35	.31	.72	2.57	2.1	2.96	1.73	5	80
11/02/2015 03:40	.32	.45	1.42	1.64	2.64	1.29	5	80
