5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Lane 6 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	1.83	1.62	1.26	.8	1.28	1.89	1.45	6	100
11/02/2015 00:05	1.28	2.08	.94	.82	1.55	1.5	1.36	6	100
11/02/2015 00:10	1.37	1.32	1.09	1.14	1.11	.62	1.11	6	100
11/02/2015 00:15	1.21	1.72	1.6	.86	.97	.31	1.11	6	100
11/02/2015 00:20	.74	1.22	.57	.52	.36	.52	.66	6	100
11/02/2015 00:25	1.11	1.56	.75	.48	.87	.43	.87	6	100
11/02/2015 00:30	1.06	1.83	.81	.51	.77	.53	.92	6	100
11/02/2015 00:35	1.37	1.2	1.69	.6	.75	.21	.97	6	100
11/02/2015 00:40	.97	1	.99	.86	.52	.28	.77	6	100
11/02/2015 00:45	.74	1.26	1.28	.71	.69	.52	.87	6	100
11/02/2015 00:50	.96	1.3	.42	.91	.66	.19	.74	6	100
11/02/2015 00:55	.47	1.04	.66	1.12	.29	.26	.64	6	100
11/02/2015 01:00	.42	.8	.91	.83	.9	.85	.79	6	100
11/02/2015 01:05	.77	.94	.58	.35	.43	.59	.61	6	100
11/02/2015 01:10	.4	.32	.54	.51	.45	.38	.43	6	100
11/02/2015 01:15	.41	.94	.31	.43	1.01	.83	.66	6	100
11/02/2015 01:20	.37	1.21	1.1	.62	.5	.12	.65	6	100
11/02/2015 01:25	.65	.94	.38	0	.66	.12	.46	6	100
11/02/2015 01:30	.5	1.32	.91	.61	.5	.36	.7	6	100
11/02/2015 01:35	.48	1.15	.55	.87	.3	.29	.61	6	100
11/02/2015 01:40	.53	.5	.62	.97	.56	.23	.57	6	100
11/02/2015 01:45	.65	1.05	.81	.4	.41	.32	.61	6	100
11/02/2015 01:50	.65	.98	.3	.51	.57	.12	.52	6	100
11/02/2015 01:55	.49	.97	.59	.6	.49	.37	.59	6	100
11/02/2015 02:00	.87	1.01	1.23	.72	.43	.41	.78	6	100
11/02/2015 02:05	.53	.5	.76	.74	.28	.75	.59	6	100
11/02/2015 02:10	.22	.77	.72	.54	.38	.74	.56	6	100
11/02/2015 02:15	.59	.77	1.43	.73	.66	.49	.78	6	100
11/02/2015 02:20	.44	1.11	1.32	.77	.18	.27	.68	6	100
11/02/2015 02:25	.56	1.4	.89	.44	.41	.17	.65	6	100
11/02/2015 02:30	.44	.87	1.16	.24	.12	.42	.54	6	100
11/02/2015 02:35	.33	.82	.93	1.36	.62	.44	.75	6	100
11/02/2015 02:40	.65	.83	.81	1.39	.66	.49	.8	6	100
11/02/2015 02:45	.86	1.42	.72	.4	.29	.4	.68	6	100
11/02/2015 02:50	.78	.8	.61	.85	.52	.45	.67	6	100
11/02/2015 02:55	.89	1.24	1.23	.75	.53	.35	.83	6	100
11/02/2015 03:00	1.12	1.62	1.61	1.32	.63	.36	1.11	6	100
11/02/2015 03:05	.42	.63	.57	.72	.67	.44	.57	6	100
11/02/2015 03:10	.84	1.18	1.66	1.33	.95	.28	1.04	6	100
11/02/2015 03:15	1.02	1.8	1.04	.79	.46	.65	.96	6	100
11/02/2015 03:20	.73	1.25	.75	1.03	.68	.31	.79	6	100
11/02/2015 03:25	1.51	2.07	1.65	.7	.34	0	1.04	6	100
11/02/2015 03:30	1.52	1.75	1.81	1.06	.37	.09	1.1	6	100
11/02/2015 03:35	1.57	1.88	1.82	1.06	.28	.59	1.2	6	100
11/02/2015 03:40	1.93	2.53	2.05	1.85	.69	.28	1.56	6	100
11/02/2015 03:45	1.19	1.52	2.43	2.03	.5	.37	1.34	6	100
11/02/2015 03:50	1.99	1.9	1.9	1.95	.81	.23	1.46	6	100
11/02/2015 03:55	1.6	2.3	1.46	1.73	.62	.44	1.36	6	100
11/02/2015 04:00	2.43	3	1.68	.93	.58	.71	1.55	6	100
11/02/2015 04:05	2.19	3.08	1.78	1.27	.53	.58	1.57	6	100
11/02/2015 04:10	2.62	2.91	3.42	1.47	.97	.67	2.01	6	100
11/02/2015 04:15	3.07	3.12	2.78	1.49	1.17	.67	2.05	6	100
11/02/2015 04:20	3.64	3.61	4.16	1.62	1.3	.93	2.54	6	100
11/02/2015 04:25	5.02	3.99	4.48	3.62	1.28	.88	3.21	6	100
11/02/2015 04:30	4.12	4.08	2.87	3.01	1.92	.94	2.82	6	100
11/02/2015 04:35	5.91	4.52	4.65	4.04	2.56	.94	3.77	6	100
11/02/2015 04:40	5.28	5.9	4.72	3.09	1.64	1.58	3.7	6	100
11/02/2015 04:45	5.69	5.67	4.78	3.23	2.51	.54	3.74	6	100
11/02/2015 04:50	7.24	7.18	5.82	3.57	2.1	1.48	4.56	6	100
11/02/2015 04:55	7.84	6.56	4.76	4.42	2.52	1.21	4.55	6	100
11/02/2015 05:00	7.46	6.7	5.32	3.59	2.5	1.12	4.45	6	100
11/02/2015 05:05	10.12	8.48	7.61	4.43	3.29	1.8	5.95	6	100
11/02/2015 05:10	12.07	9.55	7.85	5.92	2.75	2.39	6.75	6	100
11/02/2015 05:15	12.54	10.14	8.75	6.48	3.81	2.49	7.37	6	100
11/02/2015 05:20	14.49	11.05	11.89	7.11	4.31	3.73	8.76	6	100
11/02/2015 05:25	14.97	12.28	11.58	9.05	5.25	3.42	9.43	6	100
11/02/2015 05:30	16.78	14.19	12.63	8.63	5.27	3.36	10.14	6	100
11/02/2015 05:35	33.74	28.51	22.28	13.17	8.79	6.55	18.84	6	100
11/02/2015 05:40	41.9	41.27	28.51	17.03	11.16	6.3	24.36	6	100
11/02/2015 05:45	25.61	23.43	17.6	14.18	8.64	8.12	16.26	6	100
11/02/2015 05:50	15.68	16.19	14.03	11.52	6.81	5.72	11.66	6	100
11/02/2015 05:55	11.24	11.44	11.03	7.11	5.25	4.2	8.38	6	100
11/02/2015 06:00	9.63	10.36	8.46	6.15	4.82	3.7	7.19	6	100
11/02/2015 06:05	9.17	8.88	8.8	5.92	5	3.3	6.84	6	100
11/02/2015 06:10	11.13	10.67	8.98	6.12	4.06	4.02	7.5	6	100
11/02/2015 06:15	10.96	10.57	9.79	7.4	4.05	3.8	7.76	6	100
11/02/2015 06:20	9.73	11.88	9.79	7.32	4.7	3.43	7.81	6	100
11/02/2015 06:25	9.31	8.61	7.5	6.02	4.19	2.71	6.39	6	100
11/02/2015 06:30	10.43	9.21	8.25	5.88	3.58	2.75	6.68	6	100
11/02/2015 06:35	10.76	9.17	8.59	7.29	3.99	3.42	7.2	6	100
11/02/2015 06:40	11.12	10.5	10.1	7.64	5.97	3.3	8.11	6	100
11/02/2015 06:45	9.15	9.18	9.48	7.71	4.94	3.97	7.41	6	100
11/02/2015 06:50	10.07	8.76	9.5	7.3	5.01	3.53	7.36	6	100
11/02/2015 06:55	11.68	9.73	9.21	6.97	5.2	3.16	7.66	6	100
11/02/2015 07:00	10.47	9.05	10.3	8.31	5.12	3.59	7.81	6	100
11/02/2015 07:05	10.84	9.72	9.11	7.33	4.61	3.02	7.44	6	100
11/02/2015 07:10	15.48	14.72	13.4	9.85	7.6	4.41	10.91	6	100
11/02/2015 07:15	26.99	31.08	28.42	15	7.51	4.88	18.98	6	100
11/02/2015 07:20	40.48	40.78	39.72	27.12	9.12	5.67	27.15	6	100
11/02/2015 07:25	44.75	46.22	44.81	46.4	15.81	9.48	34.58	6	100
11/02/2015 07:30	46.83	46.87	42.71	30	13.49	6.64	31.09	6	100
11/02/2015 07:35	51.93	51.54	51.99	45.65	27.5	16.97	40.93	6	100
11/02/2015 07:40	50.53	49.27	54.3	48.33	32.17	15.39	41.66	6	100
11/02/2015 07:45	44.84	47.62	48.57	42.59	20.03	13.96	36.27	6	100
11/02/2015 07:50	41.11	48.24	41.7	42.73	18.5	8.63	33.49	6	100
11/02/2015 07:55	56.43	51.21	46.57	39.93	21.78	9.06	37.5	6	100
11/02/2015 08:00	41.59	49.76	42.87	45.12	18.03	8.8	34.36	6	100
11/02/2015 08:05	50.74	42.6	41.07	28.17	9.4	4.94	29.49	6	100
11/02/2015 08:10	38.67	52.24	40.51	10.81	7.44	5.03	25.78	6	100
11/02/2015 08:15	37.5	27.81	17.37	11.13	6.84	4.32	17.49	6	100
11/02/2015 08:20	31.08	22.72	13.77	11.78	6.33	3.8	14.91	6	100
11/02/2015 08:25	39.59	27.4	18.71	11.9	6.97	4.47	18.17	6	100
11/02/2015 08:30	30.24	32.97	25.88	24.4	19.72	6.9	23.35	6	100
11/02/2015 08:35	34.16	27.44	25.5	23.22	10.3	5.63	21.04	6	100
11/02/2015 08:40	34.17	32.41	21.53	15.34	9.51	5.67	19.77	6	100
11/02/2015 08:45	19.03	19.57	21.18	11.9	6.79	4.94	13.9	6	100
11/02/2015 08:50	10.2	9.42	10.19	6.74	4.83	4.38	7.63	6	100
11/02/2015 08:55	5.89	6.83	5.98	5.79	3.36	2.77	5.1	6	100
11/02/2015 09:00	6.43	7.25	5.4	4.91	4.35	3.47	5.3	6	100
11/02/2015 09:05	7.7	8	6.91	6.31	5.31	2.92	6.19	6	100
11/02/2015 09:10	4.35	5.58	5.67	5.61	3.8	3.45	4.74	6	100
11/02/2015 09:15	6.48	7.13	6.53	6.03	4.27	3.24	5.61	6	100
11/02/2015 09:20	7.22	7.71	7.5	6	4.72	4.58	6.29	6	100
11/02/2015 09:25	8.56	8.55	9.89	7.19	4.7	3.22	7.02	6	100
11/02/2015 09:30	4.49	5.66	6.39	6.16	5.3	3.96	5.33	6	100
11/02/2015 09:35	7.93	8.02	7.87	6.4	4.69	3.54	6.41	6	100
11/02/2015 09:40	7.92	8.79	7	6.85	4.98	3.96	6.58	6	100
