5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/06/2015 23:25	4.5	5.15	3.84	4.5	3	100
11/06/2015 23:30	4.55	4.93	3.65	4.38	3	100
11/06/2015 23:35	4.56	4.88	4.64	4.69	3	100
11/06/2015 23:40	3.89	4.84	3.92	4.22	3	100
11/06/2015 23:45	3.92	4.94	3.71	4.19	3	100
11/06/2015 23:50	3.42	5.07	4.01	4.17	3	100
11/06/2015 23:55	3.21	4	2.84	3.35	3	100
11/07/2015 00:00	3.7	4.72	4.33	4.25	3	100
11/07/2015 00:05	3.03	3.86	2.58	3.16	3	100
11/07/2015 00:10	2.92	3.23	3.09	3.08	3	100
11/07/2015 00:15	2.53	4.06	3.51	3.37	3	100
11/07/2015 00:20	2.86	3.52	3.47	3.28	3	100
11/07/2015 00:25	2.94	3.06	2.37	2.79	3	100
11/07/2015 00:30	2.84	3.1	2.45	2.8	3	100
11/07/2015 00:35	2.97	3.43	2.9	3.1	3	100
11/07/2015 00:40	2.83	3.54	2.94	3.1	3	100
11/07/2015 00:45	2.79	2.68	3.07	2.85	3	100
11/07/2015 00:50	2.31	3.25	2.52	2.69	3	100
11/07/2015 00:55	1.89	2.42	2.63	2.31	3	100
11/07/2015 01:00	2.81	3.28	3.14	3.08	3	100
11/07/2015 01:05	1.56	2.4	2.24	2.07	3	100
11/07/2015 01:10	1.84	2.85	2.41	2.37	3	100
11/07/2015 01:15	1.67	2.37	1.75	1.93	3	100
11/07/2015 01:20	1.98	2.69	2.55	2.41	3	100
11/07/2015 01:25	1.92	2.94	2.13	2.33	3	100
11/07/2015 01:30	1.44	2.3	2.54	2.09	3	100
11/07/2015 01:35	1.36	1.91	1.52	1.6	3	100
11/07/2015 01:40	1.83	2.28	2.4	2.17	3	100
11/07/2015 01:45	1.24	1.99	2.6	1.94	3	100
11/07/2015 01:50	1.56	2.35	2.6	2.17	3	100
11/07/2015 01:55	1.58	2.14	1.53	1.75	3	100
11/07/2015 02:00	1.39	2.04	2.1	1.84	3	100
11/07/2015 02:05	1.07	1.61	2.88	1.85	3	100
11/07/2015 02:10	1.91	2.43	1.9	2.08	3	100
11/07/2015 02:15	1	1.94	1.77	1.57	3	100
11/07/2015 02:20	1.31	1.33	2.6	1.75	3	100
11/07/2015 02:25	1.39	1.42	2.64	1.82	3	100
11/07/2015 02:30	.93	1.51	1.86	1.43	3	100
11/07/2015 02:35	1.17	1.83	1.81	1.6	3	100
11/07/2015 02:40	1.06	1.52	2.28	1.62	3	100
11/07/2015 02:45	1.12	1.62	2.01	1.58	3	100
11/07/2015 02:50	.99	1.78	1.67	1.48	3	100
11/07/2015 02:55	.67	1.29	1.13	1.03	3	100
11/07/2015 03:00	.7	1.41	1.17	1.09	3	100
11/07/2015 03:05	.79	1.95	1.03	1.26	3	100
11/07/2015 03:10	.74	1.8	1.69	1.41	3	100
11/07/2015 03:15	.71	1.27	1.69	1.22	3	100
11/07/2015 03:20	1.03	1.48	2.59	1.7	3	100
11/07/2015 03:25	1.16	1.94	2.53	1.88	3	100
11/07/2015 03:30	1.15	1.09	1.49	1.24	3	100
11/07/2015 03:35	.99	1.54	1.29	1.27	3	100
11/07/2015 03:40	.56	1.39	1.83	1.26	3	100
11/07/2015 03:45	.62	1.24	.78	.88	3	100
11/07/2015 03:50	.3	1.03	1.85	1.06	3	100
11/07/2015 03:55	.71	1.41	1.15	1.09	3	100
11/07/2015 04:00	.53	1.69	1.71	1.31	3	100
11/07/2015 04:05	.59	1.18	1.44	1.07	3	100
11/07/2015 04:10	.68	1.48	2.6	1.59	3	100
11/07/2015 04:15	.43	.94	1.22	.86	3	100
11/07/2015 04:20	.92	1.9	1.1	1.31	3	100
11/07/2015 04:25	.89	1.91	2.64	1.81	3	100
11/07/2015 04:30	1.2	1.78	1.58	1.52	3	100
11/07/2015 04:35	1.05	2.12	2.23	1.8	3	100
11/07/2015 04:40	1.61	1.91	1.98	1.83	3	100
11/07/2015 04:45	1.11	2.03	1.51	1.55	3	100
11/07/2015 04:50	1.69	1.89	2.89	2.16	3	100
11/07/2015 04:55	1.01	1.94	2.18	1.71	3	100
11/07/2015 05:00	1.51	1.97	2.18	1.89	3	100
11/07/2015 05:05	1.71	2	2.24	1.98	3	100
11/07/2015 05:10	1.48	2.77	2.7	2.32	3	100
11/07/2015 05:15	1.57	2.8	1.51	1.96	3	100
11/07/2015 05:20	2.44	3.42	2.8	2.89	3	100
11/07/2015 05:25	2.01	2.2	2.44	2.22	3	100
11/07/2015 05:30	2.91	3.61	3.31	3.28	3	100
11/07/2015 05:35	2.73	3.64	2.73	3.03	3	100
11/07/2015 05:40	2.81	3.27	2.89	2.99	3	100
11/07/2015 05:45	3.17	3.72	3.14	3.34	3	100
11/07/2015 05:50	3.39	3.48	3.21	3.36	3	100
11/07/2015 05:55	4.07	4.38	3.59	4.01	3	100
11/07/2015 06:00	2.94	3.93	3.59	3.49	3	100
11/07/2015 06:05	2.72	4.21	3.24	3.39	3	100
11/07/2015 06:10	4.49	5.21	4.56	4.75	3	100
11/07/2015 06:15	4.25	5.21	4.94	4.8	3	100
11/07/2015 06:20	4.47	5.98	5.2	5.22	3	100
11/07/2015 06:25	5.01	5.12	4.16	4.76	3	100
11/07/2015 06:30	5.82	5.99	5.1	5.64	3	100
11/07/2015 06:35	6.32	5.74	4.83	5.63	3	100
11/07/2015 06:40	6.71	5.57	6.28	6.19	3	100
11/07/2015 06:45	5.77	6.76	5.49	6.01	3	100
11/07/2015 06:50	5.8	6.88	5.69	6.12	3	100
11/07/2015 06:55	6.52	7	5.09	6.2	3	100
11/07/2015 07:00	7.58	7.5	6.1	7.06	3	100
11/07/2015 07:05	8.49	7.85	6.4	7.58	3	100
11/07/2015 07:10	6.37	7.02	5.76	6.38	3	100
11/07/2015 07:15	8.02	8.14	5.96	7.37	3	100
11/07/2015 07:20	9.44	8.71	7.39	8.51	3	100
11/07/2015 07:25	7.89	8.34	5.33	7.19	3	100
11/07/2015 07:30	9.14	9.02	6.91	8.36	3	100
11/07/2015 07:35	9.09	8.1	5.99	7.73	3	100
11/07/2015 07:40	9.52	8.73	7.01	8.42	3	100
11/07/2015 07:45	8.71	8.17	5.38	7.42	3	100
11/07/2015 07:50	10.12	9.54	6.56	8.74	3	100
11/07/2015 07:55	7.3	7.17	5.75	6.74	3	100
11/07/2015 08:00	7.76	8.67	6.82	7.75	3	100
11/07/2015 08:05	8.89	8.69	7.03	8.2	3	100
11/07/2015 08:10	8.28	8.73	6.48	7.83	3	100
11/07/2015 08:15	8.95	9.26	6.24	8.15	3	100
11/07/2015 08:20	9.55	9.08	7.07	8.57	3	100
11/07/2015 08:25	8.85	9.41	7.89	8.72	3	100
11/07/2015 08:30	9.69	9.38	7.32	8.8	3	100
11/07/2015 08:35	9.55	9.38	7.36	8.76	3	100
11/07/2015 08:40	10.38	10.62	8.69	9.9	3	100
11/07/2015 08:45	8.9	8.48	7.05	8.14	3	100
11/07/2015 08:50	9.51	9.97	7.32	8.93	3	100
11/07/2015 08:55	9.57	8.57	7.77	8.64	3	100
11/07/2015 09:00	9.1	8.23	7.14	8.16	3	100
11/07/2015 09:05	10.13	8.9	7.17	8.73	3	100
11/07/2015 09:10	9.23	8.72	6.7	8.22	3	100
11/07/2015 09:15	9.61	8.44	6.85	8.3	3	100
11/07/2015 09:20	9.9	10.24	7.82	9.32	3	100
11/07/2015 09:25	10.31	9.59	8.38	9.43	3	100
11/07/2015 09:30	11.5	11.33	7.81	10.21	3	100
11/07/2015 09:35	11.17	10.5	8.96	10.21	3	100
11/07/2015 09:40	12.62	11.03	10.75	11.47	3	100
11/07/2015 09:45	11.49	10.52	9.93	10.65	3	100
11/07/2015 09:50	10.63	10.95	8.06	9.88	3	100
11/07/2015 09:55	11.46	10.49	8.07	10.01	3	100
11/07/2015 10:00	10.28	10.35	8.03	9.55	3	100
11/07/2015 10:05	10.48	9.48	7.62	9.19	3	100
11/07/2015 10:10	11.51	11.22	10	10.91	3	100
11/07/2015 10:15	11.62	10.28	8.05	9.98	3	100
11/07/2015 10:20	11.07	10.06	8.48	9.87	3	100
11/07/2015 10:25	10.36	10.36	6.83	9.18	3	100
11/07/2015 10:30	12.02	11.21	8.73	10.65	3	100
11/07/2015 10:35	11.83	11.4	10.64	11.29	3	100
11/07/2015 10:40	11.66	10.81	8.92	10.46	3	100
11/07/2015 10:45	12	11.69	10.78	11.49	3	100
11/07/2015 10:50	11.12	10.3	8.26	9.89	3	100
11/07/2015 10:55	12.43	11.54	10.73	11.57	3	100
11/07/2015 11:00	10.82	10.04	9.13	10	3	100
11/07/2015 11:05	10.87	11.63	8.5	10.33	3	100
11/07/2015 11:10	11.7	11.49	9.89	11.03	3	100
11/07/2015 11:15	11.82	12.27	10.3	11.46	3	100
11/07/2015 11:20	13.54	11.52	9.88	11.65	3	100
11/07/2015 11:25	11.58	12.28	9.43	11.1	3	100
11/07/2015 11:30	11.09	10.13	9.44	10.22	3	100
11/07/2015 11:35	11.77	11.65	10.06	11.16	3	100
11/07/2015 11:40	12.46	11.28	9.86	11.2	3	100
11/07/2015 11:45	11.96	10.73	9.94	10.88	3	100
11/07/2015 11:50	10.26	10.86	8.88	10	3	100
11/07/2015 11:55	9.94	10.56	8.71	9.74	3	100
11/07/2015 12:00	10.71	10.73	8.81	10.08	3	100
11/07/2015 12:05	10.74	9.7	8.21	9.55	3	100
11/07/2015 12:10	10.72	10.16	8.8	9.89	3	100
11/07/2015 12:15	10.08	9.24	8.32	9.21	3	100
11/07/2015 12:20	10.68	10.58	9.6	10.29	3	100
11/07/2015 12:25	11.76	10.83	9.12	10.57	3	100
11/07/2015 12:30	11.06	11.59	10.24	10.96	3	100
11/07/2015 12:35	9.8	10.61	8.16	9.52	3	100
11/07/2015 12:40	10.76	11.47	8.46	10.23	3	100
11/07/2015 12:45	10.64	11.11	9.32	10.36	3	100
11/07/2015 12:50	9.66	9.59	7.32	8.86	3	100
11/07/2015 12:55	9.64	10.35	8.01	9.33	3	100
11/07/2015 13:00	9.54	9.58	8.23	9.12	3	100
11/07/2015 13:05	10.16	9.53	7.87	9.19	3	100
11/07/2015 13:10	10.12	10.78	9.83	10.24	3	100
11/07/2015 13:15	12.27	11.55	10.09	11.3	3	100
11/07/2015 13:20	10.67	11.67	11.32	11.22	3	100
11/07/2015 13:25	10.27	10.88	8.53	9.89	3	100
11/07/2015 13:30	13.13	13.04	10.29	12.15	3	100
11/07/2015 13:35	10.45	10.72	8.91	10.03	3	100
11/07/2015 13:40	11.02	10.7	10.31	10.68	3	100
11/07/2015 13:45	10.68	11.57	10.92	11.06	3	100
11/07/2015 13:50	11.52	10.81	9.67	10.67	3	100
11/07/2015 13:55	10.14	9.5	8.1	9.25	3	100
11/07/2015 14:00	10.34	10.8	10.26	10.47	3	100
11/07/2015 14:05	11.12	10.55	9.51	10.39	3	100
11/07/2015 14:10	10.59	11.68	9.64	10.64	3	100
11/07/2015 14:15	10.74	10.97	11.16	10.96	3	100
11/07/2015 14:20	10.47	10.65	10.1	10.41	3	100
11/07/2015 14:25	11.24	11.13	10.06	10.81	3	100
11/07/2015 14:30	11.11	11.4	9.9	10.8	3	100
11/07/2015 14:35	10.45	10.9	9.45	10.27	3	100
11/07/2015 14:40	11.56	11.22	10.79	11.19	3	100
11/07/2015 14:45	11.2	11.59	10.19	10.99	3	100
11/07/2015 14:50	10.72	11.46	9.86	10.68	3	100
11/07/2015 14:55	10.88	10.03	10.94	10.62	3	100
11/07/2015 15:00	11.19	10.12	10.65	10.65	3	100
11/07/2015 15:05	10.2	10.75	10.01	10.32	3	100
11/07/2015 15:10	11.07	11.51	9.12	10.57	3	100
11/07/2015 15:15	10.14	10.69	9.46	10.1	3	100
11/07/2015 15:20	10.74	9.67	10.15	10.19	3	100
11/07/2015 15:25	10.7	10.73	10.32	10.58	3	100
11/07/2015 15:30	10.94	11.03	11.1	11.02	3	100
11/07/2015 15:35	10.38	11.35	12.1	11.28	3	100
11/07/2015 15:40	12.02	11.82	11.52	11.79	3	100
11/07/2015 15:45	11.31	12.75	11.33	11.8	3	100
11/07/2015 15:50	10.14	10.77	10.89	10.6	3	100
11/07/2015 15:55	10.6	11.21	10.5	10.77	3	100
11/07/2015 16:00	9.86	10.92	11.61	10.8	3	100
11/07/2015 16:05	11.2	12.69	11.07	11.65	3	100
11/07/2015 16:10	10.16	10.72	11.11	10.66	3	100
11/07/2015 16:15	10.31	10.93	10.87	10.7	3	100
11/07/2015 16:20	12.9	12.61	12.22	12.58	3	100
11/07/2015 16:25	11.07	11.41	10.16	10.88	3	100
11/07/2015 16:30	10.02	10.67	9.17	9.95	3	100
11/07/2015 16:35	11.2	10.68	9.94	10.61	3	100
11/07/2015 16:40	10.36	11.21	10.31	10.63	3	100
11/07/2015 16:45	12	11.73	11.09	11.61	3	100
11/07/2015 16:50	13.49	13.6	12.27	13.12	3	100
11/07/2015 16:55	19.86	17.23	17.08	18.06	3	100
11/07/2015 17:00	21.56	18.4	18.41	19.46	3	100
11/07/2015 17:05	21.26	20.2	22.16	21.21	3	100
11/07/2015 17:10	15.83	15.93	13.61	15.12	3	100
11/07/2015 17:15	11.1	12.05	11.18	11.44	3	100
11/07/2015 17:20	11.37	11.58	9.72	10.89	3	100
11/07/2015 17:25	11.64	11.67	10.95	11.42	3	100
11/07/2015 17:30	11.99	12.09	10.11	11.4	3	100
11/07/2015 17:35	12.39	11.59	9.96	11.31	3	100
11/07/2015 17:40	10.58	10.81	8.39	9.93	3	100
11/07/2015 17:45	12.87	12.24	10.93	12.01	3	100
11/07/2015 17:50	11.59	11.42	10.12	11.04	3	100
11/07/2015 17:55	11.98	11.56	11.18	11.57	3	100
11/07/2015 18:00	10.35	10.75	8.31	9.8	3	100
11/07/2015 18:05	18.83	17.04	12.73	16.2	3	100
11/07/2015 18:10	20.3	21.07	20.1	20.49	3	100
11/07/2015 18:15	20.21	21.56	20.42	20.73	3	100
11/07/2015 18:20	17.38	17.73	13.74	16.28	3	100
11/07/2015 18:25	24.31	16.88	14.63	18.61	3	100
11/07/2015 18:30	12.62	12.04	11.8	12.15	3	100
11/07/2015 18:35	12.08	11.93	10.93	11.65	3	100
11/07/2015 18:40	10.65	9.68	7.87	9.4	3	100
11/07/2015 18:45	10.33	9.8	7.7	9.28	3	100
11/07/2015 18:50	9.93	9.17	7.81	8.97	3	100
11/07/2015 18:55	10.29	10.62	8.75	9.89	3	100
11/07/2015 19:00	10.7	10.24	8.57	9.84	3	100
11/07/2015 19:05	11.58	10.98	8.41	10.32	3	100
11/07/2015 19:10	8.79	9.2	6.91	8.3	3	100
11/07/2015 19:15	10.33	10.03	9.1	9.82	3	100
11/07/2015 19:20	10.08	9.69	8.01	9.26	3	100
11/07/2015 19:25	10.77	10.24	8.01	9.67	3	100
11/07/2015 19:30	8.51	9.03	7.74	8.43	3	100
11/07/2015 19:35	9.54	9.38	6.66	8.53	3	100
11/07/2015 19:40	8.79	9.35	8.51	8.88	3	100
11/07/2015 19:45	9.35	8.23	7.69	8.42	3	100
11/07/2015 19:50	8.64	8.97	6.74	8.12	3	100
11/07/2015 19:55	9.17	8.5	6.89	8.19	3	100
11/07/2015 20:00	8.78	9.57	6.81	8.39	3	100
11/07/2015 20:05	9.41	8.4	6.74	8.18	3	100
11/07/2015 20:10	9.06	9.2	7.99	8.75	3	100
11/07/2015 20:15	7.96	7.65	6.83	7.48	3	100
11/07/2015 20:20	8.81	9.28	6.26	8.12	3	100
11/07/2015 20:25	8.66	8.19	6.79	7.88	3	100
11/07/2015 20:30	7.32	8.99	6.73	7.68	3	100
11/07/2015 20:35	7.72	8.07	5.89	7.23	3	100
11/07/2015 20:40	8.43	8.08	5.5	7.34	3	100
11/07/2015 20:45	7.48	8.42	5.87	7.26	3	100
11/07/2015 20:50	8.1	7.58	6.4	7.36	3	100
11/07/2015 20:55	7.47	6.65	5.34	6.49	3	100
11/07/2015 21:00	6.61	5.92	6.3	6.28	3	100
11/07/2015 21:05	6.42	7.05	5.93	6.47	3	100
11/07/2015 21:10	6.68	6.91	5.75	6.45	3	100
11/07/2015 21:15	6.22	7.67	5.61	6.5	3	100
11/07/2015 21:20	6.12	6.58	4.7	5.8	3	100
11/07/2015 21:25	7.05	7.45	4.66	6.39	3	100
11/07/2015 21:30	6.52	7.36	4.98	6.29	3	100
11/07/2015 21:35	6.89	7.71	5.51	6.7	3	100
11/07/2015 21:40	7.05	7.89	5.93	6.96	3	100
11/07/2015 21:45	8.32	7.89	6.07	7.43	3	100
11/07/2015 21:50	6.19	5.9	5.8	5.96	3	100
11/07/2015 21:55	7.4	6.8	6.56	6.92	3	100
11/07/2015 22:00	7.49	7.63	5.38	6.83	3	100
11/07/2015 22:05	7.55	7.17	5.96	6.89	3	100
11/07/2015 22:10	7.82	8.52	5.73	7.36	3	100
11/07/2015 22:15	7.51	7.23	5.76	6.83	3	100
11/07/2015 22:20	7.43	6.73	4.53	6.23	3	100
11/07/2015 22:25	8.59	9.35	6.99	8.31	3	100
11/07/2015 22:30	7.54	7.18	5.22	6.65	3	100
11/07/2015 22:35	5.77	7.3	4.3	5.79	3	100
11/07/2015 22:40	8.72	9.16	5.59	7.82	3	100
11/07/2015 22:45	6.74	6.42	5.28	6.15	3	100
11/07/2015 22:50	7.08	6.41	4.8	6.1	3	100
11/07/2015 22:55	6.97	6.24	4.68	5.96	3	100
11/07/2015 23:00	7.68	7.5	5.67	6.95	3	100
11/07/2015 23:05	7.28	8.54	5.2	7.01	3	100
11/07/2015 23:10	7.83	7.95	5.75	7.18	3	100
11/07/2015 23:15	8.89	8.57	5.89	7.78	3	100
11/07/2015 23:20	8.4	7.15	5.92	7.16	3	100
11/07/2015 23:25	7.56	8.32	6.52	7.47	3	100
11/07/2015 23:30	6.97	7.78	5.63	6.79	3	100
11/07/2015 23:35	7.53	8.9	6.89	7.77	3	100
11/07/2015 23:40	7.9	7.54	4.77	6.74	3	100
11/07/2015 23:45	8.46	7.79	6.47	7.57	3	100
11/07/2015 23:50	6.53	8.22	4.88	6.54	3	100
11/07/2015 23:55	7.44	8.38	4.93	6.92	3	100
11/08/2015 00:00	5.98	6.32	5.41	5.9	3	100
11/08/2015 00:05	6.85	6.91	4.58	6.11	3	100
11/08/2015 00:10	4.87	6.28	4.32	5.16	3	100
11/08/2015 00:15	5.87	6.58	4.44	5.63	3	100
11/08/2015 00:20	4.62	6.03	3.53	4.73	3	100
11/08/2015 00:25	4.5	5.06	3.82	4.46	3	100
11/08/2015 00:30	3.9	5.69	3.74	4.44	3	100
11/08/2015 00:35	3.38	4.18	3.21	3.59	3	100
11/08/2015 00:40	3.31	3.83	3.18	3.44	3	100
11/08/2015 00:45	3.25	4.04	3.31	3.53	3	100
11/08/2015 00:50	2.73	3.09	2.31	2.71	3	100
11/08/2015 00:55	2.74	3.74	2.24	2.91	3	100
11/08/2015 01:00	2.51	2.81	2.28	2.53	3	100
11/08/2015 01:05	2.13	3.44	2.65	2.74	3	100
11/08/2015 01:10	2.9	3.78	2.44	3.04	3	100
11/08/2015 01:15	1.8	3.17	1.93	2.3	3	100
11/08/2015 01:20	2.28	3.1	2.58	2.65	3	100
11/08/2015 01:25	1.95	2.49	1.84	2.09	3	100
11/08/2015 01:30	1.51	2.12	2.2	1.94	3	100
11/08/2015 01:35	1.47	2.2	1.99	1.89	3	100
11/08/2015 01:40	1.43	2.31	1.43	1.72	3	100
11/08/2015 01:45	1.29	2.14	2.23	1.89	3	100
11/08/2015 01:50	2	2.32	1.97	2.1	3	100
11/08/2015 01:55	1.11	2.45	1.85	1.8	3	100
11/08/2015 02:00	1.4	1.99	1.21	1.53	3	100
11/08/2015 02:05	1.49	2.51	1.61	1.87	3	100
11/08/2015 02:10	1.01	1.59	2.17	1.59	3	100
11/08/2015 02:15	1.22	2.23	1.37	1.61	3	100
11/08/2015 02:20	1.26	2.32	1.67	1.75	3	100
11/08/2015 02:25	1.38	2.32	1.52	1.74	3	100
11/08/2015 02:30	1.37	2.26	1.88	1.84	3	100
11/08/2015 02:35	1.37	1.84	1.81	1.67	3	100
11/08/2015 02:40	1.09	2.07	1.47	1.54	3	100
11/08/2015 02:45	.73	1.84	2.26	1.61	3	100
11/08/2015 02:50	.91	1.73	1.67	1.44	3	100
11/08/2015 02:55	.43	.99	1.03	.82	3	100
11/08/2015 03:00	1.13	2.21	1.54	1.63	3	100
11/08/2015 03:05	.77	1.47	1.02	1.09	3	100
11/08/2015 03:10	.63	1.28	1.28	1.06	3	100
11/08/2015 03:15	1.07	1.68	1.9	1.55	3	100
11/08/2015 03:20	.81	1.87	1.72	1.47	3	100
11/08/2015 03:25	.78	1.15	1.17	1.03	3	100
11/08/2015 03:30	.82	2.31	1.6	1.58	3	100
11/08/2015 03:35	.61	1.01	1	.87	3	100
11/08/2015 03:40	.63	1.57	1.57	1.26	3	100
11/08/2015 03:45	.83	1.18	1.23	1.08	3	100
11/08/2015 03:50	.66	1.29	1.51	1.15	3	100
11/08/2015 03:55	.9	1.46	1.32	1.23	3	100
11/08/2015 04:00	.52	1.49	1.8	1.27	3	100
11/08/2015 04:05	.62	1.3	.92	.95	3	100
11/08/2015 04:10	.52	1.22	1.06	.93	3	100
11/08/2015 04:15	.96	1.62	1.74	1.44	3	100
11/08/2015 04:20	.5	1.58	1.68	1.25	3	100
11/08/2015 04:25	1.17	1.33	1.67	1.39	3	100
11/08/2015 04:30	.7	1.15	1.32	1.06	3	100
11/08/2015 04:35	.84	1.44	1.39	1.22	3	100
11/08/2015 04:40	.51	1.7	1.11	1.11	3	100
11/08/2015 04:45	.83	2.13	1.7	1.55	3	100
11/08/2015 04:50	.57	1.07	1.33	.99	3	100
11/08/2015 04:55	.84	1.67	1.67	1.39	3	100
11/08/2015 05:00	1.12	1.4	2.03	1.52	3	100
11/08/2015 05:05	.79	2.12	1.75	1.55	3	100
11/08/2015 05:10	1.57	2.14	1.57	1.76	3	100
11/08/2015 05:15	.69	1.74	1.8	1.41	3	100
11/08/2015 05:20	.8	1.86	2.06	1.57	3	100
11/08/2015 05:25	1.58	2.05	1.92	1.85	3	100
11/08/2015 05:30	1.85	2.69	1.99	2.18	3	100
11/08/2015 05:35	1.71	2.33	1.86	1.97	3	100
11/08/2015 05:40	2	2.72	2.46	2.39	3	100
11/08/2015 05:45	1.56	2.88	2.19	2.21	3	100
11/08/2015 05:50	2.14	2.71	2.22	2.36	3	100
11/08/2015 05:55	3.03	3.56	3.36	3.32	3	100
11/08/2015 06:00	1.28	3.21	3.12	2.54	3	100
11/08/2015 06:05	1.4	3.22	2.66	2.43	3	100
11/08/2015 06:10	1.84	3.33	3.04	2.74	3	100
11/08/2015 06:15	2.6	2.9	3.57	3.02	3	100
11/08/2015 06:20	2.51	3.47	3.26	3.08	3	100
11/08/2015 06:25	2.22	4.02	3.4	3.21	3	100
11/08/2015 06:30	3.11	3.66	2.74	3.17	3	100
11/08/2015 06:35	3.6	4.37	3.19	3.72	3	100
11/08/2015 06:40	3.17	4.3	3.03	3.5	3	100
11/08/2015 06:45	3.32	4.35	4.15	3.94	3	100
11/08/2015 06:50	3.31	4.25	3.65	3.74	3	100
11/08/2015 06:55	5.16	4.1	3.3	4.19	3	100
11/08/2015 07:00	3.8	5.27	3.9	4.32	3	100
11/08/2015 07:05	3.37	5.18	2.96	3.84	3	100
11/08/2015 07:10	3.8	4.71	3.19	3.9	3	100
11/08/2015 07:15	3.76	4.58	3.44	3.93	3	100
11/08/2015 07:20	3.84	5.27	2.82	3.98	3	100
11/08/2015 07:25	3.8	5.72	4.54	4.69	3	100
11/08/2015 07:30	4.25	4.55	3.49	4.1	3	100
11/08/2015 07:35	4.33	5.36	3.5	4.4	3	100
11/08/2015 07:40	4.32	5.15	4.01	4.49	3	100
11/08/2015 07:45	5	5.98	3.78	4.92	3	100
11/08/2015 07:50	5.48	6.71	4.54	5.58	3	100
11/08/2015 07:55	4.8	5.72	3.87	4.8	3	100
11/08/2015 08:00	4.5	5.18	4.88	4.85	3	100
11/08/2015 08:05	5.77	6.76	4.1	5.54	3	100
11/08/2015 08:10	4.97	6	4.41	5.13	3	100
11/08/2015 08:15	5.14	5.67	4.73	5.18	3	100
11/08/2015 08:20	6.62	6.67	4.87	6.05	3	100
11/08/2015 08:25	6.68	7.11	4.55	6.11	3	100
11/08/2015 08:30	6.37	6.1	4.29	5.59	3	100
11/08/2015 08:35	5.32	6.11	4.59	5.34	3	100
11/08/2015 08:40	7.33	6.84	5.79	6.65	3	100
11/08/2015 08:45	6.33	6.32	5.02	5.89	3	100
11/08/2015 08:50	6.12	5.89	5.39	5.8	3	100
11/08/2015 08:55	7.37	7.86	6.12	7.12	3	100
11/08/2015 09:00	6.55	6.78	5.26	6.2	3	100
11/08/2015 09:05	5.9	6.51	5.33	5.91	3	100
11/08/2015 09:10	6.64	7.37	5.75	6.59	3	100
11/08/2015 09:15	7.54	7.65	5.73	6.97	3	100
11/08/2015 09:20	7.71	7.5	5.75	6.99	3	100
11/08/2015 09:25	9.42	8.93	7.13	8.49	3	100
11/08/2015 09:30	7.48	7.37	6.38	7.08	3	100
11/08/2015 09:35	8.61	9.01	7.98	8.53	3	100
11/08/2015 09:40	9.61	9.7	6.97	8.76	3	100
11/08/2015 09:45	8.27	7.39	7.27	7.64	3	100
11/08/2015 09:50	9.52	10.16	6.85	8.84	3	100
11/08/2015 09:55	8.54	8.49	7.11	8.05	3	100
11/08/2015 10:00	7.83	8.47	6.57	7.62	3	100
11/08/2015 10:05	7.72	8.16	5.8	7.23	3	100
11/08/2015 10:10	7.74	9.08	6.28	7.7	3	100
11/08/2015 10:15	8.62	9.31	7.63	8.52	3	100
11/08/2015 10:20	9.87	9.48	7.96	9.1	3	100
11/08/2015 10:25	9.53	8.34	6.71	8.19	3	100
11/08/2015 10:30	9	9.36	7.24	8.53	3	100
11/08/2015 10:35	9.63	9.58	8.2	9.14	3	100
11/08/2015 10:40	10.67	9.67	8.87	9.74	3	100
11/08/2015 10:45	9.48	8.37	7.98	8.61	3	100
11/08/2015 10:50	9.63	9.52	6.69	8.61	3	100
11/08/2015 10:55	9.32	9.51	7.35	8.73	3	100
11/08/2015 11:00	4.28	5.76	4.91	4.98	3	100
11/08/2015 11:05	7.15	7.16	5.92	6.74	3	100
11/08/2015 11:10	9.76	9.6	7.72	9.03	3	100
11/08/2015 11:15	11.68	11.29	9.98	10.98	3	100
11/08/2015 11:20	12.63	10.94	8.95	10.84	3	100
11/08/2015 11:25	10.58	9.85	9.19	9.87	3	100
11/08/2015 11:30	11.78	11.16	9.12	10.69	3	100
11/08/2015 11:35	9.64	8.94	7.35	8.64	3	100
11/08/2015 11:40	9.7	9.61	7.11	8.81	3	100
11/08/2015 11:45	9.3	9.54	6.65	8.5	3	100
11/08/2015 11:50	8.13	8.07	6.47	7.56	3	100
11/08/2015 11:55	4.7	5.24	4.88	4.94	3	100
11/08/2015 12:00	8.82	9.22	7.57	8.54	3	100
11/08/2015 12:05	12.13	10.08	9.75	10.65	3	100
11/08/2015 12:10	11.22	10.47	9.72	10.47	3	100
11/08/2015 12:15	10.91	10.16	8.3	9.79	3	100
11/08/2015 12:20	9.9	9.06	7.5	8.82	3	100
11/08/2015 12:25	11.25	11.15	9.07	10.49	3	100
11/08/2015 12:30	9.67	9.3	7.19	8.72	3	100
11/08/2015 12:35	8.32	8.68	6.8	7.93	3	100
11/08/2015 12:40	10.33	10.04	7.61	9.33	3	100
11/08/2015 12:45	8.89	8.83	7.97	8.56	3	100
11/08/2015 12:50	9.52	9.84	7.48	8.95	3	100
11/08/2015 12:55	9.69	10.11	9.11	9.64	3	100
11/08/2015 13:00	9.41	10.14	8.48	9.34	3	100
