5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	3.53	3.86	4.22	4.29	3.98	4	0
11/02/2015 00:05	3.59	3.82	4.27	4.16	3.96	4	0
11/02/2015 00:10	3.32	3.71	3.99	4.04	3.76	4	0
11/02/2015 00:15	3.55	4.03	4.44	4.49	4.13	4	0
11/02/2015 00:20	3.13	3.45	3.79	3.81	3.55	4	0
11/02/2015 00:25	3.26	3.89	4.26	4.32	3.93	4	0
11/02/2015 00:30	3.68	4.13	4.55	4.61	4.24	4	0
11/02/2015 00:35	3.35	3.74	4.1	4.08	3.81	4	0
11/02/2015 00:40	2.88	3.18	3.49	3.57	3.28	4	0
11/02/2015 00:45	2.72	3.02	3.3	3.39	3.11	4	0
11/02/2015 00:50	2.83	3.13	3.43	3.52	3.23	4	0
11/02/2015 00:55	2.88	3.2	3.52	3.52	3.28	4	0
11/02/2015 01:00	3.18	3.51	3.85	3.88	3.61	4	0
11/02/2015 01:05	2.56	3.02	3.31	3.4	3.07	4	0
11/02/2015 01:10	3.26	3.59	3.93	3.97	3.69	4	0
11/02/2015 01:15	2.98	3.53	3.87	3.9	3.57	4	0
11/02/2015 01:20	2.95	3.3	3.68	3.47	3.35	4	0
11/02/2015 01:25	2.84	3.26	3.57	3.65	3.33	4	0
11/02/2015 01:30	2.91	3.21	3.52	3.6	3.31	4	0
11/02/2015 01:35	2.48	2.8	3.05	3	2.83	4	0
11/02/2015 01:40	2.87	3.13	3.48	3.25	3.18	4	0
11/02/2015 01:45	2.89	3.4	3.73	3.81	3.46	4	0
11/02/2015 01:50	2.59	2.93	3.17	3.14	2.96	4	0
11/02/2015 01:55	2.63	3.04	3.34	3.33	3.09	4	0
11/02/2015 02:00	2.5	2.8	3.09	3.15	2.89	4	0
11/02/2015 02:05	2.52	3.11	3.42	3.49	3.13	4	0
11/02/2015 02:10	2.67	3.24	3.55	3.63	3.27	4	0
11/02/2015 02:15	2.47	2.82	2.93	2.82	2.76	4	0
11/02/2015 02:20	2.89	3.3	3.62	3.7	3.38	4	0
11/02/2015 02:25	2.97	3.29	3.61	3.62	3.37	4	0
11/02/2015 02:30	2.65	3.23	3.58	3.38	3.21	4	0
11/02/2015 02:35	2.6	3.04	3.32	3.38	3.09	4	0
11/02/2015 02:40	2.71	3.11	3.47	3.28	3.14	4	0
11/02/2015 02:45	2.83	3.22	3.4	3.43	3.22	4	0
11/02/2015 02:50	2.58	2.85	3.16	2.92	2.88	4	0
11/02/2015 02:55	2.64	3.09	3.38	3.39	3.12	4	0
11/02/2015 03:00	2.26	2.66	2.91	2.86	2.67	4	0
11/02/2015 03:05	2.73	3.16	3.47	3.47	3.21	4	0
11/02/2015 03:10	2.4	3.03	3.32	3.37	3.03	4	0
11/02/2015 03:15	3.38	3.61	4.04	3.94	3.74	4	0
11/02/2015 03:20	2.98	3.58	3.92	3.98	3.62	4	0
11/02/2015 03:25	2.62	3.18	3.49	3.49	3.19	4	0
11/02/2015 03:30	2.69	3.09	3.24	3.24	3.07	4	0
11/02/2015 03:35	3.09	3.51	3.85	3.89	3.58	4	0
11/02/2015 03:40	3.17	3.47	3.81	3.85	3.57	4	0
11/02/2015 03:45	3.43	3.76	4.12	4.17	3.87	4	0
11/02/2015 03:50	2.79	3.4	3.73	3.69	3.4	4	0
11/02/2015 03:55	3.18	3.57	3.79	3.78	3.58	4	0
11/02/2015 04:00	3.25	3.6	3.89	3.85	3.65	4	0
11/02/2015 04:05	3.09	3.55	3.89	3.94	3.62	4	0
11/02/2015 04:10	3.28	3.86	4.23	4.29	3.91	4	0
