5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	3.64	4	3.03	1.92	3.15	4	100
11/02/2015 00:05	2.84	3.68	3.67	1.39	2.9	4	100
11/02/2015 00:10	2.62	2.91	2.64	1.06	2.31	4	100
11/02/2015 00:15	1.87	2.87	2.39	1.35	2.12	4	100
11/02/2015 00:20	2.38	3.32	3.17	.83	2.43	4	100
11/02/2015 00:25	2.56	2.84	2.8	1.56	2.44	4	100
11/02/2015 00:30	2.83	3.3	2.83	1.2	2.54	4	100
11/02/2015 00:35	1.32	1.76	3.04	.72	1.71	4	100
11/02/2015 00:40	1.64	2.6	1.82	1.64	1.92	4	100
11/02/2015 00:45	1.83	2.89	2.74	1.16	2.15	4	100
11/02/2015 00:50	1.68	2.21	3.09	1.41	2.1	4	100
11/02/2015 00:55	1.71	2.45	1.61	.5	1.57	4	100
11/02/2015 01:00	1.78	2.2	2.49	.75	1.81	4	100
11/02/2015 01:05	1.07	2.16	2.11	1.47	1.7	4	100
11/02/2015 01:10	1.4	1.97	2.61	2.11	2.02	4	100
11/02/2015 01:15	.98	1.66	2.3	.99	1.48	4	100
11/02/2015 01:20	.86	1.93	1.94	.6	1.33	4	100
11/02/2015 01:25	.98	1.34	1.81	.99	1.28	4	100
11/02/2015 01:30	.89	2.25	2.02	.93	1.52	4	100
11/02/2015 01:35	.86	1.68	1.36	1.27	1.29	4	100
11/02/2015 01:40	.7	1.73	1.65	1.19	1.32	4	100
11/02/2015 01:45	.66	1.46	1.82	1.17	1.28	4	100
11/02/2015 01:50	.86	1.01	1.62	.71	1.05	4	100
11/02/2015 01:55	.99	1.05	1.73	.88	1.16	4	100
11/02/2015 02:00	.72	1.1	1.07	.66	.89	4	100
11/02/2015 02:05	.44	.81	1.49	1.87	1.15	4	100
11/02/2015 02:10	.71	1.14	3.02	.71	1.4	4	100
11/02/2015 02:15	.43	1.17	1.11	1.77	1.12	4	100
11/02/2015 02:20	.47	1.47	2.34	1.58	1.47	4	100
11/02/2015 02:25	1.11	.98	2.23	.71	1.26	4	100
11/02/2015 02:30	.51	1	.96	.75	.8	4	100
11/02/2015 02:35	.8	.92	1.28	1.16	1.04	4	100
11/02/2015 02:40	.56	1.58	1.87	1.01	1.26	4	100
11/02/2015 02:45	.24	.91	.58	1.01	.69	4	100
11/02/2015 02:50	.66	.92	.99	.91	.87	4	100
11/02/2015 02:55	.67	1.08	1.75	1.69	1.3	4	100
11/02/2015 03:00	.71	.8	1.26	.58	.84	4	100
11/02/2015 03:05	.2	1.19	1.69	1.01	1.02	4	100
11/02/2015 03:10	.52	.82	.87	1.53	.94	4	100
11/02/2015 03:15	.59	1.31	2.09	1.78	1.44	4	100
11/02/2015 03:20	.47	1.44	2.76	.87	1.38	4	100
11/02/2015 03:25	.83	1.24	1.8	.96	1.21	4	100
11/02/2015 03:30	.75	1.47	1.79	1.44	1.36	4	100
11/02/2015 03:35	.6	1.27	2.12	1.69	1.42	4	100
11/02/2015 03:40	.5	1.4	2.27	1.7	1.47	4	100
11/02/2015 03:45	1.07	1.48	2.51	1.87	1.73	4	100
11/02/2015 03:50	.5	1.66	1.44	.8	1.1	4	100
11/02/2015 03:55	1.16	1.1	1.5	1	1.19	4	100
11/02/2015 04:00	1.23	1.51	2.43	1.19	1.59	4	100
11/02/2015 04:05	.41	1.83	2.12	1.12	1.37	4	100
11/02/2015 04:10	1.29	1.93	2.22	.98	1.61	4	100
11/02/2015 04:15	1.27	1.93	2.66	.6	1.62	4	100
11/02/2015 04:20	1.19	2.42	2.31	1.14	1.76	4	100
11/02/2015 04:25	2.39	2.71	2.8	2.93	2.71	4	100
11/02/2015 04:30	1.88	2.59	2.8	1.3	2.14	4	100
11/02/2015 04:35	1.69	3.31	3.62	2.53	2.79	4	100
11/02/2015 04:40	2.41	2.91	4.01	1.38	2.68	4	100
11/02/2015 04:45	3.34	4.13	3.94	1.93	3.34	4	100
11/02/2015 04:50	2.89	3.9	3.83	2.67	3.32	4	100
11/02/2015 04:55	3.24	3.53	4.74	2.57	3.52	4	100
11/02/2015 05:00	2.97	3.72	3.99	1.99	3.17	4	100
11/02/2015 05:05	4.12	4.8	4.8	3.77	4.37	4	100
11/02/2015 05:10	4.03	5.72	4.5	3.19	4.36	4	100
11/02/2015 05:15	5.76	6.31	5.51	4.29	5.47	4	100
11/02/2015 05:20	6.27	6.7	6.29	2.94	5.55	4	100
11/02/2015 05:25	7.31	7.01	5.29	3.65	5.82	4	100
11/02/2015 05:30	7.6	7.93	6.57	5.23	6.83	4	100
11/02/2015 05:35	8.46	9.03	7.32	4.95	7.44	4	100
11/02/2015 05:40	10.77	10.05	8.17	5.72	8.68	4	100
11/02/2015 05:45	8.57	8.37	8.31	6.67	7.98	4	100
11/02/2015 05:50	11.79	10.39	9.05	4.97	9.05	4	100
11/02/2015 05:55	12.07	11.65	9.36	6.29	9.84	4	100
11/02/2015 06:00	12.29	10.86	8.72	5.68	9.39	4	100
11/02/2015 06:05	12.3	11.26	9.1	5.26	9.48	4	100
11/02/2015 06:10	13.57	11.76	8.78	6.76	10.22	4	100
11/02/2015 06:15	14.25	11.49	9.73	6.74	10.55	4	100
11/02/2015 06:20	12.69	11.01	11.12	7.25	10.52	4	100
11/02/2015 06:25	12.04	11.13	9.61	6.05	9.71	4	100
11/02/2015 06:30	12.76	10.22	9.2	5.23	9.35	4	100
11/02/2015 06:35	13.13	12.06	10.53	6.78	10.63	4	100
11/02/2015 06:40	13	10.18	9.64	6.19	9.75	4	100
11/02/2015 06:45	12.95	13.14	11.45	8.81	11.59	4	100
11/02/2015 06:50	14.69	12.46	12.08	8.72	11.99	4	100
11/02/2015 06:55	11.2	10.11	9.12	6.63	9.27	4	100
11/02/2015 07:00	11.31	11.45	10.81	6.88	10.11	4	100
11/02/2015 07:05	12.09	11.41	9.8	7.82	10.28	4	100
11/02/2015 07:10	16.55	12.57	12.11	7.63	12.22	4	100
11/02/2015 07:15	14.8	13.75	13.05	8.68	12.57	4	100
11/02/2015 07:20	15.26	13.39	12.9	9.48	12.76	4	100
11/02/2015 07:25	14.17	12.33	11.47	6.85	11.21	4	100
11/02/2015 07:30	13.39	13.61	11.83	7.75	11.65	4	100
11/02/2015 07:35	15.29	13.77	13.84	9.18	13.02	4	100
11/02/2015 07:40	13.14	12.97	12.67	8.61	11.85	4	100
11/02/2015 07:45	14.48	13.48	13.36	9.1	12.6	4	100
11/02/2015 07:50	12.79	14.09	12.46	9.7	12.26	4	100
11/02/2015 07:55	13.51	12.55	10.63	8.59	11.32	4	100
11/02/2015 08:00	14.55	13.2	12.31	8.09	12.04	4	100
11/02/2015 08:05	13.5	12.68	12.71	8.91	11.95	4	100
11/02/2015 08:10	16.16	15.09	13.13	8.64	13.26	4	100
11/02/2015 08:15	16.08	13.99	13.24	10.18	13.37	4	100
11/02/2015 08:20	14.58	15.46	14.47	11.27	13.94	4	100
11/02/2015 08:25	15.4	14.71	13.18	9.82	13.28	4	100
11/02/2015 08:30	14.87	12.71	11.83	7.38	11.7	4	100
11/02/2015 08:35	12.34	11.94	11.14	7.03	10.61	4	100
11/02/2015 08:40	13.07	12.77	11.81	9.3	11.74	4	100
11/02/2015 08:45	14.03	12.84	12.07	8.02	11.74	4	100
11/02/2015 08:50	12.56	10.85	10.6	7.58	10.4	4	100
11/02/2015 08:55	12.12	12.23	9.54	7.94	10.46	4	100
11/02/2015 09:00	12.93	11.27	10.11	7.03	10.33	4	100
11/02/2015 09:05	11.91	10.18	7.93	6.43	9.11	4	100
11/02/2015 09:10	10.99	9.92	8.18	6.1	8.8	4	100
11/02/2015 09:15	13.01	12.23	10.92	9.22	11.35	4	100
11/02/2015 09:20	11.29	10.15	8.52	4.28	8.56	4	100
11/02/2015 09:25	12.94	11.27	11.02	9.32	11.14	4	100
11/02/2015 09:30	11.53	9.74	9.72	7.23	9.55	4	100
11/02/2015 09:35	11.66	11.25	10.91	7.89	10.43	4	100
11/02/2015 09:40	12.18	11.51	9.63	6.45	9.94	4	100
11/02/2015 09:45	12.48	10.72	11.41	6.87	10.37	4	100
11/02/2015 09:50	10.41	11.23	10.75	7.41	9.95	4	100
11/02/2015 09:55	11.68	11.7	10.89	7.35	10.41	4	100
11/02/2015 10:00	10.41	9.85	10.16	6.62	9.26	4	100
11/02/2015 10:05	11.06	9.83	10	7.18	9.52	4	100
11/02/2015 10:10	10.88	12.21	10.23	7.14	10.12	4	100
11/02/2015 10:15	10.8	9.4	8.76	6.6	8.89	4	100
11/02/2015 10:20	12.74	12.04	10.54	7.42	10.69	4	100
11/02/2015 10:25	10.52	11.84	10.16	6.04	9.64	4	100
11/02/2015 10:30	12.02	10.4	11.86	7.71	10.5	4	100
11/02/2015 10:35	12.33	10.84	10.96	6.33	10.12	4	100
11/02/2015 10:40	9.99	10.37	9.69	8.11	9.54	4	100
11/02/2015 10:45	12.46	11.04	11.77	7.37	10.66	4	100
11/02/2015 10:50	10.96	10.89	10.12	8.45	10.11	4	100
11/02/2015 10:55	12.47	11.96	11.41	7.27	10.78	4	100
11/02/2015 11:00	10.17	10.63	10.96	6.11	9.47	4	100
11/02/2015 11:05	12.76	12.81	12.2	8.17	11.48	4	100
11/02/2015 11:10	13.23	10.57	11.03	8.44	10.82	4	100
11/02/2015 11:15	11.56	11.81	11.59	7.13	10.52	4	100
11/02/2015 11:20	13.73	12.35	11.9	8.12	11.53	4	100
11/02/2015 11:25	10.31	11.15	10.4	8.42	10.07	4	100
11/02/2015 11:30	12.55	11.62	11.9	6.69	10.69	4	100
11/02/2015 11:35	11.69	10.96	10.88	6.79	10.08	4	100
11/02/2015 11:40	13.21	12.36	12.17	9.04	11.69	4	100
11/02/2015 11:45	11.82	11.43	11.75	7.18	10.54	4	100
11/02/2015 11:50	11.67	10.77	11.43	8.25	10.53	4	100
11/02/2015 11:55	13.38	12.3	11.39	8.3	11.34	4	100
11/02/2015 12:00	11.89	11.85	10.77	6.85	10.34	4	100
11/02/2015 12:05	13.25	12.64	13.01	8.83	11.93	4	100
11/02/2015 12:10	12.41	11.12	11.63	8.39	10.89	4	100
11/02/2015 12:15	11.69	11.12	12.77	7.62	10.8	4	100
11/02/2015 12:20	12.68	12.79	10.66	8.23	11.09	4	100
11/02/2015 12:25	12.31	11.27	12.25	7.92	10.94	4	100
11/02/2015 12:30	11.3	11.31	11.97	7.11	10.42	4	100
11/02/2015 12:35	12	12.93	12.12	9.08	11.53	4	100
11/02/2015 12:40	14.1	13.6	11.96	10.12	12.45	4	100
11/02/2015 12:45	13.5	12.11	10.8	8.71	11.28	4	100
11/02/2015 12:50	13.51	13.32	12.75	6.52	11.52	4	100
11/02/2015 12:55	13	11.72	11.43	8.58	11.18	4	100
11/02/2015 13:00	10.93	10.89	10.28	8.09	10.05	4	100
11/02/2015 13:05	9.52	9.63	11.81	8.37	9.83	4	100
11/02/2015 13:10	10.51	10.43	9.29	8.24	9.62	4	100
11/02/2015 13:15	12	11.98	11.9	7.93	10.95	4	100
11/02/2015 13:20	13.26	13.1	11.11	10.19	11.92	4	100
11/02/2015 13:25	13.46	12.08	10.58	9.88	11.5	4	100
11/02/2015 13:30	14.64	12.91	13.11	8.82	12.37	4	100
11/02/2015 13:35	13.49	13.03	11.25	8.82	11.65	4	100
11/02/2015 13:40	13.67	11.96	11.62	7.52	11.19	4	100
11/02/2015 13:45	15.16	14.58	13	9.52	13.06	4	100
11/02/2015 13:50	13.68	12.79	12.56	7.84	11.72	4	100
11/02/2015 13:55	14.68	14.45	14.23	8.14	12.88	4	100
11/02/2015 14:00	14.41	13.17	14.74	10.09	13.1	4	100
11/02/2015 14:05	14.6	13.9	12.44	10.24	12.8	4	100
11/02/2015 14:10	13.81	13.09	11.87	9.03	11.95	4	100
11/02/2015 14:15	13.71	15.16	12.55	10.78	13.05	4	100
11/02/2015 14:20	16.26	16.28	15.28	11.49	14.83	4	100
11/02/2015 14:25	15.59	15.73	14.82	8.37	13.63	4	100
11/02/2015 14:30	19.16	16.33	17	13.76	16.56	4	100
11/02/2015 14:35	21.81	19.8	19.5	15.91	19.25	4	100
11/02/2015 14:40	15.1	16.24	15.77	13.26	15.09	4	100
11/02/2015 14:45	22.79	22.36	19.26	19.19	20.9	4	100
11/02/2015 14:50	14.49	14.89	15.25	12.56	14.3	4	100
11/02/2015 14:55	15.21	15.18	16.49	13.29	15.04	4	100
11/02/2015 15:00	16.03	17.59	17.79	13.59	16.25	4	100
11/02/2015 15:05	18.61	22.2	19.43	15.5	18.94	4	100
11/02/2015 15:10	18.98	21.42	18.73	16.2	18.83	4	100
11/02/2015 15:15	18.97	19.96	19.99	17.06	18.99	4	100
11/02/2015 15:20	20.39	20.48	18.81	16.98	19.16	4	100
11/02/2015 15:25	17.77	17.23	16.86	14.89	16.69	4	100
11/02/2015 15:30	23.12	23.51	25.61	20.69	23.23	4	100
11/02/2015 15:35	19.16	20.38	20.31	15.47	18.83	4	100
11/02/2015 15:40	17.4	17.32	17.31	16.63	17.16	4	100
11/02/2015 15:45	17.88	17.8	16.67	15.48	16.96	4	100
