5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	2.08	3.83	3.71	5.03	3.66	4	75
11/02/2015 00:05	1.84	3.12	3.43	3.91	3.07	4	75
11/02/2015 00:10	1.76	3.31	3.88	4.06	3.25	4	75
11/02/2015 00:15	1.9	4.04	3.63	4.35	3.48	4	75
11/02/2015 00:20	1.17	2.9	3.09	2.93	2.52	4	75
11/02/2015 00:25	1.37	2.63	2.27	2.42	2.17	4	75
11/02/2015 00:30	1.36	2.87	2.85	3.24	2.58	4	75
11/02/2015 00:35	1.7	3.11	2.86	4.06	2.93	4	75
11/02/2015 00:40	1.31	2.98	2.72	3.46	2.62	4	75
11/02/2015 00:45	1	2.24	2.08	2.48	1.95	4	75
11/02/2015 00:50	1.04	2.49	2.52	3.49	2.38	4	75
11/02/2015 00:55	1.06	2.2	2.01	2.91	2.05	4	75
11/02/2015 01:00	.94	2.18	2.27	3.02	2.1	4	75
11/02/2015 01:05	.84	1.53	1.81	2.14	1.58	4	75
11/02/2015 01:10	.75	1.27	1.59	1.48	1.27	4	75
11/02/2015 01:15	.91	2.02	2.19	2.68	1.95	4	75
11/02/2015 01:20	1.12	1.88	2.07	1.8	1.72	4	75
11/02/2015 01:25	.61	1.41	1.47	2.26	1.44	4	75
11/02/2015 01:30	.44	1.24	1.39	2.29	1.34	4	75
11/02/2015 01:35	.58	1.36	1.52	2.27	1.43	4	75
11/02/2015 01:40	.79	1.81	1.65	1.83	1.52	4	75
11/02/2015 01:45	.61	1.37	1.69	2.2	1.47	4	75
11/02/2015 01:50	.59	1.32	1.47	1.97	1.34	4	75
11/02/2015 01:55	.64	1.18	1.42	2.06	1.33	4	75
11/02/2015 02:00	.3	.94	1.38	1.68	1.08	4	75
11/02/2015 02:05	.64	1.57	1.86	2.33	1.6	4	75
11/02/2015 02:10	.42	1.06	1.5	1.43	1.1	4	75
11/02/2015 02:15	.18	.97	1.47	2.1	1.18	4	75
11/02/2015 02:20	.66	1.5	1.73	1.8	1.42	4	75
11/02/2015 02:25	.74	1.13	1.64	2.39	1.47	4	75
11/02/2015 02:30	.44	1.02	1.32	1.72	1.12	4	75
11/02/2015 02:35	.19	.93	1.24	2.29	1.16	4	75
11/02/2015 02:40	.3	.88	1.03	2.21	1.1	4	75
11/02/2015 02:45	.34	.86	1.29	1.66	1.04	4	75
11/02/2015 02:50	.37	.99	1.46	1.61	1.11	4	75
11/02/2015 02:55	.28	1.22	1.59	2.52	1.4	4	75
11/02/2015 03:00	.48	1.19	1.45	2.41	1.38	4	75
11/02/2015 03:05	.33	1.3	1.76	2.98	1.59	4	75
11/02/2015 03:10	.42	1.2	1.38	1.95	1.24	4	75
11/02/2015 03:15	.67	2.21	2.24	2.83	1.99	4	75
11/02/2015 03:20	.65	1.79	1.98	3.29	1.93	4	75
11/02/2015 03:25	.36	1.23	1.37	2.94	1.48	4	75
11/02/2015 03:30	.5	1.39	1.55	2.51	1.49	4	75
11/02/2015 03:35	.89	1.62	1.8	3.31	1.9	4	75
11/02/2015 03:40	1.04	2.4	2.1	3.1	2.16	4	75
11/02/2015 03:45	.72	1.89	2.12	3.62	2.09	4	75
11/02/2015 03:50	1	2.64	2.38	3.83	2.46	4	75
11/02/2015 03:55	1.06	2.7	2.61	3.33	2.43	4	75
11/02/2015 04:00	1.02	2.12	1.83	3.04	2	4	75
11/02/2015 04:05	1.45	3.16	2.9	4.09	2.9	4	75
11/02/2015 04:10	1.16	3.52	3.77	4.94	3.35	4	75
11/02/2015 04:15	1.86	3.98	3.32	4.57	3.43	4	75
11/02/2015 04:20	1.72	3.62	3.97	4.63	3.49	4	75
11/02/2015 04:25	1.7	3.04	3.63	5.02	3.35	4	75
11/02/2015 04:30	2.11	4.3	4.31	6.58	4.33	4	75
11/02/2015 04:35	3.51	5.95	4.75	7.07	5.32	4	75
11/02/2015 04:40	4.09	6.7	5.75	7.38	5.98	4	75
11/02/2015 04:45	3.65	6.36	5.87	8.11	6	4	75
11/02/2015 04:50	4.22	6.64	6.49	7.5	6.21	4	75
11/02/2015 04:55	4.64	7.08	6.48	8.24	6.61	4	75
11/02/2015 05:00	4.36	6.56	6.03	6.98	5.98	4	75
11/02/2015 05:05	4.68	7.99	5.54	7.18	6.35	4	75
11/02/2015 05:10	4.84	8.12	7.12	8.15	7.06	4	75
11/02/2015 05:15	7.43	10.72	8.57	9.24	8.99	4	75
11/02/2015 05:20	7.43	10.85	10.32	9.38	9.5	4	75
11/02/2015 05:25	8.49	11.5	8.45	10.66	9.77	4	75
11/02/2015 05:30	8.67	12.83	10.51	10.09	10.53	4	75
11/02/2015 05:35	9.66	12.93	11.98	9.95	11.13	4	75
11/02/2015 05:40	10.61	15.76	13.94	13.85	13.54	4	75
11/02/2015 05:45	12.14	16.42	13.77	13.51	13.96	4	75
11/02/2015 05:50	10.1	13.36	13.36	12.03	12.21	4	75
11/02/2015 05:55	11.68	14.74	12.89	12.38	12.92	4	75
11/02/2015 06:00	10.92	14.01	14.15	14.82	13.48	4	75
11/02/2015 06:05	11.61	14.91	12.18	12.16	12.72	4	75
11/02/2015 06:10	10.4	14.21	12.85	10.75	12.05	4	75
11/02/2015 06:15	10.18	13.83	11.66	11.76	11.86	4	75
11/02/2015 06:20	9.85	13.14	11.78	11.3	11.52	4	75
11/02/2015 06:25	9.88	13.62	10.32	10.02	10.96	4	75
11/02/2015 06:30	10.33	13.66	11.45	11.59	11.76	4	75
11/02/2015 06:35	10.82	14.86	13.04	12.25	12.74	4	75
11/02/2015 06:40	11.25	15.07	13.3	11.98	12.9	4	75
11/02/2015 06:45	9.69	13.83	11.92	12.07	11.88	4	75
11/02/2015 06:50	9.67	13.97	12.73	12.16	12.13	4	75
11/02/2015 06:55	10.43	14.58	13.34	12.15	12.63	4	75
11/02/2015 07:00	9.87	14.68	14.3	13.72	13.14	4	75
11/02/2015 07:05	11.14	16.57	15.79	12.76	14.06	4	75
11/02/2015 07:10	11.91	17.23	16.64	14.12	14.97	4	75
11/02/2015 07:15	13.49	18.69	17.62	16.18	16.5	4	75
11/02/2015 07:20	18.27	21.41	19.44	18.81	19.48	4	75
11/02/2015 07:25	14.72	19.38	21.26	18.75	18.53	4	75
11/02/2015 07:30	15.78	19.67	21.01	19.86	19.08	4	75
11/02/2015 07:35	16.44	23.46	19.96	20.48	20.08	4	75
11/02/2015 07:40	18.78	25.35	20.8	21.99	21.73	4	75
11/02/2015 07:45	15.99	20.18	21.97	20.21	19.59	4	75
