5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Lane 6 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	1.41	2.48	2.35	3.21	3.14	.5	2.18	6	100
11/02/2015 00:05	1.34	3.29	2.83	2.79	3.68	.51	2.41	6	100
11/02/2015 00:10	1.38	3.52	2.3	2.97	2.63	.76	2.26	6	100
11/02/2015 00:15	1.29	2.77	2.21	2.47	3.56	.33	2.1	6	100
11/02/2015 00:20	.8	2.32	1.99	2	2.55	.9	1.76	6	100
11/02/2015 00:25	1	2.19	1.39	2.19	3.34	.71	1.8	6	100
11/02/2015 00:30	1.15	2.68	1.91	2.32	3	.73	1.97	6	100
11/02/2015 00:35	1.17	2.66	1.52	2.29	3.3	.33	1.88	6	100
11/02/2015 00:40	.99	2.62	1.57	2.67	2.88	.37	1.85	6	100
11/02/2015 00:45	.75	1.54	1.18	1.77	2.7	.63	1.43	6	100
11/02/2015 00:50	.68	2.16	1.46	2.06	1.96	.76	1.51	6	100
11/02/2015 00:55	.9	1.63	1.88	1.43	2.55	.21	1.43	6	100
11/02/2015 01:00	.74	1.76	1.5	2.2	1.71	.48	1.4	6	100
11/02/2015 01:05	.7	1.23	1.01	1.21	2.33	.06	1.09	6	100
11/02/2015 01:10	.53	1.43	1.04	1.6	1.62	.27	1.08	6	100
11/02/2015 01:15	.7	1.3	.8	1.75	1.12	.41	1.01	6	100
11/02/2015 01:20	.64	1.48	1.33	1.43	1.48	.42	1.13	6	100
11/02/2015 01:25	.34	.73	.59	1.5	1.72	.23	.85	6	100
11/02/2015 01:30	.34	1.5	.93	2.04	1.34	.17	1.05	6	100
11/02/2015 01:35	.49	1.45	.81	1.33	1.25	.24	.93	6	100
11/02/2015 01:40	.59	1.04	1.21	.95	1.48	.26	.92	6	100
11/02/2015 01:45	.47	.82	1.23	1.1	1.84	0	.91	6	100
11/02/2015 01:50	.52	.77	1.39	1.28	1.1	0	.84	6	100
11/02/2015 01:55	.4	1.3	.8	1.4	1.79	.17	.98	6	100
11/02/2015 02:00	.3	1.53	.95	1.39	1.62	.08	.98	6	100
11/02/2015 02:05	.22	.68	.98	.72	1.22	.24	.68	6	100
11/02/2015 02:10	.35	.97	.38	2.02	1.71	.23	.94	6	100
11/02/2015 02:15	.22	1.24	.9	1.58	1.55	.32	.97	6	100
11/02/2015 02:20	.58	1.09	.95	1.1	1.16	.32	.87	6	100
11/02/2015 02:25	.38	1.3	.91	2.04	2.12	.26	1.17	6	100
11/02/2015 02:30	.37	.86	.79	1.5	.88	.18	.76	6	100
11/02/2015 02:35	.28	.82	.92	.92	.73	.1	.63	6	100
11/02/2015 02:40	.41	1.11	1.11	1.18	1.57	.18	.93	6	100
11/02/2015 02:45	.18	.6	.67	1.09	.89	.08	.59	6	100
11/02/2015 02:50	.51	1.12	.57	1.04	1.16	0	.73	6	100
11/02/2015 02:55	.81	1.28	.8	1.94	1.41	.41	1.11	6	100
11/02/2015 03:00	.51	1.12	1.09	1.46	1.49	.28	.99	6	100
11/02/2015 03:05	.27	.97	1.32	.79	1.26	.07	.78	6	100
11/02/2015 03:10	.66	1.58	1.21	1.69	1.03	.09	1.04	6	100
11/02/2015 03:15	.51	1.2	1.41	1.46	1.71	0	1.05	6	100
11/02/2015 03:20	.6	1.32	1.17	2.09	1.48	0	1.11	6	100
11/02/2015 03:25	.33	1.36	1.32	1.42	1.2	.09	.95	6	100
