5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/09/2015 00:00	4.37	3.37	3.83	4.15	1.83	3.51	5	0
11/09/2015 00:05	4.79	3.7	4.18	4.63	2.18	3.9	5	0
11/09/2015 00:10	5.52	4.31	4.98	5.53	2.99	4.67	5	0
11/09/2015 00:15	5.03	3.94	4.45	4.97	2.49	4.18	5	0
11/09/2015 00:20	4.02	2.9	3.27	3.68	1.33	3.04	5	0
11/09/2015 00:25	4.44	3.27	3.71	4.25	2.02	3.54	5	0
11/09/2015 00:30	4.23	3.11	3.51	3.94	1.58	3.27	5	0
11/09/2015 00:35	4.03	2.91	3.28	3.69	1.34	3.05	5	0
11/09/2015 00:40	3.66	2.53	2.85	3.27	1.08	2.68	5	0
11/09/2015 00:45	3.04	1.81	2.04	2.53	2.06	2.3	5	0
11/09/2015 00:50	3.37	2.14	2.48	2.88	.61	2.3	5	0
11/09/2015 00:55	3.47	2.25	2.65	3.16	1.07	2.52	5	0
11/09/2015 01:00	3.72	2.46	2.84	3.39	1.07	2.7	5	0
11/09/2015 01:05	3.13	1.94	2.25	2.63	1.08	2.21	5	0
11/09/2015 01:10	3.05	1.87	2.11	2.49	.8	2.06	5	0
11/09/2015 01:15	2.99	1.81	2.05	2.42	.87	2.03	5	0
11/09/2015 01:20	3.17	1.94	2.19	2.69	1.4	2.28	5	0
11/09/2015 01:25	2.51	1.2	1.52	1.96	.32	1.5	5	0
11/09/2015 01:30	2.59	1.4	1.58	1.92	.87	1.67	5	0
11/09/2015 01:35	3.1	1.89	2.17	2.55	.78	2.09	5	0
11/09/2015 01:40	2.72	1.53	1.72	2.09	.71	1.75	5	0
11/09/2015 01:45	3.22	1.9	2.32	2.78	.6	2.16	5	0
11/09/2015 01:50	2.54	1.24	1.58	2.03	.19	1.52	5	0
11/09/2015 01:55	2.19	1.01	1.06	1.56	.22	1.21	5	0
11/09/2015 02:00	3.24	1.98	2.33	2.85	1	2.28	5	0
11/09/2015 02:05	2.48	1.23	1.44	1.79	.81	1.55	5	0
11/09/2015 02:10	3.04	1.87	2.28	2.53	.54	2.05	5	0
11/09/2015 02:15	2.45	1.13	1.35	1.92	.22	1.41	5	0
11/09/2015 02:20	3.08	1.87	2.18	2.68	.77	2.12	5	0
11/09/2015 02:25	2.43	1.21	1.38	1.73	.89	1.53	5	0
11/09/2015 02:30	3.11	1.69	2.06	2.71	.88	2.09	5	0
11/09/2015 02:35	2.52	1.26	1.53	2.01	.09	1.48	5	0
11/09/2015 02:40	2.64	1.45	1.63	1.98	.88	1.72	5	0
11/09/2015 02:45	2.32	1.18	1.4	1.66	.27	1.36	5	0
11/09/2015 02:50	2.7	1.48	1.7	2.06	.72	1.73	5	0
11/09/2015 02:55	2.33	1.1	1.31	1.65	.24	1.33	5	0
11/09/2015 03:00	2.44	1.25	1.43	1.96	.86	1.59	5	0
11/09/2015 03:05	2.73	1.29	1.61	2.26	.48	1.67	5	0
11/09/2015 03:10	2.77	1.48	1.73	2.23	.54	1.75	5	0
11/09/2015 03:15	2.65	1.47	1.68	2.16	1.18	1.83	5	0
11/09/2015 03:20	2.69	1.47	1.72	2.09	.58	1.71	5	0
11/09/2015 03:25	2.6	1.41	1.59	1.93	1.06	1.72	5	0
11/09/2015 03:30	3.33	1.94	2.33	2.89	.85	2.27	5	0
11/09/2015 03:35	3.5	2.28	2.63	3.13	1.2	2.55	5	0
11/09/2015 03:40	3.55	2.34	2.79	3.23	1.04	2.59	5	0
11/09/2015 03:45	4.53	3.35	3.87	4.43	2.92	3.82	5	0
11/09/2015 03:50	3.35	2.21	2.47	2.86	.71	2.32	5	0
