5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/09/2015 00:00	2.92	2.78	3.14	8.99	1.29	3.82	5	100
11/09/2015 00:05	2.82	3.1	3.48	11.87	1.79	4.61	5	100
11/09/2015 00:10	2.21	3.91	3.28	9.68	1.03	4.02	5	100
11/09/2015 00:15	2.12	3.29	4.08	12.4	.8	4.54	5	100
11/09/2015 00:20	1.7	2.33	2.79	2.72	1.29	2.17	5	100
11/09/2015 00:25	2.22	2.9	3.52	7.23	1.24	3.42	5	100
11/09/2015 00:30	2.34	2.62	2.94	5.77	1.11	2.96	5	100
11/09/2015 00:35	1.92	2.53	2.15	10.94	.82	3.67	5	100
11/09/2015 00:40	1.28	2.49	2.3	7.02	1.27	2.87	5	100
11/09/2015 00:45	1.15	1.46	2.03	3.65	.5	1.76	5	100
11/09/2015 00:50	.57	1.72	1.87	12.31	.63	3.42	5	100
11/09/2015 00:55	1.03	1.69	1.77	7.47	.96	2.58	5	100
11/09/2015 01:00	1.18	1.99	3.09	5.72	.67	2.53	5	100
11/09/2015 01:05	1.22	1.81	1.95	7.46	.83	2.65	5	100
11/09/2015 01:10	1.17	1.33	1.68	6.65	.24	2.21	5	100
11/09/2015 01:15	.95	1.4	1.66	7.26	.63	2.38	5	100
11/09/2015 01:20	1.28	1.82	1.73	4.08	.63	1.91	5	100
11/09/2015 01:25	.7	1.4	1.1	6.12	.4	1.94	5	100
11/09/2015 01:30	.73	1.05	1.31	7.68	.62	2.28	5	100
11/09/2015 01:35	.92	1.19	1.76	6.17	.36	2.08	5	100
11/09/2015 01:40	.8	1.27	1.37	8.62	.5	2.51	5	100
11/09/2015 01:45	1.02	1.61	1.66	4.67	.52	1.9	5	100
11/09/2015 01:50	.36	.63	1.39	6.26	.74	1.88	5	100
11/09/2015 01:55	.54	1.39	1.61	1.33	.56	1.09	5	100
11/09/2015 02:00	.69	1.18	1.46	5.33	.27	1.79	5	100
11/09/2015 02:05	.8	.98	1.63	3.2	.31	1.38	5	100
11/09/2015 02:10	.93	.91	1.27	6.1	.77	2	5	100
