5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	2.31	2.95	1.99	2.81	3.39	2.69	5	0
11/02/2015 00:05	2.32	3.07	2	2.92	3.5	2.76	5	0
11/02/2015 00:10	2.68	3.31	2.31	3.17	3.64	3.02	5	0
11/02/2015 00:15	2.41	3.12	2.07	2.98	3.43	2.8	5	0
11/02/2015 00:20	1.5	2.27	1.31	2.09	2.99	2.03	5	0
11/02/2015 00:25	2.55	3.48	2.19	3.36	3.61	3.04	5	0
11/02/2015 00:30	2.37	3.03	2.05	2.74	3.25	2.69	5	0
11/02/2015 00:35	2.02	2.91	1.75	2.13	2.9	2.34	5	0
11/02/2015 00:40	.96	1.69	.86	1.47	2.65	1.52	5	0
11/02/2015 00:45	1.55	2.23	1.35	2.04	2.93	2.02	5	0
11/02/2015 00:50	1.53	2.17	1.34	1.98	2.88	1.98	5	0
11/02/2015 00:55	1.48	2.4	1.3	2.05	2.96	2.04	5	0
11/02/2015 01:00	1.12	1.85	1	1.64	2.71	1.67	5	0
11/02/2015 01:05	.99	1.81	.89	1.49	2.48	1.53	5	0
11/02/2015 01:10	1.33	2.34	1.18	2.14	2.87	1.97	5	0
11/02/2015 01:15	.86	1.73	.78	1.51	2.59	1.5	5	0
11/02/2015 01:20	.67	1.57	.62	1.17	2.24	1.26	5	0
11/02/2015 01:25	.78	1.75	.71	1.53	2.52	1.46	5	0
11/02/2015 01:30	.77	1.62	.71	1.38	2.52	1.4	5	0
11/02/2015 01:35	.84	1.85	.76	1.64	2.47	1.51	5	0
11/02/2015 01:40	1	1.69	.89	1.47	2.65	1.54	5	0
11/02/2015 01:45	.83	1.7	.76	1.48	2.46	1.45	5	0
11/02/2015 01:50	.67	1.43	.62	1.18	2.42	1.26	5	0
11/02/2015 01:55	.71	1.41	.7	1.17	2.37	1.28	5	0
11/02/2015 02:00	.45	1.2	.43	1.38	2.37	1.16	5	0
11/02/2015 02:05	.95	1.84	.86	1.61	2.63	1.58	5	0
11/02/2015 02:10	.39	1.28	.38	1.05	2.25	1.07	5	0
11/02/2015 02:15	.67	1.38	.62	1.26	2.46	1.28	5	0
11/02/2015 02:20	1.03	2	.93	1.65	2.68	1.66	5	0
11/02/2015 02:25	.64	1.35	.59	1.32	2.44	1.27	5	0
11/02/2015 02:30	.45	1.32	.43	1.24	2.36	1.16	5	0
11/02/2015 02:35	.85	1.62	.77	1.38	2.57	1.44	5	0
