5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/09/2015 00:00	3.3	3.63	2.01	.72	2.54	2.44	5	0
11/09/2015 00:05	2.87	3.19	1.12	3.51	2.12	2.56	5	0
11/09/2015 00:10	2.97	3.3	1.35	.17	2.32	2.02	5	0
11/09/2015 00:15	3.13	3.46	1.5	3.82	2.36	2.85	5	0
11/09/2015 00:20	2.62	2.94	.77	3.21	1.88	2.29	5	0
11/09/2015 00:25	2.84	3.16	1.08	3.47	2.08	2.53	5	0
11/09/2015 00:30	2.66	2.98	.83	3.26	1.92	2.33	5	0
11/09/2015 00:35	3.01	3.36	1.3	.69	2.2	2.11	5	0
11/09/2015 00:40	2.77	3.09	.98	3.39	2.04	2.45	5	0
11/09/2015 00:45	2.73	3.31	.88	3.65	1.95	2.5	5	0
11/09/2015 00:50	3.02	3.35	1.34	3.69	2.16	2.71	5	0
11/09/2015 00:55	2.66	2.98	.82	3.26	1.92	2.33	5	0
11/09/2015 01:00	2.8	3.12	1.01	3.42	1.83	2.44	5	0
11/09/2015 01:05	2.39	2.7	.44	2.94	1.7	2.03	5	0
11/09/2015 01:10	2.6	2.92	.74	3.19	1.81	2.25	5	0
11/09/2015 01:15	2.6	3.22	1.15	3.58	2.17	2.54	5	0
11/09/2015 01:20	2.21	2.52	.4	2.73	1.52	1.88	5	0
11/09/2015 01:25	2.3	2.61	.6	2.83	1.64	2	5	0
11/09/2015 01:30	2.13	2.46	.49	2.63	1.7	1.88	5	0
11/09/2015 01:35	2.71	3.18	.85	3.49	2.04	2.45	5	0
11/09/2015 01:40	2.33	2.65	.36	2.87	1.65	1.97	5	0
11/09/2015 01:45	2.28	2.93	.59	3.25	1.95	2.2	5	0
11/09/2015 01:50	2.53	2.85	.64	3.11	1.8	2.19	5	0
11/09/2015 01:55	2.38	2.84	.63	3.1	1.79	2.15	5	0
11/09/2015 02:00	2.16	2.65	.28	2.87	1.6	1.91	5	0
11/09/2015 02:05	2.31	2.62	.39	2.85	1.68	1.97	5	0
11/09/2015 02:10	2.38	2.77	.73	2.74	1.45	2.01	5	0
11/09/2015 02:15	1.94	2.3	.44	2.32	1.57	1.71	5	0
11/09/2015 02:20	2.52	2.94	.62	3.21	1.88	2.24	5	0
11/09/2015 02:25	2.33	2.89	.7	3.16	1.84	2.18	5	0
11/09/2015 02:30	2.21	2.78	.19	2.86	1.5	1.91	5	0
11/09/2015 02:35	2.24	2.6	.31	2.82	1.58	1.91	5	0
11/09/2015 02:40	2.19	2.57	.17	2.71	1.49	1.82	5	0
11/09/2015 02:45	1.99	2.35	.45	2.27	1.54	1.72	5	0
11/09/2015 02:50	2.38	3	.43	3.03	1.66	2.1	5	0
11/09/2015 02:55	2.38	2.74	.51	2.87	1.61	2.02	5	0
11/09/2015 03:00	2.5	3.13	.6	.38	1.73	1.67	5	0
11/09/2015 03:05	2.43	3.06	.62	3.36	1.99	2.29	5	0
11/09/2015 03:10	2.47	3.1	.57	3.45	1.74	2.26	5	0
11/09/2015 03:15	2.36	3	.44	3.04	1.48	2.07	5	0
11/09/2015 03:20	2.52	2.95	.72	3.23	1.9	2.27	5	0
11/09/2015 03:25	2.4	2.89	.46	2.98	1.68	2.08	5	0
11/09/2015 03:30	2.44	3	1.04	3.34	2.2	2.4	5	0
11/09/2015 03:35	2.79	3.18	1.11	3.5	2.1	2.54	5	0
11/09/2015 03:40	2.61	2.93	.75	3.2	1.87	2.27	5	0
11/09/2015 03:45	2.46	2.77	.54	3.02	1.73	2.11	5	0
11/09/2015 03:50	2.25	2.56	.43	2.77	1.64	1.93	5	0
11/09/2015 03:55	2.55	3.13	.66	3.44	1.95	2.35	5	0
11/09/2015 04:00	2.64	3.26	1.33	3.62	2.45	2.66	5	0
11/09/2015 04:05	2.79	3.4	1.58	3.78	2.48	2.81	5	0
11/09/2015 04:10	2.62	3.11	1.01	3.41	2.04	2.44	5	0
11/09/2015 04:15	3.5	3.97	2.21	.92	2.81	2.68	5	0
11/09/2015 04:20	3.24	3.82	1.92	.64	2.8	2.49	5	0
11/09/2015 04:25	3.2	3.53	1.43	3.9	2.13	2.84	5	0
11/09/2015 04:30	3.34	3.91	1.96	.67	2.83	2.54	5	0
11/09/2015 04:35	3.24	3.82	1.95	.67	2.82	2.5	5	0
11/09/2015 04:40	3.72	4.06	2.2	.87	2.9	2.75	5	0
11/09/2015 04:45	3.86	4.4	2.22	.89	2.99	2.87	5	0
