5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/09/2015 00:00	4.56	3.57	5.7	2.65	5.14	4.32	5	100
11/09/2015 00:05	5.91	3.28	4.35	4.03	5.25	4.56	5	100
11/09/2015 00:10	4.43	3.27	4.95	2.81	3.96	3.88	5	100
11/09/2015 00:15	3.88	3.45	4.17	2.68	4.66	3.77	5	100
11/09/2015 00:20	3.91	2.3	4.1	2.31	4.63	3.45	5	100
11/09/2015 00:25	3.31	3.17	3.72	2.74	4.82	3.55	5	100
11/09/2015 00:30	4.51	3.3	3.92	2.4	3.14	3.45	5	100
11/09/2015 00:35	4.56	2.22	3.77	2.32	3.17	3.21	5	100
11/09/2015 00:40	2.64	1.5	3.4	1.82	3.92	2.66	5	100
11/09/2015 00:45	3.24	1.97	3.65	1.19	2.78	2.57	5	100
11/09/2015 00:50	2.32	2.08	3.23	2.05	3.41	2.62	5	100
11/09/2015 00:55	1.41	1.72	2.44	.77	2.61	1.79	5	100
11/09/2015 01:00	.91	1.24	1.35	1.29	.92	1.14	5	0
11/09/2015 01:05	.9	1.22	1.34	1.27	.91	1.13	5	0
11/09/2015 01:10	.83	1.13	1.23	1.17	.84	1.04	5	0
11/09/2015 01:15	1.56	1.47	2.01	2.48	2.28	1.96	5	100
11/09/2015 01:20	2.43	1.45	1.98	1.48	1.96	1.86	5	100
11/09/2015 01:25	1.4	2.06	2.45	1.75	3.73	2.28	5	100
11/09/2015 01:30	1.09	1.18	1.95	1.24	2.32	1.56	5	100
11/09/2015 01:35	.98	1.31	1.28	1.41	2.29	1.45	5	100
11/09/2015 01:40	.87	.86	2.79	1.16	1.94	1.52	5	100
11/09/2015 01:45	1.17	.64	2.4	1.81	2.45	1.69	5	100
11/09/2015 01:50	.56	1.17	1.63	1.41	2.18	1.39	5	100
11/09/2015 01:55	.52	1.13	2.87	1.01	2.03	1.51	5	100
11/09/2015 02:00	.76	.78	1.57	1.29	1.32	1.14	5	100
11/09/2015 02:05	.42	.71	1.79	1.35	2.06	1.27	5	100
11/09/2015 02:10	.66	.69	.96	.73	1.94	1	5	100
11/09/2015 02:15	.82	.92	1.95	.77	2.28	1.35	5	100
11/09/2015 02:20	.55	.44	2.46	.5	1.78	1.15	5	100
11/09/2015 02:25	.21	.37	.75	.86	1.89	.82	5	100
11/09/2015 02:30	.79	1.02	1.44	.29	2.17	1.14	5	100
11/09/2015 02:35	.34	1.14	1.59	1.29	1.49	1.17	5	100
11/09/2015 02:40	1.39	.98	2.36	1.94	1.69	1.67	5	100
11/09/2015 02:45	.86	.75	.85	.46	1.13	.81	5	100
11/09/2015 02:50	.76	.75	1.03	1.01	1.57	1.02	5	100
11/09/2015 02:55	.67	.77	2.63	1.47	1.76	1.46	5	100
11/09/2015 03:00	.48	.66	1.14	.67	1.9	.97	5	100
