5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	3.08	4.01	3.81	1.64	3.13	4	100
11/02/2015 00:05	2.8	3.46	2.85	.86	2.49	4	100
11/02/2015 00:10	4.32	3.12	2.89	2.61	3.23	4	100
11/02/2015 00:15	2.87	3.89	3.53	.8	2.77	4	100
11/02/2015 00:20	3.7	3.67	3.81	.9	3.02	4	100
11/02/2015 00:25	3.31	3.66	2.61	.4	2.49	4	100
11/02/2015 00:30	2.08	2.27	3.98	.5	2.21	4	100
11/02/2015 00:35	1.63	2.26	2.71	.82	1.86	4	100
11/02/2015 00:40	2.06	2.83	4.42	.81	2.53	4	100
11/02/2015 00:45	1.41	2.68	2.65	1.93	2.17	4	100
11/02/2015 00:50	1.42	2.43	2.47	.61	1.73	4	100
11/02/2015 00:55	1.76	2.12	2.01	.73	1.65	4	100
11/02/2015 01:00	1.06	2.13	2.07	1.26	1.63	4	100
11/02/2015 01:05	1.44	1.81	3.03	1.65	1.98	4	100
11/02/2015 01:10	1	1.66	2.01	.55	1.3	4	100
11/02/2015 01:15	1.4	1.69	1.91	1.72	1.68	4	100
11/02/2015 01:20	1.12	1.48	1.42	1.27	1.32	4	100
11/02/2015 01:25	1.26	2.1	2.39	.78	1.63	4	100
11/02/2015 01:30	.87	1.28	1.21	1.24	1.15	4	100
11/02/2015 01:35	.66	1.04	2.19	.62	1.13	4	100
11/02/2015 01:40	.9	1.58	1.61	.77	1.22	4	100
11/02/2015 01:45	.69	1.14	1.54	1.05	1.11	4	100
11/02/2015 01:50	.99	.99	2.11	.63	1.18	4	100
11/02/2015 01:55	.73	1.18	1.11	.71	.93	4	100
11/02/2015 02:00	.53	1.08	3.27	.86	1.43	4	100
11/02/2015 02:05	.65	.98	1.49	.82	.98	4	100
11/02/2015 02:10	.56	1.15	1.65	1.04	1.1	4	100
11/02/2015 02:15	.27	1.35	1.93	1.23	1.2	4	100
11/02/2015 02:20	.58	.9	2.21	.61	1.08	4	100
11/02/2015 02:25	.69	1.2	1.08	.65	.91	4	100
11/02/2015 02:30	.6	1.2	1.55	.8	1.04	4	100
11/02/2015 02:35	.39	1.45	1.71	.89	1.11	4	100
11/02/2015 02:40	.13	.39	.8	.35	.42	4	100
11/02/2015 02:45	.48	.96	1.49	.8	.93	4	100
11/02/2015 02:50	.63	1.15	1.91	1.19	1.22	4	100
11/02/2015 02:55	.73	.46	1.76	.21	.79	4	100
11/02/2015 03:00	.32	.72	1.31	.98	.83	4	100
11/02/2015 03:05	.29	.77	1.19	.54	.7	4	100
11/02/2015 03:10	.58	1.05	2.45	1.01	1.27	4	100
11/02/2015 03:15	.46	1.11	2.49	.57	1.16	4	100
11/02/2015 03:20	.31	.89	1.46	.17	.71	4	100
11/02/2015 03:25	.75	.57	3.12	.59	1.26	4	100
11/02/2015 03:30	.47	.9	1.3	.39	.77	4	100
11/02/2015 03:35	.39	1.2	2.84	.69	1.28	4	100
11/02/2015 03:40	.54	1.79	2.3	.52	1.29	4	100
11/02/2015 03:45	.56	1.47	1.28	.79	1.02	4	100
11/02/2015 03:50	.86	1.23	1.85	1.12	1.27	4	100
11/02/2015 03:55	.66	.88	2.28	.95	1.19	4	100
11/02/2015 04:00	.75	1.71	2.2	.94	1.4	4	100
11/02/2015 04:05	1.09	1.57	2.43	.86	1.49	4	100
11/02/2015 04:10	1.28	1.67	2.2	1	1.54	4	100
11/02/2015 04:15	1.39	1.53	1.84	1.62	1.59	4	100
11/02/2015 04:20	1.57	2.27	3.1	.49	1.86	4	100
