5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Lane 5 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/02/2015 00:00	35	35	45	35	18	168	5	100
11/02/2015 00:05	30	48	42	36	22	178	5	100
11/02/2015 00:10	35	48	41	39	17	180	5	100
11/02/2015 00:15	32	42	34	30	16	154	5	100
11/02/2015 00:20	20	38	31	32	15	136	5	100
11/02/2015 00:25	24	35	23	24	13	119	5	100
11/02/2015 00:30	28	38	38	28	11	143	5	100
11/02/2015 00:35	28	37	26	19	13	123	5	100
11/02/2015 00:40	22	31	34	28	13	128	5	100
11/02/2015 00:45	24	27	18	19	10	98	5	100
11/02/2015 00:50	14	34	25	36	7	116	5	100
11/02/2015 00:55	22	22	24	20	11	99	5	100
11/02/2015 01:00	20	28	21	19	16	104	5	100
11/02/2015 01:05	13	22	13	15	10	73	5	100
11/02/2015 01:10	15	18	16	21	8	78	5	100
11/02/2015 01:15	15	21	20	13	13	82	5	100
11/02/2015 01:20	16	16	20	12	8	72	5	100
11/02/2015 01:25	6	13	12	21	9	61	5	100
11/02/2015 01:30	8	20	14	20	14	76	5	100
11/02/2015 01:35	12	18	12	16	3	61	5	100
11/02/2015 01:40	14	12	18	12	4	60	5	100
11/02/2015 01:45	11	18	24	14	4	71	5	100
11/02/2015 01:50	9	14	19	18	11	71	5	100
11/02/2015 01:55	9	17	16	14	5	61	5	100
11/02/2015 02:00	7	22	11	15	6	61	5	100
11/02/2015 02:05	6	13	18	12	3	52	5	100
11/02/2015 02:10	6	18	8	18	9	59	5	100
11/02/2015 02:15	7	15	16	17	1	56	5	100
11/02/2015 02:20	10	19	21	12	5	67	5	100
11/02/2015 02:25	11	18	15	21	2	67	5	100
11/02/2015 02:30	6	11	11	15	4	47	5	100
11/02/2015 02:35	5	15	18	12	8	58	5	100
11/02/2015 02:40	9	17	19	11	4	60	5	100
11/02/2015 02:45	5	9	15	14	6	49	5	100
11/02/2015 02:50	8	10	16	8	9	51	5	100
11/02/2015 02:55	10	22	17	19	7	75	5	100
11/02/2015 03:00	9	12	18	17	2	58	5	100
11/02/2015 03:05	8	14	20	8	9	59	5	100
11/02/2015 03:10	14	14	26	19	7	80	5	100
11/02/2015 03:15	14	25	20	18	4	81	5	100
11/02/2015 03:20	14	17	19	17	4	71	5	100
11/02/2015 03:25	7	14	23	13	8	65	5	100
11/02/2015 03:30	15	21	16	13	8	73	5	100
11/02/2015 03:35	13	28	25	22	6	94	5	100
11/02/2015 03:40	16	22	29	24	6	97	5	100
11/02/2015 03:45	23	28	29	20	12	112	5	100
11/02/2015 03:50	24	30	26	18	10	108	5	100
11/02/2015 03:55	22	32	32	21	5	112	5	100
11/02/2015 04:00	18	32	27	18	4	99	5	100
11/02/2015 04:05	29	41	30	27	6	133	5	100
11/02/2015 04:10	27	43	34	30	13	147	5	100
11/02/2015 04:15	31	37	37	25	12	142	5	100
11/02/2015 04:20	33	51	37	38	19	178	5	100
11/02/2015 04:25	40	51	46	40	20	197	5	100
11/02/2015 04:30	39	52	41	47	8	187	5	100
11/02/2015 04:35	62	67	53	47	21	250	5	100
11/02/2015 04:40	77	73	57	49	25	281	5	100
11/02/2015 04:45	65	63	59	50	30	267	5	100
11/02/2015 04:50	66	76	62	47	38	289	5	100
11/02/2015 04:55	73	86	67	51	34	311	5	100
11/02/2015 05:00	71	67	71	49	19	277	5	100
11/02/2015 05:05	94	80	67	53	30	324	5	100
11/02/2015 05:10	90	84	76	56	40	346	5	100
11/02/2015 05:15	101	102	81	75	38	397	5	100
11/02/2015 05:20	130	109	94	88	45	466	5	100
11/02/2015 05:25	122	105	88	76	46	437	5	100
11/02/2015 05:30	135	108	86	86	53	468	5	100
11/02/2015 05:35	153	131	95	97	56	532	5	100
11/02/2015 05:40	153	145	116	98	76	588	5	100
11/02/2015 05:45	152	130	108	115	61	566	5	100
11/02/2015 05:50	148	122	98	107	87	562	5	100
11/02/2015 05:55	159	144	110	106	79	598	5	100
11/02/2015 06:00	157	128	109	92	74	560	5	100
11/02/2015 06:05	155	132	107	98	76	568	5	100
11/02/2015 06:10	168	131	106	99	70	574	5	100
11/02/2015 06:15	136	113	103	107	65	524	5	100
11/02/2015 06:20	163	125	108	99	74	569	5	100
11/02/2015 06:25	156	129	102	113	60	560	5	100
11/02/2015 06:30	146	131	93	98	62	530	5	100
11/02/2015 06:35	153	132	91	92	68	536	5	100
11/02/2015 06:40	155	140	124	109	84	612	5	100
11/02/2015 06:45	153	130	110	113	73	579	5	100
11/02/2015 06:50	145	129	113	106	83	576	5	100
11/02/2015 06:55	158	132	124	113	85	612	5	100
11/02/2015 07:00	148	132	128	108	70	586	5	100
11/02/2015 07:05	171	143	124	116	77	631	5	100
11/02/2015 07:10	167	142	133	131	70	643	5	100
11/02/2015 07:15	174	148	139	124	88	673	5	100
11/02/2015 07:20	171	138	149	127	96	681	5	100
11/02/2015 07:25	176	157	129	152	115	729	5	100
11/02/2015 07:30	169	161	130	137	97	694	5	100
11/02/2015 07:35	168	142	143	133	118	704	5	100
11/02/2015 07:40	146	131	119	126	133	655	5	100
11/02/2015 07:45	164	149	145	146	141	745	5	100
11/02/2015 07:50	128	125	119	139	136	647	5	100
11/02/2015 07:55	157	144	141	147	154	743	5	100
11/02/2015 08:00	130	121	109	140	132	632	5	100
11/02/2015 08:05	123	121	110	115	132	601	5	100
11/02/2015 08:10	144	153	131	143	128	699	5	100
11/02/2015 08:15	139	144	134	137	153	707	5	100
11/02/2015 08:20	108	117	117	116	131	589	5	100
11/02/2015 08:25	135	139	126	124	145	669	5	100
11/02/2015 08:30	148	142	129	145	154	718	5	100
11/02/2015 08:35	152	139	131	140	125	687	5	100
11/02/2015 08:40	150	148	138	154	116	706	5	100
11/02/2015 08:45	129	132	125	134	139	659	5	100
11/02/2015 08:50	143	145	129	136	136	689	5	100
11/02/2015 08:55	153	136	134	135	120	678	5	100
11/02/2015 09:00	140	136	126	144	108	654	5	100
11/02/2015 09:05	151	138	131	149	104	673	5	100
11/02/2015 09:10	137	134	117	132	98	618	5	100
11/02/2015 09:15	164	142	121	144	114	685	5	100
11/02/2015 09:20	156	153	144	145	107	705	5	100
11/02/2015 09:25	164	148	134	136	108	690	5	100
11/02/2015 09:30	151	141	129	127	104	652	5	100
11/02/2015 09:35	155	154	135	137	103	684	5	100
11/02/2015 09:40	158	153	137	132	111	691	5	100
11/02/2015 09:45	157	132	137	127	91	644	5	100
11/02/2015 09:50	152	144	111	129	96	632	5	100
11/02/2015 09:55	145	137	114	131	95	622	5	100
11/02/2015 10:00	155	140	135	121	84	635	5	100
11/02/2015 10:05	150	133	124	129	98	634	5	100
11/02/2015 10:10	146	132	119	116	83	596	5	100
11/02/2015 10:15	154	148	119	122	88	631	5	100
11/02/2015 10:20	154	150	137	125	92	658	5	100
11/02/2015 10:25	145	127	117	111	80	580	5	100
11/02/2015 10:30	144	141	124	109	76	594	5	100
11/02/2015 10:35	160	135	115	122	84	616	5	100
11/02/2015 10:40	132	141	112	114	82	581	5	100
11/02/2015 10:45	172	151	131	116	89	659	5	100
11/02/2015 10:50	158	132	110	106	86	592	5	100
11/02/2015 10:55	150	129	120	97	88	584	5	100
11/02/2015 11:00	147	146	117	107	71	588	5	100
11/02/2015 11:05	169	142	126	119	76	632	5	100
11/02/2015 11:10	152	151	116	109	100	628	5	100
11/02/2015 11:15	167	147	138	130	97	679	5	100
11/02/2015 11:20	168	148	137	131	98	682	5	100
11/02/2015 11:25	164	148	124	124	77	637	5	100
11/02/2015 11:30	177	143	127	125	111	683	5	100
11/02/2015 11:35	149	143	129	120	84	625	5	100
11/02/2015 11:40	156	143	136	109	98	642	5	100
11/02/2015 11:45	162	145	125	134	97	663	5	100
11/02/2015 11:50	163	145	125	107	88	628	5	100
11/02/2015 11:55	149	136	126	115	97	623	5	100
11/02/2015 12:00	149	144	111	102	95	601	5	100
11/02/2015 12:05	141	137	109	111	65	563	5	100
11/02/2015 12:10	147	147	104	109	88	595	5	100
11/02/2015 12:15	145	130	116	127	84	602	5	100
11/02/2015 12:20	173	156	130	126	78	663	5	100
11/02/2015 12:25	169	145	119	129	95	657	5	100
11/02/2015 12:30	165	142	131	129	97	664	5	100
11/02/2015 12:35	170	152	131	125	108	686	5	100
11/02/2015 12:40	148	138	126	118	102	632	5	100
11/02/2015 12:45	179	153	135	134	89	690	5	100
11/02/2015 12:50	148	126	123	122	105	624	5	100
11/02/2015 12:55	101	91	89	92	120	493	5	100
11/02/2015 13:00	84	84	63	80	109	420	5	100
11/02/2015 13:05	61	50	35	58	67	271	5	100
11/02/2015 13:10	107	87	84	102	106	486	5	100
11/02/2015 13:15	106	100	86	97	113	502	5	100
11/02/2015 13:20	105	99	91	103	109	507	5	100
11/02/2015 13:25	109	104	83	102	128	526	5	100
11/02/2015 13:30	115	109	94	107	132	557	5	100
11/02/2015 13:35	114	107	83	114	126	544	5	100
11/02/2015 13:40	107	111	92	97	113	520	5	100
11/02/2015 13:45	100	97	91	100	114	502	5	100
11/02/2015 13:50	115	109	97	107	125	553	5	100
11/02/2015 13:55	109	110	93	111	127	550	5	100
11/02/2015 14:00	123	124	117	123	119	606	5	100
11/02/2015 14:05	114	119	123	116	125	597	5	100
11/02/2015 14:10	120	113	103	119	115	570	5	100
11/02/2015 14:15	122	128	106	119	117	592	5	100
11/02/2015 14:20	106	107	88	105	120	526	5	100
11/02/2015 14:25	112	113	92	104	114	535	5	100
11/02/2015 14:30	118	123	117	127	131	616	5	100
11/02/2015 14:35	118	118	108	109	136	589	5	100
11/02/2015 14:40	128	129	119	127	144	647	5	100
11/02/2015 14:45	107	110	93	106	128	544	5	100
