5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/02/2015 00:00	37	40	36	14	127	4	0
11/02/2015 00:05	36	43	36	15	130	4	0
11/02/2015 00:10	32	33	36	19	120	4	0
11/02/2015 00:15	33	36	37	13	119	4	0
11/02/2015 00:20	28	35	30	8	101	4	0
11/02/2015 00:25	26	34	26	14	100	4	0
11/02/2015 00:30	30	34	26	11	101	4	0
11/02/2015 00:35	24	31	28	13	96	4	0
11/02/2015 00:40	24	29	23	12	88	4	0
11/02/2015 00:45	13	26	20	10	69	4	0
11/02/2015 00:50	20	29	26	9	84	4	0
11/02/2015 00:55	19	26	16	13	74	4	0
11/02/2015 01:00	19	27	24	20	90	4	0
11/02/2015 01:05	18	27	24	19	88	4	0
11/02/2015 01:10	10	0	10	0	20	4	0
11/02/2015 01:15	15	26	20	13	74	4	0
11/02/2015 01:20	15	16	23	11	65	4	0
11/02/2015 01:25	11	20	14	8	53	4	0
11/02/2015 01:30	14	19	16	11	60	4	0
11/02/2015 01:35	20	19	18	9	66	4	0
11/02/2015 01:40	6	11	15	8	40	4	0
11/02/2015 01:45	8	15	15	9	47	4	0
11/02/2015 01:50	15	11	19	6	51	4	0
11/02/2015 01:55	10	19	14	3	46	4	0
11/02/2015 02:00	11	14	19	6	50	4	0
11/02/2015 02:05	9	15	18	6	48	4	0
11/02/2015 02:10	11	14	14	6	45	4	0
11/02/2015 02:15	4	15	14	8	41	4	0
11/02/2015 02:20	6	13	15	4	38	4	0
11/02/2015 02:25	10	11	13	4	38	4	0
11/02/2015 02:30	13	16	13	5	47	4	0
11/02/2015 02:35	6	15	13	4	38	4	0
11/02/2015 02:40	9	14	19	9	51	4	0
11/02/2015 02:45	11	11	13	6	41	4	0
11/02/2015 02:50	14	20	19	10	63	4	0
11/02/2015 02:55	11	19	14	5	49	4	0
11/02/2015 03:00	6	15	20	6	47	4	0
11/02/2015 03:05	16	19	11	7	53	4	0
11/02/2015 03:10	13	19	11	4	47	4	0
11/02/2015 03:15	11	20	13	8	52	4	0
11/02/2015 03:20	15	19	14	9	57	4	0
11/02/2015 03:25	16	19	17	9	61	4	0
11/02/2015 03:30	15	20	20	6	61	4	0
11/02/2015 03:35	20	21	23	9	73	4	0
11/02/2015 03:40	17	24	21	8	70	4	0
11/02/2015 03:45	24	31	20	13	88	4	0
11/02/2015 03:50	25	40	27	11	103	4	0
11/02/2015 03:55	26	33	16	9	84	4	0
11/02/2015 04:00	30	35	24	9	98	4	0
11/02/2015 04:05	23	31	29	7	90	4	0
11/02/2015 04:10	33	44	37	10	124	4	0
11/02/2015 04:15	31	46	36	16	129	4	0
11/02/2015 04:20	43	53	33	14	143	4	0
11/02/2015 04:25	53	55	40	20	168	4	0
11/02/2015 04:30	49	63	46	16	174	4	0
11/02/2015 04:35	63	56	47	20	186	4	0
11/02/2015 04:40	60	60	51	19	190	4	0
11/02/2015 04:45	84	69	51	16	220	4	0
11/02/2015 04:50	81	79	49	20	229	4	0
11/02/2015 04:55	80	70	56	20	226	4	0
11/02/2015 05:00	60	76	49	26	211	4	0
11/02/2015 05:05	85	80	53	29	247	4	0
11/02/2015 05:10	81	82	70	25	258	4	0
11/02/2015 05:15	109	86	66	31	292	4	0
11/02/2015 05:20	131	108	67	31	337	4	0
11/02/2015 05:25	123	111	80	34	348	4	0
11/02/2015 05:30	149	119	81	51	400	4	0
11/02/2015 05:35	163	120	88	40	411	4	0
11/02/2015 05:40	156	120	91	40	407	4	0
11/02/2015 05:45	151	128	83	39	401	4	0
11/02/2015 05:50	150	129	88	31	398	4	0
11/02/2015 05:55	136	110	74	37	357	4	0
11/02/2015 06:00	131	106	83	36	356	4	0
11/02/2015 06:05	144	120	81	39	384	4	0
11/02/2015 06:10	143	123	103	49	418	4	0
11/02/2015 06:15	146	120	100	41	407	4	0
11/02/2015 06:20	129	120	76	37	362	4	0
11/02/2015 06:25	129	116	84	36	365	4	0
