5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Lane 5 Flow (Veh/5 Minutes)	Lane 6 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/02/2015 00:00	37	58	38	18	5	11	167	6	0
11/02/2015 00:05	46	55	38	19	4	11	173	6	0
11/02/2015 00:10	34	55	36	14	4	11	154	6	0
11/02/2015 00:15	37	53	33	14	7	10	154	6	0
11/02/2015 00:20	33	49	32	16	6	10	146	6	0
11/02/2015 00:25	41	50	41	21	4	9	166	6	0
11/02/2015 00:30	34	46	30	11	9	9	139	6	0
11/02/2015 00:35	24	50	29	11	4	8	126	6	0
11/02/2015 00:40	27	40	29	9	7	8	120	6	0
11/02/2015 00:45	37	35	30	10	3	8	123	6	0
11/02/2015 00:50	29	40	29	9	3	7	117	6	0
11/02/2015 00:55	20	39	29	11	6	7	112	6	0
11/02/2015 01:00	9	10	9	9	8	6	51	6	0
11/02/2015 01:05	8	10	9	9	8	6	50	6	0
11/02/2015 01:10	20	30	30	0	20	6	106	6	0
11/02/2015 01:15	19	36	22	9	4	6	96	6	0
11/02/2015 01:20	15	21	16	4	4	6	66	6	0
11/02/2015 01:25	18	24	14	8	3	6	73	6	0
11/02/2015 01:30	19	29	14	8	5	6	81	6	0
11/02/2015 01:35	18	24	14	8	4	6	74	6	0
11/02/2015 01:40	14	23	15	6	0	6	64	6	0
11/02/2015 01:45	16	30	21	13	6	5	91	6	0
11/02/2015 01:50	15	25	20	6	3	5	74	6	0
11/02/2015 01:55	13	20	19	6	4	5	67	6	0
11/02/2015 02:00	18	21	16	6	3	5	69	6	0
11/02/2015 02:05	13	18	16	7	3	5	62	6	0
11/02/2015 02:10	13	26	15	10	0	5	69	6	0
11/02/2015 02:15	6	14	14	9	1	5	49	6	0
11/02/2015 02:20	9	16	10	6	1	5	47	6	0
11/02/2015 02:25	13	20	14	6	1	5	59	6	0
11/02/2015 02:30	14	16	15	9	3	5	62	6	0
11/02/2015 02:35	11	24	11	7	1	5	59	6	0
11/02/2015 02:40	14	19	21	9	1	5	69	6	0
11/02/2015 02:45	17	17	11	6	3	5	59	6	0
11/02/2015 02:50	23	28	19	9	3	5	87	6	0
11/02/2015 02:55	14	26	15	9	3	4	71	6	0
11/02/2015 03:00	13	21	11	6	3	4	58	6	0
