5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Lane 5 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/09/2015 00:00	31	28	24	16	5	104	5	100
11/09/2015 00:05	27	34	30	17	4	112	5	100
11/09/2015 00:10	29	32	30	14	4	109	5	100
11/09/2015 00:15	23	27	30	11	6	97	5	100
11/09/2015 00:20	26	31	20	14	8	99	5	100
11/09/2015 00:25	28	30	26	15	4	103	5	100
11/09/2015 00:30	33	39	26	13	9	120	5	100
11/09/2015 00:35	16	31	21	10	4	82	5	100
11/09/2015 00:40	16	26	24	9	5	80	5	100
11/09/2015 00:45	14	34	20	11	3	82	5	100
11/09/2015 00:50	11	19	28	11	5	74	5	100
11/09/2015 00:55	21	21	19	7	7	75	5	100
11/09/2015 01:00	11	12	11	10	6	50	5	0
11/09/2015 01:05	11	12	11	10	6	50	5	0
11/09/2015 01:10	11	12	10	10	6	49	5	0
11/09/2015 01:15	9	11	17	9	1	47	5	100
11/09/2015 01:20	14	14	9	11	0	48	5	100
11/09/2015 01:25	14	17	16	6	1	54	5	100
11/09/2015 01:30	11	9	16	6	4	46	5	100
11/09/2015 01:35	9	14	9	11	1	44	5	100
11/09/2015 01:40	13	17	17	10	7	64	5	100
11/09/2015 01:45	9	21	13	6	4	53	5	100
11/09/2015 01:50	8	9	10	0	3	30	5	100
11/09/2015 01:55	10	20	10	7	1	48	5	100
11/09/2015 02:00	7	11	6	9	4	37	5	100
11/09/2015 02:05	10	9	10	13	0	42	5	100
11/09/2015 02:10	7	11	10	4	3	35	5	100
11/09/2015 02:15	3	23	10	14	6	56	5	100
11/09/2015 02:20	3	14	9	6	1	33	5	100
11/09/2015 02:25	11	14	14	6	0	45	5	100
11/09/2015 02:30	4	10	4	10	3	31	5	100
11/09/2015 02:35	6	11	11	4	4	36	5	100
11/09/2015 02:40	6	16	16	10	3	51	5	100
11/09/2015 02:45	7	11	7	6	6	37	5	100
11/09/2015 02:50	13	14	10	6	3	46	5	100
11/09/2015 02:55	9	14	13	6	1	43	5	100
11/09/2015 03:00	9	16	11	6	10	52	5	100
11/09/2015 03:05	11	16	10	6	1	44	5	100
11/09/2015 03:10	9	16	9	13	0	47	5	100
11/09/2015 03:15	15	19	13	3	3	53	5	100
11/09/2015 03:20	17	17	3	4	3	44	5	100
11/09/2015 03:25	14	24	19	3	7	67	5	100
11/09/2015 03:30	23	24	19	10	9	85	5	100
11/09/2015 03:35	27	44	30	16	10	127	5	100
11/09/2015 03:40	23	26	20	14	10	93	5	100
11/09/2015 03:45	17	23	19	16	4	79	5	100
11/09/2015 03:50	24	36	27	17	9	113	5	100
11/09/2015 03:55	29	39	26	17	4	115	5	100
11/09/2015 04:00	26	37	36	10	6	115	5	100
11/09/2015 04:05	29	41	30	19	4	123	5	100
11/09/2015 04:10	39	40	31	19	10	139	5	100
11/09/2015 04:15	49	50	39	25	14	177	5	100
11/09/2015 04:20	37	47	31	24	14	153	5	100
