5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/02/2015 00:00	39	45	31	18	133	4	100
11/02/2015 00:05	30	37	40	16	123	4	100
11/02/2015 00:10	31	40	28	21	120	4	100
11/02/2015 00:15	38	35	32	16	121	4	100
11/02/2015 00:20	17	28	25	16	86	4	100
11/02/2015 00:25	25	38	30	22	115	4	100
11/02/2015 00:30	23	41	26	15	105	4	100
11/02/2015 00:35	23	37	22	16	98	4	100
11/02/2015 00:40	12	16	15	13	56	4	100
11/02/2015 00:45	28	24	26	16	94	4	100
11/02/2015 00:50	20	24	21	10	75	4	100
11/02/2015 00:55	20	13	18	14	65	4	100
11/02/2015 01:00	20	22	22	11	75	4	100
11/02/2015 01:05	12	18	16	8	54	4	100
11/02/2015 01:10	15	24	21	11	71	4	100
11/02/2015 01:15	11	17	12	11	51	4	100
11/02/2015 01:20	13	18	10	5	46	4	100
11/02/2015 01:25	5	13	11	6	35	4	100
11/02/2015 01:30	10	14	16	16	56	4	100
11/02/2015 01:35	12	15	13	8	48	4	100
11/02/2015 01:40	10	20	14	8	52	4	100
11/02/2015 01:45	4	14	7	5	30	4	100
11/02/2015 01:50	9	11	18	3	41	4	100
11/02/2015 01:55	6	12	10	7	35	4	100
11/02/2015 02:00	10	8	5	8	31	4	100
11/02/2015 02:05	8	16	10	12	46	4	100
11/02/2015 02:10	5	9	8	5	27	4	100
11/02/2015 02:15	10	11	7	4	32	4	100
11/02/2015 02:20	6	9	11	4	30	4	100
11/02/2015 02:25	10	9	12	8	39	4	100
11/02/2015 02:30	8	11	10	6	35	4	100
11/02/2015 02:35	6	7	16	12	41	4	100
11/02/2015 02:40	6	16	14	8	44	4	100
11/02/2015 02:45	3	16	10	9	38	4	100
11/02/2015 02:50	8	11	12	10	41	4	100
11/02/2015 02:55	6	14	13	14	47	4	100
11/02/2015 03:00	10	17	17	14	58	4	100
11/02/2015 03:05	12	14	16	13	55	4	100
11/02/2015 03:10	6	16	10	12	44	4	100
11/02/2015 03:15	4	10	10	9	33	4	100
11/02/2015 03:20	9	14	12	7	42	4	100
11/02/2015 03:25	10	18	11	6	45	4	100
11/02/2015 03:30	11	17	14	15	57	4	100
11/02/2015 03:35	8	17	15	12	52	4	100
11/02/2015 03:40	17	21	15	10	63	4	100
11/02/2015 03:45	9	12	13	13	47	4	100
11/02/2015 03:50	14	28	13	9	64	4	100
11/02/2015 03:55	8	19	17	14	58	4	100
11/02/2015 04:00	13	19	18	9	59	4	100
11/02/2015 04:05	16	16	20	14	66	4	100
11/02/2015 04:10	11	28	23	13	75	4	100
11/02/2015 04:15	21	29	28	17	95	4	100
11/02/2015 04:20	24	32	30	23	109	4	100
11/02/2015 04:25	28	37	30	21	116	4	100
11/02/2015 04:30	28	42	22	22	114	4	100
11/02/2015 04:35	36	41	39	35	151	4	100
11/02/2015 04:40	48	44	36	25	153	4	100
11/02/2015 04:45	41	38	42	29	150	4	100
11/02/2015 04:50	44	41	34	22	141	4	100
11/02/2015 04:55	54	55	41	25	175	4	100
11/02/2015 05:00	43	59	38	25	165	4	100
11/02/2015 05:05	51	56	40	27	174	4	100
11/02/2015 05:10	76	72	58	45	251	4	100
11/02/2015 05:15	66	82	58	43	249	4	100
11/02/2015 05:20	92	84	63	40	279	4	100
11/02/2015 05:25	101	99	69	40	309	4	100
11/02/2015 05:30	134	109	80	55	378	4	100
11/02/2015 05:35	122	120	91	68	401	4	100
11/02/2015 05:40	146	125	83	64	418	4	100
11/02/2015 05:45	149	126	110	74	459	4	100
11/02/2015 05:50	161	127	101	60	449	4	100
11/02/2015 05:55	159	162	108	77	506	4	100
11/02/2015 06:00	174	146	110	76	506	4	100
11/02/2015 06:05	209	159	126	73	567	4	100
11/02/2015 06:10	199	187	144	99	629	4	100
11/02/2015 06:15	195	167	136	100	598	4	100
11/02/2015 06:20	81	89	79	86	335	4	100
11/02/2015 06:25	68	74	64	58	264	4	100
11/02/2015 06:30	65	67	50	44	226	4	100
11/02/2015 06:35	57	66	62	41	226	4	100
11/02/2015 06:40	67	77	52	48	244	4	100
11/02/2015 06:45	106	100	82	80	368	4	100
11/02/2015 06:50	138	129	116	107	490	4	100
11/02/2015 06:55	151	147	123	122	543	4	100
11/02/2015 07:00	132	138	119	127	516	4	100
11/02/2015 07:05	140	145	130	120	535	4	100
11/02/2015 07:10	143	150	126	122	541	4	100
11/02/2015 07:15	170	160	147	134	611	4	100
11/02/2015 07:20	149	143	134	153	579	4	100
11/02/2015 07:25	171	149	118	128	566	4	100
11/02/2015 07:30	168	150	124	141	583	4	100
11/02/2015 07:35	179	145	135	134	593	4	100
11/02/2015 07:40	171	155	121	131	578	4	100
11/02/2015 07:45	180	163	124	119	586	4	100
11/02/2015 07:50	157	142	126	112	537	4	100
11/02/2015 07:55	161	147	130	110	548	4	100
11/02/2015 08:00	154	137	126	97	514	4	100
11/02/2015 08:05	156	141	120	99	516	4	100
11/02/2015 08:10	166	150	128	111	555	4	100
11/02/2015 08:15	170	133	110	99	512	4	100
11/02/2015 08:20	151	130	123	100	504	4	100
11/02/2015 08:25	157	136	113	106	512	4	100
11/02/2015 08:30	142	141	111	108	502	4	100
11/02/2015 08:35	156	141	110	115	522	4	100
11/02/2015 08:40	151	138	122	122	533	4	100
11/02/2015 08:45	150	138	110	126	524	4	100
11/02/2015 08:50	144	146	109	114	513	4	100
11/02/2015 08:55	155	132	114	104	505	4	100
11/02/2015 09:00	150	123	101	109	483	4	100
11/02/2015 09:05	142	115	104	97	458	4	100
11/02/2015 09:10	147	139	96	114	496	4	100
11/02/2015 09:15	138	116	106	100	460	4	100
11/02/2015 09:20	145	132	98	80	455	4	100
11/02/2015 09:25	138	126	91	104	459	4	100
11/02/2015 09:30	142	112	93	86	433	4	100
11/02/2015 09:35	177	146	105	107	535	4	100
11/02/2015 09:40	133	133	102	107	475	4	100
11/02/2015 09:45	139	112	97	83	431	4	100
11/02/2015 09:50	143	128	100	91	462	4	100
11/02/2015 09:55	152	127	97	83	459	4	100
11/02/2015 10:00	106	98	76	73	353	4	100
11/02/2015 10:05	155	145	101	97	498	4	100
11/02/2015 10:10	133	116	100	79	428	4	100
11/02/2015 10:15	147	123	103	98	471	4	100
11/02/2015 10:20	156	131	102	97	486	4	100
11/02/2015 10:25	131	117	85	89	422	4	100
11/02/2015 10:30	135	129	105	97	466	4	100
11/02/2015 10:35	158	129	106	92	485	4	100
11/02/2015 10:40	123	119	106	83	431	4	100
11/02/2015 10:45	132	136	97	89	454	4	100
11/02/2015 10:50	124	129	82	85	420	4	100
11/02/2015 10:55	139	137	106	91	473	4	100
11/02/2015 11:00	119	108	110	89	426	4	100
11/02/2015 11:05	130	118	88	73	409	4	100
11/02/2015 11:10	134	123	105	76	438	4	100
11/02/2015 11:15	170	147	103	110	530	4	100
11/02/2015 11:20	151	131	105	92	479	4	100
11/02/2015 11:25	160	146	111	103	520	4	100
11/02/2015 11:30	140	146	96	96	478	4	100
11/02/2015 11:35	150	133	107	85	475	4	100
11/02/2015 11:40	178	150	122	102	552	4	100
11/02/2015 11:45	148	147	125	90	510	4	100
11/02/2015 11:50	157	120	107	98	482	4	100
11/02/2015 11:55	131	133	97	96	457	4	100
11/02/2015 12:00	161	133	101	111	506	4	100
11/02/2015 12:05	137	138	110	93	478	4	100
11/02/2015 12:10	139	153	112	91	495	4	100
11/02/2015 12:15	158	144	113	127	542	4	100
11/02/2015 12:20	159	128	116	112	515	4	100
11/02/2015 12:25	170	147	110	118	545	4	100
11/02/2015 12:30	143	145	108	87	483	4	100
11/02/2015 12:35	184	172	124	114	594	4	100
11/02/2015 12:40	137	148	105	110	500	4	100
11/02/2015 12:45	154	143	97	90	484	4	100
11/02/2015 12:50	166	136	111	101	514	4	100
11/02/2015 12:55	110	124	96	104	434	4	100
11/02/2015 13:00	165	153	100	100	518	4	100
11/02/2015 13:05	160	163	103	87	513	4	100
11/02/2015 13:10	170	170	130	140	610	4	100
11/02/2015 13:15	110	102	107	115	434	4	100
11/02/2015 13:20	122	114	102	102	440	4	100
11/02/2015 13:25	172	142	140	130	584	4	100
11/02/2015 13:30	155	153	100	138	546	4	100
11/02/2015 13:35	172	165	125	115	577	4	100
11/02/2015 13:40	149	134	107	86	476	4	100
11/02/2015 13:45	156	146	105	113	520	4	100
11/02/2015 13:50	178	148	129	113	568	4	100
11/02/2015 13:55	185	147	140	117	589	4	100
11/02/2015 14:00	152	144	112	104	512	4	100
11/02/2015 14:05	185	153	125	110	573	4	100
11/02/2015 14:10	183	168	115	143	609	4	100
11/02/2015 14:15	166	160	128	122	576	4	100
11/02/2015 14:20	195	163	153	128	639	4	100
11/02/2015 14:25	174	142	132	126	574	4	100
11/02/2015 14:30	196	177	139	119	631	4	100
11/02/2015 14:35	182	156	112	120	570	4	100
11/02/2015 14:40	197	168	130	133	628	4	100
11/02/2015 14:45	203	143	150	113	609	4	100
11/02/2015 14:50	175	163	158	113	609	4	100
11/02/2015 14:55	142	152	138	132	564	4	100
11/02/2015 15:00	165	165	135	133	598	4	100
11/02/2015 15:05	146	146	120	134	546	4	100
11/02/2015 15:10	164	153	134	117	568	4	100
11/02/2015 15:15	182	178	145	127	632	4	100
11/02/2015 15:20	201	170	146	122	639	4	100
11/02/2015 15:25	164	160	129	118	571	4	100
11/02/2015 15:30	130	170	133	110	543	4	100
11/02/2015 15:35	146	152	142	140	580	4	100
11/02/2015 15:40	168	158	140	128	594	4	100
11/02/2015 15:45	131	130	116	110	487	4	100
11/02/2015 15:50	124	126	116	86	452	4	100
11/02/2015 15:55	140	123	126	119	508	4	100
11/02/2015 16:00	132	136	114	114	496	4	100
11/02/2015 16:05	136	137	126	113	512	4	100
11/02/2015 16:10	143	127	132	114	516	4	100
11/02/2015 16:15	140	128	128	101	497	4	100
11/02/2015 16:20	137	139	111	106	493	4	100
11/02/2015 16:25	160	145	134	119	558	4	100
11/02/2015 16:30	151	153	126	102	532	4	100
11/02/2015 16:35	143	139	134	118	534	4	100
11/02/2015 16:40	131	126	115	115	487	4	100
11/02/2015 16:45	148	142	124	114	528	4	100
11/02/2015 16:50	145	141	120	123	529	4	100
11/02/2015 16:55	139	125	127	108	499	4	100
11/02/2015 17:00	134	130	125	110	499	4	100
11/02/2015 17:05	162	150	135	116	563	4	100
11/02/2015 17:10	143	136	130	107	516	4	100
11/02/2015 17:15	128	121	104	97	450	4	100
11/02/2015 17:20	125	126	107	108	466	4	100
11/02/2015 17:25	127	113	106	89	435	4	100
11/02/2015 17:30	123	117	119	93	452	4	100
11/02/2015 17:35	124	118	104	83	429	4	100
11/02/2015 17:40	129	130	111	104	474	4	100
11/02/2015 17:45	126	126	103	92	447	4	100
11/02/2015 17:50	131	127	106	85	449	4	100
11/02/2015 17:55	132	126	105	92	455	4	100
11/02/2015 18:00	129	125	103	94	451	4	100
11/02/2015 18:05	137	135	114	102	488	4	100
11/02/2015 18:10	137	130	114	92	473	4	100
11/02/2015 18:15	133	124	121	102	480	4	100
11/02/2015 18:20	138	116	111	98	463	4	100
11/02/2015 18:25	139	138	121	108	506	4	100
11/02/2015 18:30	134	130	110	104	478	4	100
11/02/2015 18:35	149	140	129	127	545	4	100
11/02/2015 18:40	156	137	134	120	547	4	100
