5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Lane 5 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/02/2015 00:00	29	41	31	27	39	167	5	0
11/02/2015 00:05	35	40	36	28	50	189	5	0
11/02/2015 00:10	26	32	32	28	38	156	5	0
11/02/2015 00:15	28	38	28	22	36	152	5	0
11/02/2015 00:20	22	37	27	27	32	145	5	0
11/02/2015 00:25	34	31	30	26	29	150	5	0
11/02/2015 00:30	29	37	26	17	40	149	5	0
11/02/2015 00:35	29	31	31	19	36	146	5	0
11/02/2015 00:40	26	31	24	16	31	128	5	0
11/02/2015 00:45	27	26	19	19	21	112	5	0
11/02/2015 00:50	21	25	20	20	23	109	5	0
11/02/2015 00:55	17	29	21	19	20	106	5	0
11/02/2015 01:00	22	24	21	20	13	100	5	0
11/02/2015 01:05	20	22	20	18	12	92	5	0
11/02/2015 01:10	20	20	20	10	0	70	5	0
11/02/2015 01:15	14	21	21	9	24	89	5	0
11/02/2015 01:20	13	18	19	11	18	79	5	0
11/02/2015 01:25	18	16	14	10	20	78	5	0
11/02/2015 01:30	13	20	11	10	18	72	5	0
11/02/2015 01:35	11	15	16	10	20	72	5	0
11/02/2015 01:40	11	15	13	13	20	72	5	0
11/02/2015 01:45	11	19	18	15	18	81	5	0
11/02/2015 01:50	14	16	13	11	16	70	5	0
11/02/2015 01:55	13	11	16	6	17	63	5	0
11/02/2015 02:00	13	16	14	9	14	66	5	0
11/02/2015 02:05	12	9	14	9	13	57	5	0
11/02/2015 02:10	13	18	11	9	15	66	5	0
11/02/2015 02:15	5	14	10	10	13	52	5	0
11/02/2015 02:20	4	9	11	5	16	45	5	0
11/02/2015 02:25	10	13	10	9	8	50	5	0
11/02/2015 02:30	11	11	11	10	13	56	5	0
11/02/2015 02:35	10	14	10	11	14	59	5	0
11/02/2015 02:40	10	18	16	9	19	72	5	0
11/02/2015 02:45	11	14	11	13	15	64	5	0
11/02/2015 02:50	14	20	13	9	11	67	5	0
11/02/2015 02:55	10	16	14	8	11	59	5	0
11/02/2015 03:00	4	15	14	7	14	54	5	0
11/02/2015 03:05	14	16	16	11	13	70	5	0
11/02/2015 03:10	16	14	10	10	10	60	5	0
11/02/2015 03:15	14	22	16	7	10	69	5	0
11/02/2015 03:20	14	19	19	6	9	67	5	0
11/02/2015 03:25	16	21	17	11	11	76	5	0
11/02/2015 03:30	16	24	17	13	17	87	5	0
11/02/2015 03:35	16	24	14	14	10	78	5	0
11/02/2015 03:40	24	31	23	18	9	105	5	0
11/02/2015 03:45	24	31	23	14	14	106	5	0
11/02/2015 03:50	33	36	25	16	19	129	5	0
11/02/2015 03:55	20	27	19	15	11	92	5	0
11/02/2015 04:00	26	28	17	16	11	98	5	0
11/02/2015 04:05	26	29	29	19	17	120	5	0
11/02/2015 04:10	36	40	26	19	10	131	5	0
11/02/2015 04:15	37	43	31	21	14	146	5	0
11/02/2015 04:20	43	54	35	26	16	174	5	0
11/02/2015 04:25	54	63	38	36	23	214	5	0
11/02/2015 04:30	59	61	41	23	25	209	5	0
11/02/2015 04:35	74	67	43	37	39	260	5	0
11/02/2015 04:40	64	67	50	40	41	262	5	0
11/02/2015 04:45	76	73	47	40	43	279	5	0
11/02/2015 04:50	86	79	53	44	41	303	5	0
11/02/2015 04:55	76	71	53	36	43	279	5	0
11/02/2015 05:00	81	71	51	40	43	286	5	0
11/02/2015 05:05	100	82	55	44	49	330	5	0
11/02/2015 05:10	104	79	61	51	77	372	5	0
11/02/2015 05:15	123	108	70	63	72	436	5	0
11/02/2015 05:20	144	112	77	65	79	477	5	0
11/02/2015 05:25	142	116	84	81	94	517	5	0
11/02/2015 05:30	160	123	84	79	90	536	5	0
11/02/2015 05:35	161	136	96	89	114	596	5	0
11/02/2015 05:40	157	130	110	101	111	609	5	0
11/02/2015 05:45	157	134	97	96	117	601	5	0
11/02/2015 05:50	146	142	97	96	126	607	5	0
11/02/2015 05:55	146	133	95	91	129	594	5	0
11/02/2015 06:00	146	111	90	94	107	548	5	0
11/02/2015 06:05	147	118	81	84	121	551	5	0
11/02/2015 06:10	149	126	87	94	131	587	5	0
11/02/2015 06:15	139	110	92	80	121	542	5	0
11/02/2015 06:20	130	115	94	99	113	551	5	0
11/02/2015 06:25	130	115	98	100	126	569	5	0
11/02/2015 06:30	129	123	95	100	139	586	5	0
11/02/2015 06:35	121	116	91	99	128	555	5	0
11/02/2015 06:40	125	113	101	89	126	554	5	0
11/02/2015 06:45	133	124	93	87	147	584	5	0
11/02/2015 06:50	123	110	99	97	144	573	5	0
11/02/2015 06:55	131	113	93	99	133	569	5	0
11/02/2015 07:00	129	126	106	114	156	631	5	0
11/02/2015 07:05	137	119	93	99	144	592	5	0
11/02/2015 07:10	117	123	102	114	157	613	5	0
11/02/2015 07:15	133	118	103	114	154	622	5	0
11/02/2015 07:20	137	123	107	110	169	646	5	0
11/02/2015 07:25	121	120	100	111	173	625	5	0
11/02/2015 07:30	123	117	107	96	164	607	5	0
11/02/2015 07:35	133	117	101	110	167	628	5	0
11/02/2015 07:40	116	123	119	119	187	664	5	0
11/02/2015 07:45	133	119	121	116	180	669	5	0
11/02/2015 07:50	125	126	113	115	197	676	5	0
11/02/2015 07:55	128	130	107	119	191	675	5	0
11/02/2015 08:00	127	133	111	133	177	681	5	0
11/02/2015 08:05	116	109	113	117	196	651	5	0
11/02/2015 08:10	136	121	114	123	191	685	5	0
11/02/2015 08:15	125	120	104	114	176	639	5	0
11/02/2015 08:20	124	128	114	134	184	684	5	0
11/02/2015 08:25	137	140	115	127	177	696	5	0
11/02/2015 08:30	134	118	120	123	197	692	5	0
11/02/2015 08:35	129	114	123	123	206	695	5	0
11/02/2015 08:40	134	137	113	116	191	691	5	0
11/02/2015 08:45	134	128	120	126	196	704	5	0
11/02/2015 08:50	141	134	115	118	201	709	5	0
11/02/2015 08:55	133	133	114	113	195	688	5	0
11/02/2015 09:00	140	130	110	124	180	684	5	0
11/02/2015 09:05	141	126	106	127	204	704	5	0
11/02/2015 09:10	127	124	110	110	194	665	5	0
11/02/2015 09:15	140	138	124	123	181	706	5	0
11/02/2015 09:20	139	134	120	118	179	690	5	0
11/02/2015 09:25	129	134	113	111	163	650	5	0
11/02/2015 09:30	135	127	116	114	186	678	5	0
11/02/2015 09:35	126	130	121	119	186	682	5	0
11/02/2015 09:40	129	130	118	124	180	681	5	0
11/02/2015 09:45	140	126	117	106	171	660	5	0
11/02/2015 09:50	136	123	123	123	184	689	5	0
11/02/2015 09:55	138	123	116	113	184	674	5	0
11/02/2015 10:00	137	130	113	109	194	683	5	0
11/02/2015 10:05	145	121	121	114	176	677	5	0
11/02/2015 10:10	140	139	109	114	187	689	5	0
11/02/2015 10:15	149	120	108	136	183	696	5	0
11/02/2015 10:20	146	134	110	104	179	673	5	0
11/02/2015 10:25	137	129	101	114	181	662	5	0
11/02/2015 10:30	130	126	107	126	187	676	5	0
11/02/2015 10:35	131	127	103	114	177	652	5	0
11/02/2015 10:40	124	126	110	118	165	643	5	0
11/02/2015 10:45	130	123	107	114	180	654	5	0
11/02/2015 10:50	129	122	104	103	158	616	5	0
11/02/2015 10:55	141	120	109	120	171	661	5	0
11/02/2015 11:00	135	123	109	111	167	645	5	0
11/02/2015 11:05	134	124	106	119	179	662	5	0
11/02/2015 11:10	134	119	100	114	174	641	5	0
11/02/2015 11:15	136	124	92	117	176	645	5	0
11/02/2015 11:20	133	124	100	103	174	634	5	0
11/02/2015 11:25	139	121	116	110	183	669	5	0
11/02/2015 11:30	140	131	113	119	189	692	5	0
11/02/2015 11:35	139	123	109	110	176	657	5	0
11/02/2015 11:40	144	127	119	106	162	658	5	0
11/02/2015 11:45	126	124	103	120	164	637	5	0
11/02/2015 11:50	137	129	106	118	181	671	5	0
11/02/2015 11:55	127	126	109	106	163	631	5	0
11/02/2015 12:00	141	130	109	114	164	658	5	0
11/02/2015 12:05	139	126	111	116	176	668	5	0
11/02/2015 12:10	137	126	101	107	180	651	5	0
11/02/2015 12:15	140	121	101	115	180	657	5	0
11/02/2015 12:20	131	117	103	106	184	641	5	0
11/02/2015 12:25	139	119	114	104	173	649	5	0
11/02/2015 12:30	140	120	103	98	164	625	5	0
11/02/2015 12:35	130	129	100	118	171	648	5	0
11/02/2015 12:40	137	134	121	119	184	695	5	0
11/02/2015 12:45	133	131	116	109	183	672	5	0
11/02/2015 12:50	141	117	91	116	174	639	5	0
11/02/2015 12:55	140	127	123	109	173	672	5	0
11/02/2015 13:00	136	113	104	105	164	622	5	0
11/02/2015 13:05	134	113	100	108	165	620	5	0
11/02/2015 13:10	130	124	99	120	184	657	5	0
11/02/2015 13:15	129	115	103	113	165	625	5	0
11/02/2015 13:20	121	111	101	116	186	635	5	0
11/02/2015 13:25	143	129	106	121	180	679	5	0
11/02/2015 13:30	135	114	94	114	164	621	5	0
11/02/2015 13:35	146	128	119	115	183	691	5	0
11/02/2015 13:40	139	125	107	116	180	667	5	0
11/02/2015 13:45	138	129	104	124	177	672	5	0
11/02/2015 13:50	144	116	107	121	184	672	5	0
11/02/2015 13:55	137	126	103	123	174	663	5	0
11/02/2015 14:00	123	111	93	104	156	587	5	0
11/02/2015 14:05	118	111	97	107	173	606	5	0
11/02/2015 14:10	151	120	104	136	191	702	5	0
11/02/2015 14:15	140	121	101	125	190	677	5	0
11/02/2015 14:20	139	124	119	119	189	690	5	0
11/02/2015 14:25	139	118	100	110	167	634	5	0
11/02/2015 14:30	129	106	118	116	159	628	5	0
11/02/2015 14:35	134	125	110	128	186	683	5	0
11/02/2015 14:40	144	130	118	121	181	694	5	0
11/02/2015 14:45	130	113	110	113	161	627	5	0
11/02/2015 14:50	118	107	93	114	169	601	5	0
11/02/2015 14:55	129	119	106	117	156	627	5	0
11/02/2015 15:00	126	115	96	100	154	591	5	0
11/02/2015 15:05	120	113	101	119	151	604	5	0
11/02/2015 15:10	120	111	84	119	160	594	5	0
11/02/2015 15:15	113	106	106	120	169	614	5	0
11/02/2015 15:20	124	119	99	124	160	626	5	0
11/02/2015 15:25	136	125	114	111	169	655	5	0
11/02/2015 15:30	117	124	101	121	163	626	5	0
11/02/2015 15:35	135	121	101	110	153	620	5	0
11/02/2015 15:40	123	119	103	123	164	632	5	0
11/02/2015 15:45	127	116	107	124	140	614	5	0
11/02/2015 15:50	126	120	108	119	141	614	5	0
11/02/2015 15:55	126	113	90	116	167	612	5	0
11/02/2015 16:00	130	120	106	111	166	633	5	0
11/02/2015 16:05	115	103	94	123	143	578	5	0
11/02/2015 16:10	114	113	104	117	157	605	5	0
11/02/2015 16:15	116	109	103	123	143	594	5	0
11/02/2015 16:20	117	110	94	103	124	548	5	0
11/02/2015 16:25	110	109	102	110	130	561	5	0
11/02/2015 16:30	104	99	104	109	143	559	5	0
11/02/2015 16:35	101	99	94	109	119	522	5	0
11/02/2015 16:40	113	106	100	120	153	592	5	0
11/02/2015 16:45	103	99	100	123	161	586	5	0
11/02/2015 16:50	86	84	99	108	146	523	5	0
11/02/2015 16:55	101	104	99	117	159	580	5	0
11/02/2015 17:00	114	109	99	110	147	579	5	0
11/02/2015 17:05	106	104	94	114	150	568	5	0
11/02/2015 17:10	118	111	93	104	146	572	5	0
11/02/2015 17:15	109	111	96	116	146	578	5	0
11/02/2015 17:20	113	104	99	103	165	584	5	0
11/02/2015 17:25	117	126	111	126	157	637	5	0
11/02/2015 17:30	110	106	104	114	170	604	5	0
11/02/2015 17:35	113	106	109	120	149	597	5	0
11/02/2015 17:40	113	109	97	96	153	568	5	0
11/02/2015 17:45	119	103	110	114	155	601	5	0
11/02/2015 17:50	113	95	93	109	159	569	5	0
11/02/2015 17:55	104	104	99	101	163	571	5	0
11/02/2015 18:00	107	91	89	106	164	557	5	0
11/02/2015 18:05	103	101	93	110	163	570	5	0
11/02/2015 18:10	107	100	93	101	180	581	5	0
11/02/2015 18:15	116	96	97	121	164	594	5	0
11/02/2015 18:20	107	111	106	103	167	594	5	0
11/02/2015 18:25	100	100	103	114	168	585	5	0
11/02/2015 18:30	106	100	109	119	173	607	5	0
11/02/2015 18:35	101	106	94	106	166	573	5	0
11/02/2015 18:40	105	104	89	104	171	573	5	0
11/02/2015 18:45	100	97	95	107	160	559	5	0
11/02/2015 18:50	99	96	93	99	174	561	5	0
11/02/2015 18:55	106	106	103	108	179	602	5	0
11/02/2015 19:00	94	96	97	103	159	549	5	0
11/02/2015 19:05	120	101	90	87	163	561	5	0
11/02/2015 19:10	113	108	107	119	163	610	5	0
11/02/2015 19:15	116	116	94	104	184	614	5	0
