5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/02/2015 00:00	7	40	36	36	119	4	75
11/02/2015 00:05	6	39	38	37	120	4	75
11/02/2015 00:10	7	36	43	35	121	4	75
11/02/2015 00:15	1	47	49	45	142	4	75
11/02/2015 00:20	1	30	34	29	94	4	75
11/02/2015 00:25	0	22	24	21	67	4	75
11/02/2015 00:30	3	31	38	30	102	4	75
11/02/2015 00:35	6	34	25	33	98	4	75
11/02/2015 00:40	2	35	34	34	105	4	75
11/02/2015 00:45	0	23	20	23	66	4	75
11/02/2015 00:50	2	22	28	22	74	4	75
11/02/2015 00:55	2	30	25	29	86	4	75
11/02/2015 01:00	1	22	27	22	72	4	75
11/02/2015 01:05	1	18	21	18	58	4	75
11/02/2015 01:10	3	19	19	16	57	4	75
11/02/2015 01:15	3	21	16	21	61	4	75
11/02/2015 01:20	10	21	18	21	70	4	75
11/02/2015 01:25	2	18	12	18	50	4	75
11/02/2015 01:30	0	15	13	16	44	4	75
11/02/2015 01:35	0	19	18	19	56	4	75
11/02/2015 01:40	1	14	18	15	48	4	75
11/02/2015 01:45	0	17	21	17	55	4	75
11/02/2015 01:50	0	15	15	16	46	4	75
11/02/2015 01:55	0	14	12	12	38	4	75
11/02/2015 02:00	2	12	14	13	41	4	75
11/02/2015 02:05	2	15	22	16	55	4	75
11/02/2015 02:10	0	9	11	10	30	4	75
11/02/2015 02:15	0	14	16	15	45	4	75
11/02/2015 02:20	1	14	15	14	44	4	75
11/02/2015 02:25	0	11	16	12	39	4	75
11/02/2015 02:30	0	14	14	15	43	4	75
11/02/2015 02:35	0	18	12	18	48	4	75
11/02/2015 02:40	0	11	10	12	33	4	75
11/02/2015 02:45	1	15	8	25	49	4	75
11/02/2015 02:50	0	12	12	13	37	4	75
11/02/2015 02:55	0	12	9	13	34	4	75
11/02/2015 03:00	0	19	16	19	54	4	75
11/02/2015 03:05	0	14	18	15	47	4	75
11/02/2015 03:10	0	18	14	18	50	4	75
11/02/2015 03:15	1	14	25	13	53	4	75
11/02/2015 03:20	1	19	22	19	61	4	75
11/02/2015 03:25	1	17	16	17	51	4	75
11/02/2015 03:30	0	18	19	18	55	4	75
11/02/2015 03:35	0	11	19	12	42	4	75
11/02/2015 03:40	0	28	20	27	75	4	75
11/02/2015 03:45	2	20	22	20	64	4	75
11/02/2015 03:50	0	22	21	22	65	4	75
11/02/2015 03:55	1	20	26	19	66	4	75
11/02/2015 04:00	1	17	18	17	53	4	75
11/02/2015 04:05	2	28	24	27	81	4	75
11/02/2015 04:10	0	31	28	30	89	4	75
11/02/2015 04:15	1	43	33	41	118	4	75
11/02/2015 04:20	6	29	26	28	89	4	75
11/02/2015 04:25	6	30	36	29	101	4	75
11/02/2015 04:30	3	34	32	33	102	4	75
11/02/2015 04:35	8	41	44	39	132	4	75
11/02/2015 04:40	7	54	50	51	162	4	75
11/02/2015 04:45	6	60	58	48	172	4	75
11/02/2015 04:50	12	51	60	47	170	4	75
11/02/2015 04:55	10	64	60	49	183	4	75
11/02/2015 05:00	9	48	58	44	159	4	75
11/02/2015 05:05	14	60	67	51	192	4	75
11/02/2015 05:10	13	81	60	56	210	4	75
11/02/2015 05:15	22	83	65	66	236	4	75
11/02/2015 05:20	20	103	82	88	293	4	75
