5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Lane 5 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/09/2015 00:00	27	34	29	30	34	154	5	60
11/09/2015 00:05	20	35	27	30	34	146	5	60
11/09/2015 00:10	24	26	24	26	32	132	5	60
11/09/2015 00:15	24	29	25	27	31	136	5	60
11/09/2015 00:20	23	33	33	31	36	156	5	60
11/09/2015 00:25	22	25	24	26	33	130	5	60
11/09/2015 00:30	27	30	28	29	36	150	5	60
11/09/2015 00:35	18	28	23	26	34	129	5	60
11/09/2015 00:40	22	26	17	24	28	117	5	60
11/09/2015 00:45	12	31	16	25	28	112	5	60
11/09/2015 00:50	15	24	19	24	28	110	5	60
11/09/2015 00:55	11	14	17	20	26	88	5	60
11/09/2015 01:00	14	22	19	23	29	107	5	60
11/09/2015 01:05	12	15	16	20	25	88	5	60
11/09/2015 01:10	7	14	9	17	23	70	5	60
11/09/2015 01:15	12	11	9	16	22	70	5	60
11/09/2015 01:20	9	17	13	20	24	83	5	60
11/09/2015 01:25	11	21	17	22	25	96	5	60
11/09/2015 01:30	9	16	11	19	25	80	5	60
11/09/2015 01:35	5	15	14	19	24	77	5	60
11/09/2015 01:40	8	15	16	20	22	81	5	60
11/09/2015 01:45	5	14	13	19	22	73	5	60
11/09/2015 01:50	5	17	17	21	24	84	5	60
11/09/2015 01:55	10	14	12	18	23	77	5	60
11/09/2015 02:00	5	14	8	17	18	62	5	60
11/09/2015 02:05	11	10	11	17	20	69	5	60
11/09/2015 02:10	2	12	9	17	19	59	5	60
11/09/2015 02:15	8	18	14	20	22	82	5	60
11/09/2015 02:20	4	5	16	17	22	64	5	60
11/09/2015 02:25	9	11	13	18	22	73	5	60
11/09/2015 02:30	6	7	11	16	20	60	5	60
11/09/2015 02:35	7	10	13	18	23	71	5	60
11/09/2015 02:40	5	9	17	19	23	73	5	60
11/09/2015 02:45	5	14	8	17	19	63	5	60
11/09/2015 02:50	1	10	8	16	19	54	5	60
11/09/2015 02:55	7	11	12	17	21	68	5	60
11/09/2015 03:00	6	6	8	15	18	53	5	60
11/09/2015 03:05	4	12	9	17	21	63	5	60
11/09/2015 03:10	6	5	11	15	19	56	5	60
11/09/2015 03:15	5	8	6	15	18	52	5	60
11/09/2015 03:20	6	13	7	16	19	61	5	60
11/09/2015 03:25	5	13	9	17	19	63	5	60
11/09/2015 03:30	7	9	8	15	19	58	5	60
11/09/2015 03:35	7	13	4	15	21	60	5	60
11/09/2015 03:40	7	11	11	17	20	66	5	60
11/09/2015 03:45	3	12	13	18	21	67	5	60
11/09/2015 03:50	4	14	12	18	23	71	5	60
11/09/2015 03:55	8	15	7	17	21	68	5	60
11/09/2015 04:00	10	20	18	22	23	93	5	60
11/09/2015 04:05	9	12	8	16	18	63	5	60
11/09/2015 04:10	13	13	13	18	21	78	5	60
11/09/2015 04:15	14	21	24	25	25	109	5	60
11/09/2015 04:20	15	21	27	26	28	117	5	60
11/09/2015 04:25	16	24	13	22	25	100	5	60
11/09/2015 04:30	22	31	28	29	31	141	5	60
11/09/2015 04:35	23	30	25	27	31	136	5	60
11/09/2015 04:40	36	32	31	30	33	162	5	60
11/09/2015 04:45	28	32	31	30	33	154	5	60
11/09/2015 04:50	9	18	18	22	25	92	5	60
11/09/2015 04:55	60	61	47	44	42	254	5	60
11/09/2015 05:00	40	36	27	30	33	166	5	60
11/09/2015 05:05	41	39	33	33	35	181	5	60
11/09/2015 05:10	45	44	44	38	39	210	5	60
11/09/2015 05:15	60	64	53	47	46	270	5	60
11/09/2015 05:20	52	53	39	39	38	221	5	60
11/09/2015 05:25	75	69	52	48	47	291	5	60
11/09/2015 05:30	77	73	50	48	44	292	5	60
11/09/2015 05:35	98	84	55	53	49	339	5	60
11/09/2015 05:40	93	86	65	57	55	356	5	60
11/09/2015 05:45	108	76	67	55	55	361	5	60
11/09/2015 05:50	114	110	71	66	61	422	5	60
11/09/2015 05:55	82	83	56	53	50	324	5	60
11/09/2015 06:00	93	83	72	59	56	363	5	60
11/09/2015 06:05	92	72	56	50	49	319	5	60
11/09/2015 06:10	107	96	70	62	60	395	5	60
11/09/2015 06:15	124	84	70	59	60	397	5	60
11/09/2015 06:20	111	96	78	65	63	413	5	60
11/09/2015 06:25	116	105	74	66	62	423	5	60
11/09/2015 06:30	103	91	72	61	61	388	5	60
11/09/2015 06:35	120	107	82	69	65	443	5	60
11/09/2015 06:40	122	90	85	66	69	432	5	60
11/09/2015 06:45	131	111	80	70	70	462	5	60
11/09/2015 06:50	129	113	84	72	69	467	5	60
11/09/2015 06:55	123	118	87	74	74	476	5	60
11/09/2015 07:00	128	114	91	75	72	480	5	60
11/09/2015 07:05	133	116	79	71	67	466	5	60
11/09/2015 07:10	150	125	102	82	82	541	5	60
11/09/2015 07:15	146	140	107	88	79	560	5	60
11/09/2015 07:20	150	126	107	84	86	553	5	60
11/09/2015 07:25	168	143	115	91	88	605	5	60
11/09/2015 07:30	153	130	112	86	89	570	5	60
11/09/2015 07:35	162	143	111	90	91	597	5	60
11/09/2015 07:40	180	146	128	97	96	647	5	60
11/09/2015 07:45	179	141	118	92	93	623	5	60
11/09/2015 07:50	169	144	115	92	88	608	5	60
11/09/2015 07:55	137	134	99	83	88	541	5	60
11/09/2015 08:00	160	144	108	89	86	587	5	60
11/09/2015 08:05	164	128	103	83	84	562	5	60
11/09/2015 08:10	151	145	123	95	92	606	5	60
11/09/2015 08:15	134	130	101	83	82	530	5	60
11/09/2015 08:20	146	146	98	86	80	556	5	60
11/09/2015 08:25	144	129	118	88	88	567	5	60
11/09/2015 08:30	134	124	101	81	77	517	5	60
