5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/02/2015 00:00	40	37	25	13	115	4	100
11/02/2015 00:05	39	44	25	7	115	4	100
11/02/2015 00:10	33	41	21	8	103	4	100
11/02/2015 00:15	30	37	24	10	101	4	100
11/02/2015 00:20	25	41	16	4	86	4	100
11/02/2015 00:25	31	39	23	7	100	4	100
11/02/2015 00:30	30	39	24	3	96	4	100
11/02/2015 00:35	19	31	16	4	70	4	100
11/02/2015 00:40	23	34	16	9	82	4	100
11/02/2015 00:45	26	35	21	7	89	4	100
11/02/2015 00:50	23	30	18	5	76	4	100
11/02/2015 00:55	21	27	19	8	75	4	100
11/02/2015 01:00	17	17	8	3	45	4	100
11/02/2015 01:05	26	32	13	3	74	4	100
11/02/2015 01:10	16	23	15	0	54	4	100
11/02/2015 01:15	20	28	8	5	61	4	100
11/02/2015 01:20	6	25	10	6	47	4	100
11/02/2015 01:25	10	19	15	5	49	4	100
11/02/2015 01:30	12	20	16	4	52	4	100
11/02/2015 01:35	22	27	9	5	63	4	100
11/02/2015 01:40	7	17	11	3	38	4	100
11/02/2015 01:45	17	12	12	6	47	4	100
11/02/2015 01:50	12	15	5	5	37	4	100
11/02/2015 01:55	10	12	8	6	36	4	100
11/02/2015 02:00	10	22	11	4	47	4	100
11/02/2015 02:05	6	10	4	5	25	4	100
11/02/2015 02:10	7	11	10	1	29	4	100
11/02/2015 02:15	8	15	9	4	36	4	100
11/02/2015 02:20	10	18	9	3	40	4	100
11/02/2015 02:25	9	11	9	3	32	4	100
11/02/2015 02:30	12	15	12	2	41	4	100
11/02/2015 02:35	13	17	11	2	43	4	100
11/02/2015 02:40	7	16	13	1	37	4	100
11/02/2015 02:45	6	16	11	4	37	4	100
11/02/2015 02:50	9	13	9	4	35	4	100
11/02/2015 02:55	8	22	14	4	48	4	100
11/02/2015 03:00	10	11	10	2	33	4	100
11/02/2015 03:05	11	8	6	3	28	4	100
11/02/2015 03:10	4	13	10	5	32	4	100
11/02/2015 03:15	10	16	12	2	40	4	100
11/02/2015 03:20	8	24	15	1	48	4	100
11/02/2015 03:25	7	18	12	7	44	4	100
11/02/2015 03:30	11	17	11	3	42	4	100
11/02/2015 03:35	12	19	11	5	47	4	100
11/02/2015 03:40	12	22	17	3	54	4	100
11/02/2015 03:45	13	19	13	5	50	4	100
11/02/2015 03:50	8	17	19	7	51	4	100
11/02/2015 03:55	17	20	16	5	58	4	100
11/02/2015 04:00	16	19	18	4	57	4	100
11/02/2015 04:05	12	24	13	7	56	4	100
11/02/2015 04:10	22	27	16	2	67	4	100
11/02/2015 04:15	21	26	19	7	73	4	100
11/02/2015 04:20	23	39	21	7	90	4	100
11/02/2015 04:25	24	27	15	5	71	4	100
11/02/2015 04:30	38	37	28	4	107	4	100
11/02/2015 04:35	36	42	34	10	122	4	100
11/02/2015 04:40	30	43	24	13	110	4	100
11/02/2015 04:45	48	45	29	12	134	4	100
11/02/2015 04:50	50	45	38	11	144	4	100
11/02/2015 04:55	43	44	31	16	134	4	100
11/02/2015 05:00	51	49	32	13	145	4	100
11/02/2015 05:05	62	63	41	12	178	4	100
11/02/2015 05:10	60	65	41	8	174	4	100
11/02/2015 05:15	73	72	35	28	208	4	100
11/02/2015 05:20	96	97	45	28	266	4	100
11/02/2015 05:25	115	89	48	18	270	4	100
11/02/2015 05:30	112	105	63	18	298	4	100
11/02/2015 05:35	110	103	62	22	297	4	100
11/02/2015 05:40	135	115	68	28	346	4	100
11/02/2015 05:45	143	124	71	38	376	4	100
11/02/2015 05:50	148	118	66	29	361	4	100
11/02/2015 05:55	151	112	66	32	361	4	100
11/02/2015 06:00	179	142	82	40	443	4	100
11/02/2015 06:05	179	143	88	41	451	4	100
11/02/2015 06:10	185	155	79	41	460	4	100
11/02/2015 06:15	190	147	95	56	488	4	100
11/02/2015 06:20	195	169	83	57	504	4	100
11/02/2015 06:25	179	141	93	44	457	4	100
11/02/2015 06:30	184	146	104	47	481	4	100
11/02/2015 06:35	169	133	105	51	458	4	100
11/02/2015 06:40	164	149	106	71	490	4	100
11/02/2015 06:45	173	141	93	58	465	4	100
11/02/2015 06:50	182	141	99	64	486	4	100
11/02/2015 06:55	170	136	116	53	475	4	100
11/02/2015 07:00	164	116	79	59	418	4	100
11/02/2015 07:05	163	145	94	63	465	4	100
11/02/2015 07:10	178	162	100	61	501	4	100
11/02/2015 07:15	202	148	116	84	550	4	100
11/02/2015 07:20	159	143	98	81	481	4	100
11/02/2015 07:25	175	160	112	93	540	4	100
11/02/2015 07:30	201	157	118	79	555	4	100
11/02/2015 07:35	199	163	117	83	562	4	100
11/02/2015 07:40	198	169	110	72	549	4	100
11/02/2015 07:45	181	155	95	76	507	4	100
11/02/2015 07:50	184	162	119	89	554	4	100
11/02/2015 07:55	180	152	113	67	512	4	100
11/02/2015 08:00	164	128	103	71	466	4	100
11/02/2015 08:05	181	159	94	72	506	4	100
11/02/2015 08:10	181	140	95	80	496	4	100
11/02/2015 08:15	188	150	103	61	502	4	100
11/02/2015 08:20	170	146	101	69	486	4	100
11/02/2015 08:25	157	138	97	73	465	4	100
11/02/2015 08:30	170	144	102	69	485	4	100
11/02/2015 08:35	191	152	105	81	529	4	100
11/02/2015 08:40	177	159	101	84	521	4	100
11/02/2015 08:45	167	147	104	70	488	4	100
11/02/2015 08:50	193	148	105	77	523	4	100
11/02/2015 08:55	171	144	102	67	484	4	100
11/02/2015 09:00	166	139	86	60	451	4	100
11/02/2015 09:05	172	143	94	58	467	4	100
11/02/2015 09:10	170	135	86	47	438	4	100
11/02/2015 09:15	148	121	71	41	381	4	100
11/02/2015 09:20	161	144	93	51	449	4	100
11/02/2015 09:25	146	130	80	40	396	4	100
11/02/2015 09:30	187	152	87	43	469	4	100
11/02/2015 09:35	140	130	78	45	393	4	100
