5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Lane 5 Flow (Veh/5 Minutes)	Lane 6 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/02/2015 12:50	82	90	74	81	67	60	454	6	100
11/02/2015 12:55	54	60	77	57	59	52	359	6	100
11/02/2015 13:00	76	70	61	79	70	50	406	6	100
11/02/2015 13:05	72	83	95	76	85	64	475	6	100
11/02/2015 13:10	84	85	75	79	72	61	456	6	100
11/02/2015 13:15	84	99	97	96	79	58	513	6	100
11/02/2015 13:20	81	88	77	87	80	53	466	6	100
11/02/2015 13:25	80	77	74	89	67	56	443	6	100
11/02/2015 13:30	77	83	94	82	71	55	462	6	100
11/02/2015 13:35	73	73	87	76	70	46	425	6	100
11/02/2015 13:40	80	87	85	80	67	58	457	6	100
11/02/2015 13:45	65	83	101	95	84	60	488	6	100
11/02/2015 13:50	55	91	88	79	87	59	459	6	100
11/02/2015 13:55	70	78	84	75	69	61	437	6	100
11/02/2015 14:00	75	95	76	80	70	53	449	6	100
11/02/2015 14:05	76	78	86	89	74	53	456	6	100
11/02/2015 14:10	75	87	86	90	67	65	470	6	100
11/02/2015 14:15	75	76	78	81	71	55	436	6	100
11/02/2015 14:20	101	106	91	82	67	55	502	6	100
11/02/2015 14:25	64	90	84	81	77	53	449	6	100
11/02/2015 14:30	58	80	68	86	83	57	432	6	100
11/02/2015 14:35	93	85	94	97	82	67	518	6	100
11/02/2015 14:40	85	85	92	87	66	46	461	6	100
11/02/2015 14:45	70	85	82	97	87	65	486	6	100
11/02/2015 14:50	95	91	101	85	81	69	522	6	100
11/02/2015 14:55	103	92	99	97	76	50	517	6	100
11/02/2015 15:00	77	97	91	90	86	71	512	6	100
11/02/2015 15:05	84	91	91	100	71	59	496	6	100
11/02/2015 15:10	82	90	93	86	74	56	481	6	100
11/02/2015 15:15	86	99	88	96	77	66	512	6	100
11/02/2015 15:20	103	102	88	90	82	59	524	6	100
11/02/2015 15:25	86	95	96	92	69	69	507	6	100
11/02/2015 15:30	83	98	99	105	73	64	522	6	100
11/02/2015 15:35	91	97	96	85	76	57	502	6	100
11/02/2015 15:40	99	96	92	94	78	60	519	6	100
11/02/2015 15:45	95	97	99	89	85	47	512	6	100
11/02/2015 15:50	101	110	111	96	74	58	550	6	100
11/02/2015 15:55	107	109	97	83	75	57	528	6	100
11/02/2015 16:00	100	89	84	81	72	50	476	6	100
11/02/2015 16:05	109	109	83	80	62	60	503	6	100
11/02/2015 16:10	106	111	88	79	63	50	497	6	100
11/02/2015 16:15	98	103	90	86	58	65	500	6	100
11/02/2015 16:20	92	92	81	77	62	43	447	6	100
11/02/2015 16:25	80	101	84	82	58	55	460	6	100
11/02/2015 16:30	78	90	97	75	56	52	448	6	100
11/02/2015 16:35	100	95	99	79	66	45	484	6	100
11/02/2015 16:40	113	93	93	79	74	61	513	6	100
11/02/2015 16:45	114	80	83	78	72	56	483	6	100
11/02/2015 16:50	110	90	75	64	65	45	449	6	100
11/02/2015 16:55	110	93	73	73	72	43	464	6	100
11/02/2015 17:00	100	82	78	64	52	47	423	6	100
11/02/2015 17:05	110	102	79	72	59	50	472	6	100
11/02/2015 17:10	114	91	89	74	64	44	476	6	100
11/02/2015 17:15	99	99	81	61	60	54	454	6	100
11/02/2015 17:20	102	85	79	76	63	54	459	6	100
11/02/2015 17:25	103	90	75	69	69	39	445	6	100
11/02/2015 17:30	104	87	72	60	46	43	412	6	100
11/02/2015 17:35	103	97	91	72	60	35	458	6	100
11/02/2015 17:40	102	93	83	78	57	38	451	6	100
11/02/2015 17:45	100	89	92	86	63	39	469	6	100
11/02/2015 17:50	122	93	85	76	56	48	480	6	100
11/02/2015 17:55	106	88	82	92	58	50	476	6	100
11/02/2015 18:00	98	103	86	79	53	40	459	6	100
11/02/2015 18:05	92	102	87	86	60	53	480	6	100
11/02/2015 18:10	85	87	84	73	65	43	437	6	100
11/02/2015 18:15	91	89	78	84	72	51	465	6	100
11/02/2015 18:20	90	84	78	71	51	42	416	6	100
11/02/2015 18:25	80	88	88	91	78	55	480	6	100
11/02/2015 18:30	75	90	99	89	71	67	491	6	100
11/02/2015 18:35	78	87	88	89	80	63	485	6	100
11/02/2015 18:40	77	74	81	107	67	70	476	6	100
11/02/2015 18:45	66	73	73	89	83	63	447	6	100
11/02/2015 18:50	69	79	72	75	63	56	414	6	100
11/02/2015 18:55	60	75	63	68	67	57	390	6	100
11/02/2015 19:00	54	79	63	82	59	52	389	6	100
11/02/2015 19:05	49	62	58	80	61	49	359	6	100
11/02/2015 19:10	51	64	64	63	72	51	365	6	100
11/02/2015 19:15	55	66	67	76	59	51	374	6	100
11/02/2015 19:20	43	56	62	53	56	49	319	6	100
11/02/2015 19:25	49	49	47	54	65	48	312	6	100
11/02/2015 19:30	45	52	66	55	62	40	320	6	100
11/02/2015 19:35	32	54	44	68	55	37	290	6	100
11/02/2015 19:40	54	55	62	55	59	47	332	6	100
11/02/2015 19:45	38	55	58	46	64	43	304	6	100
11/02/2015 19:50	41	46	38	36	53	42	256	6	100
11/02/2015 19:55	39	53	48	55	52	32	279	6	100
11/02/2015 20:00	38	55	49	36	48	35	261	6	100
11/02/2015 20:05	36	40	41	41	40	25	223	6	100
11/02/2015 20:10	29	43	45	56	44	38	255	6	100
11/02/2015 20:15	25	52	58	48	48	42	273	6	100
11/02/2015 20:20	29	46	42	46	50	31	244	6	100
11/02/2015 20:25	39	40	41	50	41	35	246	6	100
11/02/2015 20:30	35	38	35	41	43	31	223	6	100
11/02/2015 20:35	43	46	49	38	55	27	258	6	100
11/02/2015 20:40	43	46	41	46	37	34	247	6	100
11/02/2015 20:45	36	35	42	38	36	30	217	6	100
11/02/2015 20:50	44	43	37	43	43	35	245	6	100
11/02/2015 20:55	32	43	41	43	48	29	236	6	100
11/02/2015 21:00	20	33	34	41	29	34	191	6	100
11/02/2015 21:05	24	42	38	37	40	27	208	6	100
11/02/2015 21:10	26	43	34	30	43	35	211	6	100
11/02/2015 21:15	32	42	37	32	50	23	216	6	100
11/02/2015 21:20	27	32	32	46	33	25	195	6	100
11/02/2015 21:25	39	41	27	46	26	26	205	6	100
11/02/2015 21:30	37	47	30	37	38	21	210	6	100
11/02/2015 21:35	38	36	41	38	31	24	208	6	100
11/02/2015 21:40	40	40	39	45	33	25	222	6	100
11/02/2015 21:45	32	34	31	24	36	25	182	6	100
11/02/2015 21:50	22	26	31	37	43	26	185	6	100
11/02/2015 21:55	37	46	29	38	27	20	197	6	100
11/02/2015 22:00	26	33	27	32	37	21	176	6	100
11/02/2015 22:05	32	37	29	20	29	17	164	6	100
11/02/2015 22:10	38	42	30	39	43	30	222	6	100
11/02/2015 22:15	19	35	28	40	33	28	183	6	100
11/02/2015 22:20	23	25	27	27	30	20	152	6	100
11/02/2015 22:25	24	29	24	32	27	19	155	6	100
11/02/2015 22:30	17	20	17	31	26	17	128	6	100
11/02/2015 22:35	23	30	21	23	24	22	143	6	100
11/02/2015 22:40	19	32	23	26	22	24	146	6	100
11/02/2015 22:45	10	21	15	31	26	23	126	6	100
11/02/2015 22:50	14	18	17	34	22	20	125	6	100
11/02/2015 22:55	18	26	18	25	15	19	121	6	100
11/02/2015 23:00	15	24	13	21	14	11	98	6	100
11/02/2015 23:05	16	20	19	19	16	19	109	6	100
11/02/2015 23:10	18	26	16	19	21	17	117	6	100
11/02/2015 23:15	15	22	20	20	20	14	111	6	100
11/02/2015 23:20	10	21	14	26	21	17	109	6	100
11/02/2015 23:25	10	14	9	13	14	9	69	6	100
11/02/2015 23:30	11	16	13	17	12	12	81	6	100
11/02/2015 23:35	15	20	13	23	23	6	100	6	100
11/02/2015 23:40	11	21	13	26	16	13	100	6	100
11/02/2015 23:45	12	18	14	12	18	12	86	6	100
11/02/2015 23:50	9	11	15	18	15	9	77	6	100
11/02/2015 23:55	8	15	16	12	18	10	79	6	100
11/03/2015 00:00	9	13	8	9	13	11	63	6	100
11/03/2015 00:05	7	14	13	9	13	5	61	6	100
11/03/2015 00:10	8	6	9	19	8	12	62	6	100
11/03/2015 00:15	6	13	10	14	13	11	67	6	100
11/03/2015 00:20	8	12	14	6	17	9	66	6	100
11/03/2015 00:25	6	13	8	8	6	6	47	6	100
11/03/2015 00:30	6	7	7	11	11	8	50	6	100
11/03/2015 00:35	4	10	12	7	10	7	50	6	100
11/03/2015 00:40	9	13	12	10	9	7	60	6	100
11/03/2015 00:45	6	13	7	7	8	3	44	6	100
11/03/2015 00:50	8	9	5	6	7	3	38	6	100
11/03/2015 00:55	7	9	12	5	10	5	48	6	100
11/03/2015 01:00	6	14	12	9	7	4	52	6	100
11/03/2015 01:05	2	2	3	5	10	5	27	6	100
11/03/2015 01:10	3	5	6	4	4	7	29	6	100
11/03/2015 01:15	6	10	5	4	13	3	41	6	100
11/03/2015 01:20	4	5	6	4	6	2	27	6	100
11/03/2015 01:25	10	11	13	6	10	5	55	6	100
11/03/2015 01:30	5	9	8	6	6	3	37	6	100
11/03/2015 01:35	10	11	8	11	3	10	53	6	100
11/03/2015 01:40	6	6	6	6	4	8	36	6	100
11/03/2015 01:45	7	8	8	15	6	6	50	6	100
11/03/2015 01:50	6	12	7	11	7	3	46	6	100
11/03/2015 01:55	8	13	10	12	12	6	61	6	100
11/03/2015 02:00	4	5	8	10	4	4	35	6	100
11/03/2015 02:05	9	14	6	8	4	5	46	6	100
11/03/2015 02:10	5	5	4	9	7	7	37	6	100
11/03/2015 02:15	8	6	4	6	2	3	29	6	100
11/03/2015 02:20	3	8	8	3	5	2	29	6	100
11/03/2015 02:25	8	6	9	8	6	6	43	6	100
11/03/2015 02:30	9	6	9	5	1	4	34	6	100
11/03/2015 02:35	9	12	8	9	4	6	48	6	100
11/03/2015 02:40	8	7	9	7	6	3	40	6	100
11/03/2015 02:45	7	11	8	9	7	4	46	6	100
11/03/2015 02:50	9	17	5	8	8	5	52	6	100
11/03/2015 02:55	13	16	13	9	6	3	60	6	100
11/03/2015 03:00	8	10	11	10	6	4	49	6	100
11/03/2015 03:05	10	7	11	7	8	9	52	6	100
11/03/2015 03:10	7	8	16	8	4	4	47	6	100
11/03/2015 03:15	8	16	14	6	6	4	54	6	100
11/03/2015 03:20	13	13	12	16	7	3	64	6	100
11/03/2015 03:25	16	19	14	16	8	5	78	6	100
11/03/2015 03:30	17	24	12	9	11	2	75	6	100
11/03/2015 03:35	12	23	16	9	13	5	78	6	100
11/03/2015 03:40	29	32	18	17	14	8	118	6	100
11/03/2015 03:45	18	26	20	16	12	4	96	6	100
11/03/2015 03:50	15	22	19	16	12	6	90	6	100
11/03/2015 03:55	21	23	17	18	9	8	96	6	100
11/03/2015 04:00	20	19	19	12	11	6	87	6	100
11/03/2015 04:05	30	27	32	19	13	9	130	6	100
11/03/2015 04:10	34	37	32	15	16	13	147	6	100
11/03/2015 04:15	41	36	33	16	11	8	145	6	100
11/03/2015 04:20	52	46	37	33	24	18	210	6	100
11/03/2015 04:25	56	51	39	28	23	17	214	6	100
11/03/2015 04:30	52	60	40	38	19	13	222	6	100
11/03/2015 04:35	66	55	41	55	27	13	257	6	100
11/03/2015 04:40	75	60	54	41	25	23	278	6	100
11/03/2015 04:45	81	75	68	57	30	16	327	6	100
11/03/2015 04:50	87	69	56	48	25	23	308	6	100
11/03/2015 04:55	91	86	58	59	24	19	337	6	100
11/03/2015 05:00	105	99	72	60	41	17	394	6	100
11/03/2015 05:05	115	96	71	73	40	32	427	6	100
11/03/2015 05:10	119	118	95	75	57	35	499	6	100
11/03/2015 05:15	151	130	105	97	57	47	587	6	100
11/03/2015 05:20	175	145	123	103	74	44	664	6	100
11/03/2015 05:25	168	154	121	117	71	54	685	6	100
11/03/2015 05:30	145	141	128	111	92	62	679	6	100
11/03/2015 05:35	87	84	72	68	78	83	472	6	100
11/03/2015 05:40	116	107	93	104	102	117	639	6	100
11/03/2015 05:45	110	101	76	92	94	112	585	6	100
11/03/2015 05:50	116	113	82	106	95	106	618	6	100
11/03/2015 05:55	107	100	90	107	104	106	614	6	100
11/03/2015 06:00	105	103	75	98	88	103	572	6	100
11/03/2015 06:05	103	103	93	91	79	82	551	6	100
11/03/2015 06:10	83	81	72	84	68	60	448	6	100
11/03/2015 06:15	111	108	104	92	85	58	558	6	100
11/03/2015 06:20	117	109	107	77	66	39	515	6	100
11/03/2015 06:25	111	101	92	80	49	32	465	6	100
11/03/2015 06:30	117	115	101	86	58	42	519	6	100
11/03/2015 06:35	119	106	98	84	71	42	520	6	100
11/03/2015 06:40	120	126	99	96	72	52	565	6	100
11/03/2015 06:45	125	122	112	99	82	54	594	6	100
11/03/2015 06:50	116	122	104	89	72	48	551	6	100
11/03/2015 06:55	127	117	112	96	81	57	590	6	100
11/03/2015 07:00	112	130	117	92	78	60	589	6	100
11/03/2015 07:05	124	122	124	93	70	59	592	6	100
11/03/2015 07:10	133	123	118	82	74	40	570	6	100
11/03/2015 07:15	137	130	123	94	68	56	608	6	100
11/03/2015 07:20	119	110	123	102	67	44	565	6	100
11/03/2015 07:25	122	127	98	78	59	39	523	6	100
11/03/2015 07:30	130	122	94	81	64	37	528	6	100
11/03/2015 07:35	130	120	104	98	69	41	562	6	100
11/03/2015 07:40	118	109	83	82	52	39	483	6	100
11/03/2015 07:45	142	137	112	90	83	55	619	6	100
11/03/2015 07:50	133	119	107	83	58	42	542	6	100
11/03/2015 07:55	103	102	98	78	75	50	506	6	100
11/03/2015 08:00	106	91	85	89	81	41	493	6	100
11/03/2015 08:05	117	110	93	96	77	51	544	6	100
11/03/2015 08:10	108	100	88	83	51	46	476	6	100
11/03/2015 08:15	119	132	107	87	69	36	550	6	100
11/03/2015 08:20	114	105	87	85	67	40	498	6	100
11/03/2015 08:25	105	123	105	80	68	33	514	6	100
11/03/2015 08:30	119	113	106	74	57	43	512	6	100
11/03/2015 08:35	102	103	103	97	66	53	524	6	100
11/03/2015 08:40	92	88	88	75	65	54	462	6	100
11/03/2015 08:45	87	96	92	76	71	53	475	6	100
11/03/2015 08:50	78	95	92	84	58	44	451	6	100
11/03/2015 08:55	86	105	98	70	66	47	472	6	100
11/03/2015 09:00	86	107	99	69	60	51	472	6	100
11/03/2015 09:05	82	97	77	72	67	43	438	6	100
11/03/2015 09:10	77	98	92	78	77	48	470	6	100
11/03/2015 09:15	88	97	82	69	57	55	448	6	100
11/03/2015 09:20	90	118	88	76	80	60	512	6	100
11/03/2015 09:25	96	108	97	90	86	65	542	6	100
11/03/2015 09:30	83	103	96	80	80	66	508	6	100
11/03/2015 09:35	87	106	93	75	88	75	524	6	100
11/03/2015 09:40	90	105	97	88	74	76	530	6	100
11/03/2015 09:45	101	104	97	82	80	53	517	6	100
11/03/2015 09:50	106	112	104	102	73	56	553	6	100
11/03/2015 09:55	87	96	88	85	68	49	473	6	100
11/03/2015 10:00	105	105	82	88	67	60	507	6	100
11/03/2015 10:05	96	111	93	85	67	56	508	6	100
11/03/2015 10:10	86	82	83	80	71	52	454	6	100
11/03/2015 10:15	108	94	85	83	70	60	500	6	100
11/03/2015 10:20	106	112	86	97	80	55	536	6	100
11/03/2015 10:25	76	92	85	68	87	53	461	6	100
11/03/2015 10:30	114	102	69	90	70	60	505	6	100
11/03/2015 10:35	98	107	86	86	83	66	526	6	100
11/03/2015 10:40	105	89	88	83	79	76	520	6	100
11/03/2015 10:45	104	100	100	95	86	69	554	6	100
11/03/2015 10:50	96	94	83	88	80	56	497	6	100
11/03/2015 10:55	84	102	84	63	68	59	460	6	100
11/03/2015 11:00	82	94	74	65	67	59	441	6	100
11/03/2015 11:05	90	91	82	91	72	59	485	6	100
11/03/2015 11:10	75	96	88	74	68	62	463	6	100
11/03/2015 11:15	87	88	89	93	74	46	477	6	100
11/03/2015 11:20	94	97	79	86	71	63	490	6	100
11/03/2015 11:25	87	88	90	91	70	61	487	6	100
11/03/2015 11:30	81	88	86	84	71	63	473	6	100
11/03/2015 11:35	79	97	79	82	59	62	458	6	100
11/03/2015 11:40	76	85	83	83	79	65	471	6	100
11/03/2015 11:45	81	96	104	95	72	77	525	6	100
11/03/2015 11:50	66	90	80	88	64	78	466	6	100
11/03/2015 11:55	85	88	86	80	77	64	480	6	100
11/03/2015 12:00	87	92	85	80	73	53	470	6	100
11/03/2015 12:05	71	84	81	76	79	51	442	6	100
11/03/2015 12:10	91	101	80	82	85	57	496	6	100
11/03/2015 12:15	74	92	82	97	79	68	492	6	100
11/03/2015 12:20	87	93	89	89	71	69	498	6	100
11/03/2015 12:25	90	99	76	71	72	66	474	6	100
11/03/2015 12:30	88	98	72	59	70	63	450	6	100
11/03/2015 12:35	77	95	86	101	95	64	518	6	100
11/03/2015 12:40	72	95	84	75	77	68	471	6	100
11/03/2015 12:45	71	94	85	88	77	65	480	6	100
11/03/2015 12:50	103	102	91	87	74	61	518	6	100
11/03/2015 12:55	83	94	85	82	80	67	491	6	100
11/03/2015 13:00	67	83	85	80	85	62	462	6	100
11/03/2015 13:05	87	89	78	78	69	55	456	6	100
11/03/2015 13:10	66	91	79	77	69	58	440	6	100
11/03/2015 13:15	87	93	82	70	59	48	439	6	100
11/03/2015 13:20	98	94	96	92	81	70	531	6	100
11/03/2015 13:25	86	106	92	77	78	67	506	6	100
11/03/2015 13:30	85	97	89	76	79	50	476	6	100
11/03/2015 13:35	89	94	80	91	83	62	499	6	100
11/03/2015 13:40	89	102	90	109	78	70	538	6	100
11/03/2015 13:45	78	102	96	85	74	68	503	6	100
11/03/2015 13:50	92	95	93	91	84	59	514	6	100
11/03/2015 13:55	80	87	86	82	72	65	472	6	100
11/03/2015 14:00	75	85	82	82	63	51	438	6	100
11/03/2015 14:05	82	104	86	96	67	57	492	6	100
11/03/2015 14:10	81	92	88	76	66	61	464	6	100
11/03/2015 14:15	69	93	97	100	72	52	483	6	100
11/03/2015 14:20	83	90	93	89	53	54	462	6	100
11/03/2015 14:25	94	98	95	73	69	65	494	6	100
11/03/2015 14:30	94	108	85	83	68	57	495	6	100
11/03/2015 14:35	85	89	77	85	76	68	480	6	100
11/03/2015 14:40	83	92	83	91	82	53	484	6	100
11/03/2015 14:45	93	105	101	93	70	58	520	6	100
11/03/2015 14:50	100	97	81	87	73	62	500	6	100
11/03/2015 14:55	86	95	85	86	73	52	477	6	100
11/03/2015 15:00	66	86	95	96	70	62	475	6	100
11/03/2015 15:05	85	102	85	84	74	55	485	6	100
11/03/2015 15:10	76	90	95	96	78	59	494	6	100
