5 Minutes	Lane 1 Speed (mph)	Lane 2 Speed (mph)	Lane 3 Speed (mph)	Lane 4 Speed (mph)	Lane 5 Speed (mph)	Lane 6 Speed (mph)	Speed (mph)	# Lane Points	% Observed
11/09/2015 00:00	75.9	74	72	69.2	64.5	64.5	74.6	6	100
11/09/2015 00:05	57.2	75.1	67.1	68.9	63.5	64.6	62.5	6	100
11/09/2015 00:10	67.8	73.9	71.8	69.1	61.1	64.8	69.2	6	100
11/09/2015 00:15	73.9	77.6	72.4	68.7	61	64.8	73.9	6	100
11/09/2015 00:20	73.5	76.6	73.1	68.9	63.2	64.9	73.6	6	100
11/09/2015 00:25	75.2	73.4	72.3	69.7	63.1	64.8	74	6	100
11/09/2015 00:30	75.6	72.5	70.8	69.8	61.5	64.8	74	6	100
11/09/2015 00:35	77.5	80.5	72.9	67.9	63.4	65.2	76.6	6	100
11/09/2015 00:40	78.7	78.6	72	69.5	64.5	65.2	77.4	6	100
11/09/2015 00:45	83.3	75.2	74.6	69.5	64.8	65.2	80.2	6	100
11/09/2015 00:50	83.7	79	72.4	65.5	63.7	65	80.3	6	100
11/09/2015 00:55	84.1	71.5	71	67	64.1	65	79.7	6	100
11/09/2015 01:00	74.8	72.4	70.4	67.7	63.1	63.1	69	6	0
11/09/2015 01:05	75.5	73	71.1	68.3	63.7	63.7	69.7	6	0
11/09/2015 01:10	75.8	73.4	71.4	68.6	63.9	63.9	70	6	0
11/09/2015 01:15	75.4	74	72	69.2	64.5	64.5	74.5	6	100
11/09/2015 01:20	74.1	73.2	73.5	69.9	65.1	64.3	73.5	6	100
11/09/2015 01:25	75.4	74.4	71.1	68.6	65.6	64.3	74.4	6	100
11/09/2015 01:30	74.7	74.6	72.4	69.2	66.8	64.7	73.9	6	100
11/09/2015 01:35	74.9	72.6	74.5	63.8	60.9	65	73.7	6	100
11/09/2015 01:40	76.7	73.1	67.9	66.8	60.9	65	75.2	6	100
11/09/2015 01:45	77.6	75.5	72.3	67.5	60.9	65	76.3	6	100
11/09/2015 01:50	77.2	73.8	73.9	67.8	60.9	65	75.6	6	100
11/09/2015 01:55	76.2	77.6	74.6	68.7	61.7	65	75.9	6	100
11/09/2015 02:00	77	79.2	74.7	57	64.4	65	75.7	6	100
11/09/2015 02:05	77.7	78.5	74.1	58.5	63.3	64.5	76.5	6	100
11/09/2015 02:10	78.5	76	72.6	64.6	65	64.5	76.9	6	100
11/09/2015 02:15	77.5	78.6	71.8	66.1	65	64.5	76.8	6	100
11/09/2015 02:20	76.3	76.2	70	67.7	64	64.4	75.1	6	100
11/09/2015 02:25	78.1	76.5	71.5	69.3	62.6	64.4	76.6	6	100
11/09/2015 02:30	78.2	75.2	73.5	68.4	63.2	64.4	77.1	6	100
11/09/2015 02:35	79.6	71.7	76.4	67.6	64.2	64.3	77	6	100
11/09/2015 02:40	78.2	71.6	74.9	69.4	64.3	64.3	76.3	6	100
11/09/2015 02:45	79	71.6	74	68.3	64.7	64.4	76.9	6	100
11/09/2015 02:50	76.3	73.4	66.9	66.7	64.7	64.4	74.7	6	100
11/09/2015 02:55	76.9	74.3	68.6	67.7	64.7	64.4	74.8	6	100
11/09/2015 03:00	78.3	78.5	72.7	70	63.1	63.9	77	6	100
11/09/2015 03:05	79.1	76.4	73.8	69.8	61.9	63.9	77.6	6	100
11/09/2015 03:10	81.5	80.7	73.5	70	63.5	63.9	80.2	6	100
11/09/2015 03:15	80.4	77.8	74.6	70.3	63.7	63.9	79	6	100
11/09/2015 03:20	78.8	76.4	75	71	63.3	64.7	77	6	100
11/09/2015 03:25	78	76.1	70.7	70.4	64.4	64.9	76.5	6	100
11/09/2015 03:30	78.2	74.9	67.7	72.5	66.2	64.7	76.1	6	100
11/09/2015 03:35	76.9	73.7	70.6	59.3	67.3	65.2	74.4	6	100
11/09/2015 03:40	79.6	75.7	73.9	62.7	63	65.2	76.8	6	100
11/09/2015 03:45	75.5	71.7	73	67.2	64.1	65	73.3	6	100
11/09/2015 03:50	74.9	70.1	68.1	66.1	64.8	64.5	72.5	6	100
11/09/2015 03:55	77.4	68.4	69.7	70.4	64.1	64.5	74.6	6	100
11/09/2015 04:00	82.3	77.5	73	64.2	62.5	64.5	78.8	6	100
11/09/2015 04:05	84.8	76.4	74.4	53.9	52.6	64.2	78.9	6	100
11/09/2015 04:10	85.1	78.3	73.3	58.7	59.9	64.8	79	6	100
11/09/2015 04:15	83.7	77.7	75.9	74	60.5	64.9	79.9	6	100
11/09/2015 04:20	81.6	77.9	78.7	66	62.4	65.1	78.7	6	100
11/09/2015 04:25	78.2	76.1	77.6	77.7	64.7	65.5	77.1	6	100
11/09/2015 04:30	75.7	75.8	76	79.2	67.6	65.5	75.7	6	100
11/09/2015 04:35	72.9	73.4	73.8	79.2	71.2	64.6	73.6	6	100
11/09/2015 04:40	70.6	71.7	72.9	74.9	69.8	64.5	71.5	6	100
11/09/2015 04:45	68.8	73.1	74.3	79.2	67.6	64.1	71.7	6	100
11/09/2015 04:50	69.7	73.9	72.5	79.2	57.9	64.4	71.5	6	100
11/09/2015 04:55	68	71.6	68.4	79.2	60.3	63.7	69.6	6	100
11/09/2015 05:00	86.5	84	82	79.2	63.3	64.7	83	6	100
11/09/2015 05:05	86.5	84	82	79.2	68.3	65.3	83	6	100
11/09/2015 05:10	86.5	84	82	79.2	74.4	64.7	83.5	6	100
11/09/2015 05:15	86.5	84	82	77.8	71.9	65	82.6	6	100
11/09/2015 05:20	76.1	84	82	79.2	73.9	63.7	79.1	6	100
11/09/2015 05:25	86.5	84	82	76.7	74.3	65.6	81.7	6	100
11/09/2015 05:30	85.5	83.5	80.6	73.8	72.2	67.7	80.4	6	100
11/09/2015 05:35	84.1	78.8	73	68.7	67.1	69.2	76.2	6	100
11/09/2015 05:40	77.6	73.3	70.3	69.3	68.8	69.7	72.6	6	100
11/09/2015 05:45	80.3	73.3	68.5	66.2	62.7	70.1	71.5	6	100
11/09/2015 05:50	72	65.6	62.5	59.4	58.7	69.5	64.8	6	100
11/09/2015 05:55	57.3	51.1	53.3	49.8	52	66.8	53.7	6	100
11/09/2015 06:00	40.1	38.7	37.1	38	44	58	41.3	6	100
11/09/2015 06:05	33.3	32.4	29.9	33.1	37.2	53.1	35	6	100
11/09/2015 06:10	28	29.9	26.1	31.8	36.6	50.4	32.4	6	100
11/09/2015 06:15	29.1	27.9	24	29.1	32.9	45.8	30.6	6	100
