5 Minutes	Lane 1 Speed (mph)	Lane 2 Speed (mph)	Lane 3 Speed (mph)	Lane 4 Speed (mph)	Lane 5 Speed (mph)	Lane 6 Speed (mph)	Speed (mph)	# Lane Points	% Observed
11/09/2015 00:00	76.5	74	72	69.2	64.5	64.5	70.9	6	100
11/09/2015 00:05	76.2	74.6	72.2	68.4	62.5	64.3	70.3	6	100
11/09/2015 00:10	75	74.5	67.8	66.8	62.8	64.8	69.1	6	100
11/09/2015 00:15	75.7	74.3	68.9	70.1	64.9	64.7	70	6	100
11/09/2015 00:20	76.1	74.5	70.1	70.2	64.4	64.5	71	6	100
11/09/2015 00:25	77.1	74	69.5	71.3	63.9	64.6	71.2	6	100
11/09/2015 00:30	76.7	73.7	72.4	70.3	64.6	64.5	71.7	6	100
11/09/2015 00:35	76.6	74.4	72.2	71.7	65.2	64.3	71.7	6	100
11/09/2015 00:40	76.6	74.5	72.8	74	64.1	64.4	72	6	100
11/09/2015 00:45	76.5	73.7	72.8	67	63.9	64.3	70.2	6	100
11/09/2015 00:50	76.7	74.1	74.5	68.2	64.2	64.2	70.8	6	100
11/09/2015 00:55	76.5	74.1	72.6	70	64.2	64.2	71.3	6	100
11/09/2015 01:00	75.4	72.9	71	68.2	63.6	63.6	69.5	6	0
11/09/2015 01:05	75.5	73	71.1	68.3	63.7	63.7	69.6	6	0
11/09/2015 01:10	75.8	73.4	71.4	68.6	63.9	63.9	69.9	6	0
11/09/2015 01:15	76.5	74	72	69.2	64.5	64.5	70.3	6	100
11/09/2015 01:20	76.5	73.8	72	70	64.5	64.3	72	6	100
11/09/2015 01:25	76.4	74.1	72.1	67.1	64.6	64.4	70.7	6	100
11/09/2015 01:30	76.3	73.8	72.4	69.8	64.3	64.4	70.4	6	100
11/09/2015 01:35	76.3	73.9	72.9	66.1	64.4	64.2	70.4	6	100
11/09/2015 01:40	76.2	74.1	71.4	63.1	64.1	64.1	69.4	6	100
11/09/2015 01:45	76.5	73.6	72.3	63.3	63.5	63.6	70	6	100
11/09/2015 01:50	76.5	73.9	73	65.9	64.1	64.1	70.6	6	100
11/09/2015 01:55	76.3	73.6	73.1	66.1	64.3	64.1	70.9	6	100
11/09/2015 02:00	76.5	73.8	72.8	64.5	63.8	64.6	67.9	6	100
11/09/2015 02:05	76.8	74	71.9	62.3	64.7	64.6	67.7	6	100
