5 Minutes	Lane 1 Speed (mph)	Lane 2 Speed (mph)	Lane 3 Speed (mph)	Lane 4 Speed (mph)	Lane 5 Speed (mph)	Lane 6 Speed (mph)	Speed (mph)	# Lane Points	% Observed
11/09/2015 00:00	76.5	74	72	69.2	61.5	64.5	69.7	6	100
11/09/2015 00:05	76.5	74.5	71.1	70.5	64.3	64.5	70.8	6	100
11/09/2015 00:10	76.4	74.2	71.1	66.6	64.2	64.5	70	6	100
11/09/2015 00:15	76.4	73.4	70.2	69.9	63.1	64.5	70	6	100
11/09/2015 00:20	76.5	74.8	71.4	70	63.3	64.5	70	6	100
11/09/2015 00:25	76.7	75.6	70.6	71	65.2	64.5	71.2	6	100
11/09/2015 00:30	76.5	74.7	71.9	69.8	66.3	64.4	71.5	6	100
11/09/2015 00:35	76.5	74.1	72.3	68.9	66.7	64.4	70.9	6	100
11/09/2015 00:40	76.6	73.9	72.6	67.1	64.3	63.8	70.1	6	100
11/09/2015 00:45	76.7	74.3	72.4	68.2	60.9	64.2	69.6	6	100
11/09/2015 00:50	76.7	74.3	72.2	67.9	62.2	64.4	68.9	6	100
11/09/2015 00:55	76.7	74.1	72.1	69.5	62.2	64.5	70.2	6	100
11/09/2015 01:00	76.5	74.1	72.2	68.4	63.3	64.7	70.2	6	100
11/09/2015 01:05	76.4	74.3	72	69	66.6	64.5	70.4	6	100
11/09/2015 01:10	76.4	74.3	71.5	69	65.9	64.4	70.8	6	100
11/09/2015 01:15	76.1	74.1	72	66.6	63.8	64.6	69.8	6	100
11/09/2015 01:20	76.2	74.2	72.1	68.3	62.3	64.8	69.6	6	100
11/09/2015 01:25	76.3	74	72.3	68.3	63.8	64.8	70.2	6	100
11/09/2015 01:30	76.3	74	72.2	67.9	64.3	64.6	70.2	6	100
11/09/2015 01:35	76.3	74.2	71.9	67	64.3	64.7	70.1	6	100
11/09/2015 01:40	76.3	74.1	72	68.2	64.1	64.5	69.9	6	100
11/09/2015 01:45	76.3	73.7	71.8	65.2	65	64.7	70	6	100
11/09/2015 01:50	76.4	74	72	67.5	63.8	64.6	68.8	6	100
11/09/2015 01:55	76.4	73.9	71.6	69.1	62.5	64.6	69.9	6	100
11/09/2015 02:00	76.4	74.2	72	66.5	63.3	64.6	69.8	6	100
11/09/2015 02:05	76.4	74.3	71.9	68.2	63.9	64.5	70.6	6	100
11/09/2015 02:10	76.5	74.5	72	66.8	64	64.5	69.9	6	100
11/09/2015 02:15	76.5	74.3	71.9	66	64.5	64.4	69.1	6	100
11/09/2015 02:20	76.6	74.1	72	65.3	65	64.4	69.1	6	100
