5 Minutes	Lane 1 Speed (mph)	Lane 2 Speed (mph)	Lane 3 Speed (mph)	Lane 4 Speed (mph)	Lane 5 Speed (mph)	Speed (mph)	# Lane Points	% Observed
11/09/2015 00:00	76.5	74	72	68.1	61.3	70.1	5	60
11/09/2015 00:05	76.3	74.2	71.1	67.8	60.9	69.5	5	60
11/09/2015 00:10	76.3	73.9	69.2	67	60.8	68.9	5	60
11/09/2015 00:15	76.6	74.3	69.6	67.3	61	69.4	5	60
11/09/2015 00:20	76.5	74.1	69.1	67	61	69	5	60
11/09/2015 00:25	76.5	74.1	70.6	67.6	61	69.2	5	60
11/09/2015 00:30	76.5	74.2	70.8	67.7	61	69.6	5	60
11/09/2015 00:35	76.4	74.1	71.7	68	61.2	69.4	5	60
11/09/2015 00:40	76.4	73.9	72.1	68.1	61.3	69.9	5	60
11/09/2015 00:45	76.3	73.6	71.7	67.9	61	69.2	5	60
11/09/2015 00:50	76.5	73.7	71.9	68	61.1	69.3	5	60
11/09/2015 00:55	76.5	73.9	71.7	68	61	68.6	5	60
11/09/2015 01:00	76.5	74.1	71.5	68	61.2	69.1	5	60
11/09/2015 01:05	76.5	74	72.1	68.2	61.3	69.1	5	60
11/09/2015 01:10	76.5	74	72.1	68.2	61.4	68.4	5	60
11/09/2015 01:15	76.6	74.1	71.1	67.8	61.2	68.7	5	60
11/09/2015 01:20	76.6	74	71.6	68	61.1	68.7	5	60
11/09/2015 01:25	76.4	74	72	68.1	61.2	69.2	5	60
11/09/2015 01:30	76.3	74.1	72.2	68.2	61.3	68.7	5	60
11/09/2015 01:35	76.5	73.9	72.2	68.2	61.4	68.4	5	60
11/09/2015 01:40	76.5	73.9	71.8	68	61	68.8	5	60
11/09/2015 01:45	76.4	73.8	71.8	68	61.3	68.3	5	60
11/09/2015 01:50	76.5	74.1	71.4	67.9	61	68.4	5	60
11/09/2015 01:55	76.5	74.1	71.7	68	60.9	68.7	5	60
11/09/2015 02:00	76.4	74.1	71.9	68.1	61	68.6	5	60
11/09/2015 02:05	76.4	73.9	72.1	68.1	61.2	68.9	5	60
11/09/2015 02:10	76.4	74	72.3	68.2	61.3	68.1	5	60
11/09/2015 02:15	76.5	73.9	71.1	67.7	60.9	68.7	5	60
11/09/2015 02:20	76.5	73.9	72	68.1	61.1	67.6	5	60
11/09/2015 02:25	76.5	73.8	72.2	68.1	61.4	68.7	5	60
11/09/2015 02:30	76.5	73.9	72.3	68.2	61.1	68.1	5	60
11/09/2015 02:35	76.5	74	72.5	68.3	61.3	68.4	5	60
11/09/2015 02:40	76.4	74	72.2	68.2	61.3	68.2	5	60
11/09/2015 02:45	76.4	73.9	72.3	68.2	61.4	68.6	5	60
11/09/2015 02:50	76.6	73.8	71.9	68	61.2	67.4	5	60
11/09/2015 02:55	76.4	73.8	72	68	61.3	68.4	5	60
11/09/2015 03:00	76.4	73.9	72.1	68.1	61.4	68	5	60
11/09/2015 03:05	76.5	74.1	71.5	68	61.1	67.9	5	60
11/09/2015 03:10	76.4	73.9	71.4	67.9	61.1	67.7	5	60
11/09/2015 03:15	76.5	73.9	71.7	68	61.4	67.8	5	60
11/09/2015 03:20	76.5	73.7	72	68	61.2	68.4	5	60
11/09/2015 03:25	76.3	74	72.1	68.2	61.3	68.5	5	60
11/09/2015 03:30	76.4	74	72.3	68.2	61.4	68.4	5	60
11/09/2015 03:35	76.5	73.8	72.3	68.2	61.3	68.2	5	60
11/09/2015 03:40	76.6	73.9	72.1	68.1	61.3	68.6	5	60
11/09/2015 03:45	76.4	73.9	71.9	68	61	68	5	60
11/09/2015 03:50	76.5	73.8	72	68	61	68	5	60
11/09/2015 03:55	76.5	73.8	71.3	67.8	60.9	68.4	5	60
11/09/2015 04:00	76.5	73.3	72.2	67.9	61	69.1	5	60
11/09/2015 04:05	76.6	73.8	71.8	68	61.1	68.8	5	60
11/09/2015 04:10	76.5	73.9	71.9	68	61	69.2	5	60
11/09/2015 04:15	76.5	73.9	72	68.1	61	69.5	5	60
11/09/2015 04:20	76.5	73.9	70.9	67.7	60.9	69.1	5	60
11/09/2015 04:25	76.6	74	71.7	68	60.8	69.5	5	60
11/09/2015 04:30	76.5	74.2	71.3	67.9	60.9	69.8	5	60
11/09/2015 04:35	76.5	74	72.2	68.2	61.1	70	5	60
11/09/2015 04:40	76.6	74.3	73.1	68.6	61.5	70.9	5	60
11/09/2015 04:45	76.6	74	73.8	68.8	61.5	70.7	5	60
11/09/2015 04:50	76.6	74.1	73.5	68.7	61.6	69.6	5	60
11/09/2015 04:55	75.7	72.5	73.9	68.3	61.5	71	5	60
11/09/2015 05:00	76.5	73.6	73.7	68.6	61.9	71.1	5	60
11/09/2015 05:05	76.5	73.5	72.4	68.1	61.1	70.6	5	60
11/09/2015 05:10	76.8	74	71.1	67.8	60.9	70.4	5	60
11/09/2015 05:15	76.9	73.8	72.3	68.2	61.2	71.1	5	60
11/09/2015 05:20	77.2	74.3	73.2	68.7	61.3	71.6	5	60
11/09/2015 05:25	77.4	74.3	74	69	61.9	72.2	5	60
11/09/2015 05:30	76.3	73.2	69.4	66.8	60.4	70.4	5	60
11/09/2015 05:35	74	71.8	66.9	65.4	60	68.9	5	60
11/09/2015 05:40	75.6	71.9	67.5	65.6	60.2	69.3	5	60
11/09/2015 05:45	75.2	71.7	70.9	66.9	60.4	70.1	5	60
11/09/2015 05:50	74.4	71	72.5	67.2	61.8	70.2	5	60
11/09/2015 05:55	74.1	71	73.4	67.6	61.9	70.2	5	60
11/09/2015 06:00	74.8	70.5	71.6	66.7	60.9	69.7	5	60
11/09/2015 06:05	75.1	70.9	66.5	64.9	58.8	68.5	5	60
11/09/2015 06:10	75	70.8	67	65.1	58.9	68.6	5	60
11/09/2015 06:15	76	72.6	65.9	65.3	58.6	69.3	5	60
11/09/2015 06:20	76.1	73	68.5	66.4	59	69.8	5	60
11/09/2015 06:25	74.8	72.7	69.1	66.5	58.9	69.7	5	60
11/09/2015 06:30	75.5	73.1	67.4	66	58.8	69.3	5	60
11/09/2015 06:35	76.4	73.6	71.8	67.9	60.7	71.2	5	60
11/09/2015 06:40	77.1	74.1	74.5	69.1	62.2	72.4	5	60
11/09/2015 06:45	78	73.6	74.7	69	61.7	72.5	5	60
11/09/2015 06:50	77.3	73.8	75.8	69.5	61.9	72.7	5	60
11/09/2015 06:55	77.5	73.7	76.3	69.6	60.9	72.5	5	60
11/09/2015 07:00	77.7	74.1	76.6	69.9	60.8	72.9	5	60
11/09/2015 07:05	77	73.1	75.1	69	60.4	72.1	5	60
11/09/2015 07:10	75.9	72.8	75.8	69.1	61.4	71.9	5	60
11/09/2015 07:15	74.9	72.4	73.3	68	61.2	71	5	60
11/09/2015 07:20	74.9	73.6	74.9	69.1	61.9	71.7	5	60
11/09/2015 07:25	74.4	73.4	75.7	69.3	60.9	71.7	5	60
11/09/2015 07:30	75.1	73.1	74.8	68.9	60.6	71.4	5	60
11/09/2015 07:35	74.8	71.5	71	66.8	60.3	69.9	5	60
11/09/2015 07:40	74.3	70.5	70.5	66.3	60.4	69.4	5	60
11/09/2015 07:45	74.6	70.7	70.3	66.3	60.1	69.5	5	60
