5 Minutes	Lane 1 Speed (mph)	Lane 2 Speed (mph)	Lane 3 Speed (mph)	Speed (mph)	# Lane Points	% Observed
11/02/2015 09:35	68.8	65.4	60	65	3	0
11/02/2015 09:40	69.1	65.8	60.4	65.3	3	0
11/02/2015 09:45	69.1	65.7	60.3	65.3	3	0
11/02/2015 09:50	71.5	68.2	63.2	67.9	3	0
11/02/2015 09:55	69.7	66.6	61.5	66.1	3	0
11/02/2015 10:00	67.6	64.4	59	63.8	3	0
11/02/2015 10:05	67.3	64.1	58.8	63.6	3	0
11/02/2015 10:10	68.8	65.6	60.4	65.2	3	0
11/02/2015 10:15	70	66.7	61.3	66.2	3	0
11/02/2015 10:20	68.7	65.6	60.4	65.1	3	0
11/02/2015 10:25	69.1	65.9	60.7	65.5	3	0
11/02/2015 10:30	68.1	64.8	59.4	64.3	3	0
11/02/2015 10:35	67.6	64.4	59	63.8	3	0
11/02/2015 10:40	66.7	63.6	58.3	63.1	3	0
11/02/2015 10:45	65.9	62.8	57.5	62.3	3	0
11/02/2015 10:50	65.9	62.7	57.5	62.2	3	0
11/02/2015 10:55	66.4	63.1	57.7	62.6	3	0
11/02/2015 11:00	66.6	63.6	58.1	63	3	0
11/02/2015 11:05	66.3	63.2	57.9	62.6	3	0
11/02/2015 11:10	66.5	63.3	58	62.8	3	0
11/02/2015 11:15	64.9	61.6	56	61.1	3	0
11/02/2015 11:20	64.8	61.7	56.5	61.2	3	0
11/02/2015 11:25	64.9	61.7	56.1	61.1	3	0
11/02/2015 11:30	67.5	64.2	58.8	63.7	3	0
11/02/2015 11:35	67.5	64.2	58.8	63.7	3	0
11/02/2015 11:40	66.8	63.7	58.4	63.1	3	0
11/02/2015 11:45	66.8	63.6	58.2	63.1	3	0
11/02/2015 11:50	65.9	62.7	57.5	62.2	3	0
11/02/2015 11:55	66.9	63.6	58.1	63.1	3	0
11/02/2015 12:00	67.6	64.3	59	63.9	3	0
11/02/2015 12:05	66.1	62.8	57.3	62.3	3	0
11/02/2015 12:10	66.6	63.5	58.2	63	3	0
11/02/2015 12:15	65.4	62.3	57.1	61.8	3	0
11/02/2015 12:20	67.8	64.7	59.5	64.2	3	0
11/02/2015 12:25	67.5	64.3	59	63.8	3	0
11/02/2015 12:30	68.6	65.5	60.3	65	3	0
11/02/2015 12:35	65.9	62.6	57.1	62	3	0
11/02/2015 12:40	67.5	64.4	59.1	63.8	3	0
11/02/2015 12:45	67.7	64.6	59.3	64.1	3	0
11/02/2015 12:50	68.3	65	59.7	64.6	3	0
11/02/2015 12:55	69.4	66.3	61.1	65.8	3	0
11/02/2015 13:00	67.4	64.1	58.8	63.7	3	0
11/02/2015 13:05	68.3	65	59.7	64.5	3	0
11/02/2015 13:10	69.1	65.9	60.8	65.5	3	0
11/02/2015 13:15	69.9	66.7	61.6	66.3	3	0
11/02/2015 13:20	69.5	66.4	61.2	65.9	3	0
11/02/2015 13:25	68.1	64.8	59.5	64.4	3	0
11/02/2015 13:30	68.9	65.6	60.3	65.1	3	0
11/02/2015 13:35	69.3	66	60.6	65.5	3	0
11/02/2015 13:40	68.6	65.3	60	64.9	3	0
11/02/2015 13:45	67.3	64.1	58.7	63.6	3	0
11/02/2015 13:50	68.2	64.9	59.6	64.5	3	0
11/02/2015 13:55	67.8	64.5	59.1	64	3	0
11/02/2015 14:00	69	65.7	60.4	65.3	3	0
11/02/2015 14:05	68.8	65.5	60.2	65.1	3	0
11/02/2015 14:10	69.1	65.7	60.4	65.3	3	0
11/02/2015 14:15	67.8	64.5	59.3	64.1	3	0
11/02/2015 14:20	67.8	64.6	59.3	64.2	3	0
11/02/2015 14:25	67.2	64	58.8	63.6	3	0
11/02/2015 14:30	67.2	63.9	58.8	63.5	3	0
11/02/2015 14:35	68.2	64.9	59.6	64.4	3	0
11/02/2015 14:40	61.1	58.2	53.5	57.8	3	0
11/02/2015 14:45	57.7	55.1	50.2	54.6	3	0
11/02/2015 14:50	60.3	57.4	52.7	57	3	0
11/02/2015 14:55	57.2	54.7	49.8	54.1	3	0
11/02/2015 15:00	57.8	55.2	50.3	54.6	3	0
11/02/2015 15:05	58.1	55.6	50.6	55	3	0
11/02/2015 15:10	58.5	55.9	51	55.3	3	0
11/02/2015 15:15	57.6	55.1	50.1	54.5	3	0
11/02/2015 15:20	56.4	53.4	48.6	53	3	0
11/02/2015 15:25	58	55	48.6	54.1	3	0
11/02/2015 15:30	57.1	54.2	47.5	53.2	3	0
11/02/2015 15:35	57.8	54.8	49.1	54.2	3	0
11/02/2015 15:40	51.2	48.6	42.2	47.6	3	0
11/02/2015 15:45	48.8	45.9	38.8	44.8	3	0
11/02/2015 15:50	46.3	43.8	36.5	42.5	3	0
11/02/2015 15:55	44.6	42.1	35.3	40.9	3	0
11/02/2015 16:00	41.6	38.8	31.1	37.4	3	0
11/02/2015 16:05	40.8	38.3	30.6	36.8	3	0
11/02/2015 16:10	38.3	35.6	27.9	34.2	3	0
11/02/2015 16:15	38.1	35.4	27.4	33.9	3	0
11/02/2015 16:20	38.4	35.7	27.7	34.3	3	0
11/02/2015 16:25	37.9	35.2	27.2	33.7	3	0
11/02/2015 16:30	40.2	38.1	32.1	37	3	0
11/02/2015 16:35	45.7	43.4	37.2	42.3	3	0
11/02/2015 16:40	41	38.7	31.5	37.3	3	0
11/02/2015 16:45	39.2	36.5	28.6	35.1	3	0
11/02/2015 16:50	39.3	36.6	28.7	35.2	3	0
11/02/2015 16:55	40.3	38	30.3	36.5	3	0
11/02/2015 17:00	40.4	38	30.2	36.5	3	0
11/02/2015 17:05	39.5	36.7	28.8	35.3	3	0
11/02/2015 17:10	39.7	37	29.1	35.6	3	0
11/02/2015 17:15	39.1	36.4	28.5	35	3	0
11/02/2015 17:20	37.7	35	27	33.5	3	0
11/02/2015 17:25	38.6	35.9	27.9	34.4	3	0
11/02/2015 17:30	38.6	36.6	28.8	35	3	0
11/02/2015 17:35	37	35.1	29.6	34.1	3	0
11/02/2015 17:40	37	35.1	29.2	34	3	0
11/02/2015 17:45	39.4	36.7	28.8	35.3	3	0
11/02/2015 17:50	38.4	36.4	30	35.2	3	0
11/02/2015 17:55	37.3	35.1	29.5	34.1	3	0
11/02/2015 18:00	37	35.1	30.7	34.4	3	0
11/02/2015 18:05	40.9	38.6	32.5	37.5	3	0
11/02/2015 18:10	44.9	42.4	35.6	41.3	3	0
11/02/2015 18:15	43.3	40.9	34.9	39.9	3	0
11/02/2015 18:20	44.3	41.4	34	40.2	3	0
11/02/2015 18:25	43	40.2	32.6	38.9	3	0
11/02/2015 18:30	43.9	41.1	33.6	39.9	3	0
11/02/2015 18:35	41.9	39.2	31.5	37.8	3	0
11/02/2015 18:40	48.1	45.4	38.9	44.4	3	0
11/02/2015 18:45	52.3	49.6	43.3	48.6	3	0
11/02/2015 18:50	55.4	52.5	45.7	51.4	3	0
11/02/2015 18:55	53.7	50.9	45.5	50.2	3	0
11/02/2015 19:00	61.4	58.4	53.3	57.9	3	0
11/02/2015 19:05	63.8	60.8	55.6	60.3	3	0
11/02/2015 19:10	65.3	62.2	56.4	61.5	3	0
11/02/2015 19:15	65.7	62.5	57.3	62	3	0
11/02/2015 19:20	66.7	63.5	58.2	63	3	0
11/02/2015 19:25	68.2	64.9	59.6	64.4	3	0
11/02/2015 19:30	69.1	65.8	60.4	65.3	3	0
11/02/2015 19:35	65.3	62.2	57.2	61.7	3	0
11/02/2015 19:40	61.3	58.2	52.9	57.7	3	0
11/02/2015 19:45	58.9	56.3	51.3	55.7	3	0
11/02/2015 19:50	60.7	58	52.9	57.4	3	0
11/02/2015 19:55	61	58.2	53.1	57.6	3	0
11/02/2015 20:00	64.6	61.6	56.4	61.1	3	0
11/02/2015 20:05	66.1	62.9	57.3	62.3	3	0
11/02/2015 20:10	67.2	64	58.4	63.5	3	0
11/02/2015 20:15	67.8	64.6	59.1	64	3	0
11/02/2015 20:20	67.8	64.6	59.1	64	3	0
11/02/2015 20:25	68.2	64.9	59.6	64.4	3	0
11/02/2015 20:30	69.9	66.7	61.4	66.2	3	0
11/02/2015 20:35	70.1	66.7	61.3	66.2	3	0
11/02/2015 20:40	70.4	67.1	61.9	66.7	3	0
11/02/2015 20:45	70.8	67.3	61.9	66.9	3	0
11/02/2015 20:50	70.8	67.3	61.9	66.8	3	0
11/02/2015 20:55	70.6	67.4	62.4	66.9	3	0
11/02/2015 21:00	70.8	67.6	62.6	67.1	3	0
11/02/2015 21:05	70.7	67.3	62.2	66.9	3	0
11/02/2015 21:10	72.1	68.6	63.1	68.1	3	0
11/02/2015 21:15	72.8	69.3	63.7	68.8	3	0
11/02/2015 21:20	73.1	69.6	64	69.1	3	0
11/02/2015 21:25	72.4	68.9	63.3	68.4	3	0
11/02/2015 21:30	72.6	69.3	64.4	68.9	3	0
11/02/2015 21:35	73.5	70	64.3	69.5	3	0
11/02/2015 21:40	73.8	70.3	64.6	69.7	3	0
11/02/2015 21:45	74	70.4	64.7	69.9	3	0
11/02/2015 21:50	73.5	70	64.3	69.4	3	0
11/02/2015 21:55	71.1	67.8	62.6	67.3	3	0
11/02/2015 22:00	72.4	69.2	64.1	68.7	3	0
11/02/2015 22:05	73.5	70	64.3	69.4	3	0
11/02/2015 22:10	72.5	69.2	63.6	68.6	3	0
11/02/2015 22:15	73	69.5	63.9	68.9	3	0
11/02/2015 22:20	72.6	69.1	63.5	68.6	3	0
11/02/2015 22:25	71.8	68.3	62.8	67.7	3	0
11/02/2015 22:30	71.7	68.2	62.7	67.7	3	0
11/02/2015 22:35	71.3	67.9	62.8	67.5	3	0
11/02/2015 22:40	72.2	68.7	63.2	68.1	3	0
11/02/2015 22:45	72.8	69.2	64.2	68.8	3	0
11/02/2015 22:50	72.3	69.1	63.7	68.4	3	0
11/02/2015 22:55	72.1	68.7	63.3	68.1	3	0
11/02/2015 23:00	71.4	68.1	63.1	67.6	3	0
11/02/2015 23:05	72.4	68.9	63.5	68.3	3	0
11/02/2015 23:10	73.1	69.6	64.4	69.1	3	0
11/02/2015 23:15	71.9	68.4	62.9	67.8	3	0
11/02/2015 23:20	72	68.7	63.4	68	3	0
11/02/2015 23:25	71.5	68.1	63.1	67.6	3	0
11/02/2015 23:30	72.5	69.3	64	68.5	3	0
11/02/2015 23:35	72.7	69.3	64	68.7	3	0
11/02/2015 23:40	71.6	68.1	62.5	67.4	3	0
11/02/2015 23:45	72.4	69.2	64.1	68.5	3	0
11/02/2015 23:50	72.7	69.5	63.9	68.6	3	0
11/02/2015 23:55	72.6	69.4	63.8	68.5	3	0
11/03/2015 00:00	72.7	69.2	63.6	68.5	3	0
11/03/2015 00:05	72.8	69.3	63.7	68.5	3	0
11/03/2015 00:10	72.6	69.3	63.8	68.6	3	0
11/03/2015 00:15	73.3	70	64.8	69.4	3	0
11/03/2015 00:20	73	69.5	63.9	68.7	3	0
11/03/2015 00:25	72.9	69.6	64	68.7	3	0
11/03/2015 00:30	72.6	69.1	63.5	68.2	3	0
11/03/2015 00:35	72.2	69	63.5	68.1	3	0
11/03/2015 00:40	69.1	65.7	60.3	65	3	0
11/03/2015 00:45	72	68.8	63.6	68.1	3	0
11/03/2015 00:50	72.5	69.2	63.7	68.3	3	0
11/03/2015 00:55	72.8	69.3	63.7	68.5	3	0
11/03/2015 01:00	72.4	69.2	63.7	68.4	3	0
11/03/2015 01:05	72.8	69.3	63.7	68.4	3	0
11/03/2015 01:10	72.8	69.3	63.7	68.4	3	0
11/03/2015 01:15	72.8	69.2	63.7	68.4	3	0
11/03/2015 01:20	72.7	69.2	63.6	68.2	3	0
11/03/2015 01:25	72.7	69.2	63.6	68.2	3	0
11/03/2015 01:30	72.8	69.2	63.7	68.4	3	0
11/03/2015 01:35	72.7	69.2	63.6	68.2	3	0
11/03/2015 01:40	72.7	69.2	63.6	68.2	3	0
11/03/2015 01:45	72.7	69.2	63.6	68.2	3	0
11/03/2015 01:50	72.6	69.1	63.5	68.2	3	0
11/03/2015 01:55	72.6	69.1	63.5	68.2	3	0
11/03/2015 02:00	72.7	69.2	63.6	68.3	3	0
11/03/2015 02:05	72.6	69.1	63.5	68.1	3	0
11/03/2015 02:10	72.7	69.2	63.6	68	3	0
11/03/2015 02:15	72.7	69.2	63.6	68.2	3	0
11/03/2015 02:20	72.6	69.1	63.5	67.9	3	0
11/03/2015 02:25	72.6	69.1	63.5	67.9	3	0
11/03/2015 02:30	72.6	69.1	63.5	67.9	3	0
11/03/2015 02:35	72.6	69.1	63.5	67.9	3	0
11/03/2015 02:40	72.7	69.2	63.6	68.2	3	0
11/03/2015 02:45	72.8	69.2	63.7	68.2	3	0
11/03/2015 02:50	72.8	69.2	63.7	68.1	3	0
11/03/2015 02:55	72.8	69.2	63.7	68	3	0
11/03/2015 03:00	72.7	69.2	63.6	68	3	0
11/03/2015 03:05	72.7	69.2	63.6	68.1	3	0
11/03/2015 03:10	72.6	69.1	63.5	68.3	3	0
11/03/2015 03:15	74	70.7	65.5	69.6	3	0
11/03/2015 03:20	71.2	68	63	66.9	3	0
11/03/2015 03:25	72	68.8	63.5	67.8	3	0
11/03/2015 03:30	72.5	69	63.5	68	3	0
11/03/2015 03:35	72.6	69.1	63.5	68	3	0
11/03/2015 03:40	72.7	69.2	63.6	68.2	3	0
11/03/2015 03:45	72.7	69.2	63.6	68.1	3	0
11/03/2015 03:50	71.8	68.6	63.5	67.7	3	0
11/03/2015 03:55	71.7	68.4	63.5	67.7	3	0
11/03/2015 04:00	72	68.7	63.5	67.7	3	0
11/03/2015 04:05	71.9	68.5	63.5	67.7	3	0
11/03/2015 04:10	72.7	69.2	63.6	68.2	3	0
11/03/2015 04:15	72.6	69.1	63.5	68.3	3	0
11/03/2015 04:20	72.5	69	63.5	68.3	3	0
11/03/2015 04:25	72.6	69.1	63.5	68.2	3	0
11/03/2015 04:30	71.7	68.4	63.5	67.6	3	0
11/03/2015 04:35	70.4	67.3	62.2	66.5	3	0
11/03/2015 04:40	73.1	69.7	64.5	69	3	0
11/03/2015 04:45	73.3	69.8	64.5	69.1	3	0
11/03/2015 04:50	73	69.5	63.9	68.7	3	0
11/03/2015 04:55	73.2	69.7	64.1	69.1	3	0
11/03/2015 05:00	72.6	69.4	63.9	68.6	3	0
11/03/2015 05:05	71.7	68.4	63.3	67.9	3	0
11/03/2015 05:10	71.8	68.6	63.6	68.1	3	0
11/03/2015 05:15	70.2	66.9	61.6	66.3	3	0
11/03/2015 05:20	71.6	68.4	63.4	67.9	3	0
11/03/2015 05:25	73.1	69.6	64.4	69.2	3	0
11/03/2015 05:30	73.1	69.7	64.3	69.2	3	0
11/03/2015 05:35	72.7	69.2	63.6	68.6	3	0
11/03/2015 05:40	72.4	69.1	64.1	68.7	3	0
11/03/2015 05:45	74.4	71	65.8	70.6	3	0
11/03/2015 05:50	70.4	67.3	62.2	66.8	3	0
11/03/2015 05:55	70.5	67.1	61.6	66.6	3	0
11/03/2015 06:00	70.6	67.4	62.4	67	3	0
11/03/2015 06:05	71.9	68.6	63.1	68.1	3	0
11/03/2015 06:10	72	68.7	63.5	68.3	3	0
11/03/2015 06:15	72.8	69.6	64	69	3	0
11/03/2015 06:20	72.2	69	64	68.6	3	0
11/03/2015 06:25	71.4	67.9	62.7	67.5	3	0
11/03/2015 06:30	70.3	67.1	62	66.7	3	0
11/03/2015 06:35	71.4	68.1	62.7	67.7	3	0
11/03/2015 06:40	70.5	67.3	62.3	66.9	3	0
11/03/2015 06:45	71.5	68.1	62.6	67.6	3	0
11/03/2015 06:50	71.7	68.2	62.7	67.8	3	0
11/03/2015 06:55	71.8	68.4	62.9	67.9	3	0
11/03/2015 07:00	71.5	68	62.5	67.6	3	0
11/03/2015 07:05	71	67.6	62.1	67.2	3	0
11/03/2015 07:10	69.8	66.4	61	66	3	0
11/03/2015 07:15	70	66.6	61.2	66.2	3	0
11/03/2015 07:20	70.2	66.8	61.4	66.4	3	0
11/03/2015 07:25	70.5	67.1	61.7	66.6	3	0
11/03/2015 07:30	69.4	66	60.7	65.6	3	0
11/03/2015 07:35	69.8	66.4	61	66	3	0
11/03/2015 07:40	70.2	66.8	61.4	66.5	3	0
11/03/2015 07:45	69.5	66.1	60.8	65.7	3	0
11/03/2015 07:50	69.7	66.3	61	65.9	3	0
11/03/2015 07:55	69.6	66.3	60.9	65.8	3	0
11/03/2015 08:00	69.7	66.3	61	65.9	3	0
11/03/2015 08:05	69.9	66.5	61.2	66.1	3	0
11/03/2015 08:10	69.9	66.5	61.2	66.1	3	0
11/03/2015 08:15	69.1	65.7	60.4	65.3	3	0
11/03/2015 08:20	69.9	66.5	61.2	66.1	3	0
11/03/2015 08:25	70	66.6	61.2	66.2	3	0
11/03/2015 08:30	69.5	66.2	60.8	65.7	3	0
11/03/2015 08:35	70.3	66.9	61.5	66.5	3	0
11/03/2015 08:40	69.4	66.3	61.2	65.9	3	0
11/03/2015 08:45	69.9	66.5	61.2	66.1	3	0
11/03/2015 08:50	68.6	65.4	60.2	65	3	0
11/03/2015 08:55	70.1	66.8	61.4	66.3	3	0
11/03/2015 09:00	70.6	67.2	61.8	66.8	3	0
11/03/2015 09:05	70	66.6	61.2	66.2	3	0
11/03/2015 09:10	72.6	69.3	64.1	68.9	3	0
11/03/2015 09:15	71.5	68.1	62.6	67.6	3	0
11/03/2015 09:20	70	66.8	61.7	66.4	3	0
11/03/2015 09:25	69.5	66.4	61.2	65.9	3	0
11/03/2015 09:30	71.8	68.4	62.9	67.9	3	0
11/03/2015 09:35	70.8	67.6	62.6	67.2	3	0
11/03/2015 09:40	70.7	67.6	62.5	67.1	3	0
11/03/2015 09:45	71.6	68.4	63.4	68	3	0
11/03/2015 09:50	71	67.9	62.8	67.4	3	0
11/03/2015 09:55	70.8	67.6	62.5	67.2	3	0
11/03/2015 10:00	70.7	67.6	62.2	67	3	0
11/03/2015 10:05	68.4	65.1	59.7	64.6	3	0
11/03/2015 10:10	69.1	65.9	60.8	65.5	3	0
11/03/2015 10:15	69.8	66.4	61	65.9	3	0
11/03/2015 10:20	69.7	66.3	61	65.9	3	0
11/03/2015 10:25	70.2	66.8	61.4	66.4	3	0
11/03/2015 10:30	69.4	66.3	61.2	65.8	3	0
11/03/2015 10:35	66.8	63.7	58.3	63.2	3	0
11/03/2015 10:40	67.4	64.3	59	63.8	3	0
11/03/2015 10:45	68.6	65.5	60.3	65	3	0
11/03/2015 10:50	67.1	64	58.7	63.5	3	0
11/03/2015 10:55	67.5	64.3	59	63.8	3	0
11/03/2015 11:00	66.5	63.4	58.1	62.9	3	0
11/03/2015 11:05	68.2	65.1	59.9	64.6	3	0
11/03/2015 11:10	66.9	63.7	58.4	63.2	3	0
11/03/2015 11:15	67.9	64.8	59.6	64.4	3	0
11/03/2015 11:20	66.7	63.5	58.2	63	3	0
11/03/2015 11:25	68.2	64.9	59.6	64.4	3	0
11/03/2015 11:30	67.9	64.7	59.3	64.2	3	0
11/03/2015 11:35	66.5	63.4	58.1	62.9	3	0
11/03/2015 11:40	67.7	64.6	59.3	64.1	3	0
11/03/2015 11:45	68.9	65.6	60.3	65.2	3	0
11/03/2015 11:50	68.6	65.3	60	64.9	3	0
11/03/2015 11:55	66.2	62.9	57.5	62.4	3	0
11/03/2015 12:00	64.9	61.7	56.1	61.1	3	0
11/03/2015 12:05	64.9	61.9	56.7	61.4	3	0
11/03/2015 12:10	66.8	63.7	58.4	63.2	3	0
11/03/2015 12:15	65.2	62	56.7	61.5	3	0
11/03/2015 12:20	66.7	63.4	58	62.9	3	0
11/03/2015 12:25	67.4	64.1	58.8	63.7	3	0
11/03/2015 12:30	67.9	64.6	59.3	64.1	3	0
11/03/2015 12:35	68.9	65.6	60.3	65.2	3	0
11/03/2015 12:40	68.8	65.4	60.2	65	3	0
11/03/2015 12:45	68.8	65.4	60.2	65	3	0
11/03/2015 12:50	68.2	64.9	59.6	64.4	3	0
11/03/2015 12:55	65.6	62.4	57.2	61.9	3	0
11/03/2015 13:00	65.6	62.3	57.1	61.9	3	0
11/03/2015 13:05	65.8	62.7	57.4	62.2	3	0
11/03/2015 13:10	66.5	63.3	58	62.9	3	0
11/03/2015 13:15	67.4	64.1	58.8	63.7	3	0
11/03/2015 13:20	68.7	65.4	60.1	65	3	0
11/03/2015 13:25	68.9	65.6	60.3	65.1	3	0
11/03/2015 13:30	68.1	64.9	59.5	64.4	3	0
11/03/2015 13:35	69.1	65.7	60.4	65.4	3	0
11/03/2015 13:40	69.1	65.7	60.4	65.4	3	0
11/03/2015 13:45	68.2	64.9	59.7	64.5	3	0
11/03/2015 13:50	67.9	64.7	59.4	64.2	3	0
11/03/2015 13:55	67.7	64.4	59.2	64	3	0
