5 Minutes	Lane 1 Speed (mph)	Lane 2 Speed (mph)	Lane 3 Speed (mph)	Lane 4 Speed (mph)	Lane 5 Speed (mph)	Lane 6 Speed (mph)	Speed (mph)	# Lane Points	% Observed
11/09/2015 00:00	76.5	74	72	69.2	64.5	61.2	69.2	6	83
11/09/2015 00:05	76.5	74.4	72	69.7	65.5	61.3	69.3	6	83
11/09/2015 00:10	75.9	74.2	71.5	69.4	65	61.2	69.1	6	83
11/09/2015 00:15	76.2	74.6	71.1	68.4	64.4	61.2	68.2	6	83
11/09/2015 00:20	76.4	75.1	70	69.2	64.9	61.4	69.1	6	83
11/09/2015 00:25	76.7	75.4	70	69	67.6	61.7	69.5	6	83
11/09/2015 00:30	76.6	74.2	71.8	69.7	65.1	61.5	69.6	6	83
11/09/2015 00:35	76.8	74.2	72	69.5	65.8	61.3	69.2	6	83
11/09/2015 00:40	76.7	74.4	72.3	70.1	64.8	61.3	69.1	6	83
11/09/2015 00:45	76.9	74.4	72.7	69.9	64.6	61.4	69.4	6	83
11/09/2015 00:50	76.9	74.3	71.1	70.2	64.8	61.3	68.3	6	83
11/09/2015 00:55	76.8	74.4	71.8	70.7	65.3	61.5	69	6	83
11/09/2015 01:00	75.4	72.9	71	68.2	63.6	63.6	69.5	6	0
11/09/2015 01:05	75.4	72.9	71	68.2	63.6	63.6	69.6	6	0
11/09/2015 01:10	75.5	73	71.1	68.3	63.7	63.7	69.6	6	0
11/09/2015 01:15	76.5	74	72	69.2	64.5	61.3	68.4	6	83
11/09/2015 01:20	76.6	74.1	73.1	69.2	64.7	61.4	69.3	6	83
11/09/2015 01:25	76.5	74	72.7	68.5	65	61.3	68.6	6	83
11/09/2015 01:30	76.6	73.9	72.7	69.7	65	61.3	68.4	6	83
11/09/2015 01:35	76.5	74	71.9	67.6	64.9	61.3	68.9	6	83
11/09/2015 01:40	76.6	74	72.6	67.7	64.9	61.3	68.6	6	83
11/09/2015 01:45	76.7	74	72.1	65.8	64.9	61.2	68.1	6	83
11/09/2015 01:50	76.8	74.1	72.5	67.2	64.4	61.3	68	6	83
11/09/2015 01:55	76.7	74	71.8	68.7	64.3	61.2	68.8	6	83
11/09/2015 02:00	76.8	74	70.9	66.6	64.4	61.2	67.6	6	83
11/09/2015 02:05	76.8	74.1	71.9	69.4	64	61.3	68.5	6	83
11/09/2015 02:10	76.8	74	73	67.9	64.4	61.3	68.7	6	83
11/09/2015 02:15	76.7	73.9	71.7	65.6	64.1	61.2	67.5	6	83
11/09/2015 02:20	76.5	74.1	72.4	67.4	64.2	61.3	68.7	6	83
11/09/2015 02:25	76.5	74.3	71.7	68.1	64.5	61.3	68.2	6	83
11/09/2015 02:30	76.6	74.1	71.8	68.5	54.5	61.2	67	6	83
11/09/2015 02:35	76.6	74.2	72	69.3	59.5	61.2	67.8	6	83
11/09/2015 02:40	76.6	74	72.5	67	62	61.2	67.8	6	83
11/09/2015 02:45	76.6	74.2	72	67.9	63.2	61.2	67.8	6	83
11/09/2015 02:50	76.1	74	71.6	67.4	63.6	61.2	68.1	6	83
11/09/2015 02:55	76.2	74.2	72.3	68	64.1	61.2	68.9	6	83
11/09/2015 03:00	76.3	74	71.4	69.1	64.2	61.2	68.9	6	83
11/09/2015 03:05	76.4	73.9	72	68.3	64.4	61.3	67.6	6	83
11/09/2015 03:10	76.5	73.9	71.8	67.1	64.7	61.3	68.4	6	83
