5 Minutes	Lane 1 Speed (mph)	Lane 2 Speed (mph)	Lane 3 Speed (mph)	Lane 4 Speed (mph)	Lane 5 Speed (mph)	Speed (mph)	# Lane Points	% Observed
11/02/2015 00:00	77.5	74.8	74.1	58.6	58.8	69.2	5	0
11/02/2015 00:05	77.7	75	74.2	58.8	58.9	69	5	0
11/02/2015 00:10	77.6	74.9	74.1	58.7	58.8	68.7	5	0
11/02/2015 00:15	77.5	74.8	74.1	58.6	58.8	69.2	5	0
11/02/2015 00:20	77.7	75	74.2	58.8	58.9	68.5	5	0
11/02/2015 00:25	77.6	74.9	74.2	58.7	58.8	68.1	5	0
11/02/2015 00:30	77.4	74.7	74	58.6	58.7	68.5	5	0
11/02/2015 00:35	77.4	74.7	74	58.6	58.7	68.2	5	0
11/02/2015 00:40	76.8	74.1	73.4	58.1	58.3	68.6	5	0
11/02/2015 00:45	77.3	74.6	73.8	58.5	58.6	68.1	5	0
11/02/2015 00:50	77.5	74.8	74	58.6	58.7	68.3	5	0
11/02/2015 00:55	77.4	74.7	74	58.6	58.7	68.4	5	0
11/02/2015 01:00	77.4	74.7	73.9	58.5	58.7	68.3	5	0
11/02/2015 01:05	77.3	74.6	73.9	58.5	58.6	68.2	5	0
11/02/2015 01:10	77.5	74.8	74.1	58.6	58.8	67.6	5	0
11/02/2015 01:15	77.6	74.9	74.1	58.7	58.8	67.9	5	0
11/02/2015 01:20	77.6	74.9	74.1	58.7	58.8	67.8	5	0
11/02/2015 01:25	77.5	74.8	74.1	58.6	58.8	67.1	5	0
11/02/2015 01:30	77.5	67.1	74.1	58.6	58.8	66.2	5	0
11/02/2015 01:35	77.6	74.9	74.1	58.7	58.8	67.3	5	0
11/02/2015 01:40	77.5	74.8	74.1	58.6	58.8	67.8	5	0
11/02/2015 01:45	77.5	74.8	74.1	58.6	58.8	67.9	5	0
11/02/2015 01:50	77.4	74.7	74	58.6	58.7	67.3	5	0
11/02/2015 01:55	77.5	74.8	74	58.6	58.7	66.7	5	0
11/02/2015 02:00	77.5	74.8	74	58.6	58.7	66.9	5	0
11/02/2015 02:05	77.3	74.6	73.9	58.5	58.7	67.7	5	0
11/02/2015 02:10	77.4	74.7	74	58.6	58.7	67.7	5	0
11/02/2015 02:15	77.5	74.8	74	58.6	58.7	67.3	5	0
11/02/2015 02:20	77.5	74.8	74.1	58.6	58.8	67	5	0
11/02/2015 02:25	77.4	74.7	74	58.6	58.7	67.2	5	0
11/02/2015 02:30	77.5	74.8	74.1	58.6	58.8	67.2	5	0
11/02/2015 02:35	77.6	67.2	74.2	58.7	58.8	66.3	5	0
11/02/2015 02:40	77.5	74.8	74	58.6	58.7	65.8	5	0
11/02/2015 02:45	77.5	67.1	74.1	58.6	58.8	66.2	5	0
11/02/2015 02:50	77.7	67.2	74.2	58.7	58.9	66.2	5	0
11/02/2015 02:55	77.7	75	74.2	58.7	58.9	66.5	5	0
11/02/2015 03:00	77.5	74.8	74	58.6	58.7	66.9	5	0
11/02/2015 03:05	77.4	74.7	73.9	58.5	58.7	67.3	5	0
11/02/2015 03:10	77.4	67	74	58.6	58.7	66	5	0
11/02/2015 03:15	77.5	74.8	74	58.6	58.7	67.9	5	0
11/02/2015 03:20	77.5	74.8	74	58.6	58.7	66.6	5	0
11/02/2015 03:25	77.5	74.8	74.1	58.6	58.8	67.4	5	0
11/02/2015 03:30	77.6	74.9	74.1	58.7	58.8	67.4	5	0
11/02/2015 03:35	77.6	74.9	74.1	58.7	58.8	66	5	0
11/02/2015 03:40	77.5	74.8	74	58.6	58.7	67.7	5	0
11/02/2015 03:45	77.5	74.8	74.1	58.6	58.8	68.1	5	0
11/02/2015 03:50	77.6	74.9	74.1	58.7	58.8	67.1	5	0
11/02/2015 03:55	77.1	74.4	73.7	58.4	58.5	68.7	5	0
11/02/2015 04:00	77.2	74.5	73.7	58.4	58.6	67.3	5	0
11/02/2015 04:05	77.4	74.7	73.9	58.5	58.7	68.1	5	0
11/02/2015 04:10	77.6	74.9	74.2	58.7	58.8	68.1	5	0
11/02/2015 04:15	77.9	75.2	74.4	58.9	59	69.3	5	0
11/02/2015 04:20	77.9	75.2	74.4	58.9	59	68.6	5	0
11/02/2015 04:25	77.7	75	74.2	58.7	58.9	68.6	5	0
11/02/2015 04:30	77.8	75.1	74.3	58.8	58.9	68.8	5	0
11/02/2015 04:35	77.4	74.7	74	58.6	58.7	68.9	5	0
11/02/2015 04:40	77.1	74.4	73.7	58.4	58.5	68.8	5	0
11/02/2015 04:45	77.1	74.4	73.7	58.3	58.5	69.2	5	0
11/02/2015 04:50	76.9	74.2	73.5	58.2	58.4	68.8	5	0
11/02/2015 04:55	76.6	73.9	73.2	58	58.2	68.8	5	0
11/02/2015 05:00	77	74.3	73.6	58.3	58.5	68.9	5	0
11/02/2015 05:05	77.3	74.6	73.8	58.5	58.6	69.3	5	0
11/02/2015 05:10	78.2	75.5	74.6	59.1	59.2	70.2	5	0
11/02/2015 05:15	78.5	75.7	74.9	59.3	59.3	70.5	5	0
11/02/2015 05:20	78.7	75.9	75.1	59.4	59.5	70.9	5	0
11/02/2015 05:25	78	75.3	74.5	59	59.1	70.4	5	0
11/02/2015 05:30	78.3	75.6	74.8	59.2	59.3	70.7	5	0
11/02/2015 05:35	77.1	74.4	73.7	58.3	58.5	69.7	5	0
11/02/2015 05:40	77.3	74.6	73.9	58.5	58.7	70	5	0
11/02/2015 05:45	76.5	73.8	73.1	57.9	58.1	69.2	5	0
11/02/2015 05:50	77.2	74.5	73.8	58.4	58.6	69.9	5	0
11/02/2015 05:55	77.2	74.5	73.7	58.4	58.6	69.7	5	0
11/02/2015 06:00	77.4	74.7	73.9	58.5	58.7	70	5	0
11/02/2015 06:05	76.6	73.9	73.2	58	58.2	69.3	5	0
11/02/2015 06:10	77.4	74.7	73.9	58.5	58.7	70	5	0
11/02/2015 06:15	78.2	75.5	74.7	59.1	59.2	70.7	5	0
11/02/2015 06:20	78.8	76	75.2	59.5	59.5	71.2	5	0
11/02/2015 06:25	78.8	76	75.2	59.5	59.5	71.2	5	0
11/02/2015 06:30	78.6	75.9	75.1	59.4	59.4	71.1	5	0
11/02/2015 06:35	79	76.2	75.4	59.6	59.6	71.4	5	0
11/02/2015 06:40	77.5	74.8	74.1	58.6	58.8	70.2	5	0
11/02/2015 06:45	77.6	74.9	74.1	58.7	58.8	70.2	5	0
11/02/2015 06:50	78.6	75.9	75.1	59.4	59.4	71.1	5	0
11/02/2015 06:55	78.4	75.6	74.8	59.2	59.3	70.9	5	0
11/02/2015 07:00	77.7	75	74.2	58.8	58.9	70.3	5	0
11/02/2015 07:05	76	73.3	72.7	57.6	57.9	68.9	5	0
11/02/2015 07:10	75.4	72.7	72.1	57.2	57.5	68.4	5	0
11/02/2015 07:15	75.8	73.1	72.4	57.4	57.7	68.6	5	0
11/02/2015 07:20	75	72.3	71.7	56.9	57.2	68	5	0
11/02/2015 07:25	74.9	72.2	71.7	56.9	57.2	68	5	0
11/02/2015 07:30	74.4	71.7	71.2	56.5	56.9	67.6	5	0
11/02/2015 07:35	74.4	71.7	71.1	56.5	56.8	67.5	5	0
11/02/2015 07:40	73.2	70.5	70.1	55.7	56.1	66.5	5	0
11/02/2015 07:45	72.9	70.3	69.8	55.5	56	66.3	5	0
11/02/2015 07:50	73.3	70.6	70.2	55.7	56.2	66.6	5	0
11/02/2015 07:55	72.6	70	69.6	55.3	55.8	66	5	0
11/02/2015 08:00	72	69.3	69	54.9	55.4	65.5	5	0
11/02/2015 08:05	72.8	70.2	69.7	55.4	55.9	66.2	5	0
11/02/2015 08:10	72.3	69.6	69.2	55	55.6	65.7	5	0
11/02/2015 08:15	72.4	69.7	69.3	55.1	55.6	65.8	5	0
11/02/2015 08:20	72.2	69.5	69.1	55	55.5	65.6	5	0
11/02/2015 08:25	72	69.3	68.9	54.8	55.4	65.4	5	0
11/02/2015 08:30	71.5	68.8	68.5	54.5	55.1	65	5	0
11/02/2015 08:35	71.2	68.6	68.3	54.3	54.9	64.8	5	0
11/02/2015 08:40	71.7	69	68.7	54.7	55.2	65.2	5	0
11/02/2015 08:45	72.7	70.1	69.7	55.4	55.9	66.1	5	0
11/02/2015 08:50	73.9	71.2	70.7	56.2	56.6	67.1	5	0
11/02/2015 08:55	74	71.3	70.8	56.2	56.6	67.2	5	0
11/02/2015 09:00	73.8	71.1	70.6	56.1	56.5	66.9	5	0
11/02/2015 09:05	74.8	72.1	71.5	56.8	57.1	67.9	5	0
11/02/2015 09:10	74.6	71.9	71.3	56.6	57	67.6	5	0
11/02/2015 09:15	75	72.3	71.8	56.9	57.2	68	5	0
11/02/2015 09:20	75	72.3	71.8	56.9	57.3	68	5	0
11/02/2015 09:25	74.3	71.6	71.1	56.4	56.8	67.4	5	0
11/02/2015 09:30	74.9	72.2	71.7	56.9	57.2	68	5	0
11/02/2015 09:35	74.2	71.5	71	56.4	56.7	67.3	5	0
11/02/2015 09:40	74.2	71.5	71	56.4	56.7	67.3	5	0
11/02/2015 09:45	73.6	70.9	70.4	55.9	56.4	66.8	5	0
11/02/2015 09:50	73.3	70.6	70.2	55.7	56.2	66.5	5	0
11/02/2015 09:55	73.2	70.5	70.1	55.7	56.2	66.4	5	0
11/02/2015 10:00	73.3	70.6	70.2	55.7	56.2	66.5	5	0
11/02/2015 10:05	72.3	69.6	69.2	55	55.6	65.6	5	0
11/02/2015 10:10	72	69.3	68.9	54.8	55.4	65.3	5	0
11/02/2015 10:15	72.2	69.5	69.1	55	55.5	65.5	5	0
11/02/2015 10:20	72.4	69.8	69.4	55.2	55.7	65.8	5	0
11/02/2015 10:25	73.7	71	70.5	56	56.4	66.8	5	0
11/02/2015 10:30	72.8	70.2	69.7	55.4	55.9	66.1	5	0
11/02/2015 10:35	72.7	70	69.6	55.3	55.8	65.9	5	0
11/02/2015 10:40	72.5	69.9	69.5	55.2	55.7	65.8	5	0
11/02/2015 10:45	72.8	70.1	69.7	55.4	55.9	66.1	5	0
11/02/2015 10:50	72.7	70.1	69.7	55.4	55.9	66	5	0
11/02/2015 10:55	72.8	70.1	69.7	55.4	55.9	66	5	0
11/02/2015 11:00	73	70.3	69.9	55.5	56	66.2	5	0
11/02/2015 11:05	72.7	70.1	69.7	55.4	55.8	66	5	0
11/02/2015 11:10	73.3	70.6	70.2	55.7	56.2	66.4	5	0
11/02/2015 11:15	71.8	69.1	68.8	54.7	55.3	65.2	5	0
11/02/2015 11:20	72.2	69.5	69.2	55	55.5	65.6	5	0
11/02/2015 11:25	71.6	68.9	68.6	54.6	55.2	65.1	5	0
11/02/2015 11:30	71.7	69	68.7	54.7	55.2	65.1	5	0
11/02/2015 11:35	70.7	68	67.8	54	54.6	64.2	5	0
11/02/2015 11:40	71	68.4	68.1	54.2	54.8	64.6	5	0
11/02/2015 11:45	71.6	68.9	68.6	54.6	55.2	65	5	0
11/02/2015 11:50	71.8	69.1	68.8	54.7	55.2	65.2	5	0
11/02/2015 11:55	72	69.3	69	54.9	55.4	65.4	5	0
11/02/2015 12:00	72.2	69.5	69.2	55	55.5	65.6	5	0
11/02/2015 12:05	72.4	69.8	69.4	55.2	55.7	65.7	5	0
11/02/2015 12:10	72.7	70	69.6	55.3	55.8	66	5	0
11/02/2015 12:15	73.2	70.5	70.1	55.7	56.1	66.4	5	0
11/02/2015 12:20	72	69.3	68.9	54.8	55.4	65.3	5	0
11/02/2015 12:25	72.6	69.9	69.5	55.3	55.8	65.9	5	0
11/02/2015 12:30	73	70.3	69.9	55.5	56	66.3	5	0
11/02/2015 12:35	73.3	70.6	70.2	55.8	56.2	66.6	5	0
11/02/2015 12:40	73.5	70.8	70.3	55.9	56.3	66.7	5	0
11/02/2015 12:45	73.8	71.1	70.6	56.1	56.5	66.8	5	0
11/02/2015 12:50	74.2	71.5	71	56.4	56.7	67.2	5	0
11/02/2015 12:55	75.4	72.7	72.1	57.2	57.5	68.2	5	0
11/02/2015 13:00	76.1	73.4	72.8	57.7	57.9	68.6	5	0
11/02/2015 13:05	74.6	71.9	71.4	56.6	57	67.6	5	0
11/02/2015 13:10	73.9	71.2	70.7	56.2	56.6	67	5	0
11/02/2015 13:15	72.4	69.8	69.4	55.2	55.7	65.7	5	0
11/02/2015 13:20	71.9	69.2	68.9	54.8	55.3	65.3	5	0
11/02/2015 13:25	70.9	68.2	68	54.1	54.7	64.4	5	0
11/02/2015 13:30	70.7	68	67.8	54	54.6	64.2	5	0
11/02/2015 13:35	70.1	67.4	67.2	53.6	54.2	63.7	5	0
11/02/2015 13:40	69.9	67.2	67	53.4	54.1	63.5	5	0
11/02/2015 13:45	68.4	65.8	65.7	52.4	53.2	62.3	5	0
11/02/2015 13:50	68.8	66.2	66.1	52.7	53.5	62.6	5	0
11/02/2015 13:55	68.7	66.1	66	52.6	53.4	62.6	5	0
11/02/2015 14:00	69	66.3	66.2	52.8	53.6	62.8	5	0
11/02/2015 14:05	69.1	66.5	66.3	52.9	53.7	62.9	5	0
11/02/2015 14:10	69.9	67.2	67	53.4	54.1	63.5	5	0
11/02/2015 14:15	70.2	67.5	67.3	53.6	54.3	63.8	5	0
11/02/2015 14:20	69.6	66.9	66.8	53.2	54	63.3	5	0
11/02/2015 14:25	69.7	67	66.8	53.3	54	63.4	5	0
11/02/2015 14:30	69.5	66.8	66.7	53.1	53.9	63.2	5	0
11/02/2015 14:35	69.2	66.6	66.4	53	53.7	63	5	0
11/02/2015 14:40	68.1	65.4	65.4	52.2	53	62	5	0
11/02/2015 14:45	68.7	66	65.9	52.6	53.4	62.5	5	0
