5 Minutes	Lane 1 Speed (mph)	Lane 2 Speed (mph)	Lane 3 Speed (mph)	Lane 4 Speed (mph)	Lane 5 Speed (mph)	Lane 6 Speed (mph)	Speed (mph)	# Lane Points	% Observed
11/09/2015 00:00	76.5	74	72	69.2	64.5	64.5	70.8	6	100
11/09/2015 00:05	76.4	74	71.5	69.7	63.8	64.4	70.9	6	100
11/09/2015 00:10	76.3	74	72.1	69.6	64.1	64.4	71.2	6	100
11/09/2015 00:15	76.1	74.9	72	69.7	64.3	64.3	71	6	100
11/09/2015 00:20	76.1	74	71.7	69.6	64.4	64.4	70.4	6	100
11/09/2015 00:25	76.3	74.3	71.8	68.9	64.5	64.4	70.7	6	100
11/09/2015 00:30	76.1	73.9	72.2	69.2	64.5	64.4	71.6	6	100
11/09/2015 00:35	77	74.4	71.6	69.3	64.2	64	71	6	100
11/09/2015 00:40	76.6	75	71.3	69.5	64.3	64.2	70.6	6	100
11/09/2015 00:45	76.6	74.4	71.9	68.9	64.4	64.5	71.9	6	100
11/09/2015 00:50	76.7	74.5	72	69.2	64.5	65.1	71	6	100
11/09/2015 00:55	76.7	74.3	70.2	69.4	64.6	64.3	70.6	6	100
11/09/2015 01:00	76.6	74.1	71	69.5	64.5	64.4	69.2	6	100
11/09/2015 01:05	76.4	74	71.2	69.2	64.4	64.5	71.4	6	100
11/09/2015 01:10	76.5	73.7	71.9	69	64.4	64.5	70.6	6	100
11/09/2015 01:15	76.7	73	55.9	68.7	64.5	64.5	67.2	6	100
11/09/2015 01:20	76.2	73.5	63.8	68.6	64.3	64.5	69.2	6	100
11/09/2015 01:25	76.5	73.6	68.1	67.2	64.2	64.6	69.6	6	100
11/09/2015 01:30	76.1	74	69.5	66.3	64.3	64.5	69.3	6	100
11/09/2015 01:35	76.1	73.9	71.2	67.7	64.5	64.4	70.4	6	100
11/09/2015 01:40	76.3	74.1	71.8	68.6	63.8	64	69.9	6	100
11/09/2015 01:45	76.3	73.7	70.5	69.3	64.2	64.3	69.8	6	100
11/09/2015 01:50	75.8	73.2	70.2	69.4	64.4	64.4	70.3	6	100
11/09/2015 01:55	76.2	73.7	70.3	69.3	64	64.5	70.1	6	100
11/09/2015 02:00	76.3	73.8	71.3	69.4	64.2	64.5	70.8	6	100
11/09/2015 02:05	76.3	74	71.6	68.8	64.3	64.5	71.2	6	100
11/09/2015 02:10	76.6	74.1	72.1	68.6	64.4	64.5	71.6	6	100
11/09/2015 02:15	76.4	74.2	72.1	69.2	64.5	63.8	70.5	6	100
11/09/2015 02:20	76.6	74.1	71.1	69	64.6	63.5	68.4	6	100
11/09/2015 02:25	76.2	74.2	71.1	69.4	64.6	64	70.5	6	100
11/09/2015 02:30	76.5	74	70.8	68.6	64.5	63.5	70.4	6	100
11/09/2015 02:35	76	73.7	70.9	68.2	64.6	63.9	70.7	6	100
11/09/2015 02:40	76	73.8	70.5	67.6	64.2	64.1	70.1	6	100
11/09/2015 02:45	76.1	73.8	71.6	68.2	64.3	64.2	69.4	6	100
11/09/2015 02:50	76.5	73.8	72.1	68.9	64.3	64.5	71.8	6	100
11/09/2015 02:55	76.3	73.8	72.2	69	64	64.4	71.3	6	100
11/09/2015 03:00	77.1	74.1	72.8	69.3	64.5	64.6	72.7	6	100
11/09/2015 03:05	76.8	73.7	72.8	69.6	64.1	64.6	71.9	6	100
11/09/2015 03:10	76.6	73.4	71.8	69.7	64.4	64.4	71.3	6	100
11/09/2015 03:15	76.3	73.9	66.4	69.1	64.3	64.4	71	6	100
11/09/2015 03:20	76.3	73.8	69.5	69.7	64.1	64.4	70.7	6	100
11/09/2015 03:25	76.2	74.5	63.9	67.6	64	64.4	70.8	6	100
11/09/2015 03:30	76.7	74.2	67.5	69	63	64.5	70.7	6	100
11/09/2015 03:35	74.7	74.1	68.4	68.3	63.8	64.6	70.9	6	100
11/09/2015 03:40	75.8	73.5	67.6	67.9	63.8	64.7	70.3	6	100
11/09/2015 03:45	75.7	73.7	64.6	64.9	63.8	64.7	69.3	6	100
11/09/2015 03:50	75.2	75	69.4	66.4	63.4	64.6	70.8	6	100
11/09/2015 03:55	75.8	74.6	70	65	64.1	64.7	70.9	6	100
11/09/2015 04:00	76.9	75.2	65.8	67	64.4	64.8	70.8	6	100
11/09/2015 04:05	77.1	74.8	70	67.2	64.5	64.7	71.5	6	100
11/09/2015 04:10	78.1	74.2	67.2	68.5	64.2	64.6	71.4	6	100
11/09/2015 04:15	78.6	74.7	73.2	66.4	64.5	64	72.7	6	100
11/09/2015 04:20	77.6	73.2	73.2	68.9	64	64.2	72.3	6	100
11/09/2015 04:25	76	73	74.4	67.8	64.3	63.5	72.2	6	100
11/09/2015 04:30	74.9	75.1	72.5	68.9	64.2	64.1	71.4	6	100
11/09/2015 04:35	75.2	75.8	75.1	69.5	64.2	64.5	73	6	100
11/09/2015 04:40	75.7	75.9	67.7	71.1	64.5	64.7	71.6	6	100
11/09/2015 04:45	75.7	75.5	69.2	68.1	63.7	65	71.1	6	100
11/09/2015 04:50	74	73.8	66.2	67.3	63.8	64.9	69.8	6	100
11/09/2015 04:55	72.8	74.7	72.3	67.6	64.8	64.5	71.2	6	100
11/09/2015 05:00	75.8	76.5	74.5	72.7	65.2	64.3	73.4	6	100
11/09/2015 05:05	75.7	75.9	72.8	72.8	62.9	65.2	73	6	100
11/09/2015 05:10	74.5	75.6	69.9	73	63.2	65.4	71.7	6	100
11/09/2015 05:15	74.7	74.8	69.5	71.8	60.2	64.6	71.3	6	100
11/09/2015 05:20	73.6	73.4	72.6	72	64	65.5	71.4	6	100
11/09/2015 05:25	73.4	74.2	74.6	73.8	64.8	65.9	72.3	6	100
11/09/2015 05:30	68.6	67.9	67	67.5	60.5	64	66.6	6	100
11/09/2015 05:35	55.2	55.8	57.3	58.7	53.9	61.2	56.7	6	100
11/09/2015 05:40	36.1	37.6	42.8	44.3	47.6	54.5	42.9	6	100
11/09/2015 05:45	29.1	26.9	31.7	38.5	42.8	50.4	35.7	6	100
11/09/2015 05:50	21.5	21.6	25	34.1	39.4	47.7	30.8	6	100
11/09/2015 05:55	16.3	19	20.8	29.3	36.2	44.2	27.2	6	100
11/09/2015 06:00	15.3	17.8	18.8	29.2	35.8	44.7	26.1	6	100
11/09/2015 06:05	15.2	15.4	16.8	31.1	40.4	48.5	26.4	6	100
11/09/2015 06:10	24	23	29	35.8	47.6	52.4	32.1	6	100
11/09/2015 06:15	45.6	46.6	43.8	52.3	53.8	56.7	48.4	6	100
11/09/2015 06:20	50.6	47.8	45.1	52.6	54.4	60.3	50.6	6	100
11/09/2015 06:25	59.9	59.5	50.6	58.8	58.1	60.1	57.8	6	100
11/09/2015 06:30	63.4	64.6	51.8	61.6	60.1	61.8	60.8	6	100
11/09/2015 06:35	67.2	67.9	53.7	65.9	62.3	60.1	63.5	6	100
11/09/2015 06:40	68.7	67.9	55	64.1	61.2	61.2	63.7	6	100
11/09/2015 06:45	69.5	69.4	59.9	63.6	62.3	63.9	65.2	6	100
11/09/2015 06:50	69.9	70.3	63.6	63.4	65.9	66	66.8	6	100
11/09/2015 06:55	70.8	71.1	62.3	64.1	66.4	67.2	67.2	6	100
11/09/2015 07:00	71	73.2	60.4	65.6	67.3	67.6	67.9	6	100
11/09/2015 07:05	71.6	73.2	66.1	67.8	69.1	67.7	69.6	6	100
11/09/2015 07:10	70.4	71.6	64.5	66.3	67.2	66.7	68.2	6	100
11/09/2015 07:15	69.8	70.7	64.9	67.7	65.2	69.1	68.2	6	100
11/09/2015 07:20	67.5	68.9	63.3	64.9	62.2	65.1	65.8	6	100
11/09/2015 07:25	60.8	61.5	60.9	62.7	61.6	65.3	61.7	6	100
11/09/2015 07:30	49.6	46.5	47.2	52.9	58	61.9	51.2	6	100
11/09/2015 07:35	31.6	30.8	33.3	47	54.6	61	40.5	6	100
11/09/2015 07:40	22.8	21.1	23.6	38.4	48.8	56.6	32.1	6	100
11/09/2015 07:45	16.8	15.2	18	32.5	45.9	56.8	28.8	6	100
11/09/2015 07:50	15.1	15.8	21.1	35.8	45.8	53.9	27.7	6	100
11/09/2015 07:55	17	19.2	26	41.3	49.4	54.3	30.1	6	100
11/09/2015 08:00	18.5	18.9	24	42.2	48.6	56.4	31.7	6	100
11/09/2015 08:05	14.5	16.9	19.2	34.7	41.2	52.2	28.4	6	100
11/09/2015 08:10	14.3	14.7	13.7	27.2	40.8	49.2	23.8	6	100
11/09/2015 08:15	19.7	21	20.6	35.9	45.1	54.8	29.5	6	100
11/09/2015 08:20	38.7	40.2	39.6	47.9	52.6	57.2	44	6	100
11/09/2015 08:25	48.1	46.7	46	52.5	55.2	56.5	49.9	6	100
11/09/2015 08:30	52.3	49.9	45.7	50.2	51.5	56.9	50.7	6	100
11/09/2015 08:35	53.5	49	45.2	52.6	51.6	57.1	51	6	100
11/09/2015 08:40	58	54.7	47.9	57.6	54.8	59.1	55.1	6	100
11/09/2015 08:45	62.6	61.8	47.6	60	54.8	61.3	58.4	6	100
11/09/2015 08:50	65.5	65	53.1	60	56.4	61.1	60.4	6	100
11/09/2015 08:55	67.8	66.4	50.8	57.2	55.1	62.4	60.4	6	100
11/09/2015 09:00	69.6	69.9	56.7	58.4	59.8	64.3	63.9	6	100
11/09/2015 09:05	71.9	71.5	57	63	63.5	65	65.6	6	100
11/09/2015 09:10	71.9	72.1	56.9	62.7	65.5	64.6	66.1	6	100
11/09/2015 09:15	73.9	72.8	55.3	66	64.3	65	66.7	6	100
11/09/2015 09:20	72.5	73.2	54.3	66	62.4	64.6	65.9	6	100
11/09/2015 09:25	73.6	72.2	56.9	66	63.2	61.2	66.3	6	100
11/09/2015 09:30	71.7	71.4	56	62.9	64.4	61.5	65.2	6	100
11/09/2015 09:35	73	71	59.3	64.1	62.5	63.1	65.9	6	100
