5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Lane 5 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/09/2015 00:00	27	46	26	31	7	137	5	60
11/09/2015 00:05	18	37	24	19	28	126	5	60
11/09/2015 00:10	18	39	23	20	3	103	5	60
11/09/2015 00:15	21	46	31	18	4	120	5	60
11/09/2015 00:20	14	23	23	15	27	102	5	60
11/09/2015 00:25	18	30	25	18	29	120	5	60
11/09/2015 00:30	13	30	22	14	23	102	5	60
11/09/2015 00:35	20	31	24	22	4	101	5	60
11/09/2015 00:40	9	30	19	11	22	91	5	60
11/09/2015 00:45	15	21	25	14	27	102	5	60
11/09/2015 00:50	14	34	22	15	25	110	5	60
11/09/2015 00:55	12	25	19	15	25	96	5	60
11/09/2015 01:00	7	25	19	8	24	83	5	60
11/09/2015 01:05	8	19	17	12	22	78	5	60
11/09/2015 01:10	8	24	19	10	23	84	5	60
11/09/2015 01:15	15	18	20	19	33	105	5	60
11/09/2015 01:20	2	16	13	7	21	59	5	60
11/09/2015 01:25	10	19	12	11	21	73	5	60
11/09/2015 01:30	11	21	8	12	21	73	5	60
11/09/2015 01:35	8	19	15	14	23	79	5	60
11/09/2015 01:40	4	19	14	9	21	67	5	60
11/09/2015 01:45	7	11	15	12	22	67	5	60
11/09/2015 01:50	6	19	14	11	22	72	5	60
11/09/2015 01:55	11	13	16	16	24	80	5	60
11/09/2015 02:00	4	8	15	8	20	55	5	60
11/09/2015 02:05	7	18	13	14	23	75	5	60
11/09/2015 02:10	12	14	9	13	22	70	5	60
11/09/2015 02:15	11	15	7	12	21	66	5	60
11/09/2015 02:20	6	14	14	11	22	67	5	60
11/09/2015 02:25	7	12	12	9	21	61	5	60
11/09/2015 02:30	12	7	12	13	21	65	5	60
11/09/2015 02:35	14	9	11	14	23	71	5	60
11/09/2015 02:40	8	7	9	10	20	54	5	60
11/09/2015 02:45	10	16	6	11	21	64	5	60
11/09/2015 02:50	12	13	16	18	1	60	5	60
11/09/2015 02:55	11	14	16	17	25	83	5	60
11/09/2015 03:00	13	15	16	20	2	66	5	60
11/09/2015 03:05	7	15	16	11	21	70	5	60
11/09/2015 03:10	6	16	14	11	22	69	5	60
11/09/2015 03:15	21	13	11	19	2	66	5	60
11/09/2015 03:20	12	16	19	15	25	87	5	60
