5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/02/2015 00:00	50	42	43	26	161	4	0
11/02/2015 00:05	35	41	42	20	138	4	0
11/02/2015 00:10	42	47	37	19	145	4	0
11/02/2015 00:15	35	46	36	21	138	4	0
11/02/2015 00:20	36	44	39	19	138	4	0
11/02/2015 00:25	40	38	33	16	127	4	0
11/02/2015 00:30	29	34	30	23	116	4	0
11/02/2015 00:35	39	33	33	17	122	4	0
11/02/2015 00:40	27	34	26	13	100	4	0
11/02/2015 00:45	30	43	27	13	113	4	0
11/02/2015 00:50	30	34	27	19	110	4	0
11/02/2015 00:55	26	30	27	14	97	4	0
11/02/2015 01:00	14	20	18	14	66	4	0
11/02/2015 01:05	14	20	17	14	65	4	0
11/02/2015 01:10	20	20	10	10	60	4	0
11/02/2015 01:15	22	24	22	8	76	4	0
11/02/2015 01:20	14	22	23	9	68	4	0
11/02/2015 01:25	22	24	24	10	80	4	0
11/02/2015 01:30	19	26	29	9	83	4	0
11/02/2015 01:35	15	21	18	10	64	4	0
11/02/2015 01:40	15	18	19	9	61	4	0
11/02/2015 01:45	19	20	17	9	65	4	0
11/02/2015 01:50	20	20	16	10	66	4	0
11/02/2015 01:55	18	18	23	6	65	4	0
11/02/2015 02:00	15	18	18	9	60	4	0
11/02/2015 02:05	16	20	18	9	63	4	0
11/02/2015 02:10	10	21	16	7	54	4	0
11/02/2015 02:15	8	11	15	5	39	4	0
11/02/2015 02:20	11	17	16	6	50	4	0
11/02/2015 02:25	16	27	15	8	66	4	0
11/02/2015 02:30	9	14	16	9	48	4	0
11/02/2015 02:35	15	21	21	9	66	4	0
11/02/2015 02:40	16	17	17	8	58	4	0
11/02/2015 02:45	16	24	18	10	68	4	0
11/02/2015 02:50	13	18	16	9	56	4	0
11/02/2015 02:55	11	18	14	4	47	4	0
11/02/2015 03:00	21	23	19	8	71	4	0
11/02/2015 03:05	11	21	11	8	51	4	0
11/02/2015 03:10	19	24	19	7	69	4	0
11/02/2015 03:15	19	24	19	7	69	4	0
11/02/2015 03:20	20	26	23	13	82	4	0
11/02/2015 03:25	17	30	25	13	85	4	0
11/02/2015 03:30	20	27	23	10	80	4	0
11/02/2015 03:35	31	39	35	11	116	4	0
11/02/2015 03:40	39	36	31	16	122	4	0
11/02/2015 03:45	37	39	29	16	121	4	0
11/02/2015 03:50	27	37	25	15	104	4	0
11/02/2015 03:55	34	37	26	11	108	4	0
11/02/2015 04:00	34	40	30	13	117	4	0
11/02/2015 04:05	44	43	41	17	145	4	0
11/02/2015 04:10	41	40	37	26	144	4	0
11/02/2015 04:15	64	56	44	21	185	4	0
11/02/2015 04:20	67	60	50	25	202	4	0
11/02/2015 04:25	73	64	57	30	224	4	0
11/02/2015 04:30	85	81	59	36	261	4	0
11/02/2015 04:35	101	81	64	34	280	4	0
11/02/2015 04:40	107	93	70	43	313	4	0
11/02/2015 04:45	124	103	80	39	346	4	0
11/02/2015 04:50	99	93	80	48	320	4	0
11/02/2015 04:55	106	104	73	45	328	4	0
11/02/2015 05:00	123	104	81	50	358	4	0
11/02/2015 05:05	130	96	81	50	357	4	0
11/02/2015 05:10	159	126	117	74	476	4	0
11/02/2015 05:15	171	140	116	83	510	4	0
11/02/2015 05:20	194	168	136	84	582	4	0
11/02/2015 05:25	207	177	140	108	632	4	0
11/02/2015 05:30	210	179	164	129	682	4	0
11/02/2015 05:35	208	190	176	139	713	4	0
11/02/2015 05:40	210	184	174	134	702	4	0
11/02/2015 05:45	200	182	180	160	722	4	0
11/02/2015 05:50	200	191	173	157	721	4	0
11/02/2015 05:55	184	186	155	151	676	4	0
11/02/2015 06:00	197	180	156	147	680	4	0
11/02/2015 06:05	179	171	148	147	645	4	0
11/02/2015 06:10	179	170	147	136	632	4	0
11/02/2015 06:15	167	174	154	131	626	4	0
11/02/2015 06:20	174	163	150	130	617	4	0
11/02/2015 06:25	168	170	158	140	636	4	0
11/02/2015 06:30	169	176	163	136	644	4	0
11/02/2015 06:35	168	160	143	139	610	4	0
11/02/2015 06:40	167	161	151	134	613	4	0
11/02/2015 06:45	159	160	141	131	591	4	0
11/02/2015 06:50	156	145	138	138	577	4	0
11/02/2015 06:55	136	146	130	134	546	4	0
11/02/2015 07:00	138	133	116	127	514	4	0
11/02/2015 07:05	121	131	129	127	508	4	0
11/02/2015 07:10	130	131	134	137	532	4	0
11/02/2015 07:15	137	128	122	138	525	4	0
11/02/2015 07:20	140	123	118	116	497	4	0
11/02/2015 07:25	136	149	133	131	549	4	0
11/02/2015 07:30	153	150	131	130	564	4	0
11/02/2015 07:35	138	143	124	130	535	4	0
11/02/2015 07:40	137	141	115	134	527	4	0
11/02/2015 07:45	123	123	124	140	510	4	0
11/02/2015 07:50	108	118	113	126	465	4	0
11/02/2015 07:55	140	136	131	126	533	4	0
11/02/2015 08:00	136	141	127	129	533	4	0
11/02/2015 08:05	149	145	129	129	552	4	0
11/02/2015 08:10	129	126	114	128	497	4	0
11/02/2015 08:15	115	125	125	130	495	4	0
11/02/2015 08:20	150	144	131	131	556	4	0
11/02/2015 08:25	138	150	135	135	558	4	0
11/02/2015 08:30	145	134	126	135	540	4	0
11/02/2015 08:35	129	131	123	140	523	4	0
11/02/2015 08:40	154	158	141	136	589	4	0
11/02/2015 08:45	151	150	130	146	577	4	0
11/02/2015 08:50	154	150	143	147	594	4	0
11/02/2015 08:55	136	124	134	141	535	4	0
11/02/2015 09:00	129	137	139	140	545	4	0
11/02/2015 09:05	144	145	134	134	557	4	0
11/02/2015 09:10	146	146	134	144	570	4	0
11/02/2015 09:15	146	148	140	140	574	4	0
11/02/2015 09:20	146	149	133	131	559	4	0
11/02/2015 09:25	134	144	134	131	543	4	0
11/02/2015 09:30	127	120	104	111	462	4	0
11/02/2015 09:35	153	155	139	131	578	4	0
11/02/2015 09:40	153	146	127	123	549	4	0
11/02/2015 09:45	125	123	127	124	499	4	0
11/02/2015 09:50	150	145	127	129	551	4	0
11/02/2015 09:55	130	140	114	114	498	4	0
11/02/2015 10:00	143	143	123	124	533	4	0
11/02/2015 10:05	148	147	129	120	544	4	0
11/02/2015 10:10	143	150	123	127	543	4	0
11/02/2015 10:15	153	154	116	139	562	4	0
11/02/2015 10:20	139	139	119	109	506	4	0
11/02/2015 10:25	159	154	118	123	554	4	0
11/02/2015 10:30	164	161	143	134	602	4	0
11/02/2015 10:35	157	160	130	140	587	4	0
11/02/2015 10:40	140	141	127	123	531	4	0
11/02/2015 10:45	146	151	126	124	547	4	0
11/02/2015 10:50	154	156	129	130	569	4	0
11/02/2015 10:55	160	153	134	131	578	4	0
11/02/2015 11:00	151	156	130	116	553	4	0
11/02/2015 11:05	164	161	131	131	587	4	0
11/02/2015 11:10	164	157	137	127	585	4	0
11/02/2015 11:15	163	164	131	124	582	4	0
11/02/2015 11:20	157	159	143	131	590	4	0
11/02/2015 11:25	167	159	138	130	594	4	0
11/02/2015 11:30	170	160	137	135	602	4	0
11/02/2015 11:35	180	163	141	121	605	4	0
11/02/2015 11:40	173	166	142	129	610	4	0
11/02/2015 11:45	174	161	139	125	599	4	0
11/02/2015 11:50	167	159	133	133	592	4	0
11/02/2015 11:55	167	166	140	130	603	4	0
11/02/2015 12:00	180	164	144	104	592	4	0
11/02/2015 12:05	199	170	136	118	623	4	0
11/02/2015 12:10	184	161	131	110	586	4	0
11/02/2015 12:15	176	156	140	100	572	4	0
11/02/2015 12:20	173	160	143	126	602	4	0
11/02/2015 12:25	194	179	143	130	646	4	0
11/02/2015 12:30	191	175	136	109	611	4	0
11/02/2015 12:35	200	173	156	114	643	4	0
11/02/2015 12:40	189	177	146	124	636	4	0
11/02/2015 12:45	193	167	143	109	612	4	0
11/02/2015 12:50	186	166	148	110	610	4	0
11/02/2015 12:55	186	154	137	95	572	4	0
11/02/2015 13:00	184	169	141	116	610	4	0
11/02/2015 13:05	176	160	133	103	572	4	0
11/02/2015 13:10	190	171	143	106	610	4	0
11/02/2015 13:15	169	164	127	94	554	4	0
11/02/2015 13:20	180	161	146	103	590	4	0
11/02/2015 13:25	184	161	143	106	594	4	0
11/02/2015 13:30	196	179	153	126	654	4	0
11/02/2015 13:35	184	161	146	113	604	4	0
11/02/2015 13:40	185	157	143	103	588	4	0
11/02/2015 13:45	187	159	144	93	583	4	0
11/02/2015 13:50	186	153	126	121	586	4	0
11/02/2015 13:55	173	147	124	99	543	4	0
11/02/2015 14:00	174	154	119	110	557	4	0
11/02/2015 14:05	190	163	135	116	604	4	0
11/02/2015 14:10	189	150	151	103	593	4	0
11/02/2015 14:15	171	150	140	110	571	4	0
11/02/2015 14:20	176	151	140	107	574	4	0
11/02/2015 14:25	181	149	140	111	581	4	0
11/02/2015 14:30	164	159	143	113	579	4	0
11/02/2015 14:35	189	163	159	121	632	4	0
11/02/2015 14:40	185	148	151	111	595	4	0
11/02/2015 14:45	179	154	134	111	578	4	0
11/02/2015 14:50	174	160	143	111	588	4	0
11/02/2015 14:55	176	156	140	111	583	4	0
11/02/2015 15:00	176	150	138	99	563	4	0
11/02/2015 15:05	147	143	126	91	507	4	0
11/02/2015 15:10	177	147	134	107	565	4	0
