5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Lane 5 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/02/2015 00:00	30	39	34	30	11	144	5	100
11/02/2015 00:05	25	26	34	31	25	141	5	100
11/02/2015 00:10	19	34	28	37	29	147	5	100
11/02/2015 00:15	24	28	27	26	19	124	5	100
11/02/2015 00:20	23	36	33	37	11	140	5	100
11/02/2015 00:25	14	25	27	28	16	110	5	100
11/02/2015 00:30	17	23	29	24	13	106	5	100
11/02/2015 00:35	21	28	22	28	10	109	5	100
11/02/2015 00:40	21	22	27	22	15	107	5	100
11/02/2015 00:45	11	23	30	33	17	114	5	100
11/02/2015 00:50	12	22	16	19	13	82	5	100
11/02/2015 00:55	14	14	25	29	4	86	5	100
11/02/2015 01:00	7	19	21	25	11	83	5	100
11/02/2015 01:05	11	26	15	14	14	80	5	100
11/02/2015 01:10	7	15	19	12	7	60	5	100
11/02/2015 01:15	10	18	23	19	9	79	5	100
11/02/2015 01:20	11	21	14	22	10	78	5	100
11/02/2015 01:25	9	18	11	20	7	65	5	100
11/02/2015 01:30	3	6	14	13	5	41	5	100
11/02/2015 01:35	12	10	21	12	7	62	5	100
11/02/2015 01:40	10	10	17	8	5	50	5	100
11/02/2015 01:45	6	16	14	10	7	53	5	100
11/02/2015 01:50	10	18	17	14	6	65	5	100
11/02/2015 01:55	7	14	15	18	7	61	5	100
11/02/2015 02:00	9	8	14	12	7	50	5	100
11/02/2015 02:05	5	12	11	11	4	43	5	100
11/02/2015 02:10	2	16	14	7	7	46	5	100
11/02/2015 02:15	6	7	12	8	3	36	5	100
11/02/2015 02:20	5	8	14	9	6	42	5	100
11/02/2015 02:25	10	11	10	8	6	45	5	100
11/02/2015 02:30	6	14	11	8	8	47	5	100
11/02/2015 02:35	3	2	4	8	6	23	5	100
11/02/2015 02:40	4	6	10	10	3	33	5	100
11/02/2015 02:45	3	10	11	13	3	40	5	100
11/02/2015 02:50	5	11	12	9	4	41	5	100
11/02/2015 02:55	4	8	6	7	5	30	5	100
11/02/2015 03:00	5	11	7	8	6	37	5	100
11/02/2015 03:05	4	18	15	12	9	58	5	100
11/02/2015 03:10	6	9	9	11	4	39	5	100
11/02/2015 03:15	6	8	10	11	2	37	5	100
11/02/2015 03:20	10	8	10	16	6	50	5	100
11/02/2015 03:25	4	11	9	11	4	39	5	100
11/02/2015 03:30	1	11	17	11	3	43	5	100
11/02/2015 03:35	6	14	8	11	7	46	5	100
11/02/2015 03:40	6	11	12	12	4	45	5	100
11/02/2015 03:45	8	14	13	8	6	49	5	100
11/02/2015 03:50	9	12	14	11	8	54	5	100
11/02/2015 03:55	12	19	16	12	8	67	5	100
11/02/2015 04:00	11	24	13	14	5	67	5	100
11/02/2015 04:05	15	13	18	12	9	67	5	100
11/02/2015 04:10	11	19	16	14	4	64	5	100
11/02/2015 04:15	18	19	24	24	7	92	5	100
11/02/2015 04:20	18	21	24	20	8	91	5	100
11/02/2015 04:25	18	27	21	24	8	98	5	100
11/02/2015 04:30	17	27	23	22	10	99	5	100
11/02/2015 04:35	17	27	30	24	14	112	5	100
11/02/2015 04:40	33	37	31	28	14	143	5	100
11/02/2015 04:45	40	47	38	32	20	177	5	100
11/02/2015 04:50	34	42	38	22	16	152	5	100
11/02/2015 04:55	45	42	34	24	14	159	5	100
11/02/2015 05:00	31	43	35	29	25	163	5	100
11/02/2015 05:05	40	48	44	28	16	176	5	100
11/02/2015 05:10	55	50	46	40	25	216	5	100
11/02/2015 05:15	54	49	53	50	19	225	5	100
11/02/2015 05:20	55	68	45	43	24	235	5	100
11/02/2015 05:25	84	70	57	40	16	267	5	100
11/02/2015 05:30	69	68	59	49	28	273	5	100
11/02/2015 05:35	82	81	63	53	43	322	5	100
11/02/2015 05:40	104	94	71	57	34	360	5	100
11/02/2015 05:45	110	92	79	62	41	384	5	100
11/02/2015 05:50	113	102	75	58	46	394	5	100
11/02/2015 05:55	93	88	68	62	30	341	5	100
11/02/2015 06:00	100	91	87	67	27	372	5	100
11/02/2015 06:05	82	70	62	58	38	310	5	100
11/02/2015 06:10	109	97	80	81	40	407	5	100
11/02/2015 06:15	112	77	85	61	32	367	5	100
11/02/2015 06:20	98	98	76	61	44	377	5	100
