5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/02/2015 00:00	38	59	38	18	153	4	75
11/02/2015 00:05	42	44	35	20	141	4	75
11/02/2015 00:10	36	62	38	21	157	4	75
11/02/2015 00:15	33	47	38	18	136	4	75
11/02/2015 00:20	40	48	33	13	134	4	75
11/02/2015 00:25	36	44	34	15	129	4	75
11/02/2015 00:30	23	29	24	12	88	4	75
11/02/2015 00:35	26	28	33	13	100	4	75
11/02/2015 00:40	26	42	35	17	120	4	75
11/02/2015 00:45	20	38	28	12	98	4	75
11/02/2015 00:50	21	34	31	13	99	4	75
11/02/2015 00:55	26	26	28	11	91	4	75
11/02/2015 01:00	15	19	25	9	68	4	75
11/02/2015 01:05	18	34	35	15	102	4	75
11/02/2015 01:10	17	21	18	8	64	4	75
11/02/2015 01:15	18	31	30	12	91	4	75
11/02/2015 01:20	18	17	19	9	63	4	75
11/02/2015 01:25	16	35	21	10	82	4	75
11/02/2015 01:30	9	21	14	6	50	4	75
11/02/2015 01:35	13	26	25	8	72	4	75
11/02/2015 01:40	11	18	19	6	54	4	75
11/02/2015 01:45	13	22	16	7	58	4	75
11/02/2015 01:50	7	18	17	7	49	4	75
11/02/2015 01:55	11	28	17	6	62	4	75
11/02/2015 02:00	7	11	14	3	35	4	75
11/02/2015 02:05	5	17	14	3	39	4	75
11/02/2015 02:10	10	18	15	7	50	4	75
11/02/2015 02:15	3	16	18	6	43	4	75
11/02/2015 02:20	10	16	16	5	47	4	75
11/02/2015 02:25	9	14	13	4	40	4	75
11/02/2015 02:30	10	20	18	6	54	4	75
11/02/2015 02:35	3	18	11	5	37	4	75
11/02/2015 02:40	3	14	12	2	31	4	75
11/02/2015 02:45	9	16	11	5	41	4	75
11/02/2015 02:50	7	28	16	4	55	4	75
11/02/2015 02:55	6	9	16	6	37	4	75
11/02/2015 03:00	5	10	13	5	33	4	75
11/02/2015 03:05	4	11	12	4	31	4	75
11/02/2015 03:10	7	16	15	6	44	4	75
11/02/2015 03:15	6	17	12	4	39	4	75
11/02/2015 03:20	6	13	15	6	40	4	75
11/02/2015 03:25	4	13	16	4	37	4	75
11/02/2015 03:30	10	15	18	6	49	4	75
11/02/2015 03:35	5	23	26	8	62	4	75
11/02/2015 03:40	8	18	17	4	47	4	75
11/02/2015 03:45	7	21	12	6	46	4	75
11/02/2015 03:50	14	19	18	5	56	4	75
11/02/2015 03:55	10	15	11	5	41	4	75
11/02/2015 04:00	11	28	22	8	69	4	75
11/02/2015 04:05	15	26	18	6	65	4	75
