5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/09/2015 00:00	2.31	1.84	1.78	2.03	2.11	2.01	5	100
11/09/2015 00:05	1.6	2.08	2.41	1.72	2.61	2.08	5	100
11/09/2015 00:10	2.22	2.27	2.34	1.62	2.89	2.27	5	100
11/09/2015 00:15	1.64	1.67	1.87	1.81	2.88	1.97	5	100
11/09/2015 00:20	1.87	2.13	1.22	1.44	2.55	1.84	5	100
11/09/2015 00:25	1.86	2.23	1.65	1.27	2.38	1.88	5	100
11/09/2015 00:30	2.14	2.85	1.83	1.57	1.69	2.02	5	100
11/09/2015 00:35	1.25	1.99	1.4	1.25	1.94	1.57	5	100
11/09/2015 00:40	.94	1.87	1.22	.6	1.85	1.3	5	100
11/09/2015 00:45	1.13	2.17	1.39	1.41	1.46	1.51	5	100
11/09/2015 00:50	.79	.98	1.76	1.24	1.63	1.28	5	100
11/09/2015 00:55	1.37	1.41	1.42	.79	1.05	1.21	5	100
11/09/2015 01:00	.91	1.24	1.35	1.29	.92	1.14	5	0
11/09/2015 01:05	.9	1.22	1.34	1.27	.91	1.13	5	0
11/09/2015 01:10	.83	1.13	1.23	1.17	.84	1.04	5	0
11/09/2015 01:15	.42	.61	1.55	.97	1.36	.98	5	100
11/09/2015 01:20	1.25	1.18	.79	.79	.6	.92	5	100
11/09/2015 01:25	1.09	1	1.1	1.41	1.13	1.15	5	100
11/09/2015 01:30	.87	.65	1.06	.67	1.08	.87	5	100
11/09/2015 01:35	.68	.94	.51	1.25	.76	.83	5	100
11/09/2015 01:40	.86	1.24	1.01	1.55	1.37	1.21	5	100
11/09/2015 01:45	.61	1.16	.88	.83	1.24	.94	5	100
11/09/2015 01:50	.56	.61	.63	.46	1.08	.67	5	100
11/09/2015 01:55	.66	1.4	.78	.46	1.31	.92	5	100
11/09/2015 02:00	.6	.71	.44	.77	.71	.65	5	100
11/09/2015 02:05	.6	.69	.96	1.33	1.41	1	5	100
11/09/2015 02:10	.52	.83	.69	.65	.94	.73	5	100
