5 Minutes	Lane 1 Speed (mph)	Lane 2 Speed (mph)	Lane 3 Speed (mph)	Lane 4 Speed (mph)	Lane 5 Speed (mph)	Lane 6 Speed (mph)	Speed (mph)	# Lane Points	% Observed
11/02/2015 00:00	76.5	74	72	69.2	64.5	64.5	70.7	6	100
11/02/2015 00:05	76.4	73.2	70.5	68.5	63.3	64.6	69.9	6	100
11/02/2015 00:10	76.5	74.8	71.1	67.3	64.8	64.4	70.9	6	100
11/02/2015 00:15	76.7	75.3	71	67.7	60.3	64.4	70	6	100
11/02/2015 00:20	76.8	74.9	71.4	68.5	64.3	64.4	70.3	6	100
11/02/2015 00:25	76.7	74.7	71.7	69.6	62.9	64.3	70	6	100
11/02/2015 00:30	76.7	74.4	71.6	67.4	63.1	64.4	70.2	6	100
11/02/2015 00:35	76.8	74.4	72.1	67	64.3	64.4	70.4	6	100
11/02/2015 00:40	76.6	74.2	72.2	68.3	63	64.3	70.3	6	100
11/02/2015 00:45	76.5	74.5	72.3	68	62.2	64.2	69.5	6	100
11/02/2015 00:50	76.6	74.2	72.1	70	63.6	64.2	70.5	6	100
11/02/2015 00:55	76.5	74.1	70.1	70.3	62	64.5	69.9	6	100
11/02/2015 01:00	76.6	74.3	70.7	67.3	63.1	64.5	70.2	6	100
11/02/2015 01:05	76.6	74.1	71.2	69.1	63.3	64.7	70	6	100
11/02/2015 01:10	76.6	73.5	71.4	68.9	63.5	64.8	70.2	6	100
11/02/2015 01:15	76.4	73.5	71.7	68.5	64.5	64.6	70.5	6	100
11/02/2015 01:20	76.5	73.5	71.7	68.1	64.1	64.3	70.7	6	100
11/02/2015 01:25	76.5	73.7	72	69.2	64.1	64.4	69.5	6	100
11/02/2015 01:30	76.5	73.5	71.8	67.4	64.1	64.4	70	6	100
11/02/2015 01:35	76.4	73.6	71.9	67.6	64.4	64.5	70.5	6	100
11/02/2015 01:40	76.2	73.8	71.7	68.5	65.5	64.4	70.4	6	100
11/02/2015 01:45	76.4	74	71.9	69.5	63.2	64.4	70.4	6	100
11/02/2015 01:50	76.3	73.8	72	70	63.9	64.4	71	6	100
11/02/2015 01:55	76.4	73.9	71.9	69	62.7	64.4	70.1	6	100
11/02/2015 02:00	76.3	73.8	71.7	69.4	62.7	64.5	70.2	6	100
11/02/2015 02:05	76.4	74	71.7	69.8	63.4	64.5	69.9	6	100
11/02/2015 02:10	76.4	74	72	66.6	62.6	64.8	68.9	6	100
11/02/2015 02:15	76.4	74	71.9	67.1	63.9	64.7	69.4	6	100
11/02/2015 02:20	76.4	74.1	72	68.5	64.7	64.6	70.8	6	100
11/02/2015 02:25	76.5	73.8	71.9	65.8	65.1	64.5	69.4	6	100
11/02/2015 02:30	76.4	73.9	71.7	67.4	65.3	64.4	70.2	6	100
11/02/2015 02:35	76.4	74	71.9	69.1	65.1	64.3	70.9	6	100
11/02/2015 02:40	76.4	74	72.4	69.2	62.6	64.3	70.9	6	100
