5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Lane 6 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	1.96	2.79	3.38	4.46	3.32	.33	2.71	6	0
11/02/2015 00:05	2.57	3.03	3.47	5.28	3.13	.63	3.02	6	0
11/02/2015 00:10	1.88	2.26	2.82	4.17	2.64	.79	2.43	6	0
11/02/2015 00:15	2.01	2.58	2.66	4.25	2.48	.41	2.4	6	0
11/02/2015 00:20	1.47	2.52	2.36	3.61	2.31	.72	2.16	6	0
11/02/2015 00:25	2.02	2.53	2.47	4.04	2.87	.25	2.36	6	0
11/02/2015 00:30	2.35	2.53	2.37	3.53	2.06	.48	2.22	6	0
11/02/2015 00:35	1.93	2.29	2.88	3.31	2.3	.25	2.16	6	0
11/02/2015 00:40	1.61	1.93	1.92	2.98	2.05	.52	1.84	6	0
11/02/2015 00:45	1.67	1.94	2.05	2.32	1.32	.37	1.61	6	0
11/02/2015 00:50	1.49	1.79	1.94	2.52	1.16	.48	1.56	6	0
11/02/2015 00:55	.95	1.92	2.3	2.95	1.3	.22	1.61	6	0
11/02/2015 01:00	.98	1.08	1.13	1.13	.98	.69	1	6	0
11/02/2015 01:05	.98	1.08	1.13	1.13	.98	.69	1	6	0
11/02/2015 01:10	.72	2.5	1.61	2.89	1.11	0	1.47	6	0
11/02/2015 01:15	1.21	1.31	2.11	2.41	1.28	.22	1.42	6	0
11/02/2015 01:20	.8	1.28	1.98	2.23	1.58	.21	1.35	6	0
11/02/2015 01:25	1.16	1.2	1.64	2.18	1.02	.28	1.25	6	0
11/02/2015 01:30	.79	1.42	1.54	1.86	1.1	.3	1.17	6	0
11/02/2015 01:35	.87	1.2	1.53	2.41	1.28	.1	1.23	6	0
11/02/2015 01:40	.78	1.19	1.42	2.86	1.41	.11	1.3	6	0
11/02/2015 01:45	.95	1.17	1.73	2.81	1.35	.54	1.42	6	0
11/02/2015 01:50	1.04	1.12	.97	2.22	.98	.25	1.1	6	0
11/02/2015 01:55	.78	1	1	1.29	1.12	.49	.95	6	0
11/02/2015 02:00	.67	1.1	1.39	1.87	1.06	.14	1.04	6	0
11/02/2015 02:05	.76	.83	1.56	1.99	.62	.41	1.03	6	0
11/02/2015 02:10	.85	1.14	1.26	1.91	1.08	.25	1.08	6	0
11/02/2015 02:15	.43	1.04	1.06	2.11	.83	.46	.99	6	0
11/02/2015 02:20	.26	.83	1.08	1.49	.87	.35	.81	6	0
11/02/2015 02:25	.73	.99	1.09	1.7	.74	.13	.9	6	0
11/02/2015 02:30	.68	.76	1	1.68	.69	.16	.83	6	0
11/02/2015 02:35	.51	1.02	1.33	1.28	1.08	.46	.95	6	0
11/02/2015 02:40	.54	1.17	2.04	2.26	1.36	.41	1.3	6	0
11/02/2015 02:45	.69	.94	1.3	1.67	1.38	.22	1.03	6	0
11/02/2015 02:50	.86	1.42	1.87	1.75	.93	.5	1.22	6	0
11/02/2015 02:55	.85	.93	1.09	1.99	.89	.14	.98	6	0
11/02/2015 03:00	.43	1.05	1.62	1.87	.87	.15	1	6	0
11/02/2015 03:05	.9	1	1.64	1.73	1.08	.59	1.16	6	0
11/02/2015 03:10	1.05	.98	1.36	1.79	.65	.3	1.02	6	0
11/02/2015 03:15	1	1.58	1.35	1.81	.88	.08	1.12	6	0
11/02/2015 03:20	.91	1.3	2.22	1.12	.71	.15	1.07	6	0
11/02/2015 03:25	1.06	1.74	1.7	2.02	.67	.33	1.25	6	0
11/02/2015 03:30	1.24	1.43	1.45	2.71	1.16	.42	1.4	6	0
11/02/2015 03:35	1.29	1.7	1.37	1.5	1.3	.16	1.22	6	0
11/02/2015 03:40	1.58	2.29	2.52	3.46	1.08	.28	1.87	6	0
11/02/2015 03:45	1.83	2.33	1.83	3.35	1.17	.33	1.81	6	0
11/02/2015 03:50	1.91	2.45	2.29	3.1	1.69	.5	1.99	6	0
11/02/2015 03:55	1.55	2.08	1.53	3.92	1.42	.13	1.77	6	0
11/02/2015 04:00	1.85	2.22	1.71	2.62	1.45	0	1.64	6	0
11/02/2015 04:05	1.92	2.18	2.67	2.6	1.25	.11	1.79	6	0
11/02/2015 04:10	2.73	3.05	2.57	2.91	1.1	.1	2.08	6	0
11/02/2015 04:15	2.39	3.03	3.03	4.09	1.38	.16	2.35	6	0
11/02/2015 04:20	2.67	3.98	3.29	2.97	1.38	.13	2.4	6	0
11/02/2015 04:25	3.61	4.37	3.69	4.33	2.19	.1	3.05	6	0
11/02/2015 04:30	4	3.77	3.6	4.15	1.41	.77	2.95	6	0
11/02/2015 04:35	4.83	4.4	3.8	4.6	3.01	.83	3.58	6	0
11/02/2015 04:40	4.33	4.2	4.78	4.87	3.51	.75	3.74	6	0
11/02/2015 04:45	5.03	4.95	5.16	5.96	4.6	.54	4.37	6	0
11/02/2015 04:50	5.44	5.13	4.4	6.24	4	.82	4.34	6	0
11/02/2015 04:55	5.21	5.35	4.68	4.81	3.5	.71	4.04	6	0
11/02/2015 05:00	5.06	5.48	4.67	5.39	4.09	1.28	4.33	6	0
11/02/2015 05:05	6.49	4.98	5.71	5.56	3.54	1.16	4.57	6	0
11/02/2015 05:10	6.49	5.62	5.5	7.1	6.5	1.5	5.45	6	0
11/02/2015 05:15	8.05	7.05	6.05	7.85	6.42	1.38	6.13	6	0
11/02/2015 05:20	9.94	7.76	6.98	7.76	6.31	1.73	6.75	6	0
11/02/2015 05:25	9.27	8.81	7.66	10.95	7.37	1.87	7.65	6	0
11/02/2015 05:30	10.75	8.85	7.9	11.33	9.18	2.3	8.38	6	0
11/02/2015 05:35	11.17	9.75	8.51	11.88	9.54	2.93	8.96	6	0
11/02/2015 05:40	11	10.18	9.83	13.5	9.92	2.55	9.5	6	0
11/02/2015 05:45	10.21	9.63	9.29	12.27	11.36	3.2	9.33	6	0
11/02/2015 05:50	10.14	8.93	8.41	13.44	10.88	2.17	9	6	0
11/02/2015 05:55	10.1	9.29	9.81	12.56	10.52	3.08	9.23	6	0
11/02/2015 06:00	10.22	8.53	8.71	13.11	12.81	3.17	9.43	6	0
11/02/2015 06:05	10.01	8.03	8.25	12.46	11.96	3.1	8.97	6	0
11/02/2015 06:10	9.82	8.78	9.1	12.67	12.32	3.71	9.4	6	0
11/02/2015 06:15	9.6	8.06	8.92	12.67	10.33	3.32	8.82	6	0
11/02/2015 06:20	8.86	8.58	9.19	13.26	10.98	3.01	8.98	6	0
11/02/2015 06:25	8.7	8.29	9.22	13.65	11.71	3.96	9.26	6	0
11/02/2015 06:30	8.86	8.24	9.18	13.87	13.07	3.56	9.46	6	0
11/02/2015 06:35	8.57	8.23	8.67	13.63	13.17	3.74	9.34	6	0
11/02/2015 06:40	8.37	7.86	9.04	13.38	13.21	2.54	9.07	6	0
11/02/2015 06:45	8.6	8.94	8.44	12.49	12.9	4.95	9.39	6	0
11/02/2015 06:50	8.42	7.68	9.02	13.43	14.37	3.94	9.48	6	0
11/02/2015 06:55	8.45	8.66	8.96	13.91	12.36	2.8	9.19	6	0
11/02/2015 07:00	9.39	8.68	11.65	12.85	14.95	3.87	10.23	6	0
11/02/2015 07:05	9.23	9.01	9.59	13.25	14.04	4.41	9.92	6	0
11/02/2015 07:10	8.43	8.93	10.35	17.22	15.61	4.34	10.81	6	0
11/02/2015 07:15	8.54	9.01	10.03	17.27	15.32	4.7	10.81	6	0
11/02/2015 07:20	9.2	9.48	10.96	17.43	15.42	2.97	10.91	6	0
11/02/2015 07:25	8.36	9.1	12.11	18.95	16.41	4.23	11.53	6	0
11/02/2015 07:30	8.44	9.21	11.08	17.48	16.94	3.83	11.16	6	0
11/02/2015 07:35	8.67	8.24	9.54	16.4	16.57	4.67	10.68	6	0
11/02/2015 07:40	8.27	8.44	11.85	18.46	18.74	5.23	11.83	6	0
11/02/2015 07:45	8.15	9.25	10.67	17.63	19.23	4.99	11.65	6	0
11/02/2015 07:50	8.39	9.25	11.81	20.92	20.17	4.84	12.56	6	0
11/02/2015 07:55	8.26	9.82	11.17	17.71	18.38	5.18	11.75	6	0
11/02/2015 08:00	8.18	9.05	12.12	19.02	18.95	5.06	12.06	6	0
11/02/2015 08:05	7.61	8.75	11.72	19.2	17.58	5.94	11.8	6	0
11/02/2015 08:10	8.36	8.6	10.69	19.44	18.5	5.9	11.91	6	0
11/02/2015 08:15	9.61	8.59	11.32	17.1	17.32	5.91	11.64	6	0
11/02/2015 08:20	8.77	8.98	11.53	18.07	17.72	5.35	11.74	6	0
11/02/2015 08:25	8.62	10.68	12.08	18	17.4	5.78	12.09	6	0
11/02/2015 08:30	8.66	9.06	11.67	17.44	20.45	6.87	12.36	6	0
11/02/2015 08:35	8.39	9.01	10.6	17.72	16.98	6.71	11.57	6	0
11/02/2015 08:40	9.5	9.87	11.23	17.09	17.67	5.05	11.73	6	0
11/02/2015 08:45	8.71	9.57	11.28	17.78	16.45	6.92	11.79	6	0
11/02/2015 08:50	8.53	9.93	12.77	18.6	15.79	5.96	11.93	6	0
11/02/2015 08:55	8.54	9.97	11.16	16.01	15.36	6.6	11.27	6	0
11/02/2015 09:00	8.96	9.42	11.21	17.83	17.37	7.02	11.97	6	0
11/02/2015 09:05	9.11	9.28	11.31	17.71	17.13	7.08	11.94	6	0
11/02/2015 09:10	8.98	9.46	11.89	17.02	16.25	7.16	11.79	6	0
11/02/2015 09:15	9.81	9.99	13.87	18.55	17.11	7.72	12.84	6	0
11/02/2015 09:20	9.19	9.89	14.09	17.67	16.98	5.96	12.3	6	0
11/02/2015 09:25	8.28	9.25	12.1	15.23	17.52	5.44	11.3	6	0
11/02/2015 09:30	8.69	9.06	11.34	15.11	14.65	5.75	10.77	6	0
11/02/2015 09:35	8.38	8.99	11.55	18.95	15.69	7.54	11.85	6	0
11/02/2015 09:40	8.93	9.76	11.49	17.48	15.02	6.36	11.51	6	0
11/02/2015 09:45	9.31	9.9	12.12	17.25	15.04	5.52	11.52	6	0
11/02/2015 09:50	9.62	9.13	13.98	18.09	18.35	7.07	12.71	6	0
11/02/2015 09:55	9.3	9.99	10.4	17.2	17.04	6.4	11.72	6	0
11/02/2015 10:00	9.73	9.49	13.51	16.98	16.94	6.92	12.26	6	0
11/02/2015 10:05	10.31	10.23	14.23	19.06	16.13	7.29	12.88	6	0
11/02/2015 10:10	10.21	10.75	12.47	17.2	16.76	5.31	12.12	6	0
11/02/2015 10:15	10.99	9.39	12.96	18.27	15.63	6.43	12.28	6	0
11/02/2015 10:20	9.94	9.91	12.02	16.79	15.94	5.17	11.63	6	0
11/02/2015 10:25	10.06	10.31	13.76	18.21	16.16	5.48	12.33	6	0
