5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/09/2015 00:00	1.55	2.2	2.63	2.07	.65	1.82	5	100
11/09/2015 00:05	1.06	1.2	1.57	2.54	.94	1.46	5	100
11/09/2015 00:10	1.74	1.52	2.45	1.35	1.76	1.76	5	100
11/09/2015 00:15	1.57	2.15	2.86	3.33	.95	2.17	5	100
11/09/2015 00:20	1.32	1.31	2.23	2.11	.6	1.51	5	100
11/09/2015 00:25	.8	1.36	1.74	2.47	.69	1.41	5	100
11/09/2015 00:30	1.34	1.46	2.21	1.91	.78	1.54	5	100
11/09/2015 00:35	1.09	1.68	2.52	2.2	1.5	1.8	5	100
11/09/2015 00:40	1.1	1.37	1.64	1.98	.64	1.35	5	100
11/09/2015 00:45	1.05	1.18	1.41	1.27	1.46	1.27	5	100
11/09/2015 00:50	1.11	1.11	1.66	1.11	.84	1.17	5	100
11/09/2015 00:55	.84	1.32	1.6	1.61	.27	1.13	5	100
11/09/2015 01:00	1.02	1.08	1.68	1.51	.52	1.16	5	100
11/09/2015 01:05	.71	.78	1.33	1.61	1.11	1.11	5	100
11/09/2015 01:10	.93	1.39	1.71	1.26	.81	1.22	5	100
11/09/2015 01:15	.6	.93	.79	1.31	1.32	.99	5	100
11/09/2015 01:20	.69	.91	1.85	1.42	.73	1.12	5	100
11/09/2015 01:25	.68	.87	.92	1.48	1.78	1.15	5	100
11/09/2015 01:30	.6	.97	1.48	1.76	2.18	1.4	5	100
11/09/2015 01:35	.49	.51	1.62	.77	.62	.8	5	100
11/09/2015 01:40	.45	.76	1.48	1.22	2.11	1.2	5	100
11/09/2015 01:45	.31	.69	.82	2.08	2.1	1.2	5	100
11/09/2015 01:50	.54	.59	.87	.69	1	.74	5	100
11/09/2015 01:55	.29	.49	1.83	.9	.81	.86	5	100
11/09/2015 02:00	.37	.64	1.11	1.55	1.11	.96	5	100
11/09/2015 02:05	.53	.93	.79	.96	1.19	.88	5	100
11/09/2015 02:10	.39	.58	1.67	1.07	.06	.75	5	100
11/09/2015 02:15	.47	.47	1.06	.88	.68	.71	5	100
11/09/2015 02:20	.2	.56	2.25	1.2	.63	.97	5	100
11/09/2015 02:25	.29	.47	.89	1.57	.79	.8	5	100
11/09/2015 02:30	.11	.4	1.51	.61	.42	.61	5	100
11/09/2015 02:35	.16	.51	.66	1.42	1.2	.79	5	100
11/09/2015 02:40	.24	.25	.92	1.45	.88	.75	5	100
11/09/2015 02:45	.29	.39	.73	1.19	.65	.65	5	100
11/09/2015 02:50	.2	.54	1.05	.91	.88	.72	5	100
11/09/2015 02:55	.15	.5	.96	.69	1.7	.8	5	100
11/09/2015 03:00	.47	.53	1.36	.81	.65	.76	5	100
11/09/2015 03:05	.15	.37	.99	1.17	1.31	.8	5	100
11/09/2015 03:10	.51	.6	1.9	1.7	.67	1.08	5	100
11/09/2015 03:15	.28	.75	1.22	2.05	.34	.93	5	100
11/09/2015 03:20	.45	.61	1.33	.8	1.38	.91	5	100
11/09/2015 03:25	.18	.48	2.19	1.86	.68	1.08	5	100
11/09/2015 03:30	.44	.65	1.98	.79	1.3	1.03	5	100
11/09/2015 03:35	.54	.75	2.17	1.18	.38	1	5	100
11/09/2015 03:40	.3	.67	1.02	1.69	.81	.9	5	100
11/09/2015 03:45	.46	.58	1.24	1.89	1.91	1.22	5	100
11/09/2015 03:50	.48	.69	1.44	1.2	2.19	1.2	5	100
11/09/2015 03:55	.17	.69	2.07	1.14	.46	.91	5	100
11/09/2015 04:00	.51	1.03	3.28	2.45	1.4	1.73	5	100
11/09/2015 04:05	.47	.77	1.7	1.3	1.16	1.08	5	100
11/09/2015 04:10	.68	1.14	2.21	1.6	1.42	1.41	5	100
11/09/2015 04:15	.79	.99	2.86	1.7	1.67	1.6	5	100
11/09/2015 04:20	1.04	1.47	2.86	2.44	1.49	1.86	5	100
11/09/2015 04:25	.69	1.47	2.24	2.39	2.22	1.8	5	100
11/09/2015 04:30	1.27	1.55	3.23	1.89	.92	1.77	5	100
11/09/2015 04:35	1.17	1.53	2.14	2.85	1.5	1.84	5	100
11/09/2015 04:40	1.6	1.85	3.06	3.9	2.84	2.65	5	100
11/09/2015 04:45	2.08	1.8	4.35	2.83	1.82	2.58	5	100
11/09/2015 04:50	2.59	2	3.78	3.59	1.88	2.77	5	100
11/09/2015 04:55	1.52	2.43	3.11	3.38	3.39	2.77	5	100
11/09/2015 05:00	1.73	1.87	3.82	2.58	1.83	2.37	5	100
11/09/2015 05:05	2.86	2.53	4.29	2.37	3.46	3.1	5	100
11/09/2015 05:10	2.32	2.35	5.11	4.77	2.99	3.51	5	100
11/09/2015 05:15	2.77	3.01	5.19	4.21	2.71	3.58	5	100
11/09/2015 05:20	3.51	3.59	4.35	5.23	4.38	4.21	5	100
11/09/2015 05:25	5.09	4.15	6	5.05	4.92	5.04	5	100
11/09/2015 05:30	4.31	3.5	6.01	6.43	2.78	4.61	5	100
11/09/2015 05:35	5.01	4.39	6.3	6.1	3.55	5.07	5	100
11/09/2015 05:40	5.62	4.67	6.14	6.4	6.11	5.79	5	100
11/09/2015 05:45	5.71	4.67	8.34	7.41	6.18	6.46	5	100
11/09/2015 05:50	5.89	4.59	7.07	7.41	6.72	6.34	5	100
11/09/2015 05:55	5.93	4.2	6.45	9.93	4.24	6.15	5	100
11/09/2015 06:00	6.74	5.69	9.05	7.33	5.53	6.87	5	100
11/09/2015 06:05	7.62	6.01	14.07	7.28	7.26	8.45	5	100
11/09/2015 06:10	6.77	5.98	8.13	9.45	5.96	7.26	5	100
11/09/2015 06:15	7.17	6.3	8.79	7.42	3.59	6.65	5	100
11/09/2015 06:20	7.62	6.41	9.95	8.16	6.3	7.69	5	100
11/09/2015 06:25	7.61	5.83	9.94	9.39	5.27	7.61	5	100
11/09/2015 06:30	6.4	5.52	8.61	8.62	4.77	6.78	5	100
11/09/2015 06:35	8.21	6.66	10.61	10.58	6.89	8.59	5	100
11/09/2015 06:40	7.53	6.24	10.95	9.06	7.92	8.34	5	100
11/09/2015 06:45	7.21	5.96	9.58	12.86	9.52	9.03	5	100
11/09/2015 06:50	7.54	6.29	9.28	12.47	9.51	9.02	5	100
11/09/2015 06:55	7.29	5.39	9.42	10.89	8.88	8.37	5	100
11/09/2015 07:00	7.09	5.86	9.15	11.42	8.87	8.48	5	100
11/09/2015 07:05	7.27	6.34	9.58	14.39	10.63	9.64	5	100
11/09/2015 07:10	7.64	6.73	12.63	13.69	8.98	9.93	5	100
11/09/2015 07:15	7.66	6.85	12.63	15.28	11.71	10.83	5	100
11/09/2015 07:20	6.76	6.78	19.92	16.93	13.28	12.73	5	100
11/09/2015 07:25	4.91	5.33	22.28	22.77	16.12	14.28	5	100
11/09/2015 07:30	5.39	5.12	30.95	29.22	16.96	17.53	5	100
11/09/2015 07:35	6.02	5.5	34.88	34.67	25.07	21.23	5	100
11/09/2015 07:40	6.16	5.8	35.64	36.1	25.28	21.8	5	100
11/09/2015 07:45	5.66	4.83	35.56	33.56	29.51	21.82	5	100
11/09/2015 07:50	6.83	6.68	21.76	20.36	18.74	14.87	5	100
11/09/2015 07:55	6.39	6.45	12.15	15.49	9.56	10.01	5	100
11/09/2015 08:00	7.42	6.7	17.03	18.2	13.67	12.6	5	100
11/09/2015 08:05	7.23	6.73	15.42	22.03	13.6	13	5	100
11/09/2015 08:10	6.7	6.43	21.39	32.4	15.83	16.55	5	100
11/09/2015 08:15	6.69	5.89	28.56	36.89	18.83	19.37	5	100
11/09/2015 08:20	6.78	6.69	23.11	44.48	19.53	20.12	5	100
11/09/2015 08:25	6.09	6.42	24.71	38.18	19.52	18.98	5	100
11/09/2015 08:30	7.03	6.93	24.67	24.62	14.23	15.5	5	100
11/09/2015 08:35	6.98	7.01	17.17	17.3	11.8	12.05	5	100
11/09/2015 08:40	6.33	6.26	22.13	20.67	10.22	13.12	5	100
11/09/2015 08:45	6.12	6.2	24.51	38.22	18.28	18.67	5	100
11/09/2015 08:50	6.78	6.7	17.91	14.68	10.22	11.26	5	100
11/09/2015 08:55	6.68	5.86	16.79	17.37	14.28	12.2	5	100
11/09/2015 09:00	6.92	6.11	8.98	15.76	9.04	9.36	5	100
11/09/2015 09:05	6.53	5.54	10.51	10.57	7.48	8.13	5	100
11/09/2015 09:10	6.93	5.44	10.14	11.38	6.98	8.17	5	100
11/09/2015 09:15	6.37	5	9.2	12.77	9.9	8.65	5	100
11/09/2015 09:20	6.14	5.62	9.89	12.28	7.61	8.31	5	100
11/09/2015 09:25	6.8	5.47	9.18	8.86	7.72	7.61	5	100
11/09/2015 09:30	6.99	5.65	10.28	11.72	8.44	8.62	5	100
11/09/2015 09:35	6.03	5.53	10.59	11.66	9.58	8.68	5	100
11/09/2015 09:40	7.08	5.77	10.02	10.24	8.01	8.22	5	100
11/09/2015 09:45	6.06	5.9	9.71	11.71	11.27	8.93	5	100
11/09/2015 09:50	5.08	4.59	8.09	10.68	9.09	7.51	5	100
