5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Lane 5 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/09/2015 00:00	39	39	28	19	29	154	5	80
11/09/2015 00:05	33	31	23	25	31	143	5	80
11/09/2015 00:10	24	33	28	20	29	134	5	80
11/09/2015 00:15	28	38	31	17	30	144	5	80
11/09/2015 00:20	23	37	27	17	28	132	5	80
11/09/2015 00:25	25	22	24	17	30	118	5	80
11/09/2015 00:30	23	23	18	15	24	103	5	80
11/09/2015 00:35	24	27	23	12	27	113	5	80
11/09/2015 00:40	22	32	11	17	26	108	5	80
11/09/2015 00:45	16	26	19	9	25	95	5	80
11/09/2015 00:50	25	28	26	13	26	118	5	80
11/09/2015 00:55	13	25	18	12	24	92	5	80
11/09/2015 01:00	20	21	22	10	25	98	5	80
11/09/2015 01:05	14	20	18	11	24	87	5	80
11/09/2015 01:10	18	21	14	11	22	86	5	80
11/09/2015 01:15	16	15	16	12	23	82	5	80
11/09/2015 01:20	16	16	20	11	25	88	5	80
11/09/2015 01:25	13	17	14	6	21	71	5	80
11/09/2015 01:30	18	16	7	7	18	66	5	80
11/09/2015 01:35	11	19	15	16	26	87	5	80
11/09/2015 01:40	8	15	10	5	19	57	5	80
11/09/2015 01:45	13	12	20	7	20	72	5	80
11/09/2015 01:50	10	16	12	9	21	68	5	80
11/09/2015 01:55	2	18	13	13	22	68	5	80
11/09/2015 02:00	4	9	11	6	20	50	5	80
11/09/2015 02:05	11	19	13	12	24	79	5	80
11/09/2015 02:10	8	12	15	9	20	64	5	80
11/09/2015 02:15	6	17	4	12	20	59	5	80
11/09/2015 02:20	7	13	10	10	22	62	5	80
11/09/2015 02:25	7	10	11	10	20	58	5	80
11/09/2015 02:30	5	15	11	7	20	58	5	80
11/09/2015 02:35	3	5	9	5	19	41	5	80
11/09/2015 02:40	5	8	6	11	21	51	5	80
11/09/2015 02:45	4	18	9	10	21	62	5	80
11/09/2015 02:50	7	12	12	10	21	62	5	80
11/09/2015 02:55	6	13	17	8	22	66	5	80
11/09/2015 03:00	6	19	16	16	26	83	5	80
11/09/2015 03:05	6	16	16	6	23	67	5	80
11/09/2015 03:10	10	13	18	17	25	83	5	80
11/09/2015 03:15	8	16	14	5	22	65	5	80
11/09/2015 03:20	9	14	16	6	23	68	5	80
11/09/2015 03:25	5	14	14	9	22	64	5	80
11/09/2015 03:30	7	12	14	8	22	63	5	80
11/09/2015 03:35	11	20	17	16	24	88	5	80
11/09/2015 03:40	12	21	15	18	24	90	5	80
11/09/2015 03:45	11	18	13	16	25	83	5	80
11/09/2015 03:50	9	19	14	8	22	72	5	80
11/09/2015 03:55	9	18	16	5	21	69	5	80
11/09/2015 04:00	9	14	17	11	24	75	5	80
11/09/2015 04:05	9	25	34	13	28	109	5	80
11/09/2015 04:10	11	26	20	11	25	93	5	80
11/09/2015 04:15	22	29	38	17	32	138	5	80
11/09/2015 04:20	17	35	22	19	30	123	5	80
11/09/2015 04:25	27	36	34	17	31	145	5	80
11/09/2015 04:30	41	40	37	20	35	173	5	80
11/09/2015 04:35	29	37	33	24	34	157	5	80
11/09/2015 04:40	41	44	35	32	37	189	5	80
11/09/2015 04:45	41	47	38	24	37	187	5	80
11/09/2015 04:50	36	50	37	30	39	192	5	80
11/09/2015 04:55	50	51	38	25	39	203	5	80
11/09/2015 05:00	40	49	37	22	34	182	5	80
11/09/2015 05:05	61	51	48	34	43	237	5	80
11/09/2015 05:10	65	68	61	30	47	271	5	80
11/09/2015 05:15	77	78	54	47	52	308	5	80
11/09/2015 05:20	73	80	67	41	54	315	5	80
11/09/2015 05:25	119	97	78	56	61	411	5	80
11/09/2015 05:30	102	100	82	52	64	400	5	80
11/09/2015 05:35	135	104	90	48	66	443	5	80
11/09/2015 05:40	150	122	91	62	73	498	5	80
11/09/2015 05:45	149	127	93	64	70	503	5	80
11/09/2015 05:50	160	134	100	55	75	524	5	80
11/09/2015 05:55	148	127	106	56	78	515	5	80
11/09/2015 06:00	183	136	103	62	77	561	5	80
11/09/2015 06:05	181	151	114	82	83	611	5	80
11/09/2015 06:10	205	169	105	65	78	622	5	80
11/09/2015 06:15	199	167	124	94	97	681	5	80
11/09/2015 06:20	215	158	140	87	99	699	5	80
11/09/2015 06:25	185	157	131	95	95	663	5	80
11/09/2015 06:30	179	141	111	80	87	598	5	80
11/09/2015 06:35	179	145	117	86	90	617	5	80
11/09/2015 06:40	192	155	114	102	99	662	5	80
11/09/2015 06:45	170	142	116	92	96	616	5	80
11/09/2015 06:50	158	127	99	86	92	562	5	80
11/09/2015 06:55	158	150	119	93	97	617	5	80
11/09/2015 07:00	175	148	131	92	100	646	5	80
11/09/2015 07:05	173	145	116	108	98	640	5	80
11/09/2015 07:10	180	159	129	121	109	698	5	80
11/09/2015 07:15	210	167	173	133	117	800	5	80
11/09/2015 07:20	176	164	139	128	111	718	5	80
11/09/2015 07:25	170	142	141	120	100	673	5	80
11/09/2015 07:30	184	154	142	125	104	709	5	80
11/09/2015 07:35	183	155	142	134	107	721	5	80
11/09/2015 07:40	171	147	127	109	102	656	5	80
11/09/2015 07:45	150	136	115	123	97	621	5	80
11/09/2015 07:50	175	163	118	130	104	690	5	80
11/09/2015 07:55	186	141	131	105	99	662	5	80
11/09/2015 08:00	161	138	132	104	94	629	5	80
11/09/2015 08:05	187	152	132	102	105	678	5	80
11/09/2015 08:10	164	164	145	111	107	691	5	80
11/09/2015 08:15	178	145	130	110	101	664	5	80
11/09/2015 08:20	172	145	139	118	101	675	5	80
11/09/2015 08:25	163	145	144	118	101	671	5	80
11/09/2015 08:30	165	148	139	117	103	672	5	80
11/09/2015 08:35	190	169	128	117	99	703	5	80
11/09/2015 08:40	174	162	133	98	105	672	5	80
11/09/2015 08:45	177	162	136	108	99	682	5	80
11/09/2015 08:50	164	157	130	119	108	678	5	80
11/09/2015 08:55	181	158	116	100	102	657	5	80
11/09/2015 09:00	158	141	127	98	94	618	5	80
11/09/2015 09:05	144	124	111	97	90	566	5	80
11/09/2015 09:10	152	137	116	92	86	583	5	80
11/09/2015 09:15	146	144	106	69	83	548	5	80
11/09/2015 09:20	136	132	111	92	90	561	5	80
11/09/2015 09:25	160	119	110	88	87	564	5	80
11/09/2015 09:30	165	136	104	87	79	571	5	80
11/09/2015 09:35	149	127	102	75	86	539	5	80
11/09/2015 09:40	167	126	109	85	88	575	5	80
11/09/2015 09:45	153	135	98	92	85	563	5	80
11/09/2015 09:50	146	123	106	73	83	531	5	80
11/09/2015 09:55	138	118	96	72	80	504	5	80
11/09/2015 10:00	135	133	91	72	79	510	5	80
11/09/2015 10:05	141	130	106	72	78	527	5	80
11/09/2015 10:10	131	122	99	80	75	507	5	80
11/09/2015 10:15	147	134	105	65	82	533	5	80
11/09/2015 10:20	144	135	93	86	86	544	5	80
11/09/2015 10:25	167	146	119	96	95	623	5	80
11/09/2015 10:30	147	130	106	79	85	547	5	80
