5 Minutes	Lane 1 Speed (mph)	Lane 2 Speed (mph)	Lane 3 Speed (mph)	Lane 4 Speed (mph)	Lane 5 Speed (mph)	Speed (mph)	# Lane Points	% Observed
11/02/2015 00:00	76.5	74	72	69.2	64.5	71.9	5	100
11/02/2015 00:05	77	73.4	72.8	70.9	64.3	71.8	5	100
11/02/2015 00:10	77	73.8	73	70.5	63.7	72.5	5	100
11/02/2015 00:15	75.9	72.8	70.9	67.8	64.4	70.8	5	100
11/02/2015 00:20	76.2	72.9	69.6	69.3	64	70.4	5	100
11/02/2015 00:25	76.2	72.5	69.8	68.3	63.8	70.2	5	100
11/02/2015 00:30	76.5	73.4	70.7	65	64.1	69.4	5	100
11/02/2015 00:35	76.5	73.6	71.3	66.9	63.5	70.6	5	100
11/02/2015 00:40	75.4	73.1	71.1	65.6	63.6	69.8	5	100
11/02/2015 00:45	76.1	73.4	71.3	58.6	64.1	68.5	5	100
11/02/2015 00:50	76.6	73.9	71.7	57.4	64.4	68	5	100
11/02/2015 00:55	76	73.9	72.3	63.8	64.4	70.7	5	100
11/02/2015 01:00	76.2	74.1	73.3	65.8	63.2	70.8	5	100
11/02/2015 01:05	76.6	74.1	72.6	65.5	63.9	69.6	5	100
11/02/2015 01:10	76.8	74	72.2	66.1	64	70.2	5	100
11/02/2015 01:15	76.9	74	72.2	68	64.6	71.5	5	100
11/02/2015 01:20	76.8	73.8	72.4	67	64.7	70.2	5	100
11/02/2015 01:25	76.4	73.9	72.2	68.1	64	70.7	5	100
11/02/2015 01:30	76.6	74	72.1	66.3	63.3	69.8	5	100
11/02/2015 01:35	76.6	74.1	72.1	67.1	64.2	70.8	5	100
11/02/2015 01:40	76.7	74.2	72.1	67.2	64.8	71	5	100
11/02/2015 01:45	76.2	74.1	72	63.5	64.9	69.5	5	100
11/02/2015 01:50	76.4	73.9	72	66.5	65	70.1	5	100
11/02/2015 01:55	76.7	73.9	72.1	66.3	65	71	5	100
11/02/2015 02:00	76.8	73.9	71.5	65.5	61.3	69	5	100
11/02/2015 02:05	76.9	73.9	71.7	66.6	62.7	69.9	5	100
11/02/2015 02:10	76.7	74.1	71.9	67.6	63.5	70.4	5	100
11/02/2015 02:15	76.4	74	71.7	66.5	63.3	70.4	5	100
11/02/2015 02:20	76.6	74	71.8	66	64.1	69.2	5	100
11/02/2015 02:25	76.7	74	71.8	66.1	64.8	69.4	5	100
11/02/2015 02:30	75.2	73.9	71.8	68.2	64.8	71.1	5	100
