5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/09/2015 00:00	2.04	2.68	1.77	2.5	3.33	2.47	5	0
11/09/2015 00:05	2.19	2.81	1.89	2.64	3.42	2.59	5	0
11/09/2015 00:10	1.58	2.27	1.38	2.06	3.03	2.06	5	0
11/09/2015 00:15	2.41	3.1	2.08	2.95	3.5	2.81	5	0
11/09/2015 00:20	1.86	2.55	1.61	2.38	3.22	2.32	5	0
11/09/2015 00:25	1.56	2.39	1.37	2.19	2.96	2.09	5	0
11/09/2015 00:30	1.1	2.14	.98	1.95	2.78	1.79	5	0
11/09/2015 00:35	1.37	2.03	1.2	1.83	2.9	1.86	5	0
11/09/2015 00:40	1.37	2.24	1.2	2.06	2.99	1.97	5	0
11/09/2015 00:45	1.33	2.21	1.17	2.02	2.89	1.93	5	0
11/09/2015 00:50	1.53	2.17	1.34	1.98	3.01	2.01	5	0
11/09/2015 00:55	1.25	1.94	1.11	1.74	2.83	1.77	5	0
11/09/2015 01:00	1.04	1.83	.93	1.66	2.7	1.63	5	0
11/09/2015 01:05	1.01	1.72	.9	1.52	2.65	1.56	5	0
11/09/2015 01:10	.82	1.9	.74	1.7	2.57	1.55	5	0
11/09/2015 01:15	1.07	1.75	.96	1.51	2.71	1.6	5	0
11/09/2015 01:20	1.15	1.93	1.02	1.7	2.76	1.71	5	0
11/09/2015 01:25	.69	1.69	.64	1.47	2.55	1.41	5	0
11/09/2015 01:30	.75	1.6	.68	1.38	2.56	1.39	5	0
11/09/2015 01:35	.79	1.78	.71	1.57	2.5	1.47	5	0
11/09/2015 01:40	1.2	2.09	1.07	1.61	2.79	1.75	5	0
11/09/2015 01:45	.85	1.52	.77	1.27	2.58	1.4	5	0
11/09/2015 01:50	.77	1.57	.7	1.33	2.52	1.38	5	0
11/09/2015 01:55	.68	1.57	.63	1.35	2.48	1.34	5	0
11/09/2015 02:00	.58	1.3	.54	1.18	2.41	1.2	5	0
11/09/2015 02:05	.87	1.61	.79	1.39	2.53	1.44	5	0
11/09/2015 02:10	.4	1.11	.39	1.28	2.29	1.09	5	0
11/09/2015 02:15	.6	1.61	.56	1.39	2.43	1.32	5	0
11/09/2015 02:20	.52	1.48	.49	1.36	2.5	1.27	5	0
11/09/2015 02:25	1.11	2.18	.99	1.34	2.52	1.63	5	0
11/09/2015 02:30	.56	1.42	.53	1.19	2.4	1.22	5	0
11/09/2015 02:35	.18	.94	.21	.99	2.15	.89	5	0
11/09/2015 02:40	.26	1.07	.28	.9	2.21	.94	5	0
11/09/2015 02:45	.6	1.31	.56	1.05	2.42	1.19	5	0
11/09/2015 02:50	.61	1.33	.57	1.11	2.43	1.21	5	0
11/09/2015 02:55	.57	1.52	.53	1.29	2.43	1.27	5	0
11/09/2015 03:00	.58	1.27	.54	1.21	2.46	1.21	5	0
11/09/2015 03:05	.82	1.56	.75	1.34	2.54	1.4	5	0
11/09/2015 03:10	1.1	1.89	.98	1.66	2.73	1.67	5	0
11/09/2015 03:15	1.2	2.35	1.07	2.11	2.78	1.9	5	0
11/09/2015 03:20	.86	1.67	.78	1.52	2.59	1.48	5	0
11/09/2015 03:25	.62	1.47	.58	1.24	2.44	1.27	5	0
11/09/2015 03:30	1.16	2.15	1.03	1.63	2.75	1.74	5	0
11/09/2015 03:35	1.65	2.82	1.45	2.01	3.05	2.2	5	0
11/09/2015 03:40	1.2	1.93	1.06	1.7	2.79	1.73	5	0
11/09/2015 03:45	.96	1.89	.86	1.69	2.74	1.63	5	0
11/09/2015 03:50	.83	1.56	.75	1.34	2.57	1.41	5	0
11/09/2015 03:55	.88	1.66	.79	1.44	2.6	1.47	5	0
11/09/2015 04:00	1.33	2.39	1.17	1.79	2.86	1.91	5	0
11/09/2015 04:05	2.41	3.36	2.09	2.58	3.44	2.78	5	0
11/09/2015 04:10	1.94	2.92	1.69	2.63	3.25	2.49	5	0
11/09/2015 04:15	2.46	3.48	2.12	3.08	3.57	2.94	5	0
11/09/2015 04:20	2.22	3.3	1.92	2.52	3.42	2.68	5	0
11/09/2015 04:25	2.79	3.84	2.39	3.32	3.78	3.22	5	0
11/09/2015 04:30	2.41	3.05	2.07	2.92	3.56	2.8	5	0
11/09/2015 04:35	2.95	3.56	2.53	3.45	3.91	3.28	5	0
11/09/2015 04:40	2.83	3.43	2.43	3.29	3.44	3.08	5	0
11/09/2015 04:45	2.95	3.74	2.53	3.63	3.9	3.35	5	0
11/09/2015 04:50	3.33	4.4	2.85	3.66	4.06	3.66	5	0
