5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	2.12	2.96	2.42	2.32	2.81	2.53	5	0
11/02/2015 00:05	2.53	2.79	2.95	2.22	3.42	2.78	5	0
11/02/2015 00:10	1.89	2.3	2.23	2.07	2.73	2.24	5	0
11/02/2015 00:15	2.14	2.74	2.36	1.57	2.47	2.26	5	0
11/02/2015 00:20	1.6	2.51	1.75	2.14	2.21	2.04	5	0
11/02/2015 00:25	2.58	2.17	1.89	1.9	2.14	2.14	5	0
11/02/2015 00:30	2.09	2.61	2.32	1.78	2.73	2.31	5	0
11/02/2015 00:35	2.01	2.2	2.02	1.38	2.53	2.03	5	0
11/02/2015 00:40	1.84	2.12	1.96	1.02	2.23	1.83	5	0
11/02/2015 00:45	1.91	1.69	1.4	1.19	1.52	1.54	5	0
11/02/2015 00:50	1.58	1.71	1.44	1.21	1.81	1.55	5	0
11/02/2015 00:55	1.23	1.91	1.67	1.41	1.38	1.52	5	0
11/02/2015 01:00	.91	1.24	1.35	1.29	.92	1.14	5	0
11/02/2015 01:05	.9	1.22	1.34	1.27	.91	1.13	5	0
11/02/2015 01:10	1.5	1.5	1.61	.72	0	1.07	5	0
11/02/2015 01:15	1.07	1.54	1.86	1.06	1.62	1.43	5	0
11/02/2015 01:20	.96	1.28	1.47	1.18	1.52	1.28	5	0
11/02/2015 01:25	1.24	1.07	1.15	1.06	1.38	1.18	5	0
11/02/2015 01:30	.9	1.46	1.01	.76	1.27	1.08	5	0
11/02/2015 01:35	.87	1.04	1.44	.9	1.71	1.19	5	0
11/02/2015 01:40	.81	1.04	1.17	.92	1.4	1.07	5	0
11/02/2015 01:45	.89	1.39	1.58	1.4	1.54	1.36	5	0
11/02/2015 01:50	.99	1.08	.85	1.05	1.34	1.06	5	0
11/02/2015 01:55	.98	.8	1.24	.46	1.27	.95	5	0
11/02/2015 02:00	.8	1.11	1.1	.87	.94	.96	5	0
11/02/2015 02:05	.91	.61	1.46	1.12	.87	.99	5	0
11/02/2015 02:10	1.02	1.27	1	.85	1.11	1.05	5	0
11/02/2015 02:15	.37	1.06	.84	1.1	.87	.85	5	0
11/02/2015 02:20	.29	.62	.85	.49	1.09	.67	5	0
11/02/2015 02:25	.79	.9	.87	.89	.51	.79	5	0
11/02/2015 02:30	.85	.79	.9	1.08	.75	.87	5	0
11/02/2015 02:35	.74	1.06	1.03	.69	1.1	.92	5	0
11/02/2015 02:40	.72	1.21	1.3	1.04	1.42	1.14	5	0
11/02/2015 02:45	.89	1	.89	1.1	1.19	1.01	5	0
11/02/2015 02:50	1.07	1.32	1.32	.82	.87	1.08	5	0
11/02/2015 02:55	.81	1.14	1.28	1.08	.91	1.04	5	0
11/02/2015 03:00	.34	1.1	1.5	.6	.95	.9	5	0
11/02/2015 03:05	.98	1.13	1.56	1.3	.98	1.19	5	0
11/02/2015 03:10	1.25	1.02	1.36	1.08	.67	1.08	5	0
11/02/2015 03:15	1.1	1.8	1.3	.88	.98	1.21	5	0
11/02/2015 03:20	1.13	1.38	1.79	.61	.7	1.12	5	0
11/02/2015 03:25	1.19	1.48	1.75	1.08	.78	1.26	5	0
11/02/2015 03:30	1.18	1.73	1.48	1.71	1.49	1.52	5	0
