5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Lane 6 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	9.78	5.18	3.62	2.84	1.4	.13	3.83	6	0
11/02/2015 00:05	9.13	4.78	3.89	2.06	1.23	.22	3.55	6	0
11/02/2015 00:10	8.8	4.35	3.18	2.15	1.02	.34	3.31	6	0
11/02/2015 00:15	8.62	4.39	3.05	2.32	.77	.21	3.23	6	0
11/02/2015 00:20	10.07	5.04	3.94	2.12	1.03	.41	3.77	6	0
11/02/2015 00:25	9.25	4.38	3.2	1.94	.75	0	3.25	6	0
11/02/2015 00:30	8.88	4.74	2.73	1.53	1.13	.3	3.22	6	0
11/02/2015 00:35	9.1	4.17	3.06	1.55	.95	.16	3.16	6	0
11/02/2015 00:40	8.76	4.37	3.06	1.68	.52	.15	3.09	6	0
11/02/2015 00:45	8.4	3.77	2.36	1.29	.58	.16	2.76	6	0
11/02/2015 00:50	7.51	3.7	2.15	1.56	.35	.1	2.56	6	0
11/02/2015 00:55	7.76	3.41	2.58	1.57	.75	0	2.68	6	0
11/02/2015 01:00	.98	1.08	1.13	1.13	.98	.69	1	6	0
11/02/2015 01:05	.98	1.08	1.13	1.13	.98	.69	1	6	0
11/02/2015 01:10	9.11	2.78	.89	1.89	0	.89	2.59	6	0
11/02/2015 01:15	7.44	2.81	1.79	.78	.54	.13	2.25	6	0
11/02/2015 01:20	7.15	2.66	2.28	1.38	.5	.13	2.35	6	0
11/02/2015 01:25	7.71	2.96	1.74	1.68	.19	.09	2.4	6	0
11/02/2015 01:30	7.74	2.97	1.9	.97	.43	0	2.33	6	0
11/02/2015 01:35	6.4	2.2	1.95	1.32	.1	0	1.99	6	0
11/02/2015 01:40	7.91	2.59	1.7	1.7	.11	0	2.33	6	0
11/02/2015 01:45	7.84	2.86	1.84	1.15	.63	0	2.39	6	0
11/02/2015 01:50	7.36	2.41	1.99	.67	.3	.14	2.15	6	0
11/02/2015 01:55	7.37	2.54	2.33	.68	.74	.44	2.35	6	0
11/02/2015 02:00	6.47	2.76	1.22	1.95	.99	0	2.23	6	0
11/02/2015 02:05	6.68	2.58	1.89	1.3	.37	.23	2.18	6	0
11/02/2015 02:10	6.58	2.49	1.45	.99	0	0	1.92	6	0
11/02/2015 02:15	7.17	2.17	1.7	1.16	.2	.27	2.11	6	0
11/02/2015 02:20	6.73	3.24	2.1	.51	.83	.27	2.28	6	0
11/02/2015 02:25	6.92	2.71	1.94	.7	.84	0	2.18	6	0
11/02/2015 02:30	7.04	2.19	1.8	.62	.44	.13	2.04	6	0
11/02/2015 02:35	6.12	2.55	1.97	1.24	.42	.1	2.07	6	0
11/02/2015 02:40	7.71	2.76	2.23	1.49	1.36	.15	2.62	6	0
11/02/2015 02:45	7.79	2.68	2.05	1.3	.86	.37	2.51	6	0
11/02/2015 02:50	6.49	3.19	1.97	1.08	1.01	0	2.29	6	0
11/02/2015 02:55	8	2.74	2.28	1.1	.61	.14	2.48	6	0
11/02/2015 03:00	6.79	2.84	1.56	2.15	.34	.04	2.29	6	0
11/02/2015 03:05	7.03	2.91	1.91	.94	1.05	.1	2.32	6	0
11/02/2015 03:10	7.67	3.26	1.89	1.65	.68	0	2.52	6	0
11/02/2015 03:15	8.14	2.26	2.94	.96	1.64	0	2.66	6	0
11/02/2015 03:20	7.63	3.01	2.25	1.39	.11	0	2.4	6	0
11/02/2015 03:25	7.01	3.26	2.33	1.3	1.27	.2	2.56	6	0
11/02/2015 03:30	7.67	3.67	2.52	1.99	1.11	.11	2.84	6	0
11/02/2015 03:35	9.06	4.37	2.87	2.81	.75	.27	3.36	6	0
11/02/2015 03:40	9.14	4.23	2.19	1.83	1.18	.41	3.16	6	0
11/02/2015 03:45	9.21	4.19	3.01	1.9	1.16	.09	3.26	6	0
11/02/2015 03:50	9.32	3.77	2.03	2.28	.33	0	2.95	6	0
11/02/2015 03:55	8.36	4.11	2.59	1.57	.75	.15	2.92	6	0
11/02/2015 04:00	9.36	3.98	3.28	2.51	2	.2	3.56	6	0
11/02/2015 04:05	9.07	4.62	3.59	2.96	.83	.13	3.53	6	0
11/02/2015 04:10	10.31	4.75	3.87	2.7	2.12	.1	3.98	6	0
11/02/2015 04:15	11.35	5.51	4.6	3.61	2.19	.32	4.6	6	0
11/02/2015 04:20	10.92	7.25	4.56	3.25	2.02	.53	4.76	6	0
11/02/2015 04:25	11.74	7.64	5.89	3.52	2.44	.41	5.27	6	0
11/02/2015 04:30	13.79	7.15	5.85	3.66	2.21	.22	5.48	6	0
11/02/2015 04:35	14.07	9.74	6.81	5.06	2.56	.5	6.46	6	0
11/02/2015 04:40	14.64	8.6	6.92	5.54	2.86	.27	6.47	6	0
11/02/2015 04:45	15.1	9	7.22	5.19	3.34	.29	6.69	6	0
11/02/2015 04:50	14.79	8.83	6.61	4.7	2.77	.65	6.39	6	0
11/02/2015 04:55	15.6	9.67	7.09	5.19	2.92	.42	6.82	6	0
11/02/2015 05:00	17.22	10.47	7.03	5.96	3.84	.67	7.53	6	0
11/02/2015 05:05	19.8	11.75	8.53	6.13	3.56	.08	8.31	6	0
11/02/2015 05:10	19.31	13.62	9.74	7.19	5.16	.37	9.23	6	0
11/02/2015 05:15	27.09	16.99	11.78	9.69	6.78	.85	12.2	6	0
11/02/2015 05:20	27.58	19.27	13.93	11.45	8.12	1.37	13.62	6	0
11/02/2015 05:25	26.21	19.48	16.48	13.12	10.45	.7	14.41	6	0
11/02/2015 05:30	25.04	19.4	16.51	14.51	14.12	2.09	15.28	6	0
11/02/2015 05:35	27.12	19.98	16.89	15.04	14.25	1.7	15.83	6	0
11/02/2015 05:40	32.48	22.42	19.51	18.66	15.47	1.72	18.38	6	0
11/02/2015 05:45	27.54	20.48	19.72	17.31	17.93	2.69	17.61	6	0
11/02/2015 05:50	27.36	21.81	18.51	16.97	17.78	3.67	17.68	6	0
11/02/2015 05:55	29.56	21.84	21.73	17.04	17.98	4.14	18.72	6	0
11/02/2015 06:00	24.94	20.42	18.53	17.82	17.89	3.82	17.24	6	0
11/02/2015 06:05	31.21	24.79	23.7	17.94	18.08	8.18	20.65	6	0
11/02/2015 06:10	32.51	24.83	25.97	20.37	20.88	6.83	21.9	6	0
11/02/2015 06:15	38.33	33.72	30.36	30.55	31.25	13.83	29.67	6	0
11/02/2015 06:20	37.66	37.36	32.53	37.94	41.11	19.33	34.32	6	0
11/02/2015 06:25	40.08	34.3	35.91	34.67	38.31	20.02	33.88	6	0
11/02/2015 06:30	36.24	33	34.16	39.42	40.5	21.87	34.2	6	0
11/02/2015 06:35	35.4	37.17	37.95	40.41	43.64	20.13	35.78	6	0
11/02/2015 06:40	38.1	32.44	30.78	39.01	38.28	26.28	34.15	6	0
11/02/2015 06:45	36.64	34.6	33.36	35.73	30.83	21.63	32.13	6	0
11/02/2015 06:50	35.17	33.79	34.63	37.67	39.19	20.94	33.57	6	0
11/02/2015 06:55	41.15	37.8	34.83	40.51	43.03	20.33	36.27	6	0
11/02/2015 07:00	45.79	41.86	40.23	42.9	49.64	31.97	42.07	6	0
11/02/2015 07:05	41.7	36.52	41.45	41	38.17	22.14	36.83	6	0
11/02/2015 07:10	42.11	41.73	41.56	41.6	40.51	23.08	38.43	6	0
11/02/2015 07:15	43.51	41.71	42.02	42.04	50.23	40.14	43.27	6	0
11/02/2015 07:20	42.67	38.71	39.49	41.64	43.85	20.42	37.8	6	0
11/02/2015 07:25	44.81	35.85	38.75	40.44	46.49	38.9	40.87	6	0
11/02/2015 07:30	45.36	39.49	42.19	44.35	48.46	29.22	41.51	6	0
11/02/2015 07:35	45.73	38.66	39.1	45.66	51.32	44.33	44.13	6	0
11/02/2015 07:40	43.37	35.58	33.94	42.36	43.59	35.26	39.02	6	0
11/02/2015 07:45	43.67	41.99	41.08	43.93	51.16	42.09	43.99	6	0
11/02/2015 07:50	48.76	41.22	40.2	41.19	47.9	38.56	42.97	6	0
11/02/2015 07:55	45.18	39.51	38	43.79	50.84	40.27	42.93	6	0
11/02/2015 08:00	47.1	46.97	38.43	49.77	56.44	50.62	48.22	6	0
11/02/2015 08:05	45.44	40.6	39.16	44.67	48.75	48.89	44.59	6	0
11/02/2015 08:10	43.65	39.49	38.55	42.48	50.15	37.51	41.97	6	0
11/02/2015 08:15	47.01	47.73	36.38	44.65	55.42	45.62	46.13	6	0
11/02/2015 08:20	49.34	43.11	38.88	49.25	55.71	47.8	47.35	6	0
11/02/2015 08:25	43.46	42.57	40.06	41.48	46.41	45.85	43.3	6	0
11/02/2015 08:30	44.63	36.67	36.43	45.16	56.58	43.07	43.76	6	0
11/02/2015 08:35	42.73	40.93	40.41	43.18	48.21	43.92	43.23	6	0
11/02/2015 08:40	45.2	43.07	37.64	41.78	52.45	48.51	44.78	6	0
11/02/2015 08:45	47.56	41.13	28.48	41.34	53.22	49.74	43.58	6	0
11/02/2015 08:50	42.21	37.26	39.08	45.09	49.05	39.67	42.06	6	0
11/02/2015 08:55	42.54	41.49	40.87	42.17	51.25	40.24	43.09	6	0
11/02/2015 09:00	42.91	36.26	35.48	40.03	44.88	44.63	40.7	6	0
11/02/2015 09:05	47.09	40.74	45.28	42.46	56.94	45.49	46.33	6	0
11/02/2015 09:10	43.25	42.91	37.84	43.53	52.93	38.64	43.18	6	0
11/02/2015 09:15	47.34	43.62	38.52	46.33	57.79	49.35	47.16	6	0
11/02/2015 09:20	41.11	38.78	39.26	41.58	48.94	39.83	41.58	6	0
11/02/2015 09:25	46.65	42.1	36.16	45.73	52.1	52.64	45.9	6	0
11/02/2015 09:30	44.4	39.72	39.79	43.77	52.88	53.24	45.63	6	0
11/02/2015 09:35	44.62	42.16	39.09	45.75	55.65	43.61	45.15	6	0
11/02/2015 09:40	48.83	46.23	38.53	46.53	53.28	52.74	47.69	6	0
11/02/2015 09:45	39.43	38.17	34.63	43.1	48.22	34.27	39.64	6	0
11/02/2015 09:50	48.41	41.75	35.29	49.4	52.25	45.44	45.42	6	0
11/02/2015 09:55	48.74	44.29	35.02	48.94	50.92	33.98	43.65	6	0
11/02/2015 10:00	45.07	39.43	33.74	39.72	43.21	20.74	36.98	6	0
11/02/2015 10:05	46.02	44.21	38.02	46.05	51.46	18.08	40.64	6	0
11/02/2015 10:10	43.08	41.53	33.84	41.73	43.69	17.21	36.85	6	0
11/02/2015 10:15	47.16	41.31	29.26	44.05	48.81	17.94	38.09	6	0
11/02/2015 10:20	42.51	47.76	28.41	44.46	41.46	12.63	36.21	6	0
11/02/2015 10:25	42.86	42.29	34.67	48.88	46.81	20	39.25	6	0
11/02/2015 10:30	43.68	39.81	28.15	39.65	38.27	10.1	33.28	6	0
11/02/2015 10:35	38.81	32.61	27.02	35.84	31.26	11.84	29.56	6	0
11/02/2015 10:40	38.24	32.58	20.52	28.83	27.82	10.93	26.49	6	0
11/02/2015 10:45	35.73	32.42	20.96	30.43	29.13	9.11	26.3	6	0
11/02/2015 10:50	41.15	35.03	28.75	29.94	29.62	7.75	28.71	6	0
11/02/2015 10:55	38.44	34	24.1	22.33	22.37	6.17	24.57	6	0
11/02/2015 11:00	37.04	30.55	20.48	28.36	32.25	6.32	25.83	6	0
11/02/2015 11:05	36.12	31.79	24.41	24.4	20.73	5.78	23.87	6	0
11/02/2015 11:10	40.17	34.51	13.67	27.59	22.63	4.28	23.81	6	0
11/02/2015 11:15	35.17	31.32	23.3	18.63	15.81	3.21	21.24	6	0
11/02/2015 11:20	35.47	29.67	9.87	19.11	14.39	3.09	18.6	6	0
11/02/2015 11:25	31.32	24.48	13.94	16.19	13.52	3.28	17.12	6	0
11/02/2015 11:30	31.38	20.47	17.67	15.46	13.74	2.9	16.94	6	0
11/02/2015 11:35	30.62	23.06	16.95	16.71	10.7	3.69	16.96	6	0
11/02/2015 11:40	23.36	16.4	15.15	13.04	9.86	2.83	13.44	6	0
11/02/2015 11:45	26.81	18.65	12.07	12.41	7.65	2.39	13.33	6	0
11/02/2015 11:50	22.14	15.11	12.4	11	8.11	2.54	11.88	6	0
11/02/2015 11:55	22.01	16.16	12	11.83	7.17	2.65	11.97	6	0
11/02/2015 12:00	21.9	15.46	12.53	10.99	7.2	2.79	11.81	6	0
11/02/2015 12:05	23.94	17.21	12.59	11.86	8.56	2.56	12.79	6	0
11/02/2015 12:10	22.9	16.77	13.6	10.83	9.14	2.18	12.57	6	0
11/02/2015 12:15	23.61	18.14	11.98	12.45	8.98	2.14	12.88	6	0
11/02/2015 12:20	23.32	16.13	12.29	11.63	10.21	2.71	12.71	6	0
11/02/2015 12:25	24.75	17.36	12.17	11.46	8.24	2.18	12.69	6	0
11/02/2015 12:30	23.04	17.76	12.22	12.79	9.54	2.34	12.95	6	0
11/02/2015 12:35	22.37	16.95	13.27	12.88	10.62	2.64	13.12	6	0
11/02/2015 12:40	23.13	15.94	11.99	10.61	9.06	2.64	12.23	6	0
11/02/2015 12:45	22.68	17.2	13.17	11.67	9.13	2.91	12.79	6	0
11/02/2015 12:50	23.48	17.4	10.75	11.79	8.38	2.33	12.35	6	0
11/02/2015 12:55	22.14	16.15	13.53	11.53	8.19	1.87	12.24	6	0
11/02/2015 13:00	22.54	16.78	12.78	11.74	8.89	1.76	12.41	6	0
11/02/2015 13:05	22.69	15.42	11.68	10.58	9.53	2.71	12.1	6	0
11/02/2015 13:10	20.76	15.54	10.34	10.88	6.99	1.85	11.06	6	0
11/02/2015 13:15	21.93	16.76	13.55	10.31	8.17	2.44	12.19	6	0
11/02/2015 13:20	21.28	15.3	11.52	11.74	8.31	2.09	11.71	6	0
11/02/2015 13:25	23.98	18.19	15.02	13.31	10.02	2.35	13.81	6	0
11/02/2015 13:30	23.44	17.12	12.89	11.69	7.97	2.21	12.55	6	0
11/02/2015 13:35	22.4	16.1	11.46	11.44	7.88	2.33	11.93	6	0
11/02/2015 13:40	24.36	16.5	13.44	12.48	9.15	1.75	12.95	6	0
11/02/2015 13:45	20.83	15.42	11.58	10.54	9.66	2.12	11.69	6	0
11/02/2015 13:50	21.26	15.28	15.44	11.4	8.63	2.32	12.39	6	0
11/02/2015 13:55	22.21	16.03	14.9	11.53	8.84	2.9	12.73	6	0
11/02/2015 14:00	21.58	16.9	13.22	14.26	23.41	2.34	15.28	6	0
11/02/2015 14:05	20.82	16.14	13.89	11.31	9.32	2.25	12.29	6	0
11/02/2015 14:10	21.87	14.1	11.74	11.62	8.81	2.1	11.71	6	0
11/02/2015 14:15	21.24	15.1	12.01	10.8	8.06	3.06	11.71	6	0
11/02/2015 14:20	21.13	14.4	12.67	10.24	7.83	1.94	11.37	6	0
11/02/2015 14:25	22.07	16.55	12.52	12.36	7.91	1.98	12.23	6	0
11/02/2015 14:30	22.87	16.72	11.75	11.39	7.42	2.54	12.11	6	0
11/02/2015 14:35	21.38	16.4	12.08	11.4	7.49	2.21	11.83	6	0
11/02/2015 14:40	21.32	15.91	10.94	10.67	7.14	2.15	11.35	6	0
11/02/2015 14:45	22.15	14.84	10.96	10.53	8.49	1.93	11.48	6	0
11/02/2015 14:50	21.13	14.83	11.11	9.87	7.61	2.42	11.16	6	0
11/02/2015 14:55	20.86	14.85	9.81	10.26	7.42	2.45	10.94	6	0
11/02/2015 15:00	20.72	14.44	9.94	9.81	7.01	1.7	10.6	6	0
11/02/2015 15:05	17.93	13.56	10.6	10.07	6.62	1.68	10.08	6	0
11/02/2015 15:10	18.48	12.52	9.25	9.78	6.44	1.39	9.64	6	0
11/02/2015 15:15	19.74	15.12	9.57	9.02	7.26	1.98	10.45	6	0
11/02/2015 15:20	18.61	13.88	10.19	9.1	6.49	1.5	9.96	6	0
11/02/2015 15:25	20.02	15.12	10.7	10.61	5.79	2.32	10.76	6	0
11/02/2015 15:30	20.87	14.55	11.36	9.47	6.56	2.07	10.81	6	0
11/02/2015 15:35	20.8	14.26	11.49	10.35	7.69	2.06	11.11	6	0
11/02/2015 15:40	21.1	15.46	11.53	8.46	6.94	2.36	10.98	6	0
11/02/2015 15:45	20.98	15.32	10.42	9.97	7.02	2.34	11.01	6	0
