5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Lane 6 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/09/2015 00:00	1.39	2.77	1.96	2.69	4.15	.95	2.32	6	100
11/09/2015 00:05	1.58	3.08	2.11	2.91	3.7	.62	2.33	6	100
11/09/2015 00:10	1.29	3.08	2.3	3.4	3.67	.41	2.36	6	100
11/09/2015 00:15	1.33	3.15	2.91	2.56	3.81	.38	2.36	6	100
11/09/2015 00:20	.99	1.96	1.97	2.16	3.79	.41	1.88	6	100
11/09/2015 00:25	1.26	2.73	2.43	1.78	3.32	.72	2.04	6	100
11/09/2015 00:30	1.37	2.17	2.12	2.51	2.43	.6	1.87	6	100
11/09/2015 00:35	.91	2.13	1.4	2.54	2.69	.49	1.69	6	100
11/09/2015 00:40	.59	2.38	1.54	2.37	2.77	.67	1.72	6	100
11/09/2015 00:45	.55	1.75	1.32	1.28	2.77	.22	1.31	6	100
11/09/2015 00:50	.31	1.34	1.3	2.72	2.21	.55	1.41	6	100
11/09/2015 00:55	.65	1.77	.92	1.72	2.12	.31	1.25	6	100
11/09/2015 01:00	.63	1.43	1.99	2.04	2.18	.27	1.42	6	100
11/09/2015 01:05	.73	1.57	1.19	1.49	3.43	.27	1.45	6	100
11/09/2015 01:10	.66	1.14	1.24	1.81	1.43	.45	1.12	6	100
11/09/2015 01:15	.57	1.44	1.12	1.88	2.18	.14	1.22	6	100
11/09/2015 01:20	.72	1.53	.94	1.69	2.39	.62	1.32	6	100
11/09/2015 01:25	.4	1.21	.79	1.57	1.14	.27	.9	6	100
11/09/2015 01:30	.52	1.18	.84	1.24	1.58	.35	.95	6	100
11/09/2015 01:35	.48	1.04	1.37	1.8	1.41	.21	1.05	6	100
11/09/2015 01:40	.47	.91	1.07	1.28	1.68	.37	.96	6	100
11/09/2015 01:45	.67	1.57	.98	2.09	1.59	.12	1.17	6	100
11/09/2015 01:50	.25	.65	.78	1.29	1.97	.33	.88	6	100
11/09/2015 01:55	.33	1.2	.97	1.22	1.68	.16	.93	6	100
11/09/2015 02:00	.42	1.03	.92	2.05	1.52	.08	1	6	100
11/09/2015 02:05	.42	.85	1.23	.36	1.38	.18	.74	6	100
11/09/2015 02:10	.51	1	.7	1.64	1.94	.17	.99	6	100
11/09/2015 02:15	.25	.57	1.03	2.25	1.1	.28	.91	6	100
11/09/2015 02:20	.12	1.39	.58	2.22	1.12	.33	.96	6	100
11/09/2015 02:25	.22	.65	.67	1.18	.99	0	.62	6	100
11/09/2015 02:30	.3	1.14	1.07	2.04	1.59	.18	1.05	6	100
11/09/2015 02:35	.16	.91	1.07	1.51	1.33	.07	.84	6	100
11/09/2015 02:40	.3	.77	.96	1.4	1.8	.19	.9	6	100
11/09/2015 02:45	.11	1.19	.77	1.02	1.27	.18	.76	6	100
11/09/2015 02:50	.52	.77	1.04	1.66	1.36	.17	.92	6	100
11/09/2015 02:55	.49	.93	1.01	1.35	1.29	.41	.91	6	100
11/09/2015 03:00	.24	.71	1.24	1.51	.9	.18	.8	6	100
11/09/2015 03:05	.4	1.07	.81	1.63	1.52	.09	.92	6	100
11/09/2015 03:10	.21	1.44	.82	1.37	.65	.17	.78	6	100
11/09/2015 03:15	.48	1.06	1.29	.95	1.21	.1	.85	6	100
11/09/2015 03:20	.38	1.39	.83	.9	.75	.08	.72	6	100
11/09/2015 03:25	.5	1.36	.87	1.5	2.43	.16	1.14	6	100
11/09/2015 03:30	.55	1.22	1.06	2.03	1.48	.17	1.08	6	100
11/09/2015 03:35	.79	2.57	1.53	1.95	2.7	.21	1.63	6	100
11/09/2015 03:40	.63	1.4	1.41	2.22	2.24	.16	1.34	6	100
11/09/2015 03:45	.8	1.9	1.22	3.04	2.97	.13	1.68	6	100
11/09/2015 03:50	.9	1.73	1.47	2.2	1.51	.18	1.33	6	100
11/09/2015 03:55	1.04	2.43	2.1	2.16	1.9	.06	1.62	6	100
11/09/2015 04:00	.8	2.21	2.31	2.25	2.27	.22	1.68	6	100
11/09/2015 04:05	.92	2.16	1.93	2.69	3.26	0	1.83	6	100
11/09/2015 04:10	1.21	2.59	1.6	2.57	2.14	0	1.69	6	100
11/09/2015 04:15	1.81	3.44	3.09	3.92	2.9	.13	2.55	6	100
11/09/2015 04:20	1.36	3.36	2.97	2.96	3.53	.26	2.41	6	100
11/09/2015 04:25	2.27	4.03	2.5	3.55	4.13	.47	2.83	6	100
11/09/2015 04:30	2.58	4.01	2.67	4.53	4.09	.24	3.02	6	100
11/09/2015 04:35	3.63	5.75	3.08	3.68	3.74	.33	3.37	6	100
11/09/2015 04:40	3.73	4.83	3.82	4.85	5.48	.49	3.87	6	100
11/09/2015 04:45	6.42	8.08	4.48	5.54	5.61	.26	5.07	6	100
11/09/2015 04:50	7.94	10.19	4.96	4.75	4.81	.51	5.53	6	100
11/09/2015 04:55	3.56	5.19	4.06	4.37	5.6	.38	3.86	6	100
11/09/2015 05:00	3.07	4.96	3.53	3.57	5.31	0	3.41	6	100
11/09/2015 05:05	4.04	6.63	3.68	4.31	5.09	.49	4.04	6	100
11/09/2015 05:10	3.59	5.89	4.29	3.82	7.86	.91	4.39	6	100
11/09/2015 05:15	4.52	6.51	4.36	6.2	6.41	.91	4.82	6	100
11/09/2015 05:20	5.32	8.04	5.47	5.79	8.09	.9	5.6	6	100
11/09/2015 05:25	5.55	8.06	5.82	7.12	8.84	1.82	6.2	6	100
11/09/2015 05:30	6.47	9.3	5.92	6.88	8.48	1.55	6.43	6	100
11/09/2015 05:35	6	8.93	5.58	8.13	9.68	1.79	6.69	6	100
11/09/2015 05:40	7.14	10.28	6.89	7.71	11.58	2.33	7.66	6	100
11/09/2015 05:45	6.89	9.46	7.04	7.09	12.61	1.74	7.47	6	100
