5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Lane 5 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/02/2015 00:00	34	43	29	20	28	154	5	0
11/02/2015 00:05	34	39	30	23	30	156	5	0
11/02/2015 00:10	37	42	32	22	30	163	5	0
11/02/2015 00:15	34	38	29	18	29	148	5	0
11/02/2015 00:20	23	34	22	13	27	119	5	0
11/02/2015 00:25	34	42	29	17	28	150	5	0
11/02/2015 00:30	32	41	28	18	28	147	5	0
11/02/2015 00:35	31	42	28	16	27	144	5	0
11/02/2015 00:40	13	26	16	9	23	87	5	0
11/02/2015 00:45	22	32	22	12	23	111	5	0
11/02/2015 00:50	21	29	22	12	23	107	5	0
11/02/2015 00:55	16	27	18	10	24	95	5	0
11/02/2015 01:00	17	25	19	9	24	94	5	0
11/02/2015 01:05	13	26	16	6	20	81	5	0
11/02/2015 01:10	20	28	21	16	25	110	5	0
11/02/2015 01:15	13	27	16	12	22	90	5	0
11/02/2015 01:20	9	25	14	11	17	76	5	0
11/02/2015 01:25	12	26	16	6	19	79	5	0
11/02/2015 01:30	11	21	15	7	22	76	5	0
11/02/2015 01:35	12	26	15	5	19	77	5	0
11/02/2015 01:40	11	27	15	5	19	77	5	0
11/02/2015 01:45	21	22	14	6	18	81	5	0
11/02/2015 01:50	10	21	14	7	19	71	5	0
11/02/2015 01:55	15	21	12	9	20	77	5	0
11/02/2015 02:00	6	20	12	8	20	66	5	0
11/02/2015 02:05	9	23	14	8	20	74	5	0
11/02/2015 02:10	6	19	12	5	17	59	5	0
11/02/2015 02:15	12	18	12	7	17	66	5	0
11/02/2015 02:20	11	21	15	7	20	74	5	0
11/02/2015 02:25	5	18	11	9	23	66	5	0
11/02/2015 02:30	13	21	12	6	20	72	5	0
11/02/2015 02:35	10	20	14	9	22	75	5	0
11/02/2015 02:40	10	24	14	5	18	71	5	0
11/02/2015 02:45	16	24	18	10	22	90	5	0
11/02/2015 02:50	7	19	12	8	21	67	5	0
11/02/2015 02:55	14	25	17	9	22	87	5	0
11/02/2015 03:00	16	23	18	11	24	92	5	0
11/02/2015 03:05	12	23	16	13	27	91	5	0
11/02/2015 03:10	12	21	11	11	23	78	5	0
11/02/2015 03:15	9	20	13	8	20	70	5	0
11/02/2015 03:20	10	22	14	5	18	69	5	0
11/02/2015 03:25	12	24	16	9	21	82	5	0
11/02/2015 03:30	22	27	14	11	25	99	5	0
11/02/2015 03:35	11	25	15	7	21	79	5	0
11/02/2015 03:40	17	29	19	9	23	97	5	0
11/02/2015 03:45	12	25	15	12	24	88	5	0
11/02/2015 03:50	16	29	18	7	22	92	5	0
11/02/2015 03:55	14	26	17	12	24	93	5	0
11/02/2015 04:00	19	29	20	11	24	103	5	0
11/02/2015 04:05	17	28	19	10	23	97	5	0
11/02/2015 04:10	26	35	25	13	25	124	5	0
11/02/2015 04:15	31	35	28	16	27	137	5	0
11/02/2015 04:20	31	37	27	20	30	145	5	0
11/02/2015 04:25	28	39	26	20	28	141	5	0
11/02/2015 04:30	30	40	27	21	31	149	5	0
11/02/2015 04:35	41	43	34	29	3	150	5	0
11/02/2015 04:40	39	46	33	20	30	168	5	0
11/02/2015 04:45	39	42	33	28	1	143	5	0
11/02/2015 04:50	42	47	35	27	35	186	5	0
11/02/2015 04:55	48	50	38	29	36	201	5	0
11/02/2015 05:00	43	53	35	24	33	188	5	0
11/02/2015 05:05	50	53	40	32	3	178	5	0
11/02/2015 05:10	69	69	52	42	9	241	5	0
11/02/2015 05:15	71	70	53	47	12	253	5	0
11/02/2015 05:20	77	80	57	44	5	263	5	0
11/02/2015 05:25	78	85	57	46	12	278	5	0
11/02/2015 05:30	90	90	65	66	26	337	5	0
11/02/2015 05:35	100	91	71	69	29	360	5	0
11/02/2015 05:40	108	107	77	74	31	397	5	0
11/02/2015 05:45	106	99	75	69	28	377	5	0
11/02/2015 05:50	108	105	77	72	30	392	5	0
11/02/2015 05:55	136	123	94	87	20	460	5	0
11/02/2015 06:00	131	111	91	83	35	451	5	0
11/02/2015 06:05	143	141	99	82	19	484	5	0
11/02/2015 06:10	160	150	109	99	47	565	5	0
11/02/2015 06:15	154	142	106	101	29	532	5	0
11/02/2015 06:20	155	125	106	95	38	519	5	0
11/02/2015 06:25	140	111	97	86	41	475	5	0
11/02/2015 06:30	97	77	69	57	33	333	5	0
11/02/2015 06:35	68	61	51	44	35	259	5	0
11/02/2015 06:40	77	60	57	54	42	290	5	0
11/02/2015 06:45	71	66	53	48	33	271	5	0
11/02/2015 06:50	92	85	66	89	62	394	5	0
11/02/2015 06:55	139	119	96	94	64	512	5	0
11/02/2015 07:00	171	143	117	112	69	612	5	0
11/02/2015 07:05	140	117	97	94	65	513	5	0
11/02/2015 07:10	163	136	112	108	74	593	5	0
11/02/2015 07:15	158	135	108	106	74	581	5	0
11/02/2015 07:20	152	125	105	97	60	539	5	0
11/02/2015 07:25	159	129	109	100	60	557	5	0
11/02/2015 07:30	159	136	109	104	71	579	5	0
11/02/2015 07:35	157	129	107	98	68	559	5	0
11/02/2015 07:40	150	128	103	99	64	544	5	0
11/02/2015 07:45	153	141	105	108	51	558	5	0
11/02/2015 07:50	144	121	99	93	56	513	5	0
11/02/2015 07:55	144	122	100	94	48	508	5	0
11/02/2015 08:00	136	117	95	89	38	475	5	0
11/02/2015 08:05	141	116	97	89	46	489	5	0
11/02/2015 08:10	134	124	93	96	50	497	5	0
11/02/2015 08:15	136	114	94	88	46	478	5	0
11/02/2015 08:20	147	122	102	99	57	527	5	0
11/02/2015 08:25	131	113	91	88	55	478	5	0
11/02/2015 08:30	144	122	100	94	46	506	5	0
11/02/2015 08:35	142	119	98	95	58	512	5	0
11/02/2015 08:40	139	121	96	95	68	519	5	0
11/02/2015 08:45	144	120	100	97	62	523	5	0
11/02/2015 08:50	141	119	97	93	56	506	5	0
