5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	.54	3.36	3.42	3.3	2.66	4	0
11/02/2015 00:05	.32	2.31	3.09	2.58	2.08	4	0
11/02/2015 00:10	.53	2.63	3.43	2.67	2.32	4	0
11/02/2015 00:15	.22	2.15	2.83	2.47	1.92	4	0
11/02/2015 00:20	.6	2.23	3.3	2.33	2.12	4	0
11/02/2015 00:25	.35	2.71	2.82	2.15	2.01	4	0
11/02/2015 00:30	.1	2.21	2.36	2.33	1.75	4	0
11/02/2015 00:35	.33	2.44	2.17	2.08	1.75	4	0
11/02/2015 00:40	.28	1.43	2.34	1.88	1.48	4	0
11/02/2015 00:45	.1	1.64	2.92	1.72	1.59	4	0
11/02/2015 00:50	.18	1.86	1.94	2.1	1.52	4	0
11/02/2015 00:55	.22	1.51	2.48	1.82	1.51	4	0
11/02/2015 01:00	.71	1.1	1.15	1.04	1	4	0
11/02/2015 01:05	.71	1.1	1.15	1.04	1	4	0
11/02/2015 01:10	0	.5	.72	.72	.49	4	0
11/02/2015 01:15	0	1.19	1.78	1.31	1.07	4	0
11/02/2015 01:20	.18	.74	1.56	1.05	.88	4	0
11/02/2015 01:25	.09	1.31	1.61	1.66	1.17	4	0
11/02/2015 01:30	0	1.25	1.85	1.51	1.15	4	0
11/02/2015 01:35	.09	.82	1.66	1.29	.97	4	0
11/02/2015 01:40	0	.95	1.46	1.57	1	4	0
11/02/2015 01:45	.06	1.02	1.44	1.08	.9	4	0
11/02/2015 01:50	.07	1.26	1.52	1.26	1.03	4	0
11/02/2015 01:55	0	1.19	1.2	1.17	.89	4	0
11/02/2015 02:00	0	.75	1.6	1.37	.93	4	0
11/02/2015 02:05	.06	.72	1.32	1.25	.84	4	0
11/02/2015 02:10	0	.66	1.14	1.09	.72	4	0
11/02/2015 02:15	0	.4	.93	1.01	.58	4	0
11/02/2015 02:20	.1	.76	1.33	1.05	.81	4	0
11/02/2015 02:25	0	1.03	1.84	1.18	1.01	4	0
11/02/2015 02:30	0	.46	1.26	1.07	.7	4	0
11/02/2015 02:35	0	.86	1.83	2.04	1.18	4	0
11/02/2015 02:40	0	.81	1.33	1.27	.85	4	0
11/02/2015 02:45	.06	.77	1.8	1.3	.98	4	0
11/02/2015 02:50	0	.95	1.15	.89	.75	4	0
11/02/2015 02:55	.07	.79	1.54	1.29	.92	4	0
11/02/2015 03:00	.1	1.32	1.41	1.31	1.03	4	0
