5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Lane 6 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	2.2	2.91	2.98	4.04	3.61	.79	2.75	6	0
11/02/2015 00:05	2.18	3.12	2.76	3.74	3.41	.75	2.66	6	0
11/02/2015 00:10	2.28	1.92	2.26	3.11	3.16	.47	2.2	6	0
11/02/2015 00:15	2.43	2.38	2.92	2.93	3.32	.72	2.45	6	0
11/02/2015 00:20	1.57	2.45	1.97	2.78	2.84	.7	2.05	6	0
11/02/2015 00:25	1.69	2.34	1.74	3.03	2.83	.69	2.05	6	0
11/02/2015 00:30	1.78	2.24	1.91	2.85	3.04	.67	2.08	6	0
11/02/2015 00:35	1.6	2.26	2.6	2.86	2.86	.54	2.12	6	0
11/02/2015 00:40	1.65	1.96	1.41	2.33	2.12	.95	1.74	6	0
11/02/2015 00:45	.69	1.65	1.75	2.1	2.43	.65	1.55	6	0
11/02/2015 00:50	1.29	2.05	1.79	2.06	2.03	.55	1.63	6	0
11/02/2015 00:55	.88	1.7	1.19	2.67	2.06	.6	1.52	6	0
11/02/2015 01:00	.98	1.08	1.13	1.13	.98	.69	1	6	0
11/02/2015 01:05	.98	1.08	1.13	1.13	.98	.69	1	6	0
11/02/2015 01:10	1.22	.61	1.22	0	.5	1	.76	6	0
11/02/2015 01:15	.89	1.28	1.36	1.93	1.92	.12	1.25	6	0
11/02/2015 01:20	.77	1.41	1.49	1.73	1.61	.1	1.18	6	0
11/02/2015 01:25	.75	1.14	1.26	1.4	1.35	.53	1.07	6	0
11/02/2015 01:30	.79	1.23	1.29	1.65	1.51	.33	1.13	6	0
11/02/2015 01:35	1.17	1.15	1.55	2.25	1.06	.49	1.28	6	0
11/02/2015 01:40	.42	.84	1.15	1.1	1.44	.16	.85	6	0
11/02/2015 01:45	.55	.94	1.41	1.49	.99	.33	.95	6	0
11/02/2015 01:50	.95	.78	1.21	1.79	1.35	.33	1.07	6	0
11/02/2015 01:55	.76	1.01	1.09	.87	1.24	.47	.91	6	0
11/02/2015 02:00	.67	.82	1.1	1.24	1.23	.28	.89	6	0
11/02/2015 02:05	.55	1.09	1.32	1.96	1.25	.31	1.08	6	0
11/02/2015 02:10	.74	.9	1.03	1.42	1.22	.59	.98	6	0
11/02/2015 02:15	.24	.92	.9	1.84	1.08	.16	.86	6	0
11/02/2015 02:20	.21	.61	.76	.78	.96	.11	.57	6	0
11/02/2015 02:25	.65	.71	1.05	.77	1.25	.15	.76	6	0
11/02/2015 02:30	.8	.94	.65	1.54	.55	.38	.81	6	0
11/02/2015 02:35	.46	.88	1.37	1	1.21	.18	.85	6	0
11/02/2015 02:40	.54	1.08	1.21	1.94	1.33	.38	1.08	6	0
11/02/2015 02:45	.83	.67	1.01	1.22	.75	.2	.78	6	0
11/02/2015 02:50	1.02	1.18	1.7	2.09	.99	.16	1.19	6	0
11/02/2015 02:55	.83	1.02	1.01	1.14	.94	.14	.85	6	0
11/02/2015 03:00	.48	.84	1.76	1.04	.58	.35	.84	6	0
11/02/2015 03:05	.94	1.23	.93	.89	.97	.23	.86	6	0
11/02/2015 03:10	.85	1.11	1	1.03	.94	.05	.83	6	0
11/02/2015 03:15	.97	1.34	.99	1.54	.92	.11	.98	6	0
11/02/2015 03:20	.93	1.21	1.62	.73	.85	.22	.93	6	0
11/02/2015 03:25	1.07	1.43	1.33	1.64	.94	.13	1.09	6	0
11/02/2015 03:30	1.24	1.18	1.33	1.44	.81	.62	1.1	6	0
11/02/2015 03:35	1.36	1.29	1.42	1.15	1.37	.41	1.17	6	0
11/02/2015 03:40	1.16	1.45	1.75	1.57	1.19	.29	1.23	6	0
11/02/2015 03:45	1.7	2.17	1.74	2.1	.81	.59	1.52	6	0
11/02/2015 03:50	1.86	2.2	2.01	1.69	1.47	.61	1.64	6	0
11/02/2015 03:55	1.4	2.06	1.71	1.58	.64	.6	1.33	6	0
11/02/2015 04:00	1.56	1.67	1.52	1.67	.99	.75	1.36	6	0
11/02/2015 04:05	1.98	2.01	2.21	1.48	.91	.47	1.51	6	0
11/02/2015 04:10	1.98	2.92	2.27	2.44	.64	.62	1.81	6	0
11/02/2015 04:15	1.89	2.87	2.79	3.04	.92	.54	2.01	6	0
11/02/2015 04:20	2.84	3.2	2.52	2.25	1.25	.98	2.17	6	0
11/02/2015 04:25	3	3.44	2.68	3.59	1.65	.72	2.51	6	0
11/02/2015 04:30	3.23	4.12	3.06	2.75	1.36	.81	2.56	6	0
11/02/2015 04:35	4.11	3.7	3.08	3.45	1.69	1.05	2.85	6	0
11/02/2015 04:40	4.02	4.18	3.9	3.04	1.69	1.27	3.02	6	0
11/02/2015 04:45	5.25	4.45	4.08	3.04	2.83	1.93	3.6	6	0
11/02/2015 04:50	5.21	5.18	4.1	3.98	3.1	1.41	3.83	6	0
11/02/2015 04:55	5.54	4.44	3.91	3.13	2.43	1.57	3.5	6	0
11/02/2015 05:00	4.31	5.1	4.28	3.41	2.69	1.77	3.59	6	0
11/02/2015 05:05	5.64	5.15	3.59	4.32	2.71	1.33	3.79	6	0
11/02/2015 05:10	5.81	5.09	4.99	4.56	3.46	1.35	4.21	6	0
11/02/2015 05:15	8.31	6.33	4.99	5.24	4.47	2.44	5.3	6	0
11/02/2015 05:20	9.55	7.19	5.8	4.59	4.17	3.7	5.83	6	0
11/02/2015 05:25	9.33	7.2	6.01	5.54	5.13	3.06	6.05	6	0
11/02/2015 05:30	10.83	7.85	7.03	7.68	6.51	3.41	7.22	6	0
11/02/2015 05:35	10.63	8.77	7.67	7.41	6.26	4.51	7.54	6	0
11/02/2015 05:40	11.2	9.36	8.1	8.42	7.47	4.44	8.17	6	0
11/02/2015 05:45	10.53	8.76	7.62	8.05	7.5	4.88	7.89	6	0
11/02/2015 05:50	10.65	9.34	6.44	7.8	8.2	4.89	7.89	6	0
11/02/2015 05:55	9.99	7.87	7.69	8.57	7.67	4.24	7.67	6	0
11/02/2015 06:00	9.45	7.09	7.59	7.62	8.64	4.31	7.45	6	0
11/02/2015 06:05	10.13	8.12	7.83	7.35	8.34	4.04	7.63	6	0
11/02/2015 06:10	10.67	8.99	9.01	7.91	9.3	5.34	8.54	6	0
11/02/2015 06:15	9.7	9.38	7.84	7.18	9.14	6.21	8.24	6	0
11/02/2015 06:20	9.47	9.62	7.47	9.41	9.85	7.89	8.95	6	0
11/02/2015 06:25	9.19	7.56	6.56	7.94	9.32	4.32	7.48	6	0
11/02/2015 06:30	9.1	8.19	6.75	8.49	10.91	4.64	8.01	6	0
