5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Lane 5 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/09/2015 00:00	38	38	25	24	29	154	5	80
11/09/2015 00:05	30	31	26	25	31	143	5	80
11/09/2015 00:10	26	32	29	24	30	141	5	80
11/09/2015 00:15	25	36	23	25	30	139	5	80
11/09/2015 00:20	29	34	27	22	29	141	5	80
11/09/2015 00:25	21	25	25	26	30	127	5	80
11/09/2015 00:30	25	19	19	14	24	101	5	80
11/09/2015 00:35	21	26	25	17	27	116	5	80
11/09/2015 00:40	25	28	14	19	26	112	5	80
11/09/2015 00:45	18	29	17	11	23	98	5	80
11/09/2015 00:50	20	27	20	16	26	109	5	80
11/09/2015 00:55	16	25	21	17	26	105	5	80
11/09/2015 01:00	17	24	23	12	26	102	5	80
11/09/2015 01:05	12	18	13	16	23	82	5	80
11/09/2015 01:10	16	20	17	11	22	86	5	80
11/09/2015 01:15	17	18	16	15	23	89	5	80
11/09/2015 01:20	15	15	17	16	24	87	5	80
11/09/2015 01:25	11	17	14	10	21	73	5	80
11/09/2015 01:30	18	14	9	8	19	68	5	80
11/09/2015 01:35	11	18	10	19	26	84	5	80
11/09/2015 01:40	9	16	11	11	20	67	5	80
11/09/2015 01:45	12	13	15	11	23	74	5	80
11/09/2015 01:50	10	14	11	8	20	63	5	80
11/09/2015 01:55	2	18	10	13	22	65	5	80
11/09/2015 02:00	3	13	9	10	19	54	5	80
11/09/2015 02:05	9	17	12	17	23	78	5	80
11/09/2015 02:10	7	11	14	10	21	63	5	80
11/09/2015 02:15	7	17	6	11	21	62	5	80
11/09/2015 02:20	6	16	11	14	22	69	5	80
11/09/2015 02:25	6	9	7	13	21	56	5	80
11/09/2015 02:30	6	15	12	7	19	59	5	80
11/09/2015 02:35	3	4	8	9	19	43	5	80
11/09/2015 02:40	5	9	6	9	20	49	5	80
11/09/2015 02:45	5	14	7	17	23	66	5	80
11/09/2015 02:50	6	11	12	9	21	59	5	80
11/09/2015 02:55	6	16	13	13	22	70	5	80
11/09/2015 03:00	5	16	11	19	26	77	5	80
11/09/2015 03:05	7	18	19	11	23	78	5	80
11/09/2015 03:10	9	14	13	17	25	78	5	80
11/09/2015 03:15	8	14	13	8	20	63	5	80
11/09/2015 03:20	8	16	14	11	21	70	5	80
11/09/2015 03:25	6	14	13	9	20	62	5	80
11/09/2015 03:30	7	16	12	14	22	71	5	80
11/09/2015 03:35	12	18	18	17	25	90	5	80
11/09/2015 03:40	14	19	20	16	26	95	5	80
11/09/2015 03:45	12	20	9	18	25	84	5	80
11/09/2015 03:50	11	17	14	10	21	73	5	80
11/09/2015 03:55	10	17	14	10	21	72	5	80
11/09/2015 04:00	9	16	17	14	23	79	5	80
11/09/2015 04:05	11	24	25	20	31	111	5	80
11/09/2015 04:10	12	32	16	18	25	103	5	80
11/09/2015 04:15	22	31	30	28	34	145	5	80
11/09/2015 04:20	15	28	28	25	30	126	5	80
11/09/2015 04:25	32	41	32	21	33	159	5	80
11/09/2015 04:30	34	44	38	26	35	177	5	80
11/09/2015 04:35	31	36	31	27	32	157	5	80
11/09/2015 04:40	43	46	37	36	1	163	5	80
11/09/2015 04:45	39	47	35	31	35	187	5	80
11/09/2015 04:50	39	49	34	38	3	163	5	80
11/09/2015 04:55	44	50	37	38	3	172	5	80
11/09/2015 05:00	46	52	36	28	35	197	5	80
11/09/2015 05:05	56	58	42	39	3	198	5	80
11/09/2015 05:10	71	60	57	46	8	242	5	80
11/09/2015 05:15	77	77	54	58	12	278	5	80
11/09/2015 05:20	78	88	64	52	8	290	5	80
11/09/2015 05:25	118	97	71	63	16	365	5	80
11/09/2015 05:30	110	108	76	80	19	393	5	80
11/09/2015 05:35	119	97	86	72	16	390	5	80
11/09/2015 05:40	144	131	94	90	25	484	5	80
11/09/2015 05:45	145	119	84	81	23	452	5	80
11/09/2015 05:50	165	135	80	90	23	493	5	80
11/09/2015 05:55	147	128	94	83	21	473	5	80
11/09/2015 06:00	183	149	104	81	22	539	5	80
11/09/2015 06:05	182	146	112	92	31	563	5	80
11/09/2015 06:10	206	168	103	94	27	598	5	80
11/09/2015 06:15	195	164	130	123	43	655	5	80
11/09/2015 06:20	198	170	132	111	38	649	5	80
11/09/2015 06:25	190	160	133	120	42	645	5	80
11/09/2015 06:30	165	139	105	108	35	552	5	80
11/09/2015 06:35	180	143	111	113	38	585	5	80
11/09/2015 06:40	184	164	114	126	46	634	5	80
11/09/2015 06:45	174	138	102	125	43	582	5	80
11/09/2015 06:50	151	137	99	122	40	549	5	80
11/09/2015 06:55	156	141	111	124	43	575	5	80
11/09/2015 07:00	171	155	123	127	43	619	5	80
11/09/2015 07:05	166	142	117	134	50	609	5	80
11/09/2015 07:10	176	169	151	144	56	696	5	80
11/09/2015 07:15	211	167	167	156	63	764	5	80
11/09/2015 07:20	179	160	159	159	62	719	5	80
11/09/2015 07:25	151	153	137	148	57	646	5	80
11/09/2015 07:30	189	154	147	159	61	710	5	80
11/09/2015 07:35	171	165	152	149	61	698	5	80
11/09/2015 07:40	175	154	126	137	51	643	5	80
11/09/2015 07:45	148	141	119	128	52	588	5	80
11/09/2015 07:50	179	151	111	140	57	638	5	80
11/09/2015 07:55	203	149	137	126	47	662	5	80
11/09/2015 08:00	157	133	126	143	51	610	5	80
11/09/2015 08:05	181	156	128	139	49	653	5	80
11/09/2015 08:10	173	159	148	142	53	675	5	80
11/09/2015 08:15	179	149	114	154	56	652	5	80
11/09/2015 08:20	169	147	138	137	53	644	5	80
11/09/2015 08:25	163	142	133	148	56	642	5	80
11/09/2015 08:30	169	153	129	146	56	653	5	80
11/09/2015 08:35	187	170	131	126	50	664	5	80
11/09/2015 08:40	179	162	117	134	47	639	5	80
11/09/2015 08:45	171	145	129	133	49	627	5	80
11/09/2015 08:50	168	160	134	145	56	663	5	80
11/09/2015 08:55	174	149	112	139	49	623	5	80
11/09/2015 09:00	168	142	125	119	43	597	5	80
11/09/2015 09:05	138	139	99	115	41	532	5	80
11/09/2015 09:10	146	120	108	125	43	542	5	80
11/09/2015 09:15	152	131	105	102	30	520	5	80
11/09/2015 09:20	147	128	121	115	40	551	5	80
11/09/2015 09:25	152	122	97	110	38	519	5	80
11/09/2015 09:30	158	130	106	96	33	523	5	80
11/09/2015 09:35	148	129	102	107	33	519	5	80
11/09/2015 09:40	152	128	105	110	37	532	5	80
11/09/2015 09:45	160	138	105	105	37	545	5	80
11/09/2015 09:50	151	121	103	102	31	508	5	80
11/09/2015 09:55	132	114	96	98	30	470	5	80
