5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/06/2015 13:45	160	161	134	455	3	100
11/06/2015 13:50	169	175	144	488	3	100
11/06/2015 13:55	180	183	153	516	3	100
11/06/2015 14:00	184	166	142	492	3	100
11/06/2015 14:05	163	153	138	454	3	100
11/06/2015 14:10	177	189	147	513	3	100
11/06/2015 14:15	163	161	126	450	3	100
11/06/2015 14:20	170	159	142	471	3	100
11/06/2015 14:25	170	145	130	445	3	100
11/06/2015 14:30	166	154	145	465	3	100
11/06/2015 14:35	171	151	148	470	3	100
11/06/2015 14:40	171	154	151	476	3	100
11/06/2015 14:45	148	141	133	422	3	100
11/06/2015 14:50	155	139	143	437	3	100
11/06/2015 14:55	167	165	141	473	3	100
11/06/2015 15:00	153	148	139	440	3	100
11/06/2015 15:05	152	154	141	447	3	100
11/06/2015 15:10	158	150	137	445	3	100
11/06/2015 15:15	173	163	148	484	3	100
11/06/2015 15:20	160	143	136	439	3	100
11/06/2015 15:25	157	144	143	444	3	100
11/06/2015 15:30	149	136	137	422	3	100
11/06/2015 15:35	170	160	134	464	3	100
11/06/2015 15:40	152	140	133	425	3	100
11/06/2015 15:45	121	123	119	363	3	100
11/06/2015 15:50	136	133	120	389	3	100
11/06/2015 15:55	144	147	136	427	3	100
11/06/2015 16:00	152	136	140	428	3	100
11/06/2015 16:05	149	145	134	428	3	100
11/06/2015 16:10	147	146	134	427	3	100
11/06/2015 16:15	118	119	122	359	3	100
11/06/2015 16:20	136	131	124	391	3	100
11/06/2015 16:25	133	136	119	388	3	100
11/06/2015 16:30	122	128	124	374	3	100
11/06/2015 16:35	123	131	122	376	3	100
11/06/2015 16:40	126	124	121	371	3	100
11/06/2015 16:45	133	138	124	395	3	100
11/06/2015 16:50	129	119	116	364	3	100
11/06/2015 16:55	113	118	110	341	3	100
11/06/2015 17:00	98	103	101	302	3	100
11/06/2015 17:05	83	94	93	270	3	100
11/06/2015 17:10	105	110	105	320	3	100
11/06/2015 17:15	143	156	137	436	3	100
11/06/2015 17:20	139	137	120	396	3	100
11/06/2015 17:25	126	121	110	357	3	100
11/06/2015 17:30	117	122	114	353	3	100
11/06/2015 17:35	111	113	116	340	3	100
11/06/2015 17:40	128	127	127	382	3	100
11/06/2015 17:45	108	110	106	324	3	100
11/06/2015 17:50	130	134	120	384	3	100
11/06/2015 17:55	153	122	110	385	3	100
11/06/2015 18:00	149	141	126	416	3	100
11/06/2015 18:05	158	147	142	447	3	100
11/06/2015 18:10	159	148	132	439	3	100
11/06/2015 18:15	155	142	138	435	3	100
11/06/2015 18:20	168	158	148	474	3	100
11/06/2015 18:25	156	153	124	433	3	100
11/06/2015 18:30	159	152	142	453	3	100
11/06/2015 18:35	143	137	133	413	3	100
11/06/2015 18:40	145	151	129	425	3	100
11/06/2015 18:45	140	151	139	430	3	100
11/06/2015 18:50	138	123	124	385	3	100
11/06/2015 18:55	124	125	128	377	3	100
11/06/2015 19:00	148	136	141	425	3	100
11/06/2015 19:05	150	150	136	436	3	100
11/06/2015 19:10	159	132	131	422	3	100
11/06/2015 19:15	148	135	126	409	3	100
11/06/2015 19:20	155	135	141	431	3	100
11/06/2015 19:25	162	138	135	435	3	100
11/06/2015 19:30	151	149	128	428	3	100
11/06/2015 19:35	141	170	140	451	3	100
11/06/2015 19:40	169	159	143	471	3	100
11/06/2015 19:45	165	153	137	455	3	100
11/06/2015 19:50	148	138	127	413	3	100
11/06/2015 19:55	167	167	146	480	3	100
11/06/2015 20:00	169	166	139	474	3	100
11/06/2015 20:05	165	158	124	447	3	100
11/06/2015 20:10	164	169	129	462	3	100
11/06/2015 20:15	147	124	99	370	3	100
11/06/2015 20:20	147	150	117	414	3	100
11/06/2015 20:25	150	154	126	430	3	100
11/06/2015 20:30	159	142	122	423	3	100
11/06/2015 20:35	158	141	98	397	3	100
11/06/2015 20:40	138	135	104	377	3	100
11/06/2015 20:45	129	121	88	338	3	100
11/06/2015 20:50	18	23	19	60	3	100
11/06/2015 20:55	169	154	125	448	3	100
11/06/2015 21:00	162	147	112	421	3	100
11/06/2015 21:05	177	159	102	438	3	100
11/06/2015 21:10	166	150	119	435	3	100
11/06/2015 21:15	125	118	95	338	3	100
11/06/2015 21:20	125	137	87	349	3	100
11/06/2015 21:25	131	106	75	312	3	100
11/06/2015 21:30	133	117	86	336	3	100
11/06/2015 21:35	120	110	89	319	3	100
11/06/2015 21:40	115	110	86	311	3	100
11/06/2015 21:45	125	105	91	321	3	100
11/06/2015 21:50	117	115	86	318	3	100
11/06/2015 21:55	104	102	56	262	3	100
11/06/2015 22:00	105	107	74	286	3	100
11/06/2015 22:05	105	95	69	269	3	100
11/06/2015 22:10	126	108	79	313	3	100
11/06/2015 22:15	104	100	93	297	3	100
11/06/2015 22:20	117	110	79	306	3	100
11/06/2015 22:25	104	88	67	259	3	100
11/06/2015 22:30	90	93	64	247	3	100
11/06/2015 22:35	106	97	71	274	3	100
11/06/2015 22:40	93	87	66	246	3	100
11/06/2015 22:45	104	97	72	273	3	100
11/06/2015 22:50	100	79	69	248	3	100
11/06/2015 22:55	86	94	61	241	3	100
11/06/2015 23:00	77	87	65	229	3	100
11/06/2015 23:05	82	83	67	232	3	100
11/06/2015 23:10	76	89	62	227	3	100
11/06/2015 23:15	65	87	64	216	3	100
11/06/2015 23:20	79	78	58	215	3	100
11/06/2015 23:25	73	78	47	198	3	100
11/06/2015 23:30	74	75	51	200	3	100
11/06/2015 23:35	73	75	58	206	3	100
11/06/2015 23:40	61	73	53	187	3	100
11/06/2015 23:45	63	78	51	192	3	100
11/06/2015 23:50	54	74	54	182	3	100
11/06/2015 23:55	53	62	39	154	3	100
11/07/2015 00:00	60	72	52	184	3	100
11/07/2015 00:05	50	61	35	146	3	100
11/07/2015 00:10	48	51	45	144	3	100
11/07/2015 00:15	42	64	38	144	3	100
11/07/2015 00:20	47	55	44	146	3	100
11/07/2015 00:25	48	49	32	129	3	100
11/07/2015 00:30	46	50	33	129	3	100
11/07/2015 00:35	49	51	38	138	3	100
11/07/2015 00:40	44	51	34	129	3	100
11/07/2015 00:45	46	42	37	125	3	100
11/07/2015 00:50	36	50	32	118	3	100
11/07/2015 00:55	31	35	28	94	3	100
11/07/2015 01:00	47	51	38	136	3	100
11/07/2015 01:05	26	38	28	92	3	100
11/07/2015 01:10	30	42	27	99	3	100
11/07/2015 01:15	27	38	24	89	3	100
11/07/2015 01:20	31	43	24	98	3	100
11/07/2015 01:25	32	44	29	105	3	100
11/07/2015 01:30	25	37	29	91	3	100
11/07/2015 01:35	22	30	21	73	3	100
11/07/2015 01:40	30	34	24	88	3	100
11/07/2015 01:45	21	30	32	83	3	100
11/07/2015 01:50	26	36	32	94	3	100
11/07/2015 01:55	26	34	23	83	3	100
11/07/2015 02:00	21	32	22	75	3	100
11/07/2015 02:05	19	26	29	74	3	100
11/07/2015 02:10	32	39	24	95	3	100
11/07/2015 02:15	16	27	20	63	3	100
11/07/2015 02:20	23	20	28	71	3	100
11/07/2015 02:25	25	22	27	74	3	100
11/07/2015 02:30	14	24	25	63	3	100
11/07/2015 02:35	19	29	23	71	3	100
11/07/2015 02:40	17	24	18	59	3	100
11/07/2015 02:45	18	26	21	65	3	100
11/07/2015 02:50	16	28	18	62	3	100
11/07/2015 02:55	11	20	15	46	3	100
11/07/2015 03:00	12	21	18	51	3	100
11/07/2015 03:05	13	28	10	51	3	100
11/07/2015 03:10	12	28	22	62	3	100
11/07/2015 03:15	12	20	19	51	3	100
11/07/2015 03:20	18	23	25	66	3	100
11/07/2015 03:25	19	31	25	75	3	100
11/07/2015 03:30	19	17	14	50	3	100
11/07/2015 03:35	17	23	13	53	3	100
11/07/2015 03:40	9	21	21	51	3	100
11/07/2015 03:45	11	19	8	38	3	100
11/07/2015 03:50	5	17	14	36	3	100
11/07/2015 03:55	12	22	11	45	3	100
11/07/2015 04:00	8	25	20	53	3	100
11/07/2015 04:05	10	17	14	41	3	100
11/07/2015 04:10	11	23	21	55	3	100
11/07/2015 04:15	8	15	18	41	3	100
11/07/2015 04:20	16	28	13	57	3	100
11/07/2015 04:25	15	30	20	65	3	100
11/07/2015 04:30	20	27	21	68	3	100
11/07/2015 04:35	17	34	18	69	3	100
11/07/2015 04:40	28	30	23	81	3	100
11/07/2015 04:45	19	32	19	70	3	100
11/07/2015 04:50	28	29	21	78	3	100
11/07/2015 04:55	17	30	26	73	3	100
11/07/2015 05:00	24	29	27	80	3	100
11/07/2015 05:05	27	31	27	85	3	100
11/07/2015 05:10	24	42	29	95	3	100
11/07/2015 05:15	26	42	18	86	3	100
11/07/2015 05:20	40	53	31	124	3	100
11/07/2015 05:25	32	35	31	98	3	100
11/07/2015 05:30	47	57	40	144	3	100
11/07/2015 05:35	46	55	28	129	3	100
11/07/2015 05:40	46	52	36	134	3	100
11/07/2015 05:45	51	57	38	146	3	100
11/07/2015 05:50	54	54	40	148	3	100
11/07/2015 05:55	66	65	39	170	3	100
11/07/2015 06:00	49	63	48	160	3	100
11/07/2015 06:05	46	66	40	152	3	100
11/07/2015 06:10	73	78	53	204	3	100
11/07/2015 06:15	72	82	50	204	3	100
11/07/2015 06:20	73	93	49	215	3	100
11/07/2015 06:25	82	81	50	213	3	100
11/07/2015 06:30	96	94	60	250	3	100
11/07/2015 06:35	104	88	49	241	3	100
11/07/2015 06:40	108	87	71	266	3	100
11/07/2015 06:45	92	107	73	272	3	100
11/07/2015 06:50	93	105	76	274	3	100
11/07/2015 06:55	107	110	68	285	3	100
11/07/2015 07:00	118	110	73	301	3	100
11/07/2015 07:05	135	120	90	345	3	100
11/07/2015 07:10	104	109	70	283	3	100
11/07/2015 07:15	128	121	76	325	3	100
11/07/2015 07:20	151	128	89	368	3	100
11/07/2015 07:25	127	126	76	329	3	100
11/07/2015 07:30	145	140	92	377	3	100
11/07/2015 07:35	146	124	78	348	3	100
11/07/2015 07:40	149	126	86	361	3	100
11/07/2015 07:45	143	125	73	341	3	100
11/07/2015 07:50	160	140	86	386	3	100
11/07/2015 07:55	119	110	72	301	3	100
11/07/2015 08:00	125	128	82	335	3	100
11/07/2015 08:05	142	128	90	360	3	100
11/07/2015 08:10	132	134	85	351	3	100
11/07/2015 08:15	142	137	76	355	3	100
11/07/2015 08:20	152	136	93	381	3	100
11/07/2015 08:25	146	145	96	387	3	100
11/07/2015 08:30	160	139	101	400	3	100
11/07/2015 08:35	153	143	94	390	3	100
11/07/2015 08:40	161	157	114	432	3	100
11/07/2015 08:45	146	128	98	372	3	100
11/07/2015 08:50	152	150	89	391	3	100
11/07/2015 08:55	152	131	103	386	3	100
11/07/2015 09:00	148	126	91	365	3	100
11/07/2015 09:05	158	130	95	383	3	100
11/07/2015 09:10	147	133	94	374	3	100
11/07/2015 09:15	154	129	92	375	3	100
11/07/2015 09:20	156	154	97	407	3	100
11/07/2015 09:25	162	144	94	400	3	100
11/07/2015 09:30	182	163	103	448	3	100
11/07/2015 09:35	173	156	115	444	3	100
11/07/2015 09:40	187	161	132	480	3	100
11/07/2015 09:45	177	154	123	454	3	100
11/07/2015 09:50	165	160	106	431	3	100
11/07/2015 09:55	179	153	108	440	3	100
11/07/2015 10:00	161	154	101	416	3	100
11/07/2015 10:05	162	139	100	401	3	100
11/07/2015 10:10	178	158	117	453	3	100
11/07/2015 10:15	183	154	112	449	3	100
11/07/2015 10:20	174	151	111	436	3	100
11/07/2015 10:25	157	155	88	400	3	100
11/07/2015 10:30	184	161	117	462	3	100
11/07/2015 10:35	183	170	120	473	3	100
11/07/2015 10:40	180	164	122	466	3	100
11/07/2015 10:45	182	169	128	479	3	100
11/07/2015 10:50	170	153	106	429	3	100
11/07/2015 10:55	187	164	125	476	3	100
11/07/2015 11:00	168	149	112	429	3	100
11/07/2015 11:05	171	169	110	450	3	100
11/07/2015 11:10	181	162	129	472	3	100
11/07/2015 11:15	180	176	123	479	3	100
11/07/2015 11:20	200	163	133	496	3	100
11/07/2015 11:25	175	169	117	461	3	100
11/07/2015 11:30	168	144	121	433	3	100
11/07/2015 11:35	178	173	125	476	3	100
11/07/2015 11:40	189	163	114	466	3	100
11/07/2015 11:45	182	153	122	457	3	100
11/07/2015 11:50	159	158	105	422	3	100
11/07/2015 11:55	154	155	119	428	3	100
11/07/2015 12:00	164	159	113	436	3	100
11/07/2015 12:05	166	144	112	422	3	100
11/07/2015 12:10	170	154	118	442	3	100
11/07/2015 12:15	155	136	106	397	3	100
11/07/2015 12:20	164	154	121	439	3	100
11/07/2015 12:25	176	159	119	454	3	100
11/07/2015 12:30	169	166	126	461	3	100
11/07/2015 12:35	150	155	105	410	3	100
11/07/2015 12:40	165	165	112	442	3	100
11/07/2015 12:45	161	159	125	445	3	100
11/07/2015 12:50	151	146	104	401	3	100
11/07/2015 12:55	152	153	107	412	3	100
11/07/2015 13:00	148	145	108	401	3	100
11/07/2015 13:05	160	141	108	409	3	100
11/07/2015 13:10	156	152	121	429	3	100
11/07/2015 13:15	186	163	134	483	3	100
11/07/2015 13:20	168	171	140	479	3	100
11/07/2015 13:25	158	159	113	430	3	100
11/07/2015 13:30	191	174	122	487	3	100
11/07/2015 13:35	161	158	122	441	3	100
11/07/2015 13:40	169	157	136	462	3	100
11/07/2015 13:45	158	163	138	459	3	100
11/07/2015 13:50	174	157	130	461	3	100
11/07/2015 13:55	158	140	107	405	3	100
11/07/2015 14:00	157	154	128	439	3	100
11/07/2015 14:05	168	154	124	446	3	100
11/07/2015 14:10	156	171	128	455	3	100
11/07/2015 14:15	159	151	130	440	3	100
11/07/2015 14:20	161	147	126	434	3	100
11/07/2015 14:25	171	159	126	456	3	100
11/07/2015 14:30	169	160	123	452	3	100
11/07/2015 14:35	161	159	118	438	3	100
11/07/2015 14:40	173	159	137	469	3	100
11/07/2015 14:45	165	167	131	463	3	100
11/07/2015 14:50	161	170	120	451	3	100
11/07/2015 14:55	160	145	135	440	3	100
11/07/2015 15:00	169	148	142	459	3	100
11/07/2015 15:05	153	157	133	443	3	100
11/07/2015 15:10	167	163	121	451	3	100
11/07/2015 15:15	154	153	128	435	3	100
11/07/2015 15:20	167	141	133	441	3	100
11/07/2015 15:25	161	157	127	445	3	100
11/07/2015 15:30	163	158	129	450	3	100
11/07/2015 15:35	158	160	151	469	3	100
11/07/2015 15:40	171	164	151	486	3	100
11/07/2015 15:45	166	171	143	480	3	100
11/07/2015 15:50	154	159	143	456	3	100
11/07/2015 15:55	160	158	128	446	3	100
11/07/2015 16:00	149	154	145	448	3	100
11/07/2015 16:05	163	174	140	477	3	100
11/07/2015 16:10	150	152	140	442	3	100
11/07/2015 16:15	152	151	136	439	3	100
11/07/2015 16:20	170	161	143	474	3	100
11/07/2015 16:25	154	153	129	436	3	100
11/07/2015 16:30	149	151	127	427	3	100
11/07/2015 16:35	162	149	132	443	3	100
11/07/2015 16:40	151	154	129	434	3	100
11/07/2015 16:45	172	160	137	469	3	100
11/07/2015 16:50	166	160	136	462	3	100
11/07/2015 16:55	148	142	142	432	3	100
11/07/2015 17:00	158	141	128	427	3	100
11/07/2015 17:05	154	145	144	443	3	100
11/07/2015 17:10	158	156	142	456	3	100
11/07/2015 17:15	157	165	139	461	3	100
11/07/2015 17:20	159	152	116	427	3	100
11/07/2015 17:25	160	152	128	440	3	100
11/07/2015 17:30	164	158	128	450	3	100
11/07/2015 17:35	167	150	119	436	3	100
11/07/2015 17:40	142	143	105	390	3	100
11/07/2015 17:45	175	157	134	466	3	100
11/07/2015 17:50	159	150	123	432	3	100
11/07/2015 17:55	166	152	138	456	3	100
11/07/2015 18:00	146	146	104	396	3	100
11/07/2015 18:05	156	142	116	414	3	100
11/07/2015 18:10	143	145	130	418	3	100
11/07/2015 18:15	163	147	127	437	3	100
11/07/2015 18:20	153	144	122	419	3	100
11/07/2015 18:25	161	140	128	429	3	100
11/07/2015 18:30	171	153	136	460	3	100
11/07/2015 18:35	171	156	133	460	3	100
11/07/2015 18:40	156	134	93	383	3	100
11/07/2015 18:45	146	134	96	376	3	100
11/07/2015 18:50	147	131	107	385	3	100
11/07/2015 18:55	150	148	108	406	3	100
11/07/2015 19:00	154	139	105	398	3	100
11/07/2015 19:05	168	147	102	417	3	100
11/07/2015 19:10	129	131	95	355	3	100
11/07/2015 19:15	149	139	111	399	3	100
11/07/2015 19:20	149	137	99	385	3	100
11/07/2015 19:25	159	143	98	400	3	100
11/07/2015 19:30	128	129	100	357	3	100
11/07/2015 19:35	142	130	81	353	3	100
11/07/2015 19:40	132	131	111	374	3	100
11/07/2015 19:45	142	118	104	364	3	100
11/07/2015 19:50	133	134	92	359	3	100
11/07/2015 19:55	139	123	87	349	3	100
11/07/2015 20:00	132	131	84	347	3	100
11/07/2015 20:05	140	121	91	352	3	100
11/07/2015 20:10	138	127	97	362	3	100
11/07/2015 20:15	119	111	93	323	3	100
11/07/2015 20:20	134	131	84	349	3	100
11/07/2015 20:25	135	118	94	347	3	100
11/07/2015 20:30	113	129	85	327	3	100
11/07/2015 20:35	115	114	72	301	3	100
11/07/2015 20:40	131	116	71	318	3	100
11/07/2015 20:45	113	120	82	315	3	100
11/07/2015 20:50	124	110	88	322	3	100
11/07/2015 20:55	115	97	72	284	3	100
11/07/2015 21:00	105	91	81	277	3	100
11/07/2015 21:05	102	106	72	280	3	100
11/07/2015 21:10	104	101	69	274	3	100
11/07/2015 21:15	95	110	69	274	3	100
11/07/2015 21:20	94	98	62	254	3	100
11/07/2015 21:25	109	110	64	283	3	100
11/07/2015 21:30	103	109	66	278	3	100
11/07/2015 21:35	107	114	80	301	3	100
11/07/2015 21:40	111	111	83	305	3	100
11/07/2015 21:45	127	116	80	323	3	100
11/07/2015 21:50	98	93	79	270	3	100
11/07/2015 21:55	114	102	85	301	3	100
11/07/2015 22:00	117	112	76	305	3	100
11/07/2015 22:05	116	105	75	296	3	100
11/07/2015 22:10	122	121	77	320	3	100
11/07/2015 22:15	117	106	79	302	3	100
11/07/2015 22:20	116	99	65	280	3	100
11/07/2015 22:25	130	134	90	354	3	100
11/07/2015 22:30	117	107	71	295	3	100
11/07/2015 22:35	89	110	64	263	3	100
11/07/2015 22:40	130	131	79	340	3	100
11/07/2015 22:45	107	95	73	275	3	100
11/07/2015 22:50	111	94	65	270	3	100
11/07/2015 22:55	111	92	70	273	3	100
11/07/2015 23:00	123	112	75	310	3	100
11/07/2015 23:05	117	129	72	318	3	100
11/07/2015 23:10	121	115	81	317	3	100
11/07/2015 23:15	138	125	85	348	3	100
11/07/2015 23:20	128	106	83	317	3	100
11/07/2015 23:25	119	124	81	324	3	100
11/07/2015 23:30	107	112	80	299	3	100
11/07/2015 23:35	117	131	92	340	3	100
11/07/2015 23:40	123	111	69	303	3	100
11/07/2015 23:45	130	114	90	334	3	100
11/07/2015 23:50	99	115	63	277	3	100
11/07/2015 23:55	118	121	68	307	3	100
11/08/2015 00:00	98	94	76	268	3	100
11/08/2015 00:05	110	106	66	282	3	100
11/08/2015 00:10	78	92	63	233	3	100
11/08/2015 00:15	92	100	63	255	3	100
11/08/2015 00:20	74	91	51	216	3	100
11/08/2015 00:25	72	77	53	202	3	100
11/08/2015 00:30	66	87	52	205	3	100
11/08/2015 00:35	55	66	46	167	3	100
11/08/2015 00:40	54	59	43	156	3	100
11/08/2015 00:45	54	64	46	164	3	100
11/08/2015 00:50	45	49	31	125	3	100
11/08/2015 00:55	46	59	32	137	3	100
11/08/2015 01:00	40	44	35	119	3	100
11/08/2015 01:05	35	53	38	126	3	100
11/08/2015 01:10	47	59	32	138	3	100
11/08/2015 01:15	29	48	28	105	3	100
11/08/2015 01:20	38	49	35	122	3	100
11/08/2015 01:25	31	38	28	97	3	100
11/08/2015 01:30	25	33	31	89	3	100
11/08/2015 01:35	24	35	23	82	3	100
11/08/2015 01:40	24	36	21	81	3	100
11/08/2015 01:45	21	33	30	84	3	100
11/08/2015 01:50	33	37	22	92	3	100
11/08/2015 01:55	19	39	29	87	3	100
11/08/2015 02:00	24	32	19	75	3	100
11/08/2015 02:05	23	39	17	79	3	100
11/08/2015 02:10	16	25	21	62	3	100
11/08/2015 02:15	20	36	19	75	3	100
11/08/2015 02:20	22	36	24	82	3	100
11/08/2015 02:25	22	37	23	82	3	100
11/08/2015 02:30	23	36	29	88	3	100
11/08/2015 02:35	23	29	23	75	3	100
11/08/2015 02:40	17	32	21	70	3	100
11/08/2015 02:45	12	29	25	66	3	100
11/08/2015 02:50	14	27	24	65	3	100
11/08/2015 02:55	7	16	16	39	3	100
11/08/2015 03:00	18	33	20	71	3	100
11/08/2015 03:05	12	23	17	52	3	100
11/08/2015 03:10	11	20	16	47	3	100
11/08/2015 03:15	18	27	20	65	3	100
11/08/2015 03:20	13	29	24	66	3	100
11/08/2015 03:25	13	18	14	45	3	100
11/08/2015 03:30	14	36	19	69	3	100
11/08/2015 03:35	10	16	12	38	3	100
11/08/2015 03:40	11	25	18	54	3	100
11/08/2015 03:45	15	20	16	51	3	100
11/08/2015 03:50	11	19	18	48	3	100
11/08/2015 03:55	16	21	13	50	3	100
11/08/2015 04:00	8	21	21	50	3	100
11/08/2015 04:05	10	19	10	39	3	100
11/08/2015 04:10	9	18	12	39	3	100
11/08/2015 04:15	16	24	12	52	3	100
11/08/2015 04:20	9	22	18	49	3	100
11/08/2015 04:25	18	21	21	60	3	100
11/08/2015 04:30	12	18	17	47	3	100
11/08/2015 04:35	14	22	18	54	3	100
11/08/2015 04:40	8	23	14	45	3	100
11/08/2015 04:45	14	31	23	68	3	100
11/08/2015 04:50	10	17	18	45	3	100
11/08/2015 04:55	14	26	20	60	3	100
11/08/2015 05:00	18	22	20	60	3	100
11/08/2015 05:05	13	30	18	61	3	100
11/08/2015 05:10	26	31	23	80	3	100
11/08/2015 05:15	12	26	20	58	3	100
11/08/2015 05:20	13	29	27	69	3	100
11/08/2015 05:25	25	31	27	83	3	100
11/08/2015 05:30	30	38	28	96	3	100
11/08/2015 05:35	29	36	25	90	3	100
11/08/2015 05:40	33	43	36	112	3	100
11/08/2015 05:45	27	46	33	106	3	100
11/08/2015 05:50	36	40	26	102	3	100
11/08/2015 05:55	50	56	44	150	3	100
11/08/2015 06:00	22	49	36	107	3	100
11/08/2015 06:05	22	50	35	107	3	100
11/08/2015 06:10	31	51	42	124	3	100
11/08/2015 06:15	44	45	46	135	3	100
11/08/2015 06:20	40	54	41	135	3	100
11/08/2015 06:25	38	61	46	145	3	100
11/08/2015 06:30	52	58	40	150	3	100
11/08/2015 06:35	58	69	49	176	3	100
11/08/2015 06:40	53	69	44	166	3	100
11/08/2015 06:45	56	69	58	183	3	100
11/08/2015 06:50	54	66	49	169	3	100
11/08/2015 06:55	84	63	46	193	3	100
11/08/2015 07:00	63	84	54	201	3	100
11/08/2015 07:05	58	80	38	176	3	100
11/08/2015 07:10	63	71	49	183	3	100
11/08/2015 07:15	63	74	52	189	3	100
11/08/2015 07:20	65	85	42	192	3	100
11/08/2015 07:25	63	89	65	217	3	100
11/08/2015 07:30	72	72	52	196	3	100
11/08/2015 07:35	73	84	48	205	3	100
11/08/2015 07:40	72	82	59	213	3	100
11/08/2015 07:45	82	91	54	227	3	100
11/08/2015 07:50	91	100	64	255	3	100
11/08/2015 07:55	79	90	55	224	3	100
11/08/2015 08:00	76	82	62	220	3	100
11/08/2015 08:05	97	105	60	262	3	100
11/08/2015 08:10	83	92	64	239	3	100
11/08/2015 08:15	87	88	63	238	3	100
11/08/2015 08:20	107	106	67	280	3	100
11/08/2015 08:25	113	113	63	289	3	100
11/08/2015 08:30	105	98	65	268	3	100
11/08/2015 08:35	88	96	68	252	3	100
11/08/2015 08:40	121	108	74	303	3	100
11/08/2015 08:45	105	101	71	277	3	100
11/08/2015 08:50	103	91	75	269	3	100
11/08/2015 08:55	123	123	91	337	3	100
11/08/2015 09:00	107	104	76	287	3	100
11/08/2015 09:05	98	100	80	278	3	100
11/08/2015 09:10	110	113	77	300	3	100
11/08/2015 09:15	126	118	83	327	3	100
11/08/2015 09:20	125	118	75	318	3	100
11/08/2015 09:25	150	132	90	372	3	100
11/08/2015 09:30	123	116	97	336	3	100
11/08/2015 09:35	137	135	108	380	3	100
11/08/2015 09:40	152	147	96	395	3	100
11/08/2015 09:45	131	110	98	339	3	100
11/08/2015 09:50	150	150	96	396	3	100
11/08/2015 09:55	138	128	101	367	3	100
11/08/2015 10:00	126	132	97	355	3	100
11/08/2015 10:05	124	124	82	330	3	100
11/08/2015 10:10	127	141	91	359	3	100
11/08/2015 10:15	139	141	107	387	3	100
11/08/2015 10:20	159	144	109	412	3	100
11/08/2015 10:25	153	127	96	376	3	100
11/08/2015 10:30	140	141	97	378	3	100
11/08/2015 10:35	156	145	110	411	3	100
11/08/2015 10:40	168	146	125	439	3	100
11/08/2015 10:45	148	130	109	387	3	100
11/08/2015 10:50	157	148	95	400	3	100
11/08/2015 10:55	150	146	95	391	3	100
11/08/2015 11:00	67	88	68	223	3	100
11/08/2015 11:05	116	110	87	313	3	100
11/08/2015 11:10	152	147	108	407	3	100
11/08/2015 11:15	179	162	127	468	3	100
11/08/2015 11:20	192	162	120	474	3	100
11/08/2015 11:25	170	141	126	437	3	100
11/08/2015 11:30	183	168	122	473	3	100
11/08/2015 11:35	153	138	98	389	3	100
11/08/2015 11:40	150	145	93	388	3	100
11/08/2015 11:45	149	143	95	387	3	100
11/08/2015 11:50	127	121	82	330	3	100
11/08/2015 11:55	79	83	68	230	3	100
11/08/2015 12:00	137	142	103	382	3	100
11/08/2015 12:05	187	151	131	469	3	100
11/08/2015 12:10	167	151	123	441	3	100
11/08/2015 12:15	170	152	120	442	3	100
11/08/2015 12:20	154	135	107	396	3	100
11/08/2015 12:25	170	161	113	444	3	100
11/08/2015 12:30	154	139	98	391	3	100
11/08/2015 12:35	130	134	91	355	3	100
11/08/2015 12:40	161	149	111	421	3	100
11/08/2015 12:45	143	134	111	388	3	100
11/08/2015 12:50	152	149	107	408	3	100
11/08/2015 12:55	150	149	117	416	3	100
11/08/2015 13:00	153	152	108	413	3	100
11/08/2015 13:05	164	142	121	427	3	100
11/08/2015 13:10	137	143	111	391	3	100
11/08/2015 13:15	149	157	107	413	3	100
11/08/2015 13:20	170	157	129	456	3	100
11/08/2015 13:25	145	152	114	411	3	100
11/08/2015 13:30	186	164	127	477	3	100
11/08/2015 13:35	158	152	114	424	3	100
11/08/2015 13:40	161	160	119	440	3	100
11/08/2015 13:45	155	142	105	402	3	100
11/08/2015 13:50	178	158	122	458	3	100
11/08/2015 13:55	161	149	120	430	3	100
11/08/2015 14:00	178	157	124	459	3	100
11/08/2015 14:05	168	150	130	448	3	100
11/08/2015 14:10	160	162	113	435	3	100
11/08/2015 14:15	180	171	121	472	3	100
11/08/2015 14:20	159	153	131	443	3	100
11/08/2015 14:25	167	165	124	456	3	100
11/08/2015 14:30	154	160	110	424	3	100
11/08/2015 14:35	181	162	134	477	3	100
11/08/2015 14:40	185	163	130	478	3	100
11/08/2015 14:45	158	146	120	424	3	100
11/08/2015 14:50	169	141	113	423	3	100
11/08/2015 14:55	150	160	121	431	3	100
11/08/2015 15:00	142	119	107	368	3	100
11/08/2015 15:05	161	153	114	428	3	100
11/08/2015 15:10	147	156	109	412	3	100
11/08/2015 15:15	148	149	122	419	3	100
11/08/2015 15:20	163	146	117	426	3	100
11/08/2015 15:25	153	165	123	441	3	100
11/08/2015 15:30	173	163	131	467	3	100
11/08/2015 15:35	155	160	126	441	3	100
11/08/2015 15:40	174	161	130	465	3	100
11/08/2015 15:45	154	148	120	422	3	100
11/08/2015 15:50	165	160	114	439	3	100
11/08/2015 15:55	156	158	118	432	3	100
11/08/2015 16:00	178	164	132	474	3	100
