5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Lane 5 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/09/2015 00:00	39	39	40	40	19	177	5	100
11/09/2015 00:05	38	44	36	43	25	186	5	100
11/09/2015 00:10	30	54	40	36	15	175	5	100
11/09/2015 00:15	28	46	47	45	11	177	5	100
11/09/2015 00:20	24	33	34	25	18	134	5	100
11/09/2015 00:25	31	40	42	30	18	161	5	100
11/09/2015 00:30	30	36	41	32	18	157	5	100
11/09/2015 00:35	24	36	28	43	11	142	5	100
11/09/2015 00:40	17	34	30	29	18	128	5	100
11/09/2015 00:45	17	21	27	22	8	95	5	100
11/09/2015 00:50	8	24	22	42	9	105	5	100
11/09/2015 00:55	14	24	21	30	13	102	5	100
11/09/2015 01:00	16	26	31	24	10	107	5	100
11/09/2015 01:05	16	24	16	26	11	93	5	100
11/09/2015 01:10	16	19	18	24	4	81	5	100
11/09/2015 01:15	11	20	19	24	9	83	5	100
11/09/2015 01:20	16	24	22	20	9	91	5	100
11/09/2015 01:25	9	21	16	19	6	71	5	100
11/09/2015 01:30	10	14	17	14	9	64	5	100
11/09/2015 01:35	12	17	18	22	5	74	5	100
11/09/2015 01:40	10	18	18	21	8	75	5	100
11/09/2015 01:45	15	22	15	18	7	77	5	100
11/09/2015 01:50	6	10	17	23	11	67	5	100
11/09/2015 01:55	7	18	16	16	8	65	5	100
11/09/2015 02:00	10	17	15	16	4	62	5	100
11/09/2015 02:05	11	14	18	10	4	57	5	100
11/09/2015 02:10	13	14	16	11	11	65	5	100
11/09/2015 02:15	6	9	16	21	13	65	5	100
11/09/2015 02:20	3	20	11	19	4	57	5	100
11/09/2015 02:25	4	10	12	14	3	43	5	100
11/09/2015 02:30	7	15	18	25	4	69	5	100
11/09/2015 02:35	4	14	19	21	4	62	5	100
11/09/2015 02:40	6	13	17	22	4	62	5	100
11/09/2015 02:45	4	16	14	17	6	57	5	100
11/09/2015 02:50	12	12	17	25	5	71	5	100
11/09/2015 02:55	9	17	15	16	10	67	5	100
11/09/2015 03:00	9	12	17	16	7	61	5	100
11/09/2015 03:05	9	15	17	16	8	65	5	100
11/09/2015 03:10	6	19	16	13	2	56	5	100
11/09/2015 03:15	12	17	18	17	9	73	5	100
11/09/2015 03:20	9	21	14	11	5	60	5	100
11/09/2015 03:25	13	22	17	15	1	68	5	100
11/09/2015 03:30	14	17	20	24	3	78	5	100
11/09/2015 03:35	19	35	23	20	10	107	5	100
11/09/2015 03:40	15	24	26	24	7	96	5	100
11/09/2015 03:45	17	27	22	25	6	97	5	100
11/09/2015 03:50	19	24	27	22	10	102	5	100
11/09/2015 03:55	26	39	31	28	8	132	5	100
11/09/2015 04:00	17	36	36	27	10	126	5	100
11/09/2015 04:05	22	32	31	33	13	131	5	100
11/09/2015 04:10	27	42	33	30	7	139	5	100
11/09/2015 04:15	41	53	49	42	18	203	5	100
11/09/2015 04:20	32	50	45	27	18	172	5	100
11/09/2015 04:25	47	54	52	41	24	218	5	100
11/09/2015 04:30	61	59	49	40	20	229	5	100
11/09/2015 04:35	87	77	62	41	14	281	5	100
11/09/2015 04:40	53	55	46	37	8	199	5	100
11/09/2015 04:45	48	95	76	25	60	304	5	100
11/09/2015 04:50	97	104	71	81	29	382	5	100
11/09/2015 04:55	83	79	70	47	13	292	5	100
11/09/2015 05:00	80	76	59	46	10	271	5	100
11/09/2015 05:05	98	98	61	59	15	331	5	100
11/09/2015 05:10	87	91	71	53	27	329	5	100
11/09/2015 05:15	106	100	82	71	40	399	5	100
11/09/2015 05:20	121	119	92	71	48	451	5	100
11/09/2015 05:25	131	113	95	68	55	462	5	100
11/09/2015 05:30	139	140	85	101	53	518	5	100
