5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/02/2015 00:00	37	37	30	22	126	4	50
11/02/2015 00:05	29	27	26	21	103	4	50
11/02/2015 00:10	31	26	24	20	101	4	50
11/02/2015 00:15	39	33	35	17	124	4	50
11/02/2015 00:20	35	28	24	18	105	4	50
11/02/2015 00:25	23	26	19	13	81	4	50
11/02/2015 00:30	28	23	21	16	88	4	50
11/02/2015 00:35	27	21	25	13	86	4	50
11/02/2015 00:40	28	31	22	16	97	4	50
11/02/2015 00:45	27	19	15	19	80	4	50
11/02/2015 00:50	21	15	17	13	66	4	50
11/02/2015 00:55	24	18	13	16	71	4	50
11/02/2015 01:00	21	24	17	12	74	4	50
11/02/2015 01:05	19	23	13	11	66	4	50
11/02/2015 01:10	26	15	13	11	65	4	50
11/02/2015 01:15	23	12	9	15	59	4	50
11/02/2015 01:20	27	17	15	19	78	4	50
11/02/2015 01:25	20	15	8	12	55	4	50
11/02/2015 01:30	13	10	10	4	37	4	50
11/02/2015 01:35	20	13	12	12	57	4	50
11/02/2015 01:40	18	10	9	3	40	4	50
11/02/2015 01:45	20	15	11	9	55	4	50
11/02/2015 01:50	20	14	11	10	55	4	50
11/02/2015 01:55	20	13	9	12	54	4	50
11/02/2015 02:00	19	9	7	3	38	4	50
11/02/2015 02:05	17	17	8	5	47	4	50
11/02/2015 02:10	12	12	13	3	40	4	50
11/02/2015 02:15	15	7	4	7	33	4	50
11/02/2015 02:20	20	12	13	6	51	4	50
11/02/2015 02:25	15	14	6	6	41	4	50
11/02/2015 02:30	16	13	8	7	44	4	50
11/02/2015 02:35	18	3	23	10	54	4	50
11/02/2015 02:40	12	9	14	4	39	4	50
11/02/2015 02:45	18	9	17	10	54	4	50
11/02/2015 02:50	17	7	6	7	37	4	50
11/02/2015 02:55	15	8	7	7	37	4	50
