5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Lane 6 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	2.81	2.58	1.55	1.59	.26	.85	1.61	6	0
11/02/2015 00:05	3.54	2.43	1.57	1.97	.27	.84	1.77	6	0
11/02/2015 00:10	2.77	2.43	1.52	1.03	.27	.84	1.48	6	0
11/02/2015 00:15	2.92	2.35	1.34	1.29	.44	.81	1.52	6	0
11/02/2015 00:20	2.53	2.16	1.36	1.41	.37	.78	1.43	6	0
11/02/2015 00:25	3.32	2.22	1.74	1.67	.33	.74	1.67	6	0
11/02/2015 00:30	2.71	2.01	1.25	.85	.44	.71	1.33	6	0
11/02/2015 00:35	2.06	2.23	1.19	.96	.35	.67	1.24	6	0
11/02/2015 00:40	2.21	1.69	1.22	.62	.52	.64	1.15	6	0
11/02/2015 00:45	2.81	1.56	1.18	.72	.18	.63	1.18	6	0
11/02/2015 00:50	2.23	1.76	1.2	.88	.42	.6	1.18	6	0
11/02/2015 00:55	1.54	1.7	1.2	1.06	.3	.57	1.06	6	0
11/02/2015 01:00	.75	.83	.87	.87	.76	.53	.77	6	0
11/02/2015 01:05	.74	.82	.86	.86	.75	.52	.76	6	0
11/02/2015 01:10	1.5	1.28	1.22	0	1.28	.51	.97	6	0
11/02/2015 01:15	1.46	1.58	.88	.96	.31	.51	.95	6	0
11/02/2015 01:20	1.15	.91	.62	.64	.25	.5	.68	6	0
11/02/2015 01:25	1.33	1.03	.6	.78	.19	.49	.74	6	0
11/02/2015 01:30	1.5	1.25	.56	.61	.26	.49	.78	6	0
11/02/2015 01:35	1.34	1.04	.54	.6	.11	.47	.68	6	0
11/02/2015 01:40	1.03	.97	.65	.69	0	.47	.64	6	0
11/02/2015 01:45	1.39	1.33	.9	1.34	.44	.46	.98	6	0
11/02/2015 01:50	1.21	1.1	.8	.77	.14	.45	.75	6	0
11/02/2015 01:55	1.09	.87	.74	.51	.14	.45	.63	6	0
11/02/2015 02:00	1.24	.9	.63	.9	.17	.44	.71	6	0
11/02/2015 02:05	1.06	.76	.63	1.01	.23	.45	.69	6	0
11/02/2015 02:10	.99	1.15	.6	1.07	0	.45	.71	6	0
11/02/2015 02:15	.54	.58	.58	1.2	.07	.44	.57	6	0
11/02/2015 02:20	.7	.69	.4	.55	.03	.44	.47	6	0
11/02/2015 02:25	.96	.8	.57	.78	.13	.43	.61	6	0
11/02/2015 02:30	1.01	.72	.6	.65	.15	.43	.59	6	0
11/02/2015 02:35	.81	1.02	.44	.57	.1	.43	.56	6	0
11/02/2015 02:40	1.04	.8	.9	.94	.1	.43	.7	6	0
