5 Minutes	Lane 1 Speed (mph)	Lane 2 Speed (mph)	Lane 3 Speed (mph)	Lane 4 Speed (mph)	Lane 5 Speed (mph)	Speed (mph)	# Lane Points	% Observed
11/02/2015 00:00	76.5	74	72	69.2	64.5	72	5	100
11/02/2015 00:05	76.4	73.8	72.2	67.5	64.4	71.4	5	100
11/02/2015 00:10	76.1	73.6	69.2	66	64.5	70.6	5	100
11/02/2015 00:15	76.2	74	70.4	67.2	64.6	71.4	5	100
11/02/2015 00:20	76.7	74	71.3	68.2	64.7	71.4	5	100
11/02/2015 00:25	76.7	73.8	72.1	69	64.6	72.1	5	100
11/02/2015 00:30	76.6	72.9	72.1	66.1	64.4	71.4	5	100
11/02/2015 00:35	76.8	72.6	72.6	66	63.4	71.6	5	100
11/02/2015 00:40	76.6	73.8	73.7	66.7	63.7	71.7	5	100
11/02/2015 00:45	76.9	74.3	73.2	67.1	64.1	72.3	5	100
11/02/2015 00:50	76.7	74.6	71.4	70.2	64.3	72.2	5	100
11/02/2015 00:55	76.6	74.2	67	70.2	64.4	71.1	5	100
11/02/2015 01:00	76.4	73.8	69.7	67.3	64.4	70.8	5	100
11/02/2015 01:05	76.3	74.1	69.5	68.7	63.6	71.1	5	100
11/02/2015 01:10	76.4	73.9	71.6	69.9	64.1	71.8	5	100
11/02/2015 01:15	76.5	73.3	71.9	67.4	64	71.1	5	100
11/02/2015 01:20	76.5	73.5	71.1	67.8	64.1	71.5	5	100
11/02/2015 01:25	76.4	73.6	71.5	69	64.5	70.5	5	100
11/02/2015 01:30	76.4	73.9	71.5	67.1	64.7	70.2	5	100
11/02/2015 01:35	76.5	74.1	69.7	68.3	64.5	71.7	5	100
11/02/2015 01:40	76.2	74	70.2	68.3	64.4	71.6	5	100
11/02/2015 01:45	76.4	74.1	72.4	69.3	64.5	72.4	5	100
11/02/2015 01:50	76.5	74.2	72.3	70	63.6	71.3	5	100
11/02/2015 01:55	76.5	73.7	72.2	69	64.1	71.9	5	100
11/02/2015 02:00	76.6	73.7	71.1	69	64.4	71.5	5	100
11/02/2015 02:05	76.7	73.9	69.5	69.8	64.4	71.2	5	100
11/02/2015 02:10	76.6	74.1	71.1	67	64.4	70.3	5	100
11/02/2015 02:15	76.6	74	71	68.2	64.5	71.5	5	100
11/02/2015 02:20	76.6	74.1	72.8	68.4	64.4	72.3	5	100
11/02/2015 02:25	76.6	74	72.3	67.3	64.2	71.7	5	100
11/02/2015 02:30	76.5	74	70.7	67.4	64.5	70.6	5	100
11/02/2015 02:35	76.5	74.2	71.1	68.5	63.9	70.8	5	100
11/02/2015 02:40	76.7	73.9	72.8	68.3	64.2	72.3	5	100
11/02/2015 02:45	76.6	74	73	69.5	64	71.4	5	100
11/02/2015 02:50	76.6	73.9	73	69.3	64.4	71.6	5	100
11/02/2015 02:55	76.6	73.9	72	69	64.5	71.7	5	100
11/02/2015 03:00	76.4	73.9	67.7	68.7	64.6	70.5	5	100
11/02/2015 03:05	76.3	73.9	71	68.7	64.6	71.1	5	100
11/02/2015 03:10	76.5	74	72.8	70.1	64.3	72.3	5	100
11/02/2015 03:15	76.5	74.2	69.9	69.1	64.5	71.9	5	100
11/02/2015 03:20	76.5	73.4	69.9	67.6	64.6	71.2	5	100
11/02/2015 03:25	76.5	73.8	68.3	66.9	64.6	69.6	5	100
11/02/2015 03:30	76.5	73.8	69.7	68.2	64.7	71.5	5	100
11/02/2015 03:35	76.5	73.5	72.4	70.1	64.5	72.3	5	100
11/02/2015 03:40	76.6	73.8	72.2	69.4	64.6	72.1	5	100
11/02/2015 03:45	76.8	74.2	74.8	69.5	64.8	73	5	100
11/02/2015 03:50	76.8	73	73.4	69.1	64.7	72.5	5	100
11/02/2015 03:55	76.7	73.9	72.6	69.6	64.4	72.8	5	100
11/02/2015 04:00	76.9	73.9	66.5	69.9	64.5	71.3	5	100
11/02/2015 04:05	76.8	74.1	63.8	67.2	64.7	70.5	5	100
11/02/2015 04:10	76.8	73.7	62	69.9	64	69.9	5	100
11/02/2015 04:15	76.4	74.3	70.6	70.4	64.3	72.3	5	100
11/02/2015 04:20	76.7	74.8	73.7	66.8	64.4	72.1	5	100
11/02/2015 04:25	76.5	75	76.1	70.6	65	73.7	5	100
11/02/2015 04:30	76.4	74.4	70.8	71.4	64.8	72.9	5	100
11/02/2015 04:35	76.2	73.5	69.1	72.2	65	72.3	5	100
11/02/2015 04:40	75.6	73.4	69.4	66.7	65.2	71.3	5	100
11/02/2015 04:45	75.6	74.9	76.2	63.9	65.7	72.3	5	100
11/02/2015 04:50	76.5	74.9	78.5	65	62.9	72.8	5	100
11/02/2015 04:55	78	75	76	68.5	62.3	73.5	5	100
11/02/2015 05:00	78.7	75.7	79.7	70.5	63.3	75.7	5	100
11/02/2015 05:05	78.2	75.8	75.3	73.5	64.3	75	5	100
11/02/2015 05:10	78.5	76	74.4	73.7	66.5	74.8	5	100
11/02/2015 05:15	77.4	75.8	70.9	76.6	62.6	74.1	5	100
11/02/2015 05:20	77.7	75.8	73.5	74.8	63.1	74.5	5	100
11/02/2015 05:25	77.3	75.9	73.9	74.5	65.7	74.6	5	100
11/02/2015 05:30	76.5	74.8	73.9	77.5	66.1	74.6	5	100
11/02/2015 05:35	75.7	74.1	71	72.1	66.4	72.8	5	100
11/02/2015 05:40	74.7	73.8	68.4	67.5	64.7	70.7	5	100
11/02/2015 05:45	75.2	74	69.1	72	63.1	71.8	5	100
11/02/2015 05:50	75.1	73.7	67.2	69.6	63.9	70.6	5	100
11/02/2015 05:55	75.5	73.5	66.1	68.1	63.2	70.4	5	100
11/02/2015 06:00	76.1	73.5	63.8	65.5	63.1	69.7	5	100
11/02/2015 06:05	76.3	73.5	66.5	69.5	62.5	70.8	5	100
11/02/2015 06:10	77.4	73.6	69.1	70.9	62	72	5	100
11/02/2015 06:15	79	75	70	71	66.1	73.1	5	100
11/02/2015 06:20	78.6	75	73.2	71.2	66.1	73.9	5	100
11/02/2015 06:25	78.2	74.5	72.9	70.6	67.8	73.7	5	100
11/02/2015 06:30	79.4	75.7	76.4	70.9	68.4	75.1	5	100
11/02/2015 06:35	77.8	74.2	70.9	66.5	65.7	72.3	5	100
11/02/2015 06:40	77.7	74.8	72.6	69.5	66.5	73	5	100
11/02/2015 06:45	78	75.2	73.1	71.4	66.4	73.7	5	100
11/02/2015 06:50	78.5	74.8	75.6	68.7	66.8	73.6	5	100
11/02/2015 06:55	77.7	73.9	76.3	70.3	66.9	73.7	5	100
11/02/2015 07:00	77	74.5	75.5	69	66.3	73.4	5	100
11/02/2015 07:05	76.4	73.4	73.2	67.9	66.1	72.3	5	100
11/02/2015 07:10	75.9	72.4	70.4	67.7	63.8	71	5	100
11/02/2015 07:15	74.9	72.1	69.6	69.9	65.6	71.1	5	100
11/02/2015 07:20	73.4	71.6	71.2	67.6	64.6	70.2	5	100
11/02/2015 07:25	70.6	69.2	69.2	68.2	62.7	68.3	5	100
11/02/2015 07:30	67.7	67.6	65.9	64.6	61.2	65.8	5	100
11/02/2015 07:35	55.5	55.5	61.5	62.8	59.8	58.8	5	100
11/02/2015 07:40	44.2	43.4	52.5	55.4	53.6	49.6	5	100
11/02/2015 07:45	48.5	47	49.3	52.6	50.2	49.5	5	100
11/02/2015 07:50	36.7	35.4	38.5	42.8	41.9	39.2	5	100
11/02/2015 07:55	44.2	42.2	43.3	46.6	44.7	44.2	5	100
11/02/2015 08:00	40.6	38.6	39	43.9	42.7	41.1	5	100
11/02/2015 08:05	32.2	30.2	31.9	35.2	33.9	32.7	5	100
11/02/2015 08:10	38.9	33	36.8	39.4	39.1	37.4	5	100
11/02/2015 08:15	37.9	34	35.9	36.8	38.3	36.6	5	100
11/02/2015 08:20	28.2	26.3	30.2	29.6	31.8	29.3	5	100
11/02/2015 08:25	29.2	26.1	29.2	26.9	27	27.7	5	100
11/02/2015 08:30	34.5	31	33	32.2	31.3	32.4	5	100
11/02/2015 08:35	40.7	39	40.1	40.7	40.3	40.2	5	100
11/02/2015 08:40	38	37.5	44.1	45.7	46.9	42.2	5	100
11/02/2015 08:45	31.1	33.6	37.4	39.2	43	37	5	100
11/02/2015 08:50	40.5	42.7	42.5	44.2	46.5	43.3	5	100
11/02/2015 08:55	53.2	54.5	54.4	52.8	53.4	53.7	5	100
11/02/2015 09:00	62.4	62.3	61.4	58.2	55.7	60.2	5	100
11/02/2015 09:05	67.7	66.5	63.6	63.2	58.8	64.3	5	100
11/02/2015 09:10	71.7	70	67.3	67.9	59.4	67.7	5	100
11/02/2015 09:15	71.5	69.7	70	67.6	61.2	68.3	5	100
