5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/09/2015 00:00	2.12	1.89	1.89	3.04	3.12	2.41	5	0
11/09/2015 00:05	2.22	1.98	1.98	3.15	3.19	2.5	5	0
11/09/2015 00:10	1.94	1.71	1.73	2.83	2.98	2.24	5	0
11/09/2015 00:15	2.59	2.33	2.32	3.57	3.47	2.85	5	0
11/09/2015 00:20	2	1.78	1.79	2.91	3.03	2.3	5	0
11/09/2015 00:25	2.11	1.87	1.88	3.02	3.11	2.4	5	0
11/09/2015 00:30	1.64	1.43	1.46	2.49	2.76	1.96	5	0
11/09/2015 00:35	1.91	1.69	1.7	2.8	2.96	2.21	5	0
11/09/2015 00:40	2.82	2.54	2.52	3.83	3.64	3.07	5	0
11/09/2015 00:45	1.65	1.44	1.47	2.5	2.76	1.96	5	0
11/09/2015 00:50	1.66	1.45	1.47	2.51	2.77	1.97	5	0
11/09/2015 00:55	2.19	1.95	1.96	3.12	3.17	2.48	5	0
11/09/2015 01:00	1.32	1.13	1.17	2.13	2.52	1.65	5	0
11/09/2015 01:05	1.61	1.41	1.43	2.46	2.74	1.93	5	0
11/09/2015 01:10	1.39	1.19	1.23	2.2	2.57	1.72	5	0
11/09/2015 01:15	1.62	1.42	1.44	2.47	2.75	1.94	5	0
11/09/2015 01:20	1.79	1.58	1.6	2.67	2.87	2.1	5	0
11/09/2015 01:25	1.85	1.63	1.65	2.73	2.92	2.16	5	0
11/09/2015 01:30	1.5	1.31	1.33	2.34	2.66	1.83	5	0
11/09/2015 01:35	1.84	1.63	1.64	2.72	2.91	2.15	5	0
11/09/2015 01:40	1.85	1.3	1.33	2.33	2.65	1.89	5	0
11/09/2015 01:45	1.78	1.21	1.24	2.22	2.58	1.81	5	0
11/09/2015 01:50	1.58	1.38	1.4	2.43	2.71	1.9	5	0
11/09/2015 01:55	2.32	2.07	2.07	3.26	3.27	2.6	5	0
11/09/2015 02:00	1.61	1.01	1.05	1.98	2.42	1.61	5	0
11/09/2015 02:05	1.83	1.61	1.63	2.7	2.9	2.13	5	0
11/09/2015 02:10	1.56	1.35	1.38	2.4	2.69	1.88	5	0
11/09/2015 02:15	1.79	1.23	1.26	2.24	2.59	1.82	5	0
11/09/2015 02:20	1.93	1.71	1.72	2.82	2.97	2.23	5	0
11/09/2015 02:25	1.5	1.3	1.33	2.33	2.65	1.82	5	0
11/09/2015 02:30	2.16	1.93	1.93	3.09	3.15	2.45	5	0
11/09/2015 02:35	1.72	1.51	1.53	2.59	2.82	2.04	5	0
11/09/2015 02:40	2.11	1.88	1.89	3.03	3.11	2.41	5	0
11/09/2015 02:45	1.4	1.21	1.24	2.22	2.58	1.73	5	0
11/09/2015 02:50	2.34	2.1	2.09	3.29	3.28	2.62	5	0
11/09/2015 02:55	1.34	1.15	1.19	2.16	2.54	1.68	5	0
11/09/2015 03:00	2.56	2.3	2.29	3.54	3.45	2.83	5	0
11/09/2015 03:05	1.89	1.67	1.68	2.77	2.94	2.19	5	0
11/09/2015 03:10	1.82	1.6	1.62	2.69	2.89	2.12	5	0
11/09/2015 03:15	1.65	1.44	1.47	2.5	2.76	1.96	5	0
11/09/2015 03:20	2.32	2.07	2.07	3.26	3.27	2.6	5	0
11/09/2015 03:25	1.79	1.58	1.6	2.67	2.87	2.1	5	0
11/09/2015 03:30	2.22	1.98	1.98	3.15	3.19	2.5	5	0
11/09/2015 03:35	1.94	1.71	1.73	2.83	2.98	2.24	5	0
11/09/2015 03:40	2.35	2.1	2.1	3.3	3.29	2.63	5	0
11/09/2015 03:45	2.14	1.9	1.91	3.06	3.13	2.43	5	0
11/09/2015 03:50	1.94	1.71	1.73	2.83	2.98	2.24	5	0
11/09/2015 03:55	1.44	1.24	1.27	2.26	2.61	1.76	5	0
11/09/2015 04:00	2.44	2.19	2.19	3.41	3.36	2.72	5	0
11/09/2015 04:05	2.41	2.16	2.16	3.37	3.34	2.69	5	0
11/09/2015 04:10	1.6	1.39	1.42	2.44	2.73	1.92	5	0
11/09/2015 04:15	3.15	2.86	2.83	4.21	3.89	3.39	5	0
11/09/2015 04:20	2.88	2.6	2.58	3.9	3.68	3.13	5	0
11/09/2015 04:25	2.16	1.92	1.93	3.08	3.15	2.45	5	0
11/09/2015 04:30	2.98	2.69	2.67	4.01	3.76	3.22	5	0
11/09/2015 04:35	3.01	2.73	2.7	4.05	3.79	3.25	5	0
11/09/2015 04:40	2.98	2.69	2.67	4.01	3.76	3.22	5	0
11/09/2015 04:45	3.37	3.06	3.02	4.45	4.05	3.59	5	0
11/09/2015 04:50	3.59	3.28	3.23	4.71	4.22	3.81	5	0
11/09/2015 04:55	4.07	3.72	3.66	5.25	4.58	4.26	5	0
11/09/2015 05:00	2.98	2.69	2.67	4.01	3.76	3.22	5	0
11/09/2015 05:05	3.92	3.58	3.52	5.08	4.47	4.11	5	0
11/09/2015 05:10	4.69	4.31	4.23	5.96	5.05	4.85	5	0
11/09/2015 05:15	4.69	4.31	4.23	5.96	5.05	4.85	5	0
11/09/2015 05:20	4.72	4.34	4.25	5.99	5.07	4.87	5	0
11/09/2015 05:25	6.36	5.88	5.74	7.85	6.3	6.43	5	0
11/09/2015 05:30	6.12	5.66	5.52	7.58	6.12	6.2	5	0
11/09/2015 05:35	6.42	5.94	5.79	7.92	6.34	6.48	5	0
11/09/2015 05:40	6.36	5.88	5.74	7.85	6.3	6.43	5	0
11/09/2015 05:45	8.18	7.6	7.39	9.92	7.66	8.15	5	0
11/09/2015 05:50	7.91	7.34	7.14	9.61	7.46	7.89	5	0
11/09/2015 05:55	7.54	7	6.81	9.2	7.19	7.55	5	0
11/09/2015 06:00	7.66	7.11	6.92	9.33	7.28	7.66	5	0
11/09/2015 06:05	8.73	8.12	7.89	10.54	8.08	8.67	5	0
11/09/2015 06:10	9.79	9.12	8.85	11.75	8.88	9.68	5	0
11/09/2015 06:15	9.61	8.94	8.68	11.54	8.74	9.5	5	0
11/09/2015 06:20	10.39	9.68	9.39	12.43	9.32	10.24	5	0
11/09/2015 06:25	9.58	8.92	8.66	11.51	8.72	9.48	5	0
11/09/2015 06:30	11.63	10.85	10.52	13.84	10.25	11.42	5	0
11/09/2015 06:35	21.3	19.96	19.29	24.82	17.51	20.58	5	0
11/09/2015 06:40	14.45	13.51	13.07	17.04	12.37	14.09	5	0
11/09/2015 06:45	13.08	12.21	11.83	15.48	11.34	12.79	5	0
11/09/2015 06:50	10.32	9.61	9.33	12.35	9.27	10.18	5	0
11/09/2015 06:55	10.21	9.51	9.23	12.23	9.19	10.07	5	0
11/09/2015 07:00	11.07	10.32	10.01	13.21	9.83	10.89	5	0
11/09/2015 07:05	10.49	9.77	9.48	12.54	9.4	10.34	5	0
11/09/2015 07:10	12.2	11.39	11.04	14.49	10.69	11.96	5	0
11/09/2015 07:15	13.52	12.64	12.24	15.99	11.68	13.21	5	0
11/09/2015 07:20	13.93	13.02	12.61	16.45	11.98	13.6	5	0
11/09/2015 07:25	13.02	12.17	11.78	15.42	11.3	12.74	5	0
11/09/2015 07:30	12.58	11.75	11.39	14.92	10.97	12.32	5	0
11/09/2015 07:35	12.47	11.64	11.28	14.79	10.88	12.21	5	0
11/09/2015 07:40	11.46	10.69	10.37	13.65	10.13	11.26	5	0
11/09/2015 07:45	11.77	10.99	10.65	14	10.36	11.55	5	0
11/09/2015 07:50	13.72	12.82	12.41	16.21	11.82	13.4	5	0
11/09/2015 07:55	11.71	10.92	10.59	13.93	10.31	11.49	5	0
11/09/2015 08:00	13.11	12.25	11.86	15.52	11.36	12.82	5	0
11/09/2015 08:05	13.44	12.56	12.16	15.9	11.61	13.13	5	0
11/09/2015 08:10	12.18	11.37	11.02	14.46	10.67	11.94	5	0
11/09/2015 08:15	11.44	10.68	10.35	13.63	10.11	11.24	5	0
11/09/2015 08:20	14.31	13.38	12.95	16.88	12.27	13.96	5	0
11/09/2015 08:25	12.37	11.54	11.19	14.68	10.81	12.12	5	0
11/09/2015 08:30	12.62	11.78	11.42	14.96	11	12.36	5	0
11/09/2015 08:35	13.33	12.45	12.06	15.77	11.53	13.03	5	0
11/09/2015 08:40	13.47	12.59	12.19	15.93	11.64	13.16	5	0
11/09/2015 08:45	12.93	12.08	11.7	15.32	11.23	12.65	5	0
11/09/2015 08:50	13.57	12.68	12.28	16.04	11.71	13.25	5	0
11/09/2015 08:55	14.24	13.31	12.89	16.81	12.21	13.89	5	0
11/09/2015 09:00	9.6	8.94	8.68	11.53	8.73	9.5	5	0
11/09/2015 09:05	10.28	9.57	9.29	12.3	9.24	10.14	5	0
11/09/2015 09:10	9.68	9.02	8.75	11.63	8.79	9.58	5	0
11/09/2015 09:15	9.66	8.99	8.73	11.6	8.77	9.55	5	0
11/09/2015 09:20	9.98	9.3	9.02	11.97	9.02	9.86	5	0
11/09/2015 09:25	9.57	8.91	8.65	11.5	8.71	9.47	5	0
11/09/2015 09:30	8.79	8.17	7.94	10.61	8.12	8.73	5	0
11/09/2015 09:35	9.77	9.1	8.83	11.73	8.86	9.66	5	0
11/09/2015 09:40	8.99	8.36	8.12	10.84	8.27	8.92	5	0
11/09/2015 09:45	9.68	9.01	8.75	11.62	8.79	9.57	5	0
11/09/2015 09:50	10.32	9.61	9.33	12.35	9.27	10.18	5	0
