5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Lane 5 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/09/2015 00:00	21	33	17	24	12	107	5	100
11/09/2015 00:05	29	27	19	33	8	116	5	100
11/09/2015 00:10	29	32	12	27	10	110	5	100
11/09/2015 00:15	27	26	18	23	7	101	5	100
11/09/2015 00:20	29	36	24	23	9	121	5	100
11/09/2015 00:25	15	34	13	18	6	86	5	100
11/09/2015 00:30	16	29	17	23	3	88	5	100
11/09/2015 00:35	20	21	29	17	10	97	5	100
11/09/2015 00:40	13	19	18	18	5	73	5	100
11/09/2015 00:45	11	27	14	9	3	64	5	100
11/09/2015 00:50	16	23	10	14	4	67	5	100
11/09/2015 00:55	14	20	11	14	3	62	5	100
11/09/2015 01:00	18	28	24	19	20	109	5	0
11/09/2015 01:05	24	34	29	24	25	136	5	0
11/09/2015 01:10	21	30	26	20	23	120	5	0
11/09/2015 01:15	7	23	9	11	4	54	5	100
11/09/2015 01:20	6	27	6	9	4	52	5	100
11/09/2015 01:25	7	14	10	9	4	44	5	100
11/09/2015 01:30	11	17	13	9	6	56	5	100
11/09/2015 01:35	7	9	23	10	9	58	5	100
11/09/2015 01:40	7	16	4	9	3	39	5	100
11/09/2015 01:45	4	11	4	14	0	33	5	100
11/09/2015 01:50	9	19	13	9	0	50	5	100
11/09/2015 01:55	4	21	13	9	3	50	5	100
11/09/2015 02:00	4	11	13	6	1	35	5	100
11/09/2015 02:05	3	13	13	9	0	38	5	100
11/09/2015 02:10	3	14	1	10	6	34	5	100
11/09/2015 02:15	4	19	9	10	6	48	5	100
11/09/2015 02:20	10	17	7	9	3	46	5	100
11/09/2015 02:25	1	13	9	9	3	35	5	100
11/09/2015 02:30	3	14	9	9	1	36	5	100
11/09/2015 02:35	6	16	7	13	7	49	5	100
11/09/2015 02:40	11	14	11	16	1	53	5	100
11/09/2015 02:45	9	14	4	3	4	34	5	100
11/09/2015 02:50	9	14	16	10	1	50	5	100
11/09/2015 02:55	7	13	10	10	4	44	5	100
11/09/2015 03:00	13	21	13	14	1	62	5	100
11/09/2015 03:05	11	20	9	4	3	47	5	100
11/09/2015 03:10	10	21	14	9	1	55	5	100
11/09/2015 03:15	13	25	9	6	0	53	5	100
11/09/2015 03:20	19	24	14	11	0	68	5	100
11/09/2015 03:25	23	33	16	20	4	96	5	100
11/09/2015 03:30	21	30	21	23	6	101	5	100
11/09/2015 03:35	21	16	20	16	6	79	5	100
11/09/2015 03:40	21	30	10	26	6	93	5	100
11/09/2015 03:45	26	36	34	31	11	138	5	100
11/09/2015 03:50	26	37	21	41	6	131	5	100
11/09/2015 03:55	26	44	17	23	13	123	5	100
11/09/2015 04:00	41	43	34	21	10	149	5	100
11/09/2015 04:05	45	43	36	28	10	162	5	100
11/09/2015 04:10	43	50	37	30	11	171	5	100
11/09/2015 04:15	51	51	23	53	25	203	5	100
11/09/2015 04:20	49	50	39	56	17	211	5	100
11/09/2015 04:25	71	74	40	68	26	279	5	100
11/09/2015 04:30	86	87	53	59	27	312	5	100
11/09/2015 04:35	96	80	56	67	23	322	5	100
11/09/2015 04:40	97	99	57	66	31	350	5	100
11/09/2015 04:45	89	79	53	80	30	331	5	100
11/09/2015 04:50	104	81	58	49	30	322	5	100
11/09/2015 04:55	120	91	64	61	34	370	5	100
11/09/2015 05:00	103	93	54	79	44	373	5	100
11/09/2015 05:05	120	103	71	70	51	415	5	100
11/09/2015 05:10	174	133	111	109	46	573	5	100
11/09/2015 05:15	187	153	109	109	70	628	5	100
11/09/2015 05:20	184	179	124	137	79	703	5	100
11/09/2015 05:25	186	171	130	111	89	687	5	100
11/09/2015 05:30	147	140	139	150	124	700	5	100
11/09/2015 05:35	183	161	166	167	127	804	5	100
11/09/2015 05:40	159	157	129	144	143	732	5	100
11/09/2015 05:45	144	156	133	164	151	748	5	100
11/09/2015 05:50	161	156	124	157	144	742	5	100
11/09/2015 05:55	141	137	121	151	133	683	5	100
11/09/2015 06:00	121	131	121	133	137	643	5	100
11/09/2015 06:05	133	121	111	139	121	625	5	100
11/09/2015 06:10	131	129	110	123	121	614	5	100
11/09/2015 06:15	126	116	114	124	124	604	5	100
11/09/2015 06:20	106	113	100	117	111	547	5	100
11/09/2015 06:25	103	101	93	109	106	512	5	100
