5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	2.23	2.4	2.6	1.51	2.19	4	100
11/02/2015 00:05	1.6	2.11	2.26	1.06	1.76	4	100
11/02/2015 00:10	1.48	2.47	1.76	2.03	1.93	4	100
11/02/2015 00:15	1.97	2.53	2.06	1.14	1.92	4	100
11/02/2015 00:20	1.11	1.63	1.77	.83	1.34	4	100
11/02/2015 00:25	1.52	2.11	1.77	1.57	1.74	4	100
11/02/2015 00:30	1.11	2.17	1.8	1.37	1.61	4	100
11/02/2015 00:35	1.39	2.29	1.67	.96	1.58	4	100
11/02/2015 00:40	.73	.98	1.29	.7	.92	4	100
11/02/2015 00:45	1.03	1.57	1.53	.79	1.23	4	100
11/02/2015 00:50	1.13	1.43	1.64	1.05	1.31	4	100
11/02/2015 00:55	.92	1.16	1.39	1.13	1.15	4	100
11/02/2015 01:00	1.01	1.32	1.49	1.15	1.24	4	100
11/02/2015 01:05	.61	1	1.08	.65	.83	4	100
11/02/2015 01:10	1.06	1.3	1.48	.94	1.2	4	100
11/02/2015 01:15	.58	1.08	1.11	1	.94	4	100
11/02/2015 01:20	.73	1.14	.89	.44	.8	4	100
11/02/2015 01:25	.42	.59	.53	.34	.47	4	100
11/02/2015 01:30	.37	1.12	1.22	1.36	1.02	4	100
11/02/2015 01:35	.69	.67	.96	.88	.8	4	100
11/02/2015 01:40	.66	1.4	1.29	.51	.97	4	100
11/02/2015 01:45	.22	.8	.78	.63	.61	4	100
11/02/2015 01:50	.38	.66	1.08	.11	.56	4	100
11/02/2015 01:55	.4	.63	.44	.65	.53	4	100
11/02/2015 02:00	.37	.59	.38	.76	.53	4	100
11/02/2015 02:05	.49	.84	1.05	.72	.77	4	100
11/02/2015 02:10	.29	.43	.51	.57	.45	4	100
11/02/2015 02:15	.5	.71	.6	.26	.52	4	100
11/02/2015 02:20	.28	.61	.7	.58	.54	4	100
11/02/2015 02:25	.45	.69	.99	1.13	.81	4	100
11/02/2015 02:30	.47	.48	.91	.66	.63	4	100
11/02/2015 02:35	.37	.59	.95	1.03	.73	4	100
11/02/2015 02:40	.34	.88	.62	.88	.68	4	100
11/02/2015 02:45	.11	.95	1.28	1.03	.84	4	100
11/02/2015 02:50	.32	.95	1.28	1.14	.92	4	100
11/02/2015 02:55	.28	.68	.7	.8	.62	4	100
11/02/2015 03:00	.53	.92	1.36	.78	.9	4	100
11/02/2015 03:05	.58	.92	2.21	1.02	1.18	4	100
11/02/2015 03:10	.31	.8	.73	1.23	.77	4	100
11/02/2015 03:15	.27	.62	.78	1.05	.68	4	100
11/02/2015 03:20	.45	.86	1.22	.65	.8	4	100
11/02/2015 03:25	.38	1.16	.86	.98	.84	4	100
11/02/2015 03:30	.57	.92	1.26	2.18	1.23	4	100
11/02/2015 03:35	.56	1.04	1.05	1.06	.93	4	100
11/02/2015 03:40	.78	1.33	1.39	1.39	1.22	4	100
11/02/2015 03:45	.54	.84	.94	1.03	.84	4	100
11/02/2015 03:50	.8	1.62	1.5	1.37	1.32	4	100
11/02/2015 03:55	.59	1.04	1.61	1.23	1.12	4	100
11/02/2015 04:00	.7	1.06	1.04	.94	.94	4	100
11/02/2015 04:05	.89	1.47	1.61	1.59	1.39	4	100
11/02/2015 04:10	.49	1.58	1.53	1.27	1.22	4	100
11/02/2015 04:15	1.28	1.63	1.88	1.64	1.61	4	100
11/02/2015 04:20	1.47	2.08	2.15	1.86	1.89	4	100
11/02/2015 04:25	1.39	2.4	1.51	2.43	1.93	4	100
11/02/2015 04:30	1.52	2.01	1.74	2.17	1.86	4	100
11/02/2015 04:35	2.08	2.37	3.17	2.86	2.62	4	100
11/02/2015 04:40	2.58	2.33	2.89	2.49	2.57	4	100
11/02/2015 04:45	1.83	2.62	3.6	2.3	2.59	4	100
11/02/2015 04:50	2.44	2.5	2.95	2.91	2.7	4	100
11/02/2015 04:55	2.73	2.44	3.26	2.24	2.67	4	100
11/02/2015 05:00	2.4	3.5	2.88	3	2.95	4	100
11/02/2015 05:05	2.82	3.26	4.73	3.67	3.62	4	100
11/02/2015 05:10	4.02	4.1	4.78	5.65	4.64	4	100
11/02/2015 05:15	3.92	4.55	4.4	4.86	4.43	4	100
11/02/2015 05:20	5.66	5.1	5.17	4.82	5.19	4	100
11/02/2015 05:25	5.73	5.82	4.91	4.39	5.21	4	100
11/02/2015 05:30	6.98	6.92	6.36	6.1	6.59	4	100
11/02/2015 05:35	7.66	6.83	6.99	7.12	7.15	4	100
11/02/2015 05:40	7.88	7.22	6.92	6.66	7.17	4	100
11/02/2015 05:45	8.89	7.32	6.96	7.07	7.56	4	100
