5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Lane 6 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/09/2015 00:00	2.02	2.33	1.99	3.24	2.96	3.77	2.72	6	83
11/09/2015 00:05	1.72	2.26	2.3	3.28	2.77	3.85	2.7	6	83
11/09/2015 00:10	1.52	2.44	2.66	3.06	2.43	3.87	2.66	6	83
11/09/2015 00:15	1.17	2.31	2.12	3.67	3.51	3.78	2.76	6	83
11/09/2015 00:20	1.5	1.97	2	2.19	2.05	3.47	2.2	6	83
11/09/2015 00:25	1.65	1.67	1.72	2.15	2.92	3.55	2.28	6	83
11/09/2015 00:30	1.98	1.81	1.93	2.31	2.43	3.48	2.32	6	83
11/09/2015 00:35	1.24	1.97	1.33	2.68	1.77	3.35	2.06	6	83
11/09/2015 00:40	.86	1.31	1.59	1.73	1.8	3.24	1.75	6	83
11/09/2015 00:45	.86	1.67	1.52	2.14	1.61	3.32	1.85	6	83
11/09/2015 00:50	.22	1.04	1.9	1.74	1.31	3.19	1.57	6	83
11/09/2015 00:55	.86	1.53	.86	1.91	1.94	3.22	1.72	6	83
11/09/2015 01:00	.98	1.08	1.13	1.13	.98	.69	1	6	0
11/09/2015 01:05	.98	1.08	1.13	1.13	.98	.69	1	6	0
11/09/2015 01:10	.94	1.04	1.09	1.09	.94	.66	.96	6	0
11/09/2015 01:15	.46	1.34	1.61	2.43	1.21	3.25	1.72	6	83
11/09/2015 01:20	.87	1.29	1.2	1.3	.79	3.07	1.42	6	83
11/09/2015 01:25	.98	.92	1.07	1.75	1.31	3.19	1.54	6	83
11/09/2015 01:30	.67	1.09	.61	1.54	1.49	2.98	1.4	6	83
11/09/2015 01:35	.93	1.09	.97	1.48	.9	3.04	1.4	6	83
11/09/2015 01:40	.87	1.06	1.08	1.9	1.23	3.13	1.54	6	83
11/09/2015 01:45	.52	1.36	1.35	2.02	1.03	3.19	1.58	6	83
11/09/2015 01:50	.49	.67	1.05	1.17	1.07	3	1.24	6	83
11/09/2015 01:55	.61	1.14	.96	1.4	.53	3.05	1.28	6	83
11/09/2015 02:00	.64	.93	1.2	1.69	1.24	2.99	1.45	6	83
11/09/2015 02:05	.65	.63	.93	1.26	1.02	3.04	1.25	6	83
11/09/2015 02:10	.56	.93	.94	1.6	1.01	3	1.34	6	83
11/09/2015 02:15	.4	.75	1.59	1.67	1.17	3.08	1.44	6	83
11/09/2015 02:20	.51	.81	.63	1.26	.3	2.99	1.08	6	83
11/09/2015 02:25	.41	.75	1.44	.97	1.08	2.9	1.26	6	83
11/09/2015 02:30	.39	.86	1.33	1.02	2.37	3.03	1.5	6	83
11/09/2015 02:35	.4	.55	1.38	1.79	.73	3.05	1.32	6	83
11/09/2015 02:40	.41	.74	.98	2.25	.39	3.1	1.31	6	83
11/09/2015 02:45	.26	.99	.9	1.06	1.07	2.9	1.2	6	83
11/09/2015 02:50	.9	.75	1.19	1.33	1.01	3	1.36	6	83
11/09/2015 02:55	.81	1.04	1.26	1.07	.85	3.04	1.34	6	83
