5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/02/2015 00:00	3.41	2.56	3.16	1.8	2.73	4	0
11/02/2015 00:05	2.26	1.86	2.5	1.71	2.08	4	0
11/02/2015 00:10	2.87	2.23	2.79	1.66	2.39	4	0
11/02/2015 00:15	2.34	1.78	2.32	1.6	2.01	4	0
11/02/2015 00:20	2.45	2.27	2.44	1.5	2.17	4	0
11/02/2015 00:25	2.5	2.03	2.53	1.42	2.12	4	0
11/02/2015 00:30	2.3	1.52	2.4	1.39	1.9	4	0
11/02/2015 00:35	2.33	1.44	2.28	1.35	1.85	4	0
11/02/2015 00:40	1.83	1.83	1.78	1.22	1.67	4	0
11/02/2015 00:45	1.46	1.72	1.51	1.23	1.48	4	0
11/02/2015 00:50	1.75	1.38	2.06	1.19	1.59	4	0
11/02/2015 00:55	1.64	1.52	1.82	1.14	1.53	4	0
11/02/2015 01:00	.71	1.1	1.15	1.04	1	4	0
11/02/2015 01:05	.71	1.1	1.15	1.04	1	4	0
11/02/2015 01:10	1.22	1.89	1.28	1.03	1.36	4	0
11/02/2015 01:15	1.19	1.06	1.19	1.05	1.12	4	0
11/02/2015 01:20	.91	1.01	1.3	.96	1.04	4	0
11/02/2015 01:25	1.21	1.23	1.79	.96	1.3	4	0
11/02/2015 01:30	1.43	1.47	1.39	.94	1.31	4	0
11/02/2015 01:35	.9	1.07	1.27	.9	1.03	4	0
11/02/2015 01:40	1.03	.88	1.56	.97	1.11	4	0
11/02/2015 01:45	1	.99	1.28	.91	1.04	4	0
11/02/2015 01:50	1.31	1.03	1.26	.84	1.11	4	0
11/02/2015 01:55	.91	.83	1.39	.91	1.01	4	0
11/02/2015 02:00	.64	.86	1.53	.91	.98	4	0
11/02/2015 02:05	.64	.85	.96	.89	.83	4	0
11/02/2015 02:10	.7	.77	1.06	.9	.86	4	0
11/02/2015 02:15	.42	.63	1.01	.9	.74	4	0
11/02/2015 02:20	.82	.87	1.01	.83	.88	4	0
11/02/2015 02:25	1.02	1.19	1.39	.87	1.12	4	0
11/02/2015 02:30	.48	.71	.93	.79	.73	4	0
11/02/2015 02:35	.89	1.08	1.67	.77	1.1	4	0
11/02/2015 02:40	.82	1	1.44	.72	.99	4	0
11/02/2015 02:45	.98	1.38	1.42	.78	1.14	4	0
11/02/2015 02:50	.89	.9	1.07	.75	.9	4	0
11/02/2015 02:55	.67	.84	2.1	.76	1.09	4	0
11/02/2015 03:00	1.16	1.01	1.52	.7	1.1	4	0
11/02/2015 03:05	.74	.85	1.62	.69	.97	4	0
11/02/2015 03:10	1.13	1.32	1.56	.64	1.16	4	0
11/02/2015 03:15	1.2	1.21	1.25	.68	1.08	4	0
11/02/2015 03:20	1.28	1.34	2.01	.7	1.33	4	0
11/02/2015 03:25	1.2	1.31	1.3	.72	1.13	4	0
11/02/2015 03:30	1.37	1.43	1.33	.75	1.22	4	0
11/02/2015 03:35	2.26	2.06	2.1	.79	1.8	4	0
11/02/2015 03:40	2.22	1.92	2.72	.87	1.93	4	0
11/02/2015 03:45	2.7	2.18	2.47	.88	2.06	4	0
11/02/2015 03:50	2.24	1.8	1.81	.9	1.69	4	0
11/02/2015 03:55	2.26	1.74	1.65	.84	1.62	4	0
11/02/2015 04:00	2.35	2.19	2.9	.86	2.07	4	0
11/02/2015 04:05	2.8	2.07	2.8	.94	2.15	4	0
11/02/2015 04:10	3.15	2.44	3.47	1.04	2.53	4	0
11/02/2015 04:15	4.48	2.6	3.71	1.12	2.98	4	0
11/02/2015 04:20	4.25	3.25	3.96	1.25	3.18	4	0
11/02/2015 04:25	4.92	3.48	4.53	1.36	3.57	4	0
11/02/2015 04:30	5.19	4.13	4.61	1.55	3.87	4	0
11/02/2015 04:35	6.29	3.9	5.21	1.67	4.27	4	0
11/02/2015 04:40	7.12	4.53	5.91	1.82	4.84	4	0
11/02/2015 04:45	7.99	5	6.47	2.09	5.39	4	0
11/02/2015 04:50	7.04	4.67	5.37	2.01	4.77	4	0
11/02/2015 04:55	7.63	4.78	6.06	2.02	5.12	4	0
11/02/2015 05:00	8.36	4.94	5.67	2.18	5.29	4	0
11/02/2015 05:05	9.52	5.25	5.87	2.5	5.79	4	0
11/02/2015 05:10	11.2	6.11	8.12	3	7.11	4	0
11/02/2015 05:15	13.44	7.39	9.75	2.99	8.39	4	0
11/02/2015 05:20	14.79	8.43	11.94	3.55	9.68	4	0
11/02/2015 05:25	17.49	9.04	14.94	3.9	11.34	4	0
11/02/2015 05:30	18.11	9.35	14.89	4.14	11.62	4	0
11/02/2015 05:35	17.41	9.54	15.88	4.57	11.85	4	0
11/02/2015 05:40	16.94	8.79	18.37	5.38	12.37	4	0
11/02/2015 05:45	17.95	9.07	17.47	5.11	12.4	4	0
11/02/2015 05:50	20.57	8.94	20.8	5.06	13.84	4	0
11/02/2015 05:55	19.13	8.93	21.03	5.06	13.54	4	0
11/02/2015 06:00	21.04	8.79	21.98	4.81	14.15	4	0
11/02/2015 06:05	23.01	8.44	28.06	5.79	16.32	4	0
11/02/2015 06:10	21.15	8.37	27.43	7.02	15.99	4	0
11/02/2015 06:15	22.91	8.3	27.3	7.98	16.62	4	0
11/02/2015 06:20	25.98	7.81	29.52	7.22	17.63	4	0
11/02/2015 06:25	22.16	8.04	24.71	8.37	15.82	4	0
11/02/2015 06:30	20.19	8.01	20.6	8.06	14.22	4	0
11/02/2015 06:35	20.14	8.15	21.94	8.9	14.78	4	0
11/02/2015 06:40	26.39	7.75	25.25	10.1	17.37	4	0
11/02/2015 06:45	34.56	7.57	34.61	9.82	21.64	4	0
11/02/2015 06:50	28.1	7.61	26.79	9.57	18.02	4	0
11/02/2015 06:55	35.68	7.07	33.56	8.93	21.31	4	0
11/02/2015 07:00	32.48	6.87	36.94	8.75	21.26	4	0
11/02/2015 07:05	33.29	8.12	33.86	9.07	21.08	4	0
11/02/2015 07:10	24.35	7.46	26.71	9.41	16.98	4	0
11/02/2015 07:15	37.74	6.17	29.01	9.79	20.68	4	0
11/02/2015 07:20	32.51	6.93	26.2	10.12	18.94	4	0
11/02/2015 07:25	34.41	6.73	35.22	10.16	21.63	4	0
11/02/2015 07:30	31.01	7.72	30.06	12.71	20.37	4	0
11/02/2015 07:35	38.98	6.26	41.22	12.97	24.86	4	0
11/02/2015 07:40	33.91	7.31	33.27	9.97	21.12	4	0
11/02/2015 07:45	34.13	6.19	35.58	10.13	21.51	4	0
11/02/2015 07:50	34.15	6.6	34.41	9.93	21.27	4	0
11/02/2015 07:55	35.03	6.29	39.13	10.19	22.66	4	0
11/02/2015 08:00	36.68	6.02	36.1	9.89	22.17	4	0
11/02/2015 08:05	33.48	7.45	35.84	9.74	21.63	4	0
11/02/2015 08:10	36.08	7	37.46	9.91	22.61	4	0
11/02/2015 08:15	33.8	6.76	36.79	11.97	22.33	4	0
11/02/2015 08:20	38.1	6.06	35.05	11.56	22.69	4	0
11/02/2015 08:25	34.16	6.59	36.58	11.06	22.1	4	0
11/02/2015 08:30	34.31	6.38	36.11	9.45	21.56	4	0
11/02/2015 08:35	30.26	6.88	38.61	9.31	21.26	4	0
11/02/2015 08:40	35.19	5.98	35.06	9.18	21.35	4	0
11/02/2015 08:45	34.25	7.02	32.49	9.29	20.76	4	0
11/02/2015 08:50	34.17	6.94	35.23	8.83	21.29	4	0
11/02/2015 08:55	39.62	6.75	41.71	8.62	24.17	4	0
11/02/2015 09:00	26.59	7.02	32.13	8.6	18.58	4	0
11/02/2015 09:05	42.42	6.27	41.97	8.18	24.71	4	0
11/02/2015 09:10	38.9	6.2	33.78	8.25	21.78	4	0
11/02/2015 09:15	32.39	7.27	38.63	8.27	21.64	4	0
11/02/2015 09:20	31.27	6.48	35.38	8.43	20.39	4	0
11/02/2015 09:25	32.16	6.25	37.29	8.79	21.12	4	0
11/02/2015 09:30	39.83	6.03	38.25	8.82	23.23	4	0
11/02/2015 09:35	35.2	6.92	35.85	8.49	21.62	4	0
11/02/2015 09:40	31.44	6.54	34.51	8.35	20.21	4	0
11/02/2015 09:45	33.94	6.05	36.17	8.2	21.09	4	0
11/02/2015 09:50	34.1	6.32	36.06	8.13	21.15	4	0
11/02/2015 09:55	35.82	6.43	39	8.11	22.34	4	0
11/02/2015 10:00	36.91	6.69	31.28	8.03	20.73	4	0
11/02/2015 10:05	36.05	6.36	36.74	7.92	21.77	4	0
11/02/2015 10:10	33.42	7.08	32.56	7.91	20.24	4	0
11/02/2015 10:15	37.65	6.29	38.15	7.94	22.51	4	0
11/02/2015 10:20	23.17	6.38	29.32	7.91	16.69	4	0
11/02/2015 10:25	31.77	6.07	33.36	7.79	19.75	4	0
11/02/2015 10:30	19.91	7.44	25.42	8.07	15.21	4	0
11/02/2015 10:35	22.4	7.6	25.56	8.05	15.9	4	0
11/02/2015 10:40	28.11	7.87	28.58	8.03	18.15	4	0
11/02/2015 10:45	27.87	7.57	32.56	7.78	18.95	4	0
11/02/2015 10:50	27.24	6.94	28.43	7.65	17.56	4	0
11/02/2015 10:55	19.14	8.17	21.35	7.54	14.05	4	0
11/02/2015 11:00	33.05	8.21	29.82	7.01	19.52	4	0
11/02/2015 11:05	23.79	7.88	29.53	7.86	17.26	4	0
11/02/2015 11:10	21.86	7.83	23.84	7.89	15.35	4	0
11/02/2015 11:15	19.42	8.13	26.1	7.98	15.41	4	0
11/02/2015 11:20	26.23	7.62	27.31	7.82	17.25	4	0
11/02/2015 11:25	21.65	8.22	24.91	7.97	15.69	4	0
11/02/2015 11:30	21.37	7.6	26.43	7.69	15.77	4	0
11/02/2015 11:35	26.08	8.45	25.41	7.58	16.88	4	0
11/02/2015 11:40	18.89	8.7	25.84	8.04	15.37	4	0
11/02/2015 11:45	22.17	8.14	24.05	7.5	15.47	4	0
11/02/2015 11:50	18.36	7.75	19.12	7.32	13.14	4	0
11/02/2015 11:55	15	8.33	13.51	7.29	11.03	4	0
11/02/2015 12:00	12.82	7.96	10.64	7.75	9.79	4	0
11/02/2015 12:05	14.79	8.21	14.17	8	11.29	4	0
11/02/2015 12:10	14.06	7.98	11.19	8.14	10.34	4	0
11/02/2015 12:15	13.36	7.69	11.34	7.86	10.06	4	0
11/02/2015 12:20	12.94	8.48	12.88	8.2	10.62	4	0
11/02/2015 12:25	15.74	8.58	13.24	7.29	11.21	4	0
11/02/2015 12:30	14.22	8.34	12.94	8.07	10.89	4	0
11/02/2015 12:35	14.02	8.2	14.04	7.81	11.02	4	0
11/02/2015 12:40	16.42	8.38	13.93	7.65	11.59	4	0
11/02/2015 12:45	14.06	7.95	13.1	8.36	10.87	4	0
11/02/2015 12:50	13.85	8.11	13.39	8.03	10.85	4	0
11/02/2015 12:55	12.83	7.98	11.33	7.95	10.02	4	0
11/02/2015 13:00	13.41	7.94	12.62	7.69	10.41	4	0
11/02/2015 13:05	13.65	7.94	11.83	7.5	10.23	4	0
11/02/2015 13:10	13.54	8.04	12.44	7.57	10.4	4	0
11/02/2015 13:15	13.5	7.48	11.97	7.53	10.12	4	0
11/02/2015 13:20	12.82	7.74	11.89	7.73	10.05	4	0
11/02/2015 13:25	13.27	7.58	11.15	7.54	9.89	4	0
11/02/2015 13:30	14.92	7.65	14.09	7.39	11.01	4	0
11/02/2015 13:35	13.1	8.2	11.81	7.94	10.26	4	0
11/02/2015 13:40	14.1	7.3	12.37	7.63	10.35	4	0
11/02/2015 13:45	13.73	7.94	13.53	7.87	10.77	4	0
11/02/2015 13:50	11.82	7.06	11.19	7.69	9.44	4	0
11/02/2015 13:55	12.25	7.05	10.61	7.41	9.33	4	0
11/02/2015 14:00	11.58	7.54	10.26	7.5	9.22	4	0
11/02/2015 14:05	13.43	7.93	12.93	7.78	10.52	4	0
11/02/2015 14:10	13.54	7.4	12.69	7.81	10.36	4	0
11/02/2015 14:15	13.9	7.76	12.38	8.36	10.6	4	0
11/02/2015 14:20	12.8	7.21	11.77	8.15	9.98	4	0
11/02/2015 14:25	12.77	7.54	10.57	7.81	9.67	4	0
11/02/2015 14:30	11.8	7.6	11.18	8.55	9.78	4	0
11/02/2015 14:35	14.08	8.03	12.15	8.03	10.57	4	0
11/02/2015 14:40	12.49	7.31	11.52	8.61	9.98	4	0
11/02/2015 14:45	11.99	7.19	11.91	9.12	10.05	4	0
11/02/2015 14:50	11.83	7.69	10.98	7.81	9.58	4	0
11/02/2015 14:55	12.6	7.22	11.43	8.25	9.88	4	0
11/02/2015 15:00	12.3	7.45	11.03	8.06	9.71	4	0
11/02/2015 15:05	10.73	6.61	9	8.11	8.61	4	0
11/02/2015 15:10	11.09	6.89	10.74	8.58	9.32	4	0
11/02/2015 15:15	11.79	6.35	8.65	8.34	8.78	4	0
11/02/2015 15:20	12.51	7.86	11.07	8.37	9.95	4	0
11/02/2015 15:25	13	7.45	11.72	8.13	10.07	4	0
11/02/2015 15:30	12.8	6.87	9.9	7.81	9.35	4	0
11/02/2015 15:35	11.69	6.69	9.95	8.41	9.18	4	0
11/02/2015 15:40	11.62	6.76	9.72	8.55	9.16	4	0
11/02/2015 15:45	12.98	7.12	11.36	8.41	9.97	4	0
11/02/2015 15:50	12.52	7.32	9.82	8.87	9.63	4	0
11/02/2015 15:55	12.04	6.71	9.79	8.17	9.18	4	0
11/02/2015 16:00	11.45	6.94	9.7	8.36	9.11	4	0
11/02/2015 16:05	10.71	7.21	9.4	8.54	8.97	4	0
11/02/2015 16:10	12.95	6.43	10.14	8.55	9.52	4	0
11/02/2015 16:15	12.48	7.3	9.71	9.33	9.7	4	0
11/02/2015 16:20	13.64	7.71	11.06	8.76	10.29	4	0
11/02/2015 16:25	11.41	7.03	9.68	8.63	9.19	4	0
11/02/2015 16:30	11.07	6.57	9.13	8.85	8.9	4	0
11/02/2015 16:35	11.84	6.77	10.27	9.24	9.53	4	0
11/02/2015 16:40	12.42	7.03	9.91	8.97	9.58	4	0
11/02/2015 16:45	11.52	6.91	9.57	9.56	9.39	4	0
11/02/2015 16:50	13.41	6.87	9.96	9.25	9.87	4	0
11/02/2015 16:55	13	7.67	9.97	9.12	9.94	4	0
11/02/2015 17:00	10.85	7.04	10.49	9.32	9.42	4	0
11/02/2015 17:05	11.06	7.54	10.69	9.57	9.71	4	0
11/02/2015 17:10	12.1	7.02	10.67	9.84	9.91	4	0
11/02/2015 17:15	12.07	7.73	10.71	10.34	10.21	4	0
11/02/2015 17:20	11.88	7.26	10.4	10.28	9.95	4	0
11/02/2015 17:25	12.41	7.02	10.62	10.19	10.06	4	0
11/02/2015 17:30	12.83	7.66	11.67	10.21	10.59	4	0
11/02/2015 17:35	12.46	7.56	10.31	10.19	10.13	4	0
11/02/2015 17:40	12.55	7.21	10.57	10.27	10.15	4	0
11/02/2015 17:45	12.03	7.15	10.86	10.9	10.24	4	0
11/02/2015 17:50	12.5	7.62	10.28	10.8	10.3	4	0
11/02/2015 17:55	14.02	6.83	11.36	10.76	10.74	4	0
11/02/2015 18:00	12.78	6.83	15.29	9.37	11.07	4	0
11/02/2015 18:05	13.06	7.71	11.84	9.38	10.5	4	0
11/02/2015 18:10	12.54	7.55	11.75	9.56	10.35	4	0
11/02/2015 18:15	13.83	7.32	10.93	9.34	10.35	4	0
